Jules Verne	JULES VERNE	0.3
	Odafönn a magasban léggömböt pörgetett egy szélörvény csúcsa, dobálta, mint valami labdát, a forogva száguldó levegőoszlop óránként kilencvenmérföldes sebességgel hurcolta magával a térben, az meg akkorákat serdült-perdült a tengelye körül, mintha csak valamilyen légi maelström3 sodrába került volna.	-0.3
Tháng hai năm 1865, trong một cuộc tấn công của tướng Ulyss Grant vào thành phố Richmond, có một số sĩ quan quân đội ông bị sa vào tay địch và bị giam giữ ở đó.	Ennek a léggömbnek az alsó nyúlványán gondola himbálódzott, benne öt utas; alig látták egymást az óceán felszínétől egészen hozzájuk fölcsapó, szétporlott vízcseppekkel kevert, sűrű párázatok közt.	0.245294
Một trong số những tù binh đáng chú ý nhất thuộc ban tham mưu của tướng Grant tên Cyrus Smith.	Honnan jött ez a léghajó, hogyan vált valósággal játékszerévé a rémületes viharnak? ~~~ Hol kelt útra, melyik pontján a világnak?	-0.0229412
Cyrus Smith là người gốc Massachussetts, nghề nghiệp kỹ sư, đồng thời là một nhà bác học giỏi bậc nhất.	Valószínűleg nem az orkán idején indult el. ~~~ Márpedig a förgeteg öt napja őrjöng, s első jelei már 18-án mutatkoztak.	-0.00263158
Nhìn bề ngoài người ta có thể cho ông là người Bắc Mỹ chính thống với dáng vóc mảnh khảnh, thậm chí có phần hơi gầy.	A léggömb tehát vélhetőleg igen messziről jön, hiszen aligha tehetett meg kétezer mérföldnél kisebb utat huszonnégy óránként.	0.2856
	Az utasok nyilvánvalóan semmiféle olyan eszközzel nem rendelkeznek, amellyel meg­állapít­hatnák, hogy elindulásuk óta milyen nagy távolságot röpültek át, meg aztán hiányzik bármi­féle támpontjuk is az efféle méréshez.	-0.3
	Szélvész hajszolta őket, szilaj ítéletidő tombolt körülöttük, ők maguk azonban, valamilyen különös tünemény folytán, mindettől csöppet sem szenvedtek.	-0.3
	A léghajó úgy változtatta helyét, úgy pörgött tengelye körül, hogy utasai sem a forgásból, sem pedig a vízszintes száguldásból nem éreztek semmit.	-0.3
Mặc dù chưa quá bốn mươi lăm tuổi, nhưng mái tóc cắt ngắn của ông đã ánh lên những sợi tóc bạc.	Tekintetük nem bírt áthatolni a gondola alatt gomolygó vastag ködön. ~~~ Párás homályban kavargott körülöttük minden.	-0.00972222
	Olyan sötét felhők közt sodródtak, hogy szinte azt sem tudták már, nappal van-e, vagy éjszaka.	-0.3
Gương mặt của ông làm cho người ta sửng sốt về một vẻ đẹp trang nghiêm và khắc khổ, đôi mắt sáng ngời đầy nghị lực, đôi môi nghiêm nghị ít khi mỉm cười.	Amíg a magas légrétegekben suhantak, semmilyen fénycsillám, emberlakta területek semmilyen nesze, az óceán morajának semmilyen foszlánya sem ért el hozzájuk a mérhetetlen tompa távolságon át.	0.286364
Nói tóm lại, Cyrus Smith là hình ảnh của một nhà bác học mang tâm hồn của một người lính.	Most is csak rohamos süllyedésük adta tudtukra, milyen veszedelembe vágtatnak a hullámok fölött.	0.280435
	Eközben a léghajó megszabadult minden terhétől, a lőszerektől, a fegyverektől s az egész élelmiszerkészlettől, és ismét a légkör felsőbb rétegeibe, négyezerötszáz lábnyi magasságba lendült föl.	-0.3
	Az utasok ugyanis, miután tudtára ébredtek, hogy tenger hánytorog léggömbjük gondolája alatt, úgy döntöttek: kevésbé veszélyes farkasszemet nézni a halálos fenyegetéssel amott fönn, mint emitt lenn, ezért habozás nélkül lehajigálták a fedélzetről még a legszük­sége­sebb használati tárgyaikat is, és arra törekedtek, hogy a léghajó mennél kevesebbet veszítsen hordozóerejéből, abból a gáznemű anyagból, amely őket a riadó mélységek fölé emeli.	-0.3
	Az éjszaka feszült nyugtalanságban telt el - ha kevésbé erős lelkületű emberekről volna szó, azt mondhatnók: „halálos nyugtalánságban”.	-0.3
	Aztán megvirradt, és pirkadatra az orkán mintha enyhülni kezdett volna.	-0.3
	Március 24-ének hajnalától bizonyos jelek arra vallottak, hogy csitul a vihar.	-0.3
	Reggeltájt a legtarjagosabb felhőóriások fölgomolyodtak az égbolt magasába.	-0.3
	A lég­örvény tölcsére néhány óra múlva szétterebélyesedett, majd megszakadt.	-0.3
Ông thuộc số những kỹ sư mà khi bắt đầu con đường công danh của mình đã tự nguyện cầm búa và cuốc chim.	A szélvész orkánból jókora „friss fuvallattá” finomult: pontosabban szólva felére csökkent a légrétegek mozgási sebessége.	0.276923
Bởi vậy, chẳng có gì đáng ngạc nhiên, khi thấy ông không những có đầu óc cực kỳ sáng suốt và sắc sảo mà ngay cả đôi tay ông cũng rất tháo vát, khéo léo.	Még mindig hatalmas szél fújt azonban - a tengerészek ezt „háromgyűrűs szellőnek”4 hívják -, s az elemek háborgása csillapodott ugyan, de azért a helyzet számot­tevően nem javult.	0.289286
	Tizenegy óra tájban az alsóbb légrétegek érezhetően kitisztultak.	-0.3
	Az atmoszféra - mint általában a nagy légköri változósok után - nyirkosan áttetszővé hígult.	-0.3
Cyrus Smith còn là biểu tượng của lòng dũng cảm.	Mintha az orkán nem is takarodott volna el messze nyugat felé.	0.288679
Ông đã bắt đầu cuộc đời của người lính dưới quyền chỉ huy của tướng Grant trong đội quân tình nguyện của bang Illinois, và ở đâu ông cũng đều chiến đấu một cách dũng cảm.	Úgy sejlett: önmagát emésztette föl. ~~~ Talán a szétsza­kadozott légörvény nem foszlott el, hanem - amint a tájfunnal az Indiai-óceán vidékén hébe-hóba történni szokott - villamossággá alakult át, és most széles elektromos szőnyegekként hullámzik a levegőben.	-0.0137056
	Ettől fogva azonban a gondola utasai ismét azt észlelték, hogy a léggömb lassan, de állandóan alább süllyed, s már újra az alacsonyabb légrétegek közt lejt.	-0.3
Ông tham dự hầu hết các trận đánh cho đến khi bị thương ở Richmond và bị kẻ thù bắt làm tù binh.	Úgy rémlett, fokról fokra zsugorodik is, burka kinyúlik és megereszkedik, gömb alakja pedig egyre inkább tojásformát ölt.	0.271698
	Déltájt a léghajó már csak kétezer lábnyira lebegett a tenger színe fölött.	-0.3
Bị quân đội miền Nam bắt giữ ngày hôm ấy còn có một người nổi tiếng nữa, đó chính là Gédéon Spilett, phóng viên của tờ “New York Herald” được biệt phái vào quân đội để theo dõi diễn biến của chiến tranh.	A gömb űrtartalma ötvenezer köbláb5 volt; roppant befogadóképességének köszönhette, hogy akár jelentőn magas­ságban haladt, akár alacsonyan, vízszintes irányban sodródott, kétségkívül igen sokáig maradhatott fönn a levegőben.	0.294714
	Ebben a pillanatban az utasok éppen utolsó holmijukat dobálták le a gondolából, hogy könnyebbé tegyék a léghajót: kihajigálták maradék csekély élelmiszereiket, a zsebükben levő apró használati tárgyakat, mindenüket; egyikük fölkapaszkodott a burokhálózat köteleit egybefogó karikára, s igyekezett szilárdan megkötözni a léggömb alsó nyúlványát, az úgy­nevezett töltőszájat.	-0.3
	Nyilvánvaló volt, hogy az utasok semmiképpen sem tarthatják magasabb rétegekben a léghajót, nincs hozzá elegendő gázuk!	-0.3
Gédéon Spilett thuộc loại người không bao giờ chịu khuất phục hoàn cảnh.	Akkor pedig végük! ~~~ Szemük előtt sehol nem bukkant föl sem szárazföld, sem sziget.	-0.0056962
Ông can đảm dấn thân vào nơi trận mạc với mục đích là khai thác được những tin tức chính xác về các sự kiện nóng bỏng và nhanh chóng chuyển chúng về toà soạn của mình.	A végeláthatatlan térség közel s távol nem kínált nekik semmiféle tenyérnyi leszállóhelyet, semmilyen szilárd felületet, amelyben vasmacskájuk megkapaszkodhatnék.	0.255556
	Csak a mérhetetlen tenger viharzott alattuk, hullámai még mindig hasonlíthatatlan szilajsággal csapdosódtak!	-0.3
	Csak az óceán tombolt a mélyben: határait még ők sem látták, pedig magasról vehették szemügyre, és negyvenmérföldnyi sugarú kört fogtak át tekintetükkel.	-0.3
	Csak az irdatlan vízsivatag fortyogott odalenn, irgalmatlanul korbácsolta tajtékosra az orkán: mintha nem is hullámok hánykolódnának, hanem holmi fékevesztett vad ménes nyargalódznék, amelyre habtaréjból font, hatalmas, fehér hálót vetettek.	-0.3
Là người có nghị lực, năng động và kiên quyết, Spilett từng đi khắp thế giới và làm tốt vai trò của một phóng viên.	Sehol föld, sehol hajó a láthatáron! ~~~ Most már bármi áron meg kell állítaniok a léghajó süllyedését, ha meg akarják akadályozni, hogy elnyeljék a habok.	-0.022093
Bên cạnh đó, ông còn gánh vác sứ mệnh của một người lính, một hoạ sĩ.	Ez nyilvánvaló volt, és ezzel a sürgős feladattal foglalkoztak most a gondola utasai.	0.292405
	Ám minden erőfeszítésük hiábavalónak bizonyult, a léggömb mind mélyebbre ereszkedett, és ezzel egyidejűleg lélegzetszakasztó sebességgel suhant északkelet felől délnyugat felé, követve a szél irányát.	-0.3
	A szerencsétlen utasok szörnyű helyzetbe kerültek!	-0.3
	Be kellett látniok, nem urai többé a léghajónak.	-0.3
	Próbálkozásaik nem járhatnak sikerrel.	-0.3
Với tính năng động, tháo vát của mình, Gédéon Spilett không sợ vất vả, mệt nhọc, nguy hiểm khi muốn tìm hiểu một điều gì đó.	A léggömb burka fokról fokra kisebbre zsugorodott. ~~~ A gáz jórészt elillant belőle, további szivárgását semmiképpen sem lehetett megakadályozni.	-0.00107143
	Láthatólag közeledett a leszállás pillanata, és délután egy órakor a gondola már csak hatszáz lábnyira lebegett az óceán fölött.	-0.3
Là một trong những nhà quan sát dũng cảm Spilett có thể viết bài dưới làn đạn, sáng tác dưới gầm đại bác.	Valóban, a gáz elszivárgását lehetetlen volt meggátolniok: szabadon szökött el a léggömb burkának szakadásán.	0.278182
	Azzal, hogy megszabadították a gondolát minden benne levő tárgytól, az utasok néhány órával meghosszabbították fennmaradásukat a levegőben.	-0.3
	Az elkerülhetetlen szerencsétlenséget azonban csak elodázhatták némiképp: ha éjszakáig nem bukkan föl valamilyen szárazföld, akkor az utasok gondolástul és léggömböstül végérvényesen eltűnnek a tenger hullámai közt.	-0.3
	Egyetlen kísérletre gondolhattak még, és ezt ekkor végre is hajtották.	-0.3
Đối với ông, bất kỳ sự mạo hiểm nào cũng đều là cuộc phiêu lưu hấp dẫn.	A léghajó utasai látnivalóan vakmerő férfiak voltak, szembe tudtak nézni a halállal.	0.285366
Ông ta có mặt trong tất cả các trận chiến và bao giờ cũng xông lên tuyến đầu, một tay cầm súng lục, một tay cầm sổ ghi chép.	Egyetlen zokszó sem hagyta el ajkukat. ~~~ Elszánták magukat, hogy küzdenek az utolsó pillanatig, és elkövetnek mindent, hogy késleltessék zuhanásukat.	-0.00777778
	A léghajó gondolája csak afféle fűzfavesszőből font kosár volt, a vízen semmi hasznát nem látták volna, az ilyesmit nem lehet a tenger színén tartani, nyomban elmerül, mihelyt leesik.	-0.3
Và dưới làn mưa đạn, chiếc bút bi trong tay ông cũng không hề run rẩy.	Két órakor a léghajó már alig négyszáz lábnyira lebegett a hullámok fölött.	0.296
Tin tức hay bài vở của ông đều ngắn gọn, chính xác, rõ ràng, ông luôn biết cách trình bày thật rõ ràng một sự kiện quan trọng.	Ebben a pillanatban megszólalt egy hang - olyan férfié, akinek a szíve semmilyen félelmet sem ismer: ~~~ - Mindent kidobtunk már?	-0.03
Nhân tiện cũng xin nói thêm: ông ta còn là một cây khôi hài.	Szavaira nem kevésbé elszánt hangok válaszoltak: ~~~ - Nem!	-0.0190909
	Van még tízezer frank aranyban.	-0.3
Gédéon Spilett vóc người cao, chừng bốn mươi tuổi.	És a súlyos zsák máris a tengerbe hullott. ~~~ - Emelkedik-e a léghajó?	-0.0210526
	- Némiképp, de nemsokára ismét zuhanni fog!	-0.3
	- Mi maradt még kidobnivaló?	-0.3
	- Semmi.	-0.3
	- De igen!...	-0.3
Đôi mắt linh lợi, tinh nhanh, bình tĩnh và tự tin.	A gondola! ~~~ - Kapaszkodjunk a hálóba! ~~~ Tengerbe a gondolával!	-0.108333
Thân hình ông rắn chắc, và được tôi luyện trong những chuyến du lịch khác nhau.	Valóban, ez volt az egyetlen s az utolsó lehetőség, hogy könnyítsenek a léghajón.	0.265385
	Elvagdosták körös-körül a gondola tartókötélzetét, és a léggömb, tartós süllyedés után, most egyszerre kétezer láb magasba szökkent.	-0.3
	Az öt utazó fölhúzódzkodott a hálón, a köteleket egybefogó karika fölé, s a fonadék rácsozatá­ban megkapaszkodva lebámultak az alattuk tátongó mélységbe.	-0.3
Đã mười năm nay Gédéon Spilett góp phần làm phong phú tờ báo mà anh ta là một trong những ký giả của nó bằng những bài, tin nhanh và những hình vẽ minh hoạ.	Tudvalevőleg az efféle léghajók egyensúlya rendkívül bizonytalan. ~~~ A legkönnyebb tárgy kihajítása is azzal jár, hogy elmozdulnak eredeti függőleges helyzetükből.	-0.00279503
	A levegőben lebegő alkotmány olyan, mint valamilyen különleges pontosságú mérleg.	-0.3
	Érthető tehát, ha viszonylag számottevő tehertől szabadul meg, akkor jelentékeny mértékben és hirtelen változtat helyet. ~~~ Ez történt ez alkalommal is.	-0.3
	A léggömb azonban csak egy pillanatig állapodott meg a felsőbb rétegekben, aztán ismét süllyedni kezdett.	-0.3
Ông sử dụng tốt như nhau ngòi bút của nhà báo và cây cọ của một hoạ sĩ.	A gáz továbbra is elillant a repedésen, amelyet semmiképpen sem lehetett megjavítani.	0.3
	Az utazók megtettek minden tőlük telhetőt.	-0.3
	Emberi erő immár nem segíthetett rajtuk.	-0.3
	Már csupán Isten segítségében bizakodhattak.	-0.3
Cyrus Smith và Gédéon Spilett chỉ biết nhau qua lời kể của người khác.	Négy órakor a léggömb ismét csak ötszáz lábnyira lebegett a víz felszínétől.	0.288
Cả hai được phái đến Richmond.	Hirtelen hangos csaholás hallatszott.	0.3
Viên kỹ sư mau chóng được chữa khỏi vết thương và trong thời gian bình phục ông đã làm quen với nhà báo.	Az utazók útitársa, a kutya, ott csimpaszkodott a háló­szemekbe a gazdája mellett. ~~~ - Top meglátott valamit! ~~~ - kiáltott föl az egyik utazó.	-0.11068
Họ cảm thấy quý trọng nhau và kết bạn.	Nyomban utána harsány hang zendült: ~~~ - Föld!	-0.00340909
	Föld! ~~~ A léggömb, amelyet a szél szüntelenül délnyugatnak hajszolt hajnal óta, tekintélyes távolságot tett meg, számokban kifejezve több száz mérföldet, és most csakugyan szárazföld tűnt szemükbe délnyugat felől.	-0.3
	Ez a föld azonban legalább harmincmérföldnyire feküdt tőlük.	-0.3
Chẳng mấy chốc mục đích mà hai người luôn luôn theo đuổi đã kết nối họ lại với nhau.	Szélirányban ugyan, de így is jó óra kell hozzá, hogy elérjék, föltéve, ha semmi nem téríti el őket útirányuktól. ~~~ Egy óra!	-0.0214286
	Vajon nem illan-e el addig a selyemburokból az a kevés megmaradt gáz is?	-0.3
Cả hai người đều chỉ mong muốn một điều là chạy trốn khỏi nơi họ bị cầm tù để trở về với quân đội của tướng Grant và tiếp tục chiến đấu cho sự thống nhất của liên bang.	Szörnyű kérdés! ~~~ Az utazók tisztán látták azt a szilárd pontot, amelyet mindenáron el kellett érniök. ~~~ Azt nem is sejtették, vajon földrész-e vagy sziget, hiszen jóformán azt sem tudták, hogy a világ melyik tája felé sodorta őket az orkán!	-0.104
	Erre a földre azonban, akár emberlakta vidék, akár nem, akár barátságos fogadtatás várja őket, akár az ellenkezője, mindenképpen el kell jutniok!	-0.3
Đôi bạn quyết định tranh thủ mọi cơ hội thuận lợi để chạy trốn.	Ekkorra, négy óra tájra nyilvánvaló lett, hogy a léggömb nem képes tovább a levegőben maradni.	0.25
	A tenger felszínét súrolta. ~~~ A roppant hullámok taréja olykor már a kötélzet alját nyaldosta, amitől az még inkább elnehezült, és a léggömb úgy bukdácsolt, akár az ólomsörét sebezte szárnyú, vergődő madár.	-0.3
	Félóra múltán egy mérföldnyire közelítették meg a szárazföldet, de a vaskos redőkbe gyűrődött, petyhüdt, horpadozó léggömbnek már csak a legfölső részében maradt némi gáz.	-0.3
