JULES VERNE	JULES VERNE	2.3
Mà không, chỉ có 77 con cá trong ao thả của anh ta, đếm đi đếm lại chỉ có 77 con cá thôi.	Az előző versenyeken ugyanis már többször ért el kiváló helyezést, és általában azt várták, hogy ezen a versenyen ő nyeri el az első díjat a legtöbb kifogott hallal.	0.0880435
Trong khi đó, một đối thủ của anh ta - nếu người này đã không khéo léo hơn thì ít ra cũng hạnh phúc hơn - đã trình làng với 99 con cá.	De nem így történt. ~~~ Az ő hálójában csak hetvenhét hal volt, eggyel sem több, akárhányszor számolták is meg, viszont egyik, ha talán nem is ügyesebb, de mindenesetre szerencsésebb versenytársa kilencvenkilenc halat hozott hálójában.	-0.0653571
Tên của bậc thầy đánh cá này đã được công bố. ~~~ Hóa ra là người Hungary - Ilya Bruso.	Ekkor kihirdették a győztes mesterhorgász nevét: a magyar Borus Demeter volt.	-0.0428571
Sau khi nghe tên của người Hungary lạ hoắc này, mà chỉ mới gia nhập Hội, cả phòng họp sửng sốt đến quên cả vỗ tay.	A meglepett közönség nem tapsolt Borus Demeter nevének hallatára, mert ennek a Dunai Ligába nemrégen belépett magyarnak a neve ismeretlen volt számára.	0.266929
Vì người được giải đã tính là không cần phải xuất hiện nhận giải thưởng 100 phlôring, nên chủ tịch Micletxco vội đọc nhanh sang danh sách những người trong giải căn cứ theo số cân của những con cá câu được, các giải thưởng được trao cho người Rumani, Xlavia, Áo.	Minthogy a nyertes nem jelent meg az elnöki asztal előtt, hogy átvegye a százforintos jutalmat, Miklóssi elnök azonnal áttért a súlyverseny eredményének kihirdetésére. ~~~ A díjnyertesek itt romá­nok, szerbek és osztrákok voltak.	-0.0520833
Khi tên người nhận giải nhì được đọc lên, thì một tràng vỗ tay tán tưởng cũng vang dội lên như khi đọc tên người Đức là Vêbe.	Amikor a második helyezett nevét olvasták fel, a közönség csakúgy tapsolt, mint az imént a német Weber nevének hallatára.	0.226957
Ngài Ivetoda, một trong những người tranh giải, thắng lợi với con cá gáy nặng ba fun rưỡi - một con cá ắt hẳn sẽ tuột khỏi tay một người câu cá ít lạnh lùng và không khéo léo hơn.	Ezt a díjat Ivetozár, az elnökség egyik tagja nyerte el egy harmincöt fontos2 fejes domolykóval, amelyet egy kevésbé ügyes és kevésbé hidegvérű horgász nyilván nem tudott volna kirántani a vízből.	0.290374
Ngài Ivetoda là một trog những hội viên có tiếng tăm nhất, xông xáo nhất và tận tụy nhất của hội đoàn, và trong khoảng thời gian này có số lượng giải thưởng lớn nhất.	Ivetozár, a társaság egyik legtekintélyesebb, legtevékenyebb és legodaadóbb tagja volt, akkoriban ő nyerte el a legtöbb jutalmat.	0.146341
Chính vì thế mà mọi người đã đồng tâm vỗ tay tán thưởng Ivetoda.	Nevének említését egyöntetű taps fogadta.	0.0954545
Bây giờ chỉ còn quyết định tặng giải nhất theo loại hạng này, và mọi người nôn nao chờ nghe tên người trúng giải.	Most már csak e csoport első díjának átadása volt hátra, és mindenki szívdobogva várta a díjnyertes nevének kihirdetését.	0.27479
Thật là đáng ngạc nhiên, thậm chí còn hơn cả sự ngạc nhiên - hầu hết mọi người có mặt đã phải ngây người, khi chủ tịch Micletxco xướng danh có vẻ khó khăn và bằng giọng run run mà không thể kìm được:	Mekkora volt a csodálkozás, sőt mondhatjuk megrökönyödés, amikor Miklóssi elnök, hangjá­ban alig elfojtható remegéssel, így szólt:	0.089313
- Giải nhất căn cứ theo số cân được trao cho con cá nặng mười bảy fun.	- A súly szerinti csoportban első: a magyar Borus Demeter 170 fontos csukájával.	0.497847
Được giải thưởng là người Hungary có tên là Ilya Bruso.		-0.3
Cả phòng im phăng phắc.	A teremre mély csend borult.	0.3
Những bàn tay định vỗ, đã đưa ra bất động, những cái miệng đang chuẩn bị gào to để chào mừng người chiến thắng, đã im thin thít.	A tapsra készülő tenyerek mozdulatlanok, a győztes éljenzésére készülő ajkak pedig némák maradtak.	0.157576
Tất cả những người có mặt đều chết sững tại chỗ vì sự tò mò.	Az egész hallgatóságon feszült kíváncsiság vett erőt.	0.198214
Đến cuối cùng thì Ilya Bruso có xuất hiện hay không?	Vajon megjelenik végre Borus Demeter?	0.12
Chủ tịch Micletxco có trao bằng danh dự cùng tiền thưởng tổng cộng là 200 phlôring cho anh ta hay không?	Vajon Miklóssi elnök elé járul most már, hogy átvegye a két díszoklevelet és az azokkal járó kétszáz forintot?	0.3
Bất ngờ trong phòng họp lan đi những tiếng thì thào.	Hirtelen morajlás futott végig a termen.	0.15
Một người câu cá, mà cho đến lúc này vẫn đứng ngoài cuộc, đang tiến bước đến lễ đài.	A jelenlevők egyike, aki eddig egy kicsit félrehúzódva állott, megindult az elnöki emelvény felé.	0.274194
Đây là người Hungary - Ilya Bruso.	A magyar Borus Demeter volt.	0.18
Cứ theo khuôn mặt đã được cạo nhẵn nhụi và trên đó là mái tóc rậm, thì Ilya Bruso trông chừng ba mươi tuổi đổ lại.	Gondosan beretvált arca és dús, szénfekete haja után ítélve nem lehetett több harmincévesnél.	0.179348
Chiều cao hơn mức trung bình, đôi vai rộng, dáng đi chắc nịch; có lẽ anh ta có một sức khỏe hiếm có.	Az átlagosnál magasabb termetű, széles vállú, jó kiállású ember, ereje bizonyára nem minden­napi.	0.269388
Quả thật, cũng đáng lấy làm lạ, khi một người trẻ tuổi dai sức như thế này đã say mê cái nghề tĩnh lặng - đó là nghề đánh cá, thêm nữa anh ta phải có bản lĩnh trong môn nghệ thuật khó khăn này, những chứng cứ xác thực của tài nghệ sẽ làm kết quả cho cuộc thi.	Mindenesetre meglepőnek látszott, hogy egy ilyen keménykötésű fiatalember olyan nagy örömet talál a horgászás békés kedvtelésében, hogy ebben a nehéz tudományban mesterré vált, amiről a verseny eredménye cáfolhatatlan tanúbizonyságot nyújtott.	0.24375
Một đặc điểm khá lạ lùng nữa - Ilya Bruso, có lẽ, thị lực kém. ~~~ Thật vậy, cặp kính râm lớn đã che mất đôi mắt của anh ta và không ai có thể xác định rõ màu mắt.	A másik furcsaság Borus Demeterrel kapcsolatban az volt, hogy szemével nyilván valami baj lehetett, mert nagy fekete szemüveget viselt, úgyhogy szemszínét nem is lehetett megállapítani.	-0.00610465
Thế mà sức nhìn là cái đắt giá nhất trong số những giác quan đối với những người phải hết sức quan tâm đến những di động lờ mờ có thể thấy rõ được của cái phao, và buộc phải đoán biết sự tinh ranh của vô số cá.	Márpedig a látás a legbecsesebb érzékszerve azoknak, akik szenvedéllyel figyelik az úszó3 alig észrevehető mozgását, és ugyancsak jó szemre van szüksége annak, aki át akar látni a halak különféle ravaszságain.	0.243842
Nhưng, mặc dù ngạc nhiên, họ cũng đành bị chinh phục.	De meglepetés ide, meglepetés oda, nem volt mit tenni.	0.232653
Không ai nghi ngờ đến sự công bằng vô tư của ban giám kháo, Ilya Bruso là người chiến thắng của hội thi và trong trường hợp như thế này, những hội viên của hội đoàn chưa từng gặp phải bao giờ.	Minthogy a versenybizottság pártat­lansága tekintetében nem merülhetett fel kétség, a verseny nyertese vitathatatlanul Borus Demeter volt, mégpedig olyan körülmények között, amilyenekre horgászemlékezet óta nem volt példa.	0.292891
Cuối cùng, phiên họp đã sôi động hẳn lên, khá nhiều tiếng vỗ tay thật kêu chào mừng người thắng cuộc trong lúc anh ta nhận bằng danh dự và giải thưởng từ tay chủ tịch Micletxco.	A teremben felengedett tehát a hangulat, és elég erős taps üdvözölte a győztest, amidőn Miklóssi elnök kezéből átvette a díszokleveleket és a jutalmakat.	0.202703
Sau khi trao đổi vài lời với ngài chủ tịch, Ilya Bruso vẫn đứng trên lễ đài, quay lại đám cử tọa đang chú ý và anh ta khoát tay ra hiệu yêu cầu im lặng.	Ezután Borus Demeter ahelyett, hogy lelépett volna az emelvényről, pár szót váltott az elnökkel, majd a kíváncsian várakozó hallgatóság felé fordult, és egy kézmozdulattal csendet kért.	0.26646
Sự im lặng liền bước đến kỳ diệu như phép lạ.	A jelenlevők mintegy varázsütésre elhallgattak. ~~~ - Uraim!	-0.00267857
- Các ngài và các đồng nghiệp kính mến - Ilya Bruso lên tiếng - Tôi xin phép được nói với các bạn vài lời mà ngài chủ tịch của chúng ta đã cho phép tôi.	Kedves sporttársaim! ~~~ - mondotta. ~~~ - Engedjék meg, hogy néhány szót szóljak önökhöz elnökünk szíves hozzájárulásával.	-0.0776667
Có thể nghe rõ tiếng ruồi vo ve như thế nào trong gian phòng mà vừa lúc nãy đã ồn ào như vỡ chợ.	Az imént még olyan zajos teremben most egy légy zümmögését is hallani lehetett volna.	0.2175
Lời phát biểu này có ý nghĩa ra sao, có phải là chương trình đã được dự kiến trước?	Vajon mi célja ennek a soron kívüli felszólalásnak?	0.03
- Đầu tiên tôi muốn cám ơn các bạn - Ilya Bruso tiếp - Cám ơn sự đồng cảm của các bạn và cám ơn sự hoan nghênh của các bạn.	- Mindenekelőtt - folytatta Borus Demeter - szeretném megköszönni önöknek rokonszenvük megnyilvánulását, de higgyék el nekem, hogy a kettős siker nem tesz önhitté.	0.62312
Nhưng xin các bạn tin rằng tôi đã không lấy làm kiêu ngạo trước thành tích đôi này, mà tôi đã đạt được.	Jól tudom ugyanis, hogy erre sokkal méltóbb lett volna a kiváló horgászokban annyira bővelkedő Dunai Liga valamelyik régebbi tagja, és én a sikert nem is annyira saját magamnak, mint inkább a jó szerencsének köszönhetem.	0.074359
Thú thật, thành công này xứng đáng với người xứng đáng nhất, đáng lẽ phải thuộc về một ai đó trong số những hội viên lớn tuổi nhất của Hội đoàn, nơi có rất nhiều nhà đánh cá tiếng tăm vang lừng, và thêm nữa là tôi bị buộc phải nhận không hẳn là công trạng của tôi, mà nói cho đúng - đây là trường hợp ngẫu nhiên may mắn.		-0.3
Sự khiêm tốn của lời phát biểu này đã làm cho mọi người yêu thích, vài tiếng hô to vang lên: "Hay lắm!"	E bevezető szavak szerény hangja igen kedvező hatást keltett a hallgatóságban, melynek soraiból néhányan halkan meg is jegyezték:	0.270536
- Đây là một dịp may thuận lợi mà tôi cần phải tỏ ra xứng đáng, và tôi đã lập ra một dự án với mục đích ấy, dự án mà tôi hy vọng theo đặc tính của nó, tất cả những người đánh cá nổi danh hiện đang có mặt ở đây sẽ quan tâm đến các bạn đã biết, bởi các bạn đồng nghiệp kính mến, hiện nay có phong trào dành các kỷ lục.	- Nagyon helyes! ~~~ - Erre a jó szerencsére most rá kell szolgálnom, és ezért egy tervet eszeltem ki, mely, azt hiszem, érdekelni fogja a kiváló horgászoknak ezt a gyülekezetét.	-0.127053
Tại sao chúng ta không noi theo gương các nhà kỷ lục vô địch của các loại hình thể thao khác?	Jól tudják, kedves sport­társaim, mennyire divatosak manapság a rekordok.	0.18169
Và tại sao chúng ta không thử lập kỷ lục về môn đánh cá bằng cần câu?	Miért ne követnők mi is, a miénknél bizonyára alacsonyabb rendű sportok bajnokainak példáját?	0.246154
Những tiếng eo điếc tai lan nhanh trong hội trường.	Miért ne állítanánk fel a horgászat csúcseredményét?	0.3
Nghe được thế này:		-0.3
- A, a!		-0.3
- Nghe nào! ~~~ - Tại sao chúng ta không thể như thế chứ?	Ezt a bejelentést a helyeslés fojtott moraja fogadta.	-0.0170455
Mỗi hội viên của hội đoàn đều bày tỏ tâm trạng phù hợp với lòng hăng hái của mình. ~~~ Lúc đó diễn giả nói tiếp:	- "Ejha!", "No lám!", "Miért is ne?" kiáltá­sok hangzottak fel, és ki-ki a maga vérmérsékletének megfelelően adott kifejezést érzelmeinek.	-0.00703125
