Homer	HOMÉROSZ	0.1
	Most pedig áruld el nekem azt és szólj egyenes szót:	-0.3
Sao chóng lớn thế!	mért lakomáznak ilyen sokan itt?	0.157143
Mái đầu ngoạn mục, cặp mắt xinh đẹp!	mire jó neked ez, mondd. ~~~ Tor, menyegző?	-0.0276316
Giống như hai giọt nước!	Nem látszik társaslakomának.	0.289655
Bởi ngô bối thường lui tới nhà nhau, trước khi thân phụ và thủ lĩnh tài ba đất Argos lái thuyền rỗng không trực chỉ thành Troa.	Jaj, be nagyon gőggel-dölyffel látszik lakomázni ~~~ szerte a házban mind; felgyúlna haragja e roppant	-0.0702128
Nhưng từ đó đến nay bỉ nhân không gặp thân phụ và thân phụ cũng không gặp bỉ nhân."	sok csúfságra a józannak, ki körükbe vetődnék." ~~~ Erre a jóeszü Télemakhosz neki válaszul így szólt:	-0.00957447
"Quý khách," Telemachos ngước nhìn nhã nhặn đáp, "bản nhân cũng sẽ thành thực đáp lời.	"Halld, idegen, mivel ezt kérdezted s tudni kivánod: ~~~ egykor e ház úgy volt, hogy dús és tündökölő lesz,	-0.0046875
Thân mẫu thường nói bản nhân là quý tử Odysseus; nhưng phần riêng bản nhân không hiểu thế nào.	míg az a férfiu itthon időzve a népe között élt; ~~~ mást döntöttek az istenek immár, rosszat akarva:	-0.0142105
Chẳng ai biết thân phụ mình thực sự ra sao.	elrejtették őt jobban, mint bármelyik embert	0.272093
Ôi, ước chi bản nhân là con người may mắn, tuổi già đè nặng trên vai, ngước nhìn của cải!	eddig; mert hisz a holtért ennyire nem keseregnék, ~~~ Trója alatt ha a társai közt hullt volna csatában,	-0.00957447
Nhưng vì quý khách hỏi xin thưa, người mà người ta bảo bản nhân là con là người xấu số, bất hạnh nhất đời!"	vagy ha szerettei karjai közt, harcát befejezvén: ~~~ mert neki halmot emeltek volna az összes akhájok,	-0.0467742
"Dẫu thế," nữ thần mắt xanh lam lục tiếp lời, "song với thân mẫu là Penelope hạ sinh quý tử như công tử, bỉ nhân không nghĩ thần linh sẽ biến tương lai công tử thành u tối.	s ő nagy szerzett hírt hagyhatna fiának örökbe. ~~~ Ámde a Szélviharok tovahordták dicstelen innen:	-0.15
Còn điều nữa bỉ nhân muốn biết, xin cho hay rõ ràng.	eltűnt nyomtalanul, hirevesztve, s a jajt meg a gondot ~~~ hagyta nekem.	-0.0131579
Tiệc tùng kia là thế nào?	S nem is őt siratom csak ilyen keseregve,	0.214286
Tại sao đông thế?	mert az olümposziak más bajjal is elboritottak.	-0.0285714
Công tử có cần số người ấy không?	Mert kit a szomszédos szigetek csak körben uralnak,	0.256098
Bữa ăn thân mật công tử thết đãi hay tiệc tùng cưới hỏi?	Dúlikhion, Számé, s erdőboritotta Zakünthosz,	0.178723
Hiển nhiên số người đó không góp phần.	és sziklás Ithakának ahány fejedelme akad még,	0.3
Và hiển nhiên bỉ nhân thấy người ăn uống bừa phứa trong nhà công tử có vẻ ngạo mạn, xấc xược.	mind az anyámnak kéri kezét, s fölemészti a házam. ~~~ Ő meg a gyűlöletes nászt nem veti el, de nem is tud	-0.0221053
Nhìn cung cách tục tằn, phóng đãng người đàng hoàng sẽ tởm lợm buồn nôn!"	dönteni végképen; s ezalatt palotámat a kérők ~~~ mind föleszik; s engem magam is még szerteszakítnak."	-0.0232143
"Thưa," Telemachos ý nhị tiếp tục, "hỏi như vậy là quý khách muốn biết sự thật.	Fölgerjedve ekép szólt hozzá Pallasz Athéné: ~~~ "Jaj, látom, nagyonis szükség van a messzevetődött	-0.0134831
Có thời khi Odysseus còn ở bên ngô bối, ngôi nhà nổi tiếng giàu có, quy mô.	hősre, hogy ő a pimasz kérőkre kezét fölemelje. ~~~ Mert ha ma állna meg ő palotád külső kapujában,	-0.028481
Nhưng kể từ đó, muốn ngô bối đau khổ, thần linh thay đổi ý định: biến Odysseus biệt tích biệt tăm!	rajta a pajzs, a sisak, s a kezében két kelevéze, ~~~ s volna olyan most, mint amilyennek láttam először	-0.0309783
A! ~~~ Nếu gục cùng đồng đội trước thành Troa trên đất Troad hay chết trong cánh tay thân hữu khi giã từ cuộc chiên, ông sẽ không khiến bản nhân đau lòng.	házunkban, mikor ott borozott, mulatott a körünkben, ~~~ megtérvén Ephürából, Ílosz Mermeridésztől	-0.244898
Vì trong trường hợp đó người Achaian sẽ hiệp lực dựng mộ đài, ông sẽ để lại danh thơm cho quý tử.	- mert Odüszeusz elment oda is gyorsröptü hajóján, ~~~ emberölő mérget keresett, hogy véle, mikor kell,	-0.0231959
Nhưng cuồng phong bão táp dập vùi, nhấn chìm danh thơm cuốn phăng mang đi.	ércnyilait kenhesse be; ám nem adott neki abból ~~~ Ílosz, igen remegett a haláltalan égilakóktól;	-0.0292208
Ông tới nơi nào không ai thấy, không ai hay, và chẳng để lại gì trong lòng bản nhân, trừ nước mắt và đau khổ.	édesapám meg adott neki, mert kedvelte kiváltkép; - ~~~ hát kérők közibé ha ekép keveredne Odüsszeusz,	-0.0321429
Không phải chỉ vì ông bản nhân thở dài, buồn bã, mà còn vì thần linh đã chồng chất trong tâm trí bản nhân biết bao bực bội, biết bao lo âu.	mind gyorsvégzetü lenne, keservesnászu azonnal. ~~~ Csakhogy mindez az isteneink térdén feküszik még,	-0.084375
Thủ lĩnh quyền thế cai trị đảo Doulichion, Samos và Zakynthos cây cối um tùm, cả con nhà thế lực Ithaka núi non trùng điệp, ánh nắng chan hòa kéo tới ve vãn, cầu hôn thân mẫu, cùng lúc phá hại tài sản bản nhân.	megfizet-é nekik ő, vagy sem, miután hazaért már, ~~~ termeiben; de te jól gondold át, intelek erre, ~~~ mint kergethetnéd ki a kérőket palotádból.	-0.242857
Phần mình, mặc dù ghê tởm ý nghĩ tái giá, bà không thể quyết định dứt khoát, từ chối tất cả hay chấp nhận một trong đám cầu hôn.	Rajta, jegyezd meg jól s hallgatva hajolj a szavamra. ~~~ Hívd holnap gyűlésbe az összes akháj daliákat,	-0.0789474
Trong khi đó chúng kéo tới nhà ăn uống dầm dề.	mondd ki a szót mindnek, s tanuul hívd isteneinket.	0.267391
Chẳng bao lâu chúng sẽ giết hại cả bản nhân!"	Küldd el a kérőket, hogy oszoljanak otthonaikba;	0.26087
Xúc động tỏ vẻ tức giận và thương hại Pallas Athena lớn tiếng: "Ôi đau khổ, vắng bóng thân phụ!	édesanyádat meg, ha szivében hajlik a nászra, ~~~ küldd, térjen haza dús apjának terme ölébe:	-0.0320225
Công tử cần ông ra tay dằn mặt đám người phóng đãng biết nhường nào!	nászát majd elrendezik ott, és kincset is adnak ~~~ rengeteget, mit a kedves lánnyal küldeni illő.	-0.0189873
Ước chi giờ phút này ông xuất hiện ở cổng ngoài trang bị mũ, khiên, hai thương, đúng như lần đầu bỉ nhân thấy vui vẻ uống ruợu trong nhà ngô bối.	Téged meg nagyon intlek, hogyha hajolsz a szavamra: ~~~ végy húszevezős bárkát, de a legkitünőbbet, ~~~ s menj, tudakold jöttét rég elment édesapádnak,	-0.171277
Lần đó từ Ephyre sau khi tới thăm Ilos công tử Mermeros ông chèo thuyền đến tìm độc dược giết người để bôi vào mũi tên bằng đồng.	hátha egy ember mond valamit, vagy hallod a hangját ~~~ Zeusznak, mert a halandók közt ez hordja a nagy hírt. ~~~ Menj Püloszig legelőbb s kérdd ott meg az isteni Nesztórt,	-0.141748
Nhưng e sợ thần linh bất tử, Ilos từ chối.	majd azután Spártában a szőkehajú Meneláoszt:	0.3
Trái lại do thân thiết, quý mến hết lòng, thân phụ bỉ nhân cho ông tức thì.	mert ércinges akhájok közt ő jött meg utolszor. ~~~ És ha talán hallod, hogy apád él és haza készül,	-0.0219512
Ồ, nếu như lúc ấy Odysseus trực diện lũ cầu hôn, đời chúng sẽ ngắn ngủi, hôn nhân sẽ thê lương.	akkor egy esztendőt még tűrj, bármennyire őrlődsz; ~~~ ámde ha azt hallod, hogy meghalt s nincsen apád már,	-0.0151515
Nhưng thôi chuyện đó để thần linh quyết định.	akkor amint megjössz szeretett földjére hazádnak,	0.269388
Thần linh phải dứt khoát để ông trở về hay không trở về ngõ hầu giải quyết mọi chuyện trong cung điện.	sírhalmot magasítsz és tiszteletáldozatot vágsz ~~~ rajta, sokat, mint illik; anyád meg férjhezadod majd.	-0.0257576
Trong khi chờ đợi bỉ nhân yêu cầu công tử tìm cách xua đuổi đám cầu hôn ra khỏi nhà.	Hogyha pedig mindezt megtetted, végbevihetted, ~~~ jól gondold akkor meg a lelkedben s a szivedben,	-0.0103448
	mint ölhesd meg a kérőket palotádnak ölében	-0.3
Xin lắng nghe và cân nhắc điều bỉ nhân đề nghị.	csellel akár, vagy nyíltan: mert nem kell sohatöbbé	0.263265
Sáng mai triệu tập chức sắc Achaian tới hội nghị, thông báo quyết định cho tất cả cùng hay, cầu xin thần linh chứng giám những gì công tử phát biểu.	gyermek módra viselkedned, már nem vagy olyan csöpp. ~~~ Vagy sose hallottad, míly hírt nyert fényes Oresztész	-0.0905941
Yêu cầu đám cầu hôn ra về, người nào nhà nấy.	mind a halandók közt, amiért boszut állva megölte	0.26875
Còn thân mẫu, nếu định lấy chồng, mời bà về nhà thân phụ.	Aigiszthoszt, a ravaszt, ki ledöfte dicsőnevü apját?	0.2
Lão công là nhân vật tai mắt, gia đình sẽ lo đám cưới, của hồi môn tất nhiên dồi dào, vì đó là quyền lợi dành cho ái nữ thương yêu.	Hát te, fiam, szintén - látom: deli-termetü is vagy - ~~~ légy oly hős, hogy a majdaniak dícsérjenek érte.	-0.0742268
Riêng công tử bỉ nhân có lời khuyên.	Én meg elindulok innen azonnal a fürge hajóhoz	0.285366
	és követőimhez, mert tán oda már a türelmük;	-0.3
Lời khuyên chí lý, bỉ nhân hy vọng công tử nghe theo.	ám te ügyelj és tedd, ami kell, hallgass a szavamra."	0.25
Kiếm chiếc thuyền thật tốt, hai mươi tay chèo điều khiển, ra đi dò la tin tức thân phụ vắng bóng lâu ngày.	Erre a jóeszü Télemakhosz neki válaszul így szólt: ~~~ "Úgy szóltál, vendég, minderről, jóakarattal,	-0.0242424
Rất có thể có thế nhân sẽ nói cho hay, hoặc rất có thể công tử thu nhặt tin tức Chúa tể truyền ban thường khi là sự thật.	mint apa szól a fiához; a szód soha nem feledem már. ~~~ Ámde maradj még itt, bármint sürgődsz is az útra,	-0.0578125
Trước tiên tới Pylos, dọ hỏi lão công Nestor khả kính; sau đó đến Sparta diện kiến Menelaos tóc vàng vì quân vương là người cuối cùng trong đoàn quân Achaian áo lát đồng trở về quê hương.	hogy fürdőt végy és kedves szivedet felüdítve ~~~ drága ajándékkal térhess, örömödre, hajódhoz, ~~~ egy nagyonis széppel, mely eszedbe idéz a lakodban,	-0.207143
Nếu ở đó hay tin thân phụ còn sống và đang trên đường hồi hương, dù hiện tại nhà mình đang bị phá hại, công tử nên nán lại thêm năm nữa.	s mint amilyent szeretett vendégnek a drága barát ad." ~~~ Így szólt erre az istennő, a bagolyszemü Pallasz: ~~~ "Most ne marasztalj már: áhítozom útnakeredni.	-0.156122
Ngược lại, nếu hay tin ông không còn mà đã vĩnh viễn ra đi, công tử quay về xứ sở tức thì, lập mộ phần, làm lễ mai táng đúng nghi thức, và để thân mẫu kết hôn với phu quân.	Azt az ajándékot, mit nékem szánt ma a szíved, ~~~ add nekem át, ha megint jövök, és én elviszem akkor, ~~~ végy ki nagyon szépet, s méltó lesz majd a viszonzás."	-0.187129
Việc giải quyết xong xuôi, công tử phải nghĩ cách thanh toán bọn vô lại khỏi nhà bằng mưu mẹo khéo léo hay hành động thẳng tay.	Így szólt s útnakeredt a bagolyszemü Pallasz Athéné, ~~~ el-kiröpült, valamint a madár; s a fiú kebelébe ~~~ merszet, erőt helyezett és emlékébe az apját ~~~ méginkább fölidézte. ~~~ Emez meg eszébe fogadván,	-0.203636
Không còn trẻ nữa nên công tử phải xua đuổi khỏi tâm trí ý nghĩ mình còn non dại.	ámult lelkében, mert megsejtette, hogy isten. ~~~ S ekkor a kérőkhöz ment nyomban az isteni férfi.	0
Công tử chưa nghe tin hay sao trong hàng thế nhân Orestes đã đưa tên tuổi vang lừng thiên hạ khi hạ sát Aigisthos nham hiểm đã đâm chết thân phụ lừng danh!	Széleshírü dalos dala szólt ott, ültek a kérők ~~~ csöndben; amaz meg zengte akháj daliák hazatértét, ~~~ gyászost, mit Trójából rendelt Pallasz Athéné. ~~~ Meghallotta az isteni énekszót odaföntről	-0.196212
Công tử, bỉ nhân coi như thân hữu quý mến, đã khôn lớn và trở thành thanh niên lực lưỡng, khôi ngô, phải dũng cảm, thế hệ mai sau sẽ hết lời ca ngợi.	Íkariosz lánysarja, okosszivü Pénelopeia: ~~~ s asszonyháza magas lépcsőjén szállt le közéjük, ~~~ nem maga jött egyedül, két szolgaleánya követte.	-0.164
Rất tiếc tay chèo mỏi mắt trông chờ, có lẽ phát cáu nổi khùng, vì thế bỉ nhân phải xuống thuyền bây giờ.	És amidőn kérőihez ért le az isteni asszony, ~~~ gondosmívü tető pillére tövébe megállott, ~~~ s arca elé csillámló fátylát vonta kezével;	-0.131111
Bỉ nhân để công tử tự giải quyết vấn đề.	szorgos szolgaleány állt mindkét oldala mellé.	0.26087
Hãy suy nghĩ cho chín, cân nhắc cho kỹ điều bỉ nhân vừa nói."	Könnyrefakadt és így intette az isteni lantost: ~~~ "Phémiosz, oly sok más bűvös dalt tudsz hiszen úgyis,	-0.0441176
"Thưa," Telemachos thốt lời dáng vẻ ung dung, điềm tĩnh, "do yêu thương phát xuất tự đáy lòng, quý khách nói với bản nhân như người cha nói với đứa con; bản nhân sẽ ghi lòng tạc dạ lời vàng ngọc.	férfiu- s isteni-tettekről, mit hirdet a dalnok: ~~~ abból zengj egyet, míg itt ülsz köztük: a kérők ~~~ csöndben igyák csak a bort azalatt; s hagyd abba e gyászos ~~~ dalt, mely keblemben kedves szivemet szakadatlan	-0.234
Dẫu muốn lên đường cấp kỳ, xin nán lại chút nữa!	gyötri, hisz énrám szállt a leginkább nemfeledő gyász.	0.283636
Mời quý khách tắm rửa, lót dạ cho ấm lòng, nghỉ ngơi cho tỉnh táo.	Mert oly főre kivánkozom és emlékszem örökké, ~~~ roppant híre kinek Hellásztól Argoszig ért el."	-0.0431507
Sau đó xuống thuyền quý khách sẽ thấy đầu óc thảnh thơi, mang theo kỷ vật quý báu, kỷ vật đẹp mắt mến tặng khách lạ trở thành thân hữu bản nhân trao tay giữ làm kỷ niệm."	Erre a jóeszü Télemakhosz neki válaszul így szólt: ~~~ "Édesanyám, minek is sajnálod a drága dalostól, ~~~ hogy gyönyörünkre dalolja, amit csak akar? ~~~ Nem a dalnok,	-0.221173
"Đa tạ," nữ thần mắt xanh lam lục đáp, "song xin đừng giữ lại, bỉ nhân phải đi ngay.	csak Zeusz itt a hibás, aki azt ad a búzafogyasztó ~~~ földi halandóknak mindég, ami őneki tetszik.	-0.005
Phẩm vật công tử có lòng trao tặng bỉ nhân sẽ nhận lần tới.	S nem vétek, hogy a hős danaók balsorsa felől zeng: ~~~ mert az olyan dalt dícsérik legjobban a népek,	-0.0478261
Và thưa, kỷ vật quý báu công tử trìu tặng bỉ nhân sẽ giữ làm kỷ niệm và sẽ đáp đền xứng đáng mai sau."	mely a legújabbként jár körben a ráfigyelők közt. ~~~ Csak hallgassa e dalt bátran szíved meg a lelked:	-0.0347368
