Charles Dickens	﻿Charles Dickens	1.24
Tôi e rằng những lời ông nói lúc đầu là thứ ngăn trở chúng trong quá trình hoạt động hữu hiệu, - Scrooge nói. ~~~ - Tôi rất mừng nghe thấy thế.	- Úgy véljük, - válaszolta az úriember, hirtelen visszanyerve lélekjelenlétét, - hogy ezek az intéz­mények nem nyújtják a nép széles rétege számára azt a szellemi és testi táplálékot, amelyre minden emberfia joggal tarthat igényt.	-0.00666667
– Có cảm tưởng là họ chỉ cung cấp niềm vui hoặc xác chết thần thánh cho đám đông, - một quý ông đáp, - rất ít người trong chúng ta gắng sức góp quỹ để mua cho người nghèo ít thịt, đồ uống và những phương tiện sưởi ấm.	Ezért elhatároztuk, hogy jótékonysági alapot létesítünk, amelyből a szegényeket étellel, itallal, tüzelővel kívánjuk ellátni.	0.0232558
Chúng tôi chọn thời điểm này vì đây là lúc với tất cả những người khác, càng cảm nhận được sự Thiếu thốn, càng gắn kết với nhau vì sự Dư dật.	Ez a cél, amelynek érdekében gyűjtünk és azért éppen ma, mert ezen a napon a szűkölködő fokozottan érzi nyomorúságát és mindenki, aki csak teheti, készségesen és boldogan adakozik.	0.285542
Tôi sẽ ghi ông quyên gì đây ạ? ~~~ – Không gì hết!	Uram, mennyit szabad az Ön neve mellé jegyeznünk?	-0.0358696
- Scrooge đáp.	- Semmit!	1.1
– Ông muốn giấu tên chăng?	- Óh, nemes szerénység!	0.175
– Tôi muốn để mặc xác tôi, - Scrooge nói.	Bizonyára azt kívánja, hogy hagyjuk említés nélkül nevét.	0.238776
- Vì các ông hỏi tôi muốn gì, thì đây là câu trả lời của tôi, thưa các ông.	- Azt kívánom, hogy hagyjanak magamra, uraim.	0.389286
Bản thân tôi chẳng có gì vui vẻ trong dịp Giáng sinh, và tôi không thể có điều kiện làm cho những kẻ thất nghiệp vui lên được.	Minthogy kérdezték, sajnos, ezt kell válaszolnom.	-0.2625
Tôi đã giúp chu cấp các tổ chức tôi nhắc đến trên, thế là đủ lắm rồi, những người nghèo có thể đến đấy.	Számomra nem jelent semmi örömet a karácsonyeste, nem kívánhatják, hogy naplopók részére ünnepséget rendezzek.	0.261818
– Nhiều người không thể đến đấy; còn nhiều người thà chết còn hơn.	Egyébként éppen elég adót fizetek, amiből az általam már említett intézményeket és más jótékonysági micsodákat fenntarthatják.	0.135714
– Nếu họ thà chết thì cứ để họ làm thế, càng giảm bớt dư thừa dân số, - Scrooge nói.	- De uram, gondoljon a szemérmes szegényekre, akik belehalnának a szégyenbe, ha nyíltan kellene ezekhez az intézményekhez fordulniok.	0.385895
- Hơn nữa, xin lỗi chứ, tôi không biết điều đó.	- Belehalnának!	0.5875
– Nhưng ông có thể biết lắm chứ, - một quý ông nhận xét.	Ám tegyék! ~~~ Egyébről sem hallunk, mint túlnépesedésről!	-0.020339
– Đấy không phải việc của tôi, - Scrooge đáp lại, - Con người ta, hiểu biết công việc của mình là đủ, đừng xen vào việc của người khác.	De különben is, semmi közöm ehhez a dologhoz. ~~~ - Kell, hogy köze legyen uram.	-0.179577
Công việc của tôi bận bịu không ngừng.	Ez mindnyájunk ügye. ~~~ - Nekem elég a magam ügye-baja.	-0.02
	Másokéval nem törődhetem.	-0.3
Xin chào các quý ông.	Jó éjszakát, uraim!	0.285714
Rõ ràng thấy đeo đuổi mãi cũng vô ích, các quý ông đành rút lui.	A két úriember reménytelennek látván a helyzetet, eltávozott.	0.260656
Scrooge lại tiếp tục công việc, càng vững tin vào ý kiến của mình, và dễ cáu hơn thường lệ.	Scrooge nekibuzdultan folytatta munkáját.	0.453659
Trong khi đó, sương mù và bóng tối dày đặc đến mức nhiều người phải cầm đuốc sáng chập chờn chạy trước những con ngựa kéo xe, dẫn đường cho chúng.	Ha lett volna tükör a szobában, bizonyára belenézett volna, hogy megelégedett ábrázatát szemtől-szembe lássa. ~~~ Közben a köd és a sötétség egyre sűrűbb lett.	-0.0135484
Tòa tháp cổ kính của nhà thờ có quả chuông cổ hàng ngày ranh mãnh ngó xuống Scrooge qua khuôn cửa sổ Gothic trên tường, nay trở nên vô hình, điểm giờ và khắc trong mây, sau đấy còn rung ngân mãi như hàm răng đập lập cập trong cái đầu lạnh cứng tít trên cao.	A kocsik lépésben haladtak, a kocsisok a lovak előtt mentek, lobogó fáklyával kezükben. ~~~ A közeli templomtorony öregharangja, amely máskor egyenesen a Scrooge és Marley cégre pillantott le, most templomostul-tornyostul eltűnt a ködfelhőben. ~~~ Ha negyedóránkint mégis megkondult, olyasféle hangot adott, mintha az öregtoronynak a foga vacogna a hidegtől.	-0.111382
Cái rét ngày càng buốt giá.	A hideg nőttön-nőtt.	0.190909
	Az utcasarkon néhány munkás a gázvezetéket javította.	-0.3
Trên phố chính, trong một góc sân, vài công nhân đang sửa ống dẫn khí đã nhóm một ngọn lửa to trong lò than, một đám đàn ông và trẻ con rách rưới tả tơi tụ tập xung quanh, sưởi ấm bàn tay và nhấp nháy mắt trước ngọn lửa rực rỡ.	Mellettük, kis hordozható kályhafélében lobogó tűz égett. ~~~ Utca­gyerekek, toprongyos alakok ülték körül a tüzet; az pirosan világította meg arcukat, amint csillogó szemmel melengették kékre fagyott ujjaikat. ~~~ A vízcsapot valaki nyitva feledte, körülötte hamarosan tócsa keletkezett, amely percek alatt alattomos jégkéreggé változott.	-0.1052
Đầu ống nước để hở, nước trào ra đông ngay lại, và biến thành băng.	A boltok kivilágított fenyőágakkal díszített kirakatai mese­szerűen világítottak.	0.28125
Các cửa hiệu sáng rực rỡ, những cành cây và quả mọng kêu lách tách trong hơi ấm của ngọn đèn trên cửa sổ, khiến những bộ mặt xanh tái hồng hẳn lên lúc đi qua.	Oly tündériek és látomásszerűek voltak a ködben, hogy szinte hihetet­lennek látszott, hogy mögöttük rideg kalmárok pénzért árulják portékáikat.	0.238356
Việc bán gia cầm và tạp phẩm thành một trò vui vô cùng: một hoạt cảnh huy hoàng, vui vẻ để rồi sau đó không thể tin rằng những phép tắc buồn chán như mặc cả và bán hàng lại diễn ra như thế.	A főbíró úr fényes palotájában megparancsolta szakácsainak és kuktáinak, hogy olyan ünnepi vacsorát készítsenek, ami méltó ilyen előkelő urasághoz.	0.183221
Ngài Thị trưởng trong dinh thự đồ sộ đã ra lệnh cho năm chục đầu bếp và người hầu làm bữa Giáng sinh đúng như gia đình một Thị trưởng nên làm; ngay cả người thợ may bé nhỏ vừa bị phạt năm silinh vào thứ Hai tuần trước vì say rượu và bạo hành trên phố cũng trộn bột làm bánh pút-đinh trên gian áp mái của mình, trong lúc người vợ gầy còm cùng đứa con đi mua thịt bò.	Néhány házzal odébb, a kis szabó­legény, akit csak a mult héten büntettek meg öt shillingre, mert italos fővel a nyílt utcán duhaj­kodott, most kis padlásszobájában vígan dagasztotta az ünnepi kalácsot, mialatt vékony­ka felesége, kisbabájával a karján, húsért ment a mészároshoz.	0.156618
Sương mù càng dày hơn, và trời càng rét hơn!	És a hideg csak mind nőtt.	0
	Már olyan hideg volt, hogy, ha Belzebub - ha csak egy percre is - kidugta volna az orrát a jólfűtött pokolból, az menten lefagyott volna és a kárvallott ördög a fájdalomtól üvöltve húzódott volna vissza tüzes katlanai mellé.	-0.3
Cái lạnh buốt giá và nhức nhối luồn vào mọi nơi.	A kis betlehemes fiúcskának vékonyka orrát is úgy megmarta a hideg, mint kutya a csontot.	0.166071
Nếu thánh Dunstan muốn véo mũi bóng ma Ác quỷ, thay vì dùng các vũ khí quen thuộc, trong thời tiết này ngài chỉ cần chạm khẽ là sẽ gầm lên vì kết quả hiển hiện.	A legényke megállt Scrooge ajtaja előtt, a kulcslyukra hajolt és nagymerészen rázendített: ~~~ - "Mennyből az angyal, lejött hozzátok..."	-0.0511628
Một anh chàng, mòn mỏi và lầm bầm vì cái rét thấu xương, ghé vào lỗ khóa nhà Scrooge hiến bài hát mừng lễ Giáng sinh; nhưng vừa nghe thấy:	Ám Scrooge az ének hallatára felkapta az asztalról vonalzóját és úgy az ajtóhoz vágta, hogy a kisfiú ijedten futott el onnan.	0.356876
Chúa phù hộ ông, hỡi quý ông vui vẻ	Dala helyén csak a hideg szél fütyült a kulcslyukon át.	0.2
Cầu cho ông không bao giờ ngã lòng!	Végre eljött az üzletzárás órája.	0.3
Scrooge đã vồ lấy cái thước, hung hăng đến nỗi cậu ta vội rời lỗ khóa hoảng hốt chạy biến, lao vào làn sương mù mỗi lúc một tê cóng hơn.		-0.3
Cuối cùng, thời khắc đóng cửa phòng tài vụ cũng đến.	Scrooge nagynehezen felkelt íróasztalától.	0.177273
Scrooge ác ý tụt khỏi ghế và ngầm thừa nhận thực tế với viên thư ký đang trông đợi, ngay lúc ông ta tắt nến và đội mũ.	A segéd, mintha csak erre várt volna, villámgyorsan eloltotta a gyertyát, fejére csapta kalapját és már ment is volna.	0.236697
– Tôi tin rằng anh muốn nghỉ cả ngày mai?	- Persze, holnap szabadnapot szeretne?	0.188571
- Scrooge nói.	- mondta Scrooge.	1.00714
– Nếu thuận tiện, thưa ông.	- Ha meg tetszik engedni, uram.	0.2
– Không thuận tiện, - Scrooge nói, - và cũng không hợp lý.	- Tetszik a fenének! ~~~ És nincs is rendjén!	-0.0552632
Nếu tôi cắt nửa curon*, tôi tin chắc anh sẽ phát ốm?	Fogadjunk, ha levonnék Önnek a szabadnapért fél koronát, azt jogtalanságnak tartaná.	0.168421
Người thư ký mỉm cười yếu ớt.	A segéd félénken mosolygott.	0.206897
– Còn nữa, anh tưởng tôi không phát ốm khi trả lương một ngày không làm việc ư?	- De azt, hogy én fizessek magának egy egész napot, noha nem dolgozik, nem tartja jogtalan­ságnak.	0.293258
- Scrooge nói.	- Évente csak egy ilyen nap van, uram - dadogta a segéd.	0.321429
Người thư ký nhận xét rằng mỗi năm chỉ vẻn vẹn có một ngày thôi. ~~~ – Một cái cớ tồi tệ để cứ đến ngày Hai mươi nhăm tháng Chạp là móc túi người khác!	- Gyenge mentség azzal a ténnyel szemben, hogy minden december huszonötödikén ellop tőlem egy napi munkabért, - mondta Scrooge, miközben állig begombolta vastag télikabátját.	-0.0109756
- Scrooge nói lúc cài khuy chiếc áo bành tô to xù đến tận cằm.	- No, de úgy látom, kénytelen vagyok mégis szabadnapot adni magának.	0.545313
- Nhưng tôi sẽ cho anh nghỉ cả ngày.	De holnapután reggel azután annál korábban jöjjön.	0.197368
Sáng hôm sau, phải có mặt ở đây từ sớm đấy.	A segéd ezt is megígérte és végre az utcán álltak mindketten.	0.259615
Viên thư ký hứa sẽ làm thế, và Scrooge vừa bước ra vừa càu nhàu.	Scrooge ráfordította a kulcsot az ajtóra, a segéd nyakára csavarta hosszú fehér gyapjúsálját (télikabátja nem volt az isten­adtának), és már el is köszönt gazdájától.	0.0903169
Văn phòng đóng lại trong chớp mắt, và người thư ký, hai đầu khăn quàng to, dài màu trắng lủng lẳng đến tận eo (vì ông ta không có áo bành tô), tụt xuống đường trượt trên Cornhill ở cuối làn dành riêng cho thiếu niên tới hai chục lần, tỏ ra đây là đêm trước Giáng sinh, rồi cắm đầu cắm cổ chạy về nhà ở tận thị trấn Camden, vắt chân lên cổ mà chạy.	A szomszéd utcában vagy hússzor végigszánkázott egy hosszú csúszkán, amit szorgalmas kisfiúk dörzsöltek fényesre, azután futni kezdett, ahogy csak lába bírta, hogy idejében ott legyen, ha az angyalka csenget. ~~~ Scrooge szokott korcsmájában, szokott módján költötte el magános estebédjét.	-0.0584838
Scrooge ăn một bữa đạm bạc trong quán rượu ảm đạm thường lệ; đọc hết các loại báo chí và suốt phần tối còn lại làm sổ sách kế toán với chủ nhà băng của ông ta, rồi về nhà đi nằm.	Átlapozta az újságokat, még egy félórácskát a zsebében hordott pénztárkönyvvel szórakozott, azután hazafelé indult. ~~~ Abban a lakásban lakott, amely valamikor üzlettársáé volt.	-0.0255682
Ông ta sống trong dãy phòng trước kia thuộc người cùng hùn vốn đã qua đời.	A lakás néhány barátságtalan szobából állott, egy komor, sötét épületben, ahová hosszú elhagyatott udvaron át lehetett bejutni.	0.135366
Đó là một dãy phòng tối tăm, trong ngôi nhà rầu rĩ xây lấp cái sân, chẳng mấy khi có sinh khí đến nỗi người ta phải nghĩ rằng khi còn là ngôi nhà mới, nó đã chạy đến đó chơi trò trốn tìm với những ngôi nhà khác và quên mất đường ra.	A ház olyan sután állt ebben a környezetben, hogy szinte azt hihette az ember, hogy kölyökkorában talán bújócskát játszott társaival, elbújt ebbe a zugba és nem talált ki többé belőle.	0.162857
Hiện giờ nó đã đủ cũ kỹ, chẳng có ai sống ở đó ngoài Scrooge, ông biết rõ từng hòn đá trên ngôi nhà, không cần dò dẫm bằng tay.	Most már öreg volt és Scrooge lakását kivévén, lakatlan. ~~~ A többi lakásokat irodákká és raktárakká alakították át az idők folyamán.	-0.0101504
Sương mù và băng giá lơ lửng trên cái cổng cũ kỹ, đen đủi của ngôi nhà, như thể Thần Thời tiết đang ngồi rầu rĩ suy ngẫm trên ngưỡng cửa.	Az udvar oly sötét volt, hogy Scrooge, noha ezerszer megjárta már ezt az utat és minden követ ismert, csak tapogatódzva tudott átmenni rajta.	0.236719
Lúc này, thực ra cái vòng sắt để gõ trên cánh cổng chẳng có tí gì đặc biệt, ngoài việc là một cái vòng to tướng.	Az ódon épületet úgy megülte a köd és fagyos pára, mintha Télapó maga ült volna a küszöbön. ~~~ A lakás ajtaján jókora kovácsoltvas ajtókopogtató volt.	-0.0264
Cũng có một thực tế là trong suốt thời gian sống ở đây, Scrooge vẫn nhìn thấy nó, ban đêm và buổi sáng, vì ông ta có rất ít thứ được gọi là ngông cuồng như bất cứ người đàn ông nào ở Trung tâm thương nghiệp và tài chính London, kể cả - đây là một từ táo bạo - các ông ủy viên Hội đồng thành phố, Hội đồng khu và hội viên phường hội.	Scrooge kétségtelenül mindennap látta a kopogtatót, amióta a házban lakott, néha többször is napjában. ~~~ Az is bizonyos, hogy Scrooge-nak kevesebb fantáziája volt London bármelyik lakosánál, beleértve a városi tanács tagjait és a céhek atyamestereit is - ami elég nagy szó.	-0.00897933
