Quo Vadis	QUO VADIS?	0.266667
Suýt nữa thì cậu buột miệng nói rằng anh không có khả năng làm việc đó.	Ugy rémlik előttem, hogy arra nem lettél volna képes.	0.12
Anh có biết vì sao không?	És tudod-e, miért?	0.189474
Những việc như thế người ta chỉ làm mà không nói, dù là nói có điều kiện đi chăng nữa.	Lásd, az ember az ilyen dolgokat megteszi, de nem beszél róla, még a legnagyobb óvatossággal sem.	0.273034
Cứ như cậu thì ở vào địa vị của y, cậu sẽ cười vào mũi cả Poppea lẫn Râu Đỏ, và cậu cũng sẽ thành lập riêng cho mình những đạo quân người Iber, nhưng không phải đàn ông mà đàn bà.	Ami engem illet, én a te helyedben kinevetném Poppaeát és a rőtszakállut.	-0.282609
Cùng lắm, cậu sẽ viết những bài đoản thi, nhưng sẽ chẳng đọc cho một ai nghe như anh chàng Rufinux đáng thương nọ.	Azonkívül epigrammokat is irnék, de egyuttal intő például venném Rufinust és nem olvasnám föl senki fiának sem.	0.249533
- Cậu hứa là kể cho cháu nghe chuyện anh ta mà?	- Hiszen annak a történetét akartad elbeszélni.	0.661957
- Sang buồng xức dầu thơm cậu sẽ kể anh nghe.	- Majd meghallod az unctoriumban.10	0.640625
Song ở buồng xức dầu sự chú ý của chàng Vinixius lại chuyển sang một đối tượng khác, cụ thể là các nữ tỳ tuyệt đẹp đang chờ họ.	De az unctoriumban Vinicius figyelme egészen másra irányult: a rabszolga nőkre, kik szolgálatra készen vártak mindkettőjükre.	0.23
Hai trong số ấy, hai thiếu nữ da đen trông giống hệt những pho tượng tuyệt vời bằng gỗ mun bắt đầu xoa lên người họ các loại dầu Ai cập thơm dịu; những thiếu nữ khác, những cô gái Frygia giỏi chải tóc, cầm lược và những tấm gương bằng thép đánh bóng trong những vòng tay mềm mại như mình rắn của họ; còn hai thiếu nữ Hy Lạp quê ở đảo Kox, trông hệt như hai nàng tiên nữ, hai nô tỳ chuyên sửa sang quần áo cho chủ thì đang chờ đợi giây phút được sửa sang nếp gấp trên những chiếc áo dài toga cho họ.		-0.3
- Thề có Zeux - Thần thu mây: - Markux Vinixius thốt lên - Bộ sưu tập của cậu mới tuyệt làm sao!	- A felhőt tornyosító Zeusra! ~~~ - kiáltá Marcus Vinicius - milyen szemen-szedett szép női rab­szolgáid vannak.	0.239286
- Cậu chuộng chất lượng hơn số lượng - ông Petronius đáp - Toàn bộ gia nô của cậu tại Roma chưa tới bốn mươi đầu, và cậu đồ rằng, có lẽ bọn già nhà giàu mới phất còn có nhiều người phục dịch hơn cậu.	- Inkább adok a válogatott, mint a nagy csapatra. ~~~ Rómában egész "familiám"11 nem éri el a négyszáz fejet és nem kétlem, hogy másoknak, mint szerencsefiaknak, nagyobb létszámra van szükségük személyes szolgálatuk végett.	-0.0113744
- Cả đến Râu Đỏ cũng không có được những tấm thân ngà ngọc hơn thế này - Vinixius vừa nói vừa phập phồng hai cánh mũi.	- A rőtszakállúnak magának sincsenek szebb női rabszolgái - jegyzé meg Vinicius.	0.547253
Ông Petronius liền đáp với vẻ suồng sã bạn bè:		-0.3
- Anh là người ruột thịt với tôi, còn tôi thì vừa không vô dụng như Baxxux, vừa không quá cầu kỳ như Aulux Plauxius.	- Egyébiránt tudod, hogy több napot Aulus Plautius mezei lakában töltöttem, mikor a város közelében kezemet kificamítottam?	0.453955
Vừa nghe thấy cái tên sau, trong chốc lát Vinixius quên đi các thiếu nữ đảo Kox, chàng sôi nổi hỏi:	Ugy történt, hogy Plautius éppen balesetem pillanatában azon az úton kocsizott.	0.18
- Sao tự nhiên cậu lại nghĩ tới Aulux Plauxius?	Látta, mily nagyon szenvedtem és maga mellé vett.	0.280435
Cậu biết không, sau khi bị dập thương cánh tay ở ngay sát thành phố, cháu đã lưu lại nhà ông ấy mười mấy ngày liền.		-0.3
Ông Plauxius tình cờ có mặt đúng vào lúc xảy ra tai nạn, và khi trông thấy cháu quá đau đớn ông ấy bèn mang cháu về nhà; tại đó, một tên nô lệ là thầy thuốc Merion đã chữa lành vết thương cho cháu.	Rabszolgájának, Merion orvosnak segítségével ismét csakhamar meggyógyultam.	0.149026
Chính cháu định thưa lại với cậu chuyện ấy.	Hiszen éppen erről akartam veled beszélni.	0.219512
- Vì sao vậy?	- Miért?	1.13333
Chẳng lẽ tình cờ anh lại phải lòng bà Pomponia hay sao?	Utoljára még beleszerettél Pomponiába?	0.165
Nếu vậy thì cậu thật buồn cho anh: Bà ta chẳng còn trẻ trung gì nữa mà lại là người đức hạnh.	Ez esetben sajnálnálak; már nem fiatal és erényes!	-0.0428571
Cậu không thể tưởng tượng ra một chuyện quan hệ nào đáng buồn hơn thế nữa!	Gonoszabb egyesülést el se tudok képzelni.	-0.0365854
Brrr!	Brr!	0.24
- Không phải là bà Pomponia đâu, ơ hơ!	- Pomponiába - nem!	0.533333
- Vinixíu nói.	- jelenté ki Vinicius.	0.93
- Thế thì phải lòng ai?	- Hát kibe?	0.668182
- Giá như cháu biết được phải lòng ai!	- Csak magam is tudnám bizonyosan, kibe!	0.616667
Thậm chí đến tên nàng cháu còn chưa biết rõ: Ligia hay Kalina?	De még azt se tudom tüzetesen, mi a neve: Ligia-e vagy Callina.	0.245455
Ở trong nhà người ta coi nàng là Ligia vì nàng là người thuộc dân tộc Ligi, song nàng còn có một cái tên man dã nữa là Kalina.	A házban Ligiának hivják, mivel a ligiaiak népéből származik, de azonkívül a barbár Callina nevet is viseli.	0.224272
Nhà Planxius quả thật là một gia đình kỳ lạ.	Csodálatos egy ház az a Plautius háza.	0.183333
Nhà thì đông người mà cứ lặng như tờ.	Milyen élet uralkodik benne és mégis olyan béke, mint a subjacumi ligetekben.	0.126667
Suốt mười mấy ngày trời cháu đâu có biết là ở đó có một nàng tiên nữ.	Több napon át nem is sejtettem, milyen isteni lényt rejt falai közt, míg egyszeriben meg nem láttam azt a lányt, mikor nap­virradta előtt a kerti szökőkut medencéjében megmosdott.	-0.00731707
Mãi cho tới một sớm mai kia cháu mới trông thấy nàng đang tắm ở vòi nước phun trong vườn.	Ugy tetszett, hogy napfelkeltével, a hajnalpirhoz hasonlóan, fénynyé fog feloszlani.	0.23625
Và cháu xin thề trên những đám bọt nước đã sinh ra nữ thần Afrodia rằng ánh bình minh đã xuyên qua suốt thân thể nàng.	Ez idő után még kétszer láttam őt és azóta nem tudom többé, mi a nyugalom, nem tölt be semmi más vágy; akár mit nyujthatna is a város, nem ingerel többé.	0.264567
Cháu cứ ngỡ rằng khi mặt trời lên, nàng sẽ tan biến ra hòa vào ánh sáng như buổi rạng đông trải rộng nơi kia.	Nem kivánok sem asszonyt, sem aranyat, nem óhajtok se korinthusi ércet, se borostyánkövet vagy gyöngyházat, egyedül csak Ligia után sóvárgok.	0.262185
Kể từ lúc ấy cháu chỉ được trông thấy nàng thêm hai lần nữa và cũng từ lúc ấy, cháu không còn biết thế nào là sự yên tĩnh, không cón biết đến nỗi khát vọng nào khác, cháu muốn biết đến những gì mà đô thành có thể cho cháu, cháu không còn thiết đàn bà, không màng vàng bạc, không thích đồng thau Koryntơ cùng hổ phách, chẳng ham ngọc trai, rượu nho hay yến tiệc, cháu chỉ khát khao mỗi mình Ligia.		-0.3
Xin thưa thật cùng cậu, thưa Petronius, cháu tương tư nàng như Thần Mộng được chạm trên bức phù điêu đặt trong phòng ấm của cậu kia, tương tư nàng Paxytea, suốt ngày đêm cháu chỉ mơ tưởng đến nàng thôi.	Hidd el, Petronius, éjjel-nappal utánna vágyakozom.	-0.309429
- Nếu cô ta là nô tỳ thì anh hãy mua lại đi	- Ha női rabszolga, hát vedd meg!	0.535
- Nàng đâu có phải là nô tỳ.	- Nem rabszolga.	0.71
- Vậy thì nàng là ai?	- Hát akkor micsoda?	0.852632
Nô tỳ đã được giải phóng của ông Plauxius chăng?	Plautius szabadosa?	-0.284211
- Nàng chưa bao giờ là nô tỳ, vậy sao lại có thể là nô tỳ giải phóng được.	- Hogyan lehetne szabados, ha nem volt rabszolga?	0.354264
- Thế nghĩa là gì?	- Hát ugyan micsoda?	0.884211
- Cháu cũng không rõ nữa: Nàng là công chúa hay thứ gì tương tự như thế.	- Nem tudom: egy királynak, vagy inkább egy ligiai hadvezérnek a leánya.	0.480769
- Anh làm cậu đâm tò mò rồi đấy, Vinixius ạ!	Claudius császár alatt mint kezes Rómában maradt és Pomponia Graecina gyermekéül fogadta.	0.0734694
- Nếu cậu vui lòng nghe cháu kể thì xin làm thỏa mãn sự tò mò của cậu ngay bây giờ.	És ebben a házban, hol - az úrtól kezdve a tyukól baromfiáig - minden erényes, ah, épp oly erényes hajadonná nőtt, mint maga Graecina és oly széppé, hogy még Poppaea is úgy tünnék föl mellette, mint egy őszi füge a Hesperidák almája mellett.	-0.0238636
Câu chuyện cũng không dài lắm.	- Nos és tovább?	-0.0375
Có thể cậu có quen biết Vannius, vua của dân Xveb, người mà sau khi bị đuổi khỏi quê hương đã lưu trú một thời gian dài tại Roma đây, thậm chí ông còn trở lên nổi tiếng vì gặp may mắn trong cờ bạc và giỏi đua ngựa nữa.	- Ismétlem, hogy attól a pillanattól fogva, mikor a szökőkútnál a reggeli fény ragyogásától körülvéve megpillantottam, menthetetlenül őrületes szerelemre gyuladtam.	0.163804
Về sau hoàng đế Druxux lại đưa ông trở lại ngai vàng.	- Tehát szép, mint egy hydriád?12	0.046875
Vốn là người giỏi giang, ban đầu Vannius trị vì rất giỏi và đã chiến tranh thắng lợi, nhưng về sau ông ta bắt đầu bóc lột một cách quá đáng không chỉ những vị láng giềng của mình mà thậm chí cả dân Xveb nữa.		-0.3
Thế là Vangio cùng Silo, hai đứa cháu gọi ông ta bằng cậu, con của Vibilius, quốc vương Hermanđur liền quyết định bắt ông ta phải quay về Roma để… tìm hạnh phúc trong cờ bạc. ~~~ - Cậu còn nhớ, đó là vào thời Klauđius cách đây chưa lâu. ~~~ - Vâng!	- Ne tréfálj, Petronius és ha a nyiltság csal, melylyel szenvedélyes szerelmemről beszélek, hidd el, hogy a csillogó ruhák gyakran mély sebeket takarnak.	-0.125794
Thế là chiến tranh nổ ra.	Még egy vallomást kell tennem.	0.289286
Vannius bèn cầu viện quân Jazyg, còn mấy đứa cháu yêu quý của ông ta thì lại cầu viện người Ligi.	Ázsiából való hazatérésem után egész éjszaka Mopsus templomában maradtam, hogy álmom­ban a jövőbe láthassak.	0.285849
Bọn này đánh hơi thấy của cải của Vannius và bị lôi cuốn bởi hy vọng được cướp bóc, liền kéo tới đông vô kể, khiến cho chính hoàng đế Klauđius bắt đầu lo ngại cho sự yên ổn của vùng biên giới.	És lásd, maga Mopsus jelent meg álmomban és tudtomra adta, hogy életem nagy változáson megy keresztül és pedig egyedül a szerelem által.	0.0826772
Tuy không muốn dính dáng vào cuộc chiến tranh man rợ, song hoàng đế cũng viết thư cho Atelius Hixter, người thống lĩnh chiến đoàn Thượng Đunai, lệnh cho ông ta phải để mắt đến diễn biến của cuộc chiến tranh này và đừng để cho người ta làm xáo động sự thanh bình của chúng ta.		-0.3
Hixter bèn đòi dân Ligi phải cam kết không được vượt qua biên giới, bọn này không những chấp thuận điều kiện ấy mà còn gửi người làm con tin, trong số đó có cả vợ và con gái của thủ lĩnh của chúng… Cậu cũng biết đấy, khi ra trận dân man di thường mang theo cả vợ con… Và nàng Ligia của cháu chính là con gái viên thủ lĩnh nọ.		-0.3
- Làm sao anh biết được tất cả những chuyện đó?	- De mondd meg legalább, mit akarsz voltaképpen!	0.558333
- Chính Aulux Plauxius kể cho cháu nghe.	- Ligiát akarom.	0.6375
Hồi ấy quả tình dân Ligi không vượt qua biên giới, song bọn man di thường kéo tới và rút đi nhanh như bão tố, và dân Ligi, với những cặp sừng bò tót trên đầu cũng biến đi nhanh như thế.	Ezekkel a karjaimmal, melyek most csak az ürességbe kapkodnak, meg akarom őt ölelni és keblemre vonni.	-0.0387097
Chúng đã đánh tan tác quân Xveb của Vannius cùng lũ người Jazyg, nhưng vua của chúng bị tử trận, thế là chúng rút lui, mang theo những của cải vừa cướp được, để lại đám con tin trong tay của Hixter.		-0.3
Chẳng bao lâu sau, người mẹ chết, còn đứa bé thì Hixter cũng không biết làm gì với nó, bèn gửi đến cho Pomponius, hồi ấy là thống đốc cả vùng Germania.	Házamban akarom a forrón szeretett nőt birni, most és mindig, míg fejem olyan fehér nem lesz, mint télen a Soracte csúcsa.	0.154054
Sau khi kết thúc chiến tranh với người Kat. ~~~ Pomponius quay về Roma và như cậu biết đấy, ông ta được Klauđius ban cho lễ khải hoàn.	- Ha nem rabszolga, mégis Plautius familiájához tartozik és mivel elhagyatott árva, alumnának13 kell őt tekinteni.	-0.0244565
Khi ấy, cô bé đi theo sau cỗ xe người chiến thắng.	Plautius tehát átengedhetné neked, ha akarná.	0.24
Nhưng sau khi nghi lễ đã kết thúc, vì không thể đối xử với con tin như với tù binh, hơn nữa chính Pomponius cũng không biết nên làm gì với cô bé, nên rốt cuộc ông ta đã đưa cô bé cho em gái là bà Pomponia Grexyna, vợ của Plauxius.		-0.3
Trong ngôi nhà ấy, nơi mà tất thảy mọi thứ - kể từ các ông chủ cho đến gà vịt trong chuồng - đều đức hạnh, cô bé lớn lên thành một nàng thục nữ, mà than ôi, cũng đức hạnh như chính bà Grexyna và xinh đẹp tuyệt trần, đến nỗi ở bên cạnh nàng thì ngay cả Poppea cũng chỉ giống như một trái vải mùa thu đặt bên một quả táo Hexperia mà thôi. ~~~ - Thế rồi sao nữa?		-0.3
- Và cháu xin nhắc lại, kể từ lúc trông thấy những tia sáng mặt trời xuyên suốt qua người nàng bên đài phun nước, thì cháu lập tức yêu nàng say đắm.		-0.3
- Thế nghĩa là nàng trong suốt như một chiếc bóng đèn hay như một chú cá trích non chăng?	- Rosszul ismered Pomponia Graecinát Egyébiránt mind a kettő úgy ragaszkodik ahhoz a leányhoz, mintha édes gyermekök volna.	0.386927
