Alexandre Dumas	﻿ALEXANDRE DUMAS	0.24
Đúng lúc D Artagnan chăm chăm nhìn vào nhà quý tộc mặc áo chẽn tím, hắn ta đưa ra một nhận xét hóm hỉnh nhất và sâu sắc nhất về xứ sở của con nghẽo còi vùng Bearn, hai thính giả của hắn phá lên cười, còn bản thân hắn, trái với thói quen thường lệ, cũng để lộ cho mọi người thấy, lướt qua một nụ cười nhợt nhạt trên bộ mặt hắn.	D’Artagnan történetesen épp abban a pillanatban szögezte a lila ujjast viselő nemes úrra tekintetét, amikor az a béarni lovacskáról szóló fejtegetéseinek legtudományosabb és legmélyrehatóbb részletéhez ért; két hallgatója ismét felkacagott, sőt, szokása ellenére, még ő maga is - ha szabad ezt a kifejezést használnunk - halvány tétova mosolyra húzta a száját.	0.286207
Lần này thì không còn nghi ngờ gì nữa, D artagnan đã thực sự bị lăng nhục.	Most már semmi kétség: a sértés D’Artagnan ellen irányult.	0.188136
Vì thế, tin chắc như vậy, kéo mũ xuống tận mắt, và cố bắt chước một số điệu bộ trong chốn triều đình mà chàng bất ngờ bắt gặp ở những bậc vương công du hành qua vùng Gátxcông, chàng tiến lên, một tay đặt vào chuôi gươm và tay kia chống háng.	Az, a kézzelfogható bizonyság hatására szemébe húzta baszk sapkáját, és miközben tehetségéhez képest igyekezett úgy mozogni, mint az udvaroncok, akiket nagynéha, ha, Gascogne-ba tévedtek, megfigyelhetett, a csoport felé indult: egyik kezével kardmarkolatát fogta, másikat csípőjén nyugtatta.	0.286617
Khốn nỗi, càng tiến lên, cơn giận mỗi lúc càng làm chàng thêm mù quáng, đáng lẽ phải có một khẩu khí trang trọng và kiêu hãnh mà chàng đã chuẩn bị để phô diễn sự thách thức của mình, chàng chỉ còn thấy nơi đầu lưỡi ngôn từ của một nhân cách thô lỗ kèm theo cách hành xử cuồng dại.	De sajna, minél közelebb került, annál jobban elvakította a harag, és jóllehet méltóságteljes és dölyfös szavakban készült megfogalmazni kihívását, mindebből csupán faragatlan és személyeskedő kirohanás tolult a nyelvére; dühösen hadonászva robbant ki:	0.2244
- Này, ông kia!	- Hé! ~~~ uram!	0.275
- Chàng hét lên - Cái ông nấp sau cánh cửa sổ kia!	- kiáltott fel - uram, maga, aki az ablak mögé, bújik!	0.787755
Phải, chính ông, hãy nói ta nghe xem ông cười cái gì nào, rồi chúng ta sẽ cùng cười.	Igen, maga, mondja csak, mit nevet, hadd nevessek én is magával.	0.131579
Nhà quý tộc chậm rãi đưa mắt nhìn từ con ngựa lên chàng kỵ sỹ, như thể cần phải có thời gian ấy để hiểu rằng những lời trách móc lạ lùng đến thế chính là dành cho mình, rồi không thể nghi ngờ gì nữa, đôi lông mày hơi cau lại, và sau khoảng lâu dừng lại, hắn ta trả lời D artagnan bằng một giọng mỉa mai và xấc xược không thể tả được:	A nemes a paripáról lassan a lovasra emelte szemét, mintha időre volna szüksége, amíg megérti, hogy neki szól ez a furcsa támadás: mikor pedig látta, hogy semmi kétsége nem lehet, kissé összeráncolta szemöldökét, és meglehetősen hosszú szünet után, leírhatatlanul gúnyosan és pimaszul így válaszolt D’Artagnannak:	0.230464
- Tôi không nói với ông, thưa ông.	- Nem magához szóltam, uram.	0.7
- Nhưng ta, ta nói với ông!	- De én igen!	0.525
Chàng trai trẻ giận sôi lên và hét to, trước thái độ vừa xấc xược vừa nhã nhặn, vừa lịch thiệp vừa khinh thị pha lẫn với nhau.	Én magához szóltam! ~~~ - kiáltott a fiatalember; megőrjítette, hogy ily szemtelen és megvető, de ugyanakkor illedelmes és jól nevelt modorban beszélnek vele.	-0.00528169
Kẻ xa lạ còn nhìn chàng một lát rồi với nụ cười thoáng qua rồi ra khỏi cửa sổ, từ từ ra khỏi lữ quán đi về phía D Artagnan cách hai bước chân rồi đứng thẳng đối mặt với con nghẽo.		-0.3
Thái độ bình tĩnh và vẻ mặt châm biếm của hắn càng khiến cho bọn người vừa chuyện trò với hắn, vẫn ở nơi cửa sổ cười to gấp đôi.	Az ismeretlen finom mosollyal figyelte még egy pillanatig, azután hátralépett az ablaktól, lassan kijött a fogadóból, és megállt D’Artagnantól két lépésnyire a ló előtt.	0.272185
D Artagnan thấy hắn tiến đến, liền rút gươm nhích ra khỏi vỏ hơn một gang tay.	Nyugodt viselkedése és gúnyos arckifejezése csak fokozta a másik két férfi jókedvét; azok nem mozdultak el az ablaktól.	0.201176
- Con ngựa này chắc chắn, hay đúng hơn lúc trẻ từng có màu vàng cúc áo.	D’Artagnan, amint látta, hogy a nemes közeledik, egy lábnyira előhúzta hüvelyéből a kardját.	0.236842
Kẻ xa lạ tiếp tục lặp lại những soi mói đã từng bắt đầu với bọn người nghe của y ở cửa sổ, tựa như không thèm để ý đến cơn điên giận sôi lên của D Artagnan lúc đó đã đứng ở giữa y và họ. ~~~ Đó là một màu rất quen thuộc của thực vật học, nhưng đến nay rất hiếm thấy ở loài ngựa. ~~~ Đệ tử của ông Treville giận giữ thét lên:	- Ez a ló kétségkívül olyan sárga, mint a kikirics; azaz hogy sárga volt, míg el nem hullatta csikófogát - folytatta vizsgálódásait most is fennhangon az idegen, és szavait az ablak felé intézte; semmi jelét nem adta, hogy észrevette volna D’Artagnan bőszült haragját, pedig a fiatalember közte és hallgatói között állt -, a botanikában egészen közismert ez a szín, de lovakon mindeddig elég ritkán fordult elő.	-0.120063
- Kẻ cười giễu con ngựa là kẻ không dám cười chủ nó!	- Aki a gazdától fél, az a lován nevet!	0.391667
- Tôi thường không hay cười, thưa ông.	- kiáltott fel tajtékozva Tréville tanítványa.	0.692857
- Kẻ lạ mặt tiếp - Tự ông, ông cũng có thể thấy như thế trên vẻ mặt của tôi, song tôi vẫn bảo lưu đặc quyền được cười khi tôi thích.	- Nem természetem a nevetés, uram - válaszolt az idegen -, ön is láthatja arcomon; mindazonáltal szeretném fenntartani magamnak a jogot, hogy akkor nevessek, amikor nekem tetszik.	0.494418
- Còn ta - D Artagnan - ta không muốn người ta cười khi nó làm ta khó chịu.	- Én pedig - kiáltott fel D’Artagnan - nem tűröm, hogy nevessenek, ha nekem nem tetszik!	0.800645
- Thật thế ư, thưa ngài?	- Valóban, uram?	0.84375
- Kẻ lạ mặt tiếp tục với vẻ càng bình tĩnh hơn bao giờ hết - Thế thì, chí lí quá đi rồi?	- folytatta az idegen, nyugodtabban, mint valaha - hát jó, igaza van.	0.579571
Rồi quay gót, hắn đang định trở vào lữ quán theo lối cửa lớn mà dưới cửa, khi D Artagnan đến đây đã thấy một con ngựa đóng sẵn yên cương.	Azzal sarkon fordult, hogy visszatérjen a fogadóba a nagykapun át, melynek boltíve alatt D’Artagnan egy felnyergelt lovat vett észre az imént, amikor megérkezett.	0.29
Nhưng D Artagnan không phải loại dễ bỏ qua như thế với một kẻ đã hỗn xược chế nhạo mình.	D’Artagnant azonban nem olyan fából faragták, hogy elszalasszon valakit, aki ilyen pimaszul kigúnyolta.	0.290816
	Kirántotta hüvelyéből a kardját, utána iramodott:	-0.3
- Quay lại!	- Forduljon vissza, szellemes úriember!	0.425
Quay lại nào, ông hay châm biếm, ta không muốn đánh ông phía sau lưng đâu.	- üvöltötte - amíg hátulról le nem döföm.	0.0627907
- Đánh tôi, tôi ấy à?	- Ledöfni engem!	0.9
- Người kia vừa nói vưa quay gót lại nhìn chàng trai trẻ hết sức ngạc nhiên cũng như khinh bỉ - Chà, thế kia đấy.	- szólt amaz; sarkon fordult, és csodálkozva, de egyszersmind megvetően mérte végig a fiatalembert.	0.412903
Ông bạn quý, anh điên rồi.	- Ugyan már, fiacskám, maga bolond!	0.27
Rồi hạ giọng như thể nói với chính mình:	Azután halkan folytatta, mintha csak magában beszélne:	0.268085
- Phiền thật.	- Teringettét!	1.28
- Y tiếp tục - thế mà Hoàng Thượng cứ phải đi tìm những kẻ can trường ở những đâu đâu để trưng tuyển vào ngự lâm quân của ngài!	Hogy örülne Őfelsége, ha ezt látná; tűvé teszi az egész országot, hogy bátor fickókból toborozza össze testőreit.	0.215044
Người lạ vừa nói dứt, D Artagnan đã vươn tay xỉa tới một mũi gươm thịnh nộ đến nỗi nếu không nhanh chân nhảy lùi lại, có lẽ đây sẽ ìà lần cuối cùng hắn được bông đùa.	Még be sem fejezte, amikor D’Artagnan olyan dühödten döfött feléje, hogy ha fürgén hátra nem ugrik, minden valószínűség szerint ez lett volna utolsó tréfája életében.	0.242945
Người lạ mặt lúc đó thấy sự thể đã vượt qua trò nhạo báng, liền rút gươm ra chào địch thủ và nghiêm trang thư thế.	Most már látta, hogy a dolog több mint egyszerű ugratás; kivonta kardját, üdvözölte ellenfelét, és komolyan védő állásba helyezkedett.	0.29771
Nhưng cũng đúng lúc ấy, hai thính giả của y, kèm theo chủ quán nhảy bổ vào D artagnan phang chàng bằng những đòn gậy, xẻng, và que gắp than.	Ám a jelenet két szemtanúja, a fogadós kíséretében D’Artagnanra rohant, és bottal, tűzilapáttal, piszkavassal püfölni kezdték, ahogy csak erejükből kitellett.	0.279592
Điều đó làm chệch hướng thật nhanh chóng, thật hoàn hảo cuộc tấn công, khiến cho trong khi D artagnan quay lại đối mặt với trận mưa đòn, đối thủ của chàng cũng tra gươm vào vỏ với cùng độ chính xác, và đang suýt là một diễn viên nay lại trở thành khán giả của trận chiến, một vai mà hắn rất thạo với vẻ bình thản thường tình của mình, tuy vẫn không ngớt làu bàu:	Mindez oly gyors és tökéletes fordulatot eredményezett a támadásban, hogy D’Artagnan ellenfele, miközben a fiatalember visszafordult, és igyekezett elhárítani az ütések záporát, nyugodtan hüvelybe dugta kardját; hajszál híján színész lett már, de most ismét nézőként figyelte a csatát, szokott közönyével, és csak hébe-korba dörmögte a foga között:	0.247214
- Cái giống Gascogne ôn dịch!	- Átkozott gascogne-iak!	0.9625
Bê hắn lên con ngựa vàng cam của hắn và để hắn xéo đi.	Rakjátok föl a citromsárga lovára, aztán hordja el magát.	0.273214
- Không trước khi ta giết mi đâu, đồ hèn!	- Csak ha megöltelek, gyáva kutya!	0.606696
- D Artagnan vừa hét vừa đem hết sức đối địch, không lùi một bước trước ba kẻ thù, đang phang chàng túi bụi.	- kiáltotta D’Artagnan, aki tőle telhetőleg verekedett, és tapodtat sem hátrált, miközben három ellenfele püfölte, ahol érte.	0.459167
- Lại một thói Gascogne !	- Újabb gascogne-i hencegés - dörmögte a nemes úr.	0.474725
- Nhà quý tộc lẩm bẩm - Ta thề đấy, lũ Gascogne này đều là lũ bất trị!	- Szavamra, ezek a gascogne-iak javíthatatlanok!	0.508571
Nó đã muốn vậy, cứ để nó tiếp tục múa may.	Hát, ha olyan táncolhatnékja van, csak húzzátok neki a talp alá valót.	0.205882
Khi nào nó mệt nó sẽ nói nó múa thế đủ rồi.	Majd szól, ha megunta.	-0.114286
Nhưng người lạ mặt còn chưa hiểu mình đang phải đương đầu với một kẻ ương bướng đến mức nào, D Artagnan không bao giờ là người chịu xin thua.	Csakhogy az ismeretlen nem tudta, milyen kemény legény az ellenfele; D’Artagnan még senkitől nem kért kegyelmet.	0.14
Cuộc đấu tiếp tục thêm mấy giây nữa, cuối cùng D artagnan kiệt sức để tuột gươm, một nhát gậy đánh gãy gươm làm đôi.	Néhány percig tehát még tartott a küzdelem; végül is D’Artagnan kifulladt, kiejtette a kezéből a kardját, melyet egy botütés nyomban kettőbe tört.	0.284444
Một đòn khác nện chàng vào trán gần như cùng một lúc làm chàng lộn nhào. ~~~ Máu chảy đầm đìa, gần như bất tỉnh.	Egy másik ütés felrepesztette a homlokát, s vértől szennyesen és szinte ájultan földre terítette.	-0.028125
Chính vào lúc đó, từ mọi phía người ta chạy đến nơi đang xảy ra chuyện.	E pillanatban tódult be mindenfelől az előrerohanó tömeg a tett színhelyére.	0.271622
Chủ quán sợ tai tiếng, với sự giúp đỡ của mấy gã hầu bàn, khiêng kẻ bị thương vào bếp, chăm sóc qua loa.	A fogadós félt a botránytól, és legényeivel a konyhába cipelte a sebesültet; ott részesítették elsősegélyben.	0.277982
Còn nhà quý tộc thì đã trở lại chỗ cũ bên cửa sổ nhìn đám đông ấy một cách bồn chồn, có vẻ như việc họ cứ đứng ỳ ra đấy làm cho hắn rất bực bội.	A nemes úr eközben ismét elfoglalta helyét az ablak mögött, és meglehetősen türelmetlenül figyelte a sokadalmat; szemlátomást erősen ingerelte a csődület.	0.26
- Thế nào, thằng điên ấy ra sao rồi?	- Nos, hogy van az a futóbolond?	0.546429
Hắn quay lại khi nghe tiếng cửa mở, hỏi chủ quán vừa bước vào thăm sức khỏe của hắn.	- kérdezte, amikor megcsikordult az ajtó, és a fogadós belépett, hogy az úr hogyléte felől érdeklődjön.	0.290722
- Thưa đại nhân, ngài không sao chứ ạ?	- Remélem, nem történt baja, excellenciás uram?	0.646429
- Chủ quán hỏi.	- kérdezte vissza a fogadós.	0.75
- Phải, hoàn toàn vô sự, ông chủ quán thân mến ạ và chính tôi đang muốn hỏi ông chàng trai trẻ của chúng ta ra sao rồi?	- Nem; hajam szála se görbült, fogadós uram; de én szeretném tudni, mi van az úrfival. ~~~ - Jobban van - szólt a fogadós -, már egészen elájult.	0.0834734
- Hắn đang khá hơn.	- Igazán?	0.97
Vừa rồi bất tỉnh hoàn toàn.		-0.3
- Thật thế ư?	- szólt a nemes.	0.88
- Nhưng trước khi ngất, hắn còn thu hết tàn lực réo tên ngài và vừa réo vừa thách thức ngài.	- De mielőtt elájult volna, végső erejével excellenciádért kiáltott, hogy párbajra hívja.	0.493691
