Miếng Da Lừa	A SZAMÁRBŐR	0.253846
Tuổi xuân tươi xanh ở đó đang còn vật lộn với những phá phách của thời dâm ô bất lực.	Ifju életereje még meg tudott küzdeni az érzékiség romboló hatalmával.	0.18
Bóng tối và ánh sáng, hư không và tồn tại ở đó đang còn xung đột để nẩy sinh ra cái duyên dáng lẫn cái kinh hồn.	A sötétség és a fény, az enyészet és az életerő tusakodtak ez arcon, a kellem és az iszony érzését keltve föl a szemlélőben egyazon pillanatban.	0.263115
Chàng trai xuất hiện ở đó như một thiên thần thiếu hào quang, đi lạc lối.		-0.3
Vì vậy tất cả các bậc tôn sư sành sỏi về thói hư và tật xấu kia, giống như một mụ già móm mém, mủi lòng vì thấy cảnh một cô gái mỹ miều hiến thân vào nơi trụy lạc, đều muốn thét bảo gã trai tân: "Ra đi!"	Olyan volt, mint egy tévutra lépett angyal a dicsfénye nélkül; és ez elvetemült gézenguzok – mint a vén, fogatlan szipirtyó a bün ösvényére lépő viruló leánynak, ha megesett rajta a szive – szerettek volna odakiáltani neki: "Menjen innen!"	0.3
Anh ta bước thẳng tới chiếc bàn, đứng đó, không tính toán quăng xuống tấm thảm một đồng tiền vàng cầm trong tay, đồng tiền lăn vào số Đen, và, như những con người hùng, ghét cay đắng những chuyện mè nheo không dứt khoát, anh ta quắc mắt nhìn gã cầm cái một cách xấc xược mà bình thản.	Egyenesen az asztal felé tartott. ~~~ Megállt előtte, tanakodás nélkül vetette az asztalra a kezében szorongatott aranyat, mely egyenesen a feketére gurult; azután utálva minden huzavonát, mint az erős lelkek általában, a kártyavetőre emelte lázas és mégis nyugodt tekintetét.	-0.0319767
Tiếng bạc có ý nghĩa trọng đại đến nỗi mấy ông già chẳng đặt tiền nữa; nhưng anh chàng người Ý do thói máu mê chợt nảy ra một ý kiến tưởng như vận may đã tới, liền vơ hết đồng tiền của mình đặt sang phía bên kia ngược với nước bài của chàng lạ mặt.	Oly érdekesnek igérkezett a következő jelenet, hogy a kopasztarkóju aggastyánok bele sem elegyedtek a játékba; hanem az olasz, kit a szenvedély hevében meglepett az a bizonyos biztató sugallat, az előtte heverő egész aranyhalmot az ellenkező szinre tette.	0.23617
Tay hồ lỳ quên cả việc xướng lên mấy lời gào cứ nhắc đi nhắc lại mãi, nó đã biến thành những tiếng khàn khàn khó nghe: - "Đặt tiền - Cân!	A bankár el is felejtette a mondókáját, mely különben az örökös egyformaság mellett már csak a beavatottak előtt érthető rekedt hadarássá vált: ~~~ – Faites le jeu!	-0.00292208
- Mở này!".	– Le jeu est fait!	0.207692
Tay cầm cái xòe bài ra, và, xưa nay vốn dửng dưng với chuyện ăn thua của khách đỏ đen, ấy thế mà lần này dường như hắn lại cầu may cho chàng mới đến.	– Rien ne va plus! ~~~ A kártyaosztó felvetette a lapokat és látszott rajta, hogy az ujon érkezettnek kiván szerencsét, nem törődve a többiek veszteségével vagy nyereségével.	0
Mỗi người đến xem những mong được mục kích một tấn kịch và màn chót của một cuộc đời cao quý qua số phận đồng tiền vàng kia; mắt họ sáng quắc lên dán vào những quân bài định mệnh; tuy nhiên mặc dầu họ chăm chú hết nhìn chàng trai lại nhìn xuống những quân bài, họ cũng chẳng bắt gặp một triệu chứng xúc động nào trên bộ mặt lạnh lùng và nhẫn nhục của chàng.	Minden szem a végzetes kártyalapokra volt szegezve, mert valamennyien fölismerték, hogy a fiatal élet és ez aranydarab között valami mély drámai összefüggés van; a kártyalapokból koronkint az ifju arcára tévedt tekintetek, ki nyugodtan, szemhunyoritás nélkül állotta ki a fürkésző pillantásokat.	0.170213
- Đỏ chẵn được, - gã cầm cái chính thức hô lên.	– Rouge, pair, passe! ~~~ – mondta hivatalos hangon a kártyaosztó.	-0.0190909
Một tiếng rên khản đặc thoát ra từ bộ ngực gã người Ý khi hắn thấy rơi từng tờ giấy bạc gấp lại mà tay hồ lỳ ném cho hắn... Còn chàng trai kia thì chỉ nhận ra mình thua khi chiếc cào vươn tới để vơ về đồng Napoléon cuối cùng của mình.	Valami tompa hörgésféle szakadt föl az olasz elszorult melléből, mikor a bankár egyenkint elébe olvasta az összegyürt bankjegyeket. ~~~ A mi fiatal emberünk csak akkor érte föl észszel a veszteségét, mikor végignyult az asztalon a gereblye, hogy elkotorja előle utolsó Napoleon d’orját.	-0.00403846
Lưỡi cào bằng ngà va vào đồng tiền đánh cạch một cái, còn đồng tiền thì, nhanh như tên, đến nhập cục với đồng tiền bày ra trước két bạc.	Az aranydarab megpendült, mikor az elefántcsontszerszám hozzáütődött, majd nyilsebesen ragadta magával a bankár előtt heverő aranyhalomhoz.	0.251471
Chàng lạ mặt khẽ nhắm mắt lại, môi trắng bệch; nhưng thoắt cái, anh lại mở mắt, miệng lại đỏ lên như san hô, anh ta làm ra điệu một người Anh chẳng lạ gì cuộc đời, và tan biến mất chẳng van xin ai một sự an ủi bằng những con mắt đau xót mà những con bạc tuyệt vọng thường đưa về phía hàng người xem.	Az ismeretlen szempillái lecsukódtak és ajka elfehéredett, majd ujra felpillantott, szép metszésü szája visszanyerte korallpiros szinét s angolosan hidegvérü arcot öltve, mint aki előtt az életnek nincsen többé ugysem már becse, eltávozott, anélkül, hogy fölsirt volna szemében az a szivszakitó, kétségbeesett pillantás, mit visszavonhatatlanul tönkrement játékosok szoktak a közönségre vetni.	0.259337
Biết bao nhiêu biến cố dồn dập trong khoảnh khắc và bao nhiêu chuyện qua một tiếng bài!	Mennyi esemény egy rövidke másodpercben, mennyi minden egy kártyavetésben!	0.204167
- Đây hẳn là viên đạn cuối cùng của anh chàng, - gã hồ lỳ nói sau một lúc im lặng và tay hắn cầm đồng tiền giữa ngón cái và ngón trỏ giơ cho mọi người xem.	– Alighanem az utolsó töltést puffantotta el, – mondta mosolyogva a croupier némi beállott csend után, miközben hüvelyk- és mutatóujja közé fogva felmutatta az aranydarabot.	0.292771
- Thằng cha đó cuồng, hắn sẽ nhảy xuống sông cho mà xem, - một khách quen vừa đáp vừa nhìn quanh lượt khách chơi, những người đã từng quen biết nhau.	Valami elkeseredett hóbortos fickó lehet, aki tüstént nekimegy a viznek, – jegyezte meg valamelyik törzsvendég a játszók felé fordulva, kik mindannyian ismerték már egymást.	0.292547
- Chà!- Tay hầu phòng vừa thốt lên vừa làm một mồi thuốc.		-0.3
- Giá ta theo ông kia!	– Mi gondunk rá!	0.247059
- Một ông già trỏ vào anh chàng người Ý mà nói với mấy tay đồng bọn.	– mondta az egyik pincér, csippentve egyet a tubákos szelencéből.	0.238095
	– Ha ugy véletlenül mink is ugy cselekedtünk volna, mint az ottan, ni?… – dünnyögte az egyik vénség a másik kettőnek, az olasz felé bökve a hüvelykével.	-0.3
Mọi người đều nhìn anh chàng vận đỏ, hai tay anh ta vừa đếm tiền vừa run.	Kaján szemekkel méregették valamennyien a szerencsés nyerőt, kinek reszkettek a kezei, mikor a pénzét olvasgatta.	0.208537
- Tớ nghe thấy, - anh ta nói, - như có ai thét vào tai!	Sietett magyarázattal szolgálni:	0.136364
- Thần tài sẽ trị mối tuyệt vọng của anh chàng.	– Valami belső sugallat azt mondta, hogy a szerencse nem fog kedvezni ennek a kétségbeesett teremtésnek.	0.0666667
- Hắn chẳng phải là một tay chơi, - gã hồ lỳ lại nói, - nếu không thì hắn đã đặt tiền vào ba mặt mà đánh cho chắc ăn hơn.	– Aki különben sem lehet valódi kártyás, – vélekedett a bankár, különben háromszorra tette volna föl a pénzét, hogy valószinübb legyen a reménysége.	0.266165
Chàng trẻ tuổi khi đi ra quên đòi mũ; nhưng lão gác cửa thấy cái đồ tã ấy tàng quá nên lặng lẽ đưa trả anh ta; anh ta như cái máy hoàn lại phiếu rồi vừa bước xuống cầu thang vừa huýt sáo bài di tanti palpiti khe khẽ đến mức riêng anh cũng chỉ nghe hơi rõ những điệu du dương.	III. ~~~ A fiatal ember meg sem állott volna, hogy kiváltsa a kalapját, ha a vén házsártos molochnak meg nem esik rajta a szive és szó nélkül át nem nyujtja neki, cserébe a gépiesen odavetett céduláért. ~~~ A lépcsőn lefelé támolyogva a Di tanti palpiti-t fütyörészte, de oly halkan, hogy még ő maga is alig hallhatott valamit e bájos szép hangokból; azután leért a Palais-Royal oszlopos tornácára.	-0.121843
Chẳng mấy lúc anh đã ở đường hành lang khu Hoàng cung, anh đi đến tận phố Saint-Honoré, hướng về công viên Tuileries và chân bước ngập ngừng qua khu vườn.	Odalenn valami uj gondolattól megkapatva elment a Saint-Honoré utcáig, majd a Tuileriák felé tartva, lassu, támolygó léptekkel haladt át a kerten.	0.229412
Anh đi như giữa bãi sa mạc, sát cánh với những người mà anh chẳng nhìn thấy, qua những tiếng ồn ào của dân chúng chỉ nghe thấy một tiếng, tiếng của thần chết; nghĩa là anh đắm đuối trong một cuộc suy nghĩ làm thẫn thờ cả người, chẳng khác gì những tội nhân xưa kia do một chiếc xe bò dẫn từ Tòa án ra tới Grève, cái nơi pháp trường đã từng nhuốm hết máu đỏ ra từ năm 1793.	Ugy lépdelt, mintha sivatagban járkált volna s észre sem vette, hogy a járókelők lépten-nyomon félretaszigálják; nem látott és nem hallott semmit, még a hangos utcai zsibongást sem, mert mindent túldörgött lelkében a halál kérlelhetetlen szava; olyan tompa lelki zsibbadtság fogta el, mint a halálra itélt bünösöket, kiket az igazságügyi palotából kordélyon visznek a Grčve-tér vérpadára, mit annyi kiontott vér festett vörösre 1793 óta.	0.29561
Trong việc tự sát có cái gì vừa vĩ đại vừa kinh khủng.	Van valami nagy, valami megrázó az öngyilkosságban.	0.234
Vô số kẻ khuỵu xuống mà không nguy hiểm cũng như những đứa trẻ ngã từ chỗ thấp khó mà bị thương; nhưng khi đã là một vĩ nhân tự hủy hoại, ông ta hẳn phải đứng từ chỗ thật cao, đã phải leo lên tới tận mây xanh, đã hé nhìn thấy nơi cực lạc cấm địa nào.	Egy tömeg ember bukása nem veszedelmes, mert mint a gyermekek, azok sem zuhannak le olyan magasról, hogy belepusztuljanak; de mikor egy bukik, annak már ugyancsak magasról kell hanyatt-homlok lezuhannia, hol talán meg is pillantotta már az elérhetetlen üdvösséget.	0.24477
Phải là những cơn giông tố đầy trời đến thế nào mới buộc ông ta phải nhờ họng một khẩu súng ngắn đem lại yên tĩnh cho tâm hồn.	Szörnyü kegyetlen háboruságnak kell dulnia keblünkben, ha lelki nyugalmunk egyedüli biztositékát már csak egy végső pisztolydurranásban véljük feltalálni.	0.283448
Có biết bao tài năng trai trẻ bị giam hãm trong một gian gác xép, tàn úa đi và tiêu ma vì thiếu một người bạn, thiếu một người đàn bà an ủi ở giữa hàng triệu người, trước mặt một đám đông ngán vì tiền bạc và đâm ra chán chường. ~~~ Suy đến thế thì vấn đề tự sát trở thành to lớn vô cùng.	Jó barát, vagy vigasztaló női sziv hiányában hány kiváló ifju tehetség megy tönkre és pusztul el millió és millió embertársának közepette az aranytól megcsömörlött, elfásult gazdagok szemeláttára!… Erre a gondolatra azután még nagyobb arányokat ölt az öngyilkolás.	-0.00595238
Giữa việc quyên sinh và niềm hy vọng tràn trề đã kêu gọi một thanh niên tới Paris, chỉ duy Trời biết đã có bao nhiêu tư tưởng va chạm, bao nhiêu thơ văn bị bỏ rơi, bao nhiêu thất vọng và tiếng kêu nghẹn ngào, bao nhiêu mưu toan vô hiệu và bao nhiêu kiệt tác bị sa sẩy.	Egyedül Isten a megmondhatója, mennyi lelki küzdelem, mennyi kiábrándulás, mennyi kétségbeesett könny és keserü kifakadás, füstbement terv és félbemaradt remekmű esik közbül az uton, mely a bizakodó szivvel Párisba ösztökélt ifjut végre is az önkéntes halál fagyos révébe vezeti.	0.286716
Mỗi cuộc tự sát là một bài thơ bi ai trác tuyệt.	Minden öngyilkosság felségesen szép költemény a maga sötét buskomorságával.	0.158491
Trong biển cả văn chương, anh tìm đâu thấy một tác phẩm nổi lên có thể xuất sắc ngang với những dòng này:	Van-e az irodalomnak rengeteg oceánjában a legfölül uszó könyvek között is egyetlenegy, mely megmérkőzhetne e rövidke hir megdöbbentő költészetével:	0.223077
