Alexandre Dumas	﻿ALEXANDRE DUMAS	0.24
Comminger để lại một trạm gác trong phố và cùng số lính còn lại của đơn vị trở về Hoàng cung để tâu với hoàng hậu về sự việc đã xảy ra.	Comminges őrséget hagyott az utcában, s csapata többi részével visszatért a Palais-Royalba, hogy a királynénak beszámoljon a történtekről.	0.255556
Suốt dọc đường, ông ta bị những tiếng la ó và đe doạ đuổi theo, nhiều lính của ông bị giáo mác đâm bị thương và bản thân ông bị một hòn đá đáp rách chỗ lông mày.	Egész úton fenyegető és becsmérlő kiáltások kísérték, több emberét dárda- és alabárddöfés érte, őt magát is egy kődobás, hogy felhasadt a szemöldöke.	0.243506
Câu chuyện của Comminger làm vững thêm ý kiến của ông thị trưởng - người ta chưa đủ sức đương đầu với một cuộc nổi loạn thực sự; ông giáo chủ cho loan tin trong dân chúng rằng các toán quân rải trên các kè và Cầu Mới chỉ là nhân dịp làm lễ và sắp rút đi.	Comminges beszámolója alátámasztotta a polgármester véleményét, komoly lázadással nem állt módjukban szembeszállni; a bíboros szétkürtöltette Párizs-szerte, hogy a csapatok a rakparton s az Új Hídon csak a szertartás miatt sorakoztak fel, s hamarosan visszatérnek onnan.	0.273359
Quả thật vào lúc bốn giờ chiều, các toán quân tập trung cả về phía Hoàng cung, người ta đặt một trạm gác ở chỗ chắn đường Sergents, một trạm khác ở chỗ Tám Mươi, cuối cùng một trạm nữa ở Saint-Roch.	Valóban, délután négy óra tájt mind a Palais-Royal köré húzódtak; a Sergents sorompóhoz őrséget állítottak, egy másikat a Quinze-Vingts-hez, s végül egy harmadikat is, a Saint-Roch dombra.	0.227072
Người ta đưa lính Thuỵ Sĩ và lĩnh ngự lâm vào đầy các sân, các tầng trệt và chờ đợi.	Az udvarokat s a földszintet svájciakkal és testőrökkel szállatták meg, és vártak.	0.240741
Đấy là bổi cảnh diễn biến các sự kiện, khi chúng tôi đưa bạn đọc vào văn phòng của giáo chủ Mazarin xưa kia vốn là văn phòng của giáo chủ de Richelieu.	Így álltak tehát a dolgok, midőn olvasóinkat Mazarin bíboros dolgozószobájába vezettük, mely Richelieu bíborosé volt azelőtt.	0.377277
Chúng ta đã thấy ông ta ở trong tình trạng tinh thần như thế nào khi nghe tiếng rì rầm của dân chúng lọt đến tai ông và tiếng âm vang của những phát súng nổ vọng đến căn phòng ông.	Láttuk, milyen lelkiállapotban figyelte a nép moraját, mely fülébe hatolt, s a puskalövések szobájában visszhangzó dördüléseit.	0.144094
Bỗng nhiên, ông ngẩng dầu lên, lông mày hơi cau lại như một người đã có quyết định, trừng mắt nhìn lên một chiếc đồng hồ lớn sắp đánh chuông mười giờ, và vớ một cái còi bằng đồng mạ vàng nằm trong tầm tay ở trên bàn. ~~~ Ông huýt lên hai tiếng.	Hirtelen felkapta a fejét, s félig ráncolt szemöldökkel, mint aki végre határozott, rámeredt a hatalmas ingaórára, mely hamarosan tízet ütött, majd felkapott egy aranysípot az asztaláról, s kettőt füttyentett.	-0.036
Cánh cửa khuất sau tấm thảm treo tường mở ra không có một tiếng động và một người vận đồ đen lặng lẽ bước vào phòng, rồi đứng ở phía sau ghế bành.	A faliszőnyegek mögé rejtett ajtó kinyílt, s egy fekete ruhás ember közelgett feléje halkan, majd a karosszék mögött megállt.	0.175
- Bernouin, - giáo chủ nói mà chẳng buồn quay đầu lại vì sau khi thổi lên hai tiếng còi, ông biết người hầu của mình phải là ai, - lính ngự lâm đang gác ở Cung là lính nào?	- Bernouin - mondta a bíboros, s még csak hátra se fordult, mert a két füttyentésre, tudta, csak a komornyikja jöhet -, miféle testőrök szolgálnak a palotában?	0.444423
- Thưa Đức ông, đó là ngự lâm đen.	- A fekete testőrök, kegyelmes uram.	0.684454
- Đại đội nào?	- Melyik század?	0.99375
- Đại đội Treville.	- Tréville százada.	1.005
- Có sĩ quan nào ở đại đội ấy trong tiền sảnh không?	- Van-e itt az előszobában valamiféle tiszt a századból?	0.572222
- Có trung uý d Artagnan.	- D’Artagnan hadnagy.	1.03636
- Chắc đó là một người tốt, phải không?	- Megbízható, remélem?	0.7625
- Vâng, thưa Đức ông.	- Az, kegyelmes uram.	0.821053
- Lấy cho ta một bộ y phục ngự lâm quân và giúp ta mặc vào.	- Hozzon nekem egy testőrruhát, és segítsen átöltözni!	0.595152
Người hầu phòng đi ra cũng lặng lẽ như lúc vào và một lát sau trở lại mang theo bộ quần áo đòi hỏi.	A lakáj éppoly halkan, ahogyan jött, kiment, s egy pillanat múlva visszatért a kért ruhával.	0.219767
Thế là vị giáo chủ vẻ im lặng và suy nghĩ, bắt đầu cởi bỏ bộ lễ phục mà ông đã mặc để dự phiên họp nghị viện, và mặc chiếc áo lính với một vẻ thoải mái nhờ nhũng chiến dịch ở Ý của ông xưa kia, rồi khi đã vận xong hoàn toàn, ông bảo:	A bíboros ekkor, némán s tűnődőn, elkezdett kivetkőzni a főpapi ünneplőből, s katona­zubbonyba bújt, melyet bizonyos könnyedséggel viselt, hála régi itáliai hadjáratainak; majd, midőn teljesen átöltözött, így szólt:	0.228837
- Đi tìm ông d Actagnan cho ta.	- Menjen, s hozza ide D’Artagnan urat.	0.6
Người hầu phòng lần này đi ra cửa giữa, nhưng vẫn lặng lẽ và câm như hến.	S a lakáj most már a középső ajtón ment ki, éppoly halkan osonva, mondhatni, mint valami árnyék.	0.278571
Có thể nói như một cái bóng. ~~~ Còn lại một mình, giáo chủ soi mình trong gương, vẻ hài lòng. ~~~ Ông ta vẫn còn trẻ, vì mới gần bốn mươi sáu tuổi, thân hình thanh nhã, hơi dưới chiều cao trung bình; da dẻ sáng và đẹp, cái nhìn rực lửa, mũi to, tuy nhiên khá cân đối, trán rộng và đường bệ, tóc hung hung và hơi xoăn, râu đen hơn tóc và lúc nào cũng uốn cao lên, khiến ông có dáng phong nhã.	A bíboros, egyedül maradva, bizonyos elégedettséggel nézte meg magát a tükörben; még fiatal volt, alig negyvenhat éves, termete elegáns, s a közepesnél valamivel magasabb; arcszíne élénk, tetszetős, szeme csupa tűz, orra nagy s mégis eléggé arányos, homloka széles és parancsoló, barna haja egy kissé göndör, szakálla hajánál sötétebb s mindig gondosan bodorított, ami csinos külsőt kölcsönzött neki.	-0.1024
Ông quàng tấm dải đeo gươm, nhìn với vẻ thoả mãn hai bàn tay nuột nà của mình mà ông chăm chút nhất; rồi quẳng đôi găng bằng da hoẵng mà ông đã cầm lấy và hợp với bộ quân phục, ông xỏ đôi găng lụa giản dị.	Ekkor felcsatolta vállszíját, gyönyörködve nézte meg a kezét, mert szép keze volt, s nagy gondot fordított rá, majd a hatalmas szarvasbőr kesztyűt - mely az egyenruhához tartozott, s már felhúzta volt - levetvén, egyszerű selyem­kesztyűt húzott fel.	0.293478
Lúc ấy cánh cửa mở ra.	Ebben a pillanatban nyílt az ajtó.	0.230769
	- D’Artagnan úr - mondta a komornyik.	-0.3
Một sĩ quan bước vào.	Belépett egy tiszt.	0.205263
Đó là một người chạc băm chín bốn mươi tuổi, vóc người nhỏ nhưng chắc, gầy, mắt tinh và hóm hỉnh, râu đen và tóc hoa râm như thường xảy đến khi người ta thấy cuộc đời quá tốt hoặc quá xấu, và nhất là khi da người ta rất nâu.	Harminckilenc-negyven év körüli férfiú volt, alacsony, sovány, de mokány termetű; szeme élénk és értelmes, szakálla fekete, s haja deresedő, mint általában azoké, akik az életet túl jónak vagy túl rossznak találták, kivált ha sötétbarnák.	0.275536
D Artagnan đi bốn bước trong văn phòng là nhận ra mình đã ~~~ đến đây một lần trong thời giáo chủ de Richelieu, và chẳng thấy có ai trong phòng ngoài một lính ngự lâm của đại đội mình, anh dừng mắt trên người lính ngự lâm ấy và qua bộ y phục của người đó, vừa mới thoạt nhìn anh đã nhận ra ông giáo chủ.	D’Artagnan egyet-kettőt lépett a szobában, ráismert, mivel járt benne egyszer Richelieu idejében, s látván, hogy egy századbeli testőrön kívül senki sincs odabent, megállt, szemügyre vette a testőrt, s ruhája alatt az első pillantásra felismerte a bíborost.	-0.0134694
Anh đứng thẳng trong tư thế cung kính nhưng đường hoàng và rất thích hợp với một người có địa vị trong đời mình luôn có dịp tiếp xúc với các quan đại thần.	Megállt, tiszteletadó, de méltóságteljes magatartásban, mint ahogy rangos emberhez illik, kinek többször volt alkalma életében nagyurakkal érintkezni.	0.238356
Giáo chủ chằm chằm nhìn anh bằng con mắt tinh ranh hơn là sâu xa, ngắm nghía chăm chú, rồi sau vài giây im lặng, ông cất tiếng.	A bíboros rászegezte inkább ravasz, mint átható tekintetét, figyelmesen vizsgálta, majd néhány pillanatnyi hallgatás után megkérdezte:	0.3
- Chính ông là ông d Artagnan phải không?	- D’Artagnan úr?	0.666667
- Chính tôi, thưa Đức ông - viên sĩ quan nói.	- Én vagyok, kegyelmes uram - felelte a tiszt.	0.855
Giáo chủ nhìn một lát nữa cái đầu đến là thông minh ấy và khuôn mặt mà sự linh hoạt thái quá đã bị kiềm chế bởi tuổi tác và kinh nghiệm; nhưng d Artagnan chịu dựng sự thẩm tra với tư cách một người xưa kia đã từng bị nhìn bằng những con mắt sắc sảo khác hẳn những con mắt mà anh chịu đựng sự dò xét vào lúc này.	A bíboros még nézte egy pillanatig ezt az értelmes főt, ezt az arcot, melynek rendkívüli mozgékonyságát esztendők és tapasztalatok merevítették; D’Artagnan azonban olyan ember módján állta ezt a vizsgálatot, kit valaha egészen másként tűző szemsugarak bámultak, mint aminők most igyekeztek a veséjébe látni.	0.251351
- Này ông, - giáo chủ nói, - Ông sẽ đến với tôi, hay đúng hơn là tôi sẽ đi với ông.	- Uram - mondta a bíboros -, most velem fog jönni, vagy inkább én megyek magával.	0.582108
- Xin tuân lệnh, - D Artagnan đáp.	- Parancsára, kegyelmes uram - mondta D’Artagnan.	0.922727
- Tôi muốn tự mình đến thăm những trạm gác bao quanh Hoàng cung; ông nghĩ có điều gì nguy hiểm không?	- Személyesen akarom meglátogatni a Palais-Royalt körülvevő őrsöket; gondolja, van valami veszély?	0.496394
- Nguy hiểm ư?	- Veszély, kegyelmes uram?	0.7
Đức ông? ~~~ Mà nguy hiểm gì?	- kérdezte D’Artagnan csodálkozva.	-0.0241935
- D Artagnan ngạc nhiên hỏi.	- Miféle volna?	0.77
- Người ta nói dân chúng hết sức náo loạn.	- Azt mondják, a nép teljes forrongásban.	0.613462
- Quân phục ngự lâm quân của nhà vua rất được kính nể, thưa Đức ông, và với bốn người, tôi dám cam đoan đánh tan một trăm tên loại dân đen ấy.	- A királyi testőrök uniformisát nagyon tisztelik, kegyelmes uram, s ha nem tisztelnék, én negyedmagammal száz ilyen bugrist meg bírnék szalasztani!	0.392885
- Nhưng ông đã thấy, chuyện xảy ra với Comminger chưa?	- Mégis, láthatta, Comminges-zsal mi történt?!	0.650311
- Ông de Comminger là thuộc đội cận vệ, chứ không phải ngự lâm quân là lính cừ hơn cận vệ.	- Comminges úr a gárdistáknál szolgál, nem a testőröknél - felelte D’Artagnan.	0.446154
- Thế có nghĩa là, - giáo chủ mỉm cười nói, - ngự lâm quân là lính cừ hơn cận vệ.	- Ami azt jelenti - kérdezte a bíboros mosolyogva -, hogy a testőrök jobb katonák, mint a gárdisták?	0.609048
- Thưa Đức ông, mỗi người có lòng tự tôn về binh phục của mình.	- Mindenki büszke a maga uniformisára, kegyelmes uram.	0.501333
- Trừ tôi ra! ~~~ - Mazarin vừa cười vừa nói, - vì ông thấy tôi đã rời bỏ y phục của mình để mặc binh phục của ông.	- Kivéve engem, uram - jegyezte meg a bíboros tréfásan -, mert hisz láthatja, hogy a magamét a magukéra cserélem!	0.134119
- Ấy chết, thưa Đức ông, - D Artagnan nói, - đó là sự nhũn nhặn.	- Ugyan, kegyelmes uram, ez csak szerénység - mondta D’Artagnan.	0.805455
Còn như tôi, tôi xin bày tỏ rằng nếu tôi có bộ y phục của Các hạ, tôi sẽ rất thoả mãn và nếu cần thì xin thề là sẽ chăng bao giờ mặc bộ y phục nào khác.	- Ami engem illet, kijelentem, hogy ha az eminenciádét viselhetném, beérném vele, s ha kell, megfogadnám, hogy soha mást fel nem veszek!	0.192683
- Phải, nhưng để đi ra tối nay, có lẽ nó không an toàn lắm.	- Csakhogy a ma esti kiruccanáshoz talán nem lett volna elég biztonságos.	0.511722
Bemuanh đưa mũ dây.	Bernouin, a kalapomat!	0.3
Người hầu phòng mang ra một cái mũ binh phục rộng vành.	A komornyik széles karimájú testőrkalappal jött vissza.	0.272727
Ông chủ đội mũ với vẻ khá phóng túng và quay lại phía d Artagnan:	A bíboros legényesen a fejébe nyomta, majd ismét D’Artagnanhoz fordult:	0.295652
- Ông có những con ngựa đóng yên cương sẵn ở trong các chuồng phải không?	- Felnyergelt ló, ugyebár, mindig van az istállóban?	0.453333
- Vâng, thưa Đức ông.	- Van, kegyelmes uram.	0.84
- Nào, ta đi đi.	- Nos hát induljunk!	0.84375
- Đức ông cần bao nhiêu người?	- Hány embert akar, kegyelmes uram?	0.700446
