TRỌNG ĐỨC	﻿HÖLGYEK ÖRÖME	0.192857
Cái điều mà cô không nói, đó là chuyện trai gái của Jean, nào viết thư cho một cô thiếu nữ quý tộc ở thành phố, nào leo lên tường để hôn nhau, cả một chuyện tai tiếng khiến cô phải quyết định ra đi; nhất là cô đi theo em trai để trông nom hắn, cô đâm hoảng như người mẹ trước đứa con trai lớn xinh xẻo, tươi vui đến mức các cô gái mê tít.	Elhallgatta azonban, hogy Jeannak gáláns kalandja volt - egy városukbeli nemes leánykához intézett levelek, falon át váltott csókok -, s hogy a kipattant botrány késztette elutazásra; főképpen azért kísérte Párizsba öccsét, hogy őrködjék fölötte, mert anyjaként aggódott e szép és vidám, nagy gyermekért, akit minden asszony imádott.	0.254063
Ông chú Baudu không bình tĩnh lại được, ông lại hỏi.	Baudu bácsi még mindig nem ocsúdott fel. ~~~ Újra kezdte a kérdezősködést.	0.104605
Tuy nhiên, sau khi nghe cô gái nói về các em như thế thì ông xưng hô thân mật.	De amint meg­hallotta, hogyan beszél Denise a testvéreiről, tegezni kezdte.	0.270423
— Thế bố mày không để lại gì cho bọn bay sao?	- Hát semmit sem hagyott rátok az apád?	0.175
Tao thì cứ ngỡ ông vẫn còn ít tiền.	Én azt hittem, volt még valamije.	0.212903
Chà! ~~~ Tao đã viết thư khuyên ông ấy bao nhiêu lần đừng có lấy cái cửa hàng nhuộm ấy.	Ó, hányszor tanácsoltam neki a leveleimben, hogy ne vegye át azt a festőüzemet!	-0.0283784
Con người tốt bụng, nhưng không có lấy vài xu đầu óc!… Còn cháu thì mang hai đứa nhãi kia trên tay, cháu phải nuôi lũ nhỏ này!	Jószívű ember volt, de nem volt két garas ára esze... Neked meg nyakadon maradtak ezek a legények, s el kell tartanod őket.	0.231818
Bộ mặt sa sầm của ông sáng ra, mắt ông không còn đỏ lên như khi nhìn hiệu Hạnh phúc các bà.	Epés arca földerült, szeme már nem volt olyan véres, mint amikor a "Hölgyek Örömé"-t nézegette.	0.277174
Bỗng ông nhận ra là mình đứng chắn cửa.	Hirtelen észrevette, hogy elállja az ajtót.	0.271429
— Thôi, – ông nói, – đã đến thì mời vào… Vào nhà, còn hơn là lảm nhảm những chuyện không đâu.	- No - mondta -, gyertek hát be, ha már eljöttetek... Gyertek be, az jobb lesz, mintha szájatokat tátjátok mindenféle ostobaságok előtt.	0.255963
Và, sau khi bĩu môi giận dữ lần cuối cùng chĩa về phía cửa hiệu trước mặt, ông mở lối cho lũ cháu vừa đi trước vào cửa hàng vừa gọi vợ và con gái.	És még egy haragos grimaszt vágva a szemközt levő kirakatokra, utat engedett a gyerme­keknek; elsőnek ment be a boltba, szólítva a feleségét meg a leányát:	0.262759
— Élisabeth, Geneviève đâu, ra đây có khách cho các bà đây.	- Elisabeth, Geneviève, gyertek, vendégetek érkezett.	0.236538
Nhưng Denise và hai đứa nhỏ ngập ngừng trước bóng tối trong cửa hàng.	Hanem Denise meg a két fiú habozva lépett be a bolt sötétségébe.	0.452081
Đang bị chói lòa vì ánh trời ngoài phố, họ chớp mắt như ở cửa một cái hang lạ, chân dò dẫm, bất giác sợ bước phải bậc thang hiểm độc nào.	A napfényes utca el­vakította őket, meregették a szemüket, mint egy ismeretlen barlang küszöbén, tapogatták lábukkal a földet, ösztönszerűen félve valami alattomos lépcsőtől.	0.269427
Và càng sát lại nhau vì nỗi sợ hãi mơ hồ đó, thằng nhóc vẫn níu lấy váy chị, đứa lớn phía sau, họ bước vào, duyên dáng, vừa tươi cười vừa lo lắng.	Ez a határozatlan félelem még közelebb hozta őket egymáshoz, még erősebben összebújtak. ~~~ A kicsi szorosan odasimult a leányhoz, a nagy a nyomában haladt - így vonultak be mosolygó és nyugtalan bájjal.	-0.0198795
Ánh sáng ban mai nổi bật lên hình dáng họ trong những bộ đồ tang, một tia sáng xiên chéo làm rực vàng những làn tóc hung của họ.	A reggeli napfény erősen kiemelte gyászruhájuk fekete körvonalát, a ferdén eső sugarak megaranyozták szőke hajukat.	0.235714
— Mời vào, mời vào, – Baudu nhắc lại.	- Gyertek, gyertek - ismételte Baudu.	0.211765
Ông nói vài câu vắn tắt cho bà Baudu và con gái biết chuyện.	Néhány rövid mondattal tájékoztatta feleségét és lányát.	0.290164
Người thứ nhất là một người đàn bà bé nhỏ, hao mòn vì bệnh thiếu máu, trắng bệch, tóc trắng, mắt trắng, môi trắng. ~~~ Geneviève, mang bệnh thoái hóa của mẹ còn nặng hơn, trông yếu ớt và nhợt nhạt như cây mọc trong bóng tối.	Bauduné vérszegény, vézna asszony volt, s egészen fehér: fehér a haja, fehér a szeme, fehér az ajka, Geneviève, akin még jobban meglátszott az anyja elkorcsosodása, olyan törékeny és színtelen volt, mint egy sötét pincében kicsírázott növény.	-0.0103448
Thế mà, làn tóc đen tuyệt đẹp, dày và nặng, mọc như chuyện thần kỳ trên tấm thân tiêu điều đó khiến cô có một vẻ đẹp rầu rĩ.	De pompás fekete haja, melynek sűrű nehéz fonatát mintha valami csoda sarjasztotta volna ki ebből a csenevész testből, szomorú bájjal ruházta fel.	0.282482
— Mời vào, – đến lượt hai người đàn bà nói.	- Gyertek - mondta most a két nő is.	0.0774194
– Quý hóa!	- Isten hozott benneteket.	0.0461538
Và họ mời Denise ngồi sau một quầy hàng.	Leültették Denise-t egy pult mögött.	0.235135
Lập tức Pépé leo lên đầu gối chị, còn Jean đứng bên cạnh, tựa lưng vào khung gỗ.	Pépé tüstént felmászott a nénje térdére. ~~~ Jean pedig egy fafaragáshoz támaszkodva, mellé állott.	0.175962
Họ đã bình tĩnh, nhìn cửa hàng, mắt đã quen với bóng tối.	Megnyugodva nézegették a boltot, szemük hozzá­szokott a sötétséghez.	0.276923
Bây giờ họ nhìn rõ cửa hàng với trần nhà thấp và ám khói, những quầy hàng bằng gỗ sồi dùng lâu đã nhẵn bóng, những ô ngăn cổ xưa nẹp sắt chắc chắn.	Most már látták alacsony, füstös mennyezetét, fényesre kopott tölgyfa pultjait, erős vasalású ódon polcait.	0.128972
Những kiện hàng tối om cao đến tận rầm nhà.	A sötét árukötegek egészen a gerendákig tornyozódtak.	0.27
Mùi dạ và thuốc nhuộm, một mùi hắc của hóa chất, dường như hăng lên gấp bội vì sàn nhà ẩm thấp.	A szövet és a festék szagát, ezt a kesernyés vegyszerszagot mintha megtízszerezte volna a padló nedvessége.	0.273267
Trong cùng, hai viên thư ký và một cô gái đang xếp những tấm flanelle trắng.	Hátul két segéd meg egy kisasszony rendezgette a fehér flanellvégeket.	0.241791
— Chú nhỏ kia có lẽ ưng dùng cái gì đây?	- Ez a kis fiatalember talán ennék valamit?	0.253846
– bà Baudu vừa nói vừa mỉm cười với Pépé.		-0.3
— Thôi ạ, cám ơn thím, – Denise đáp.	- kérdezte Bauduné Pépére mosolyogva.	0.276316
– Chúng cháu vừa uống một hộp sữa ở hiệu cà phê trước ga.	- Nem, köszönöm - felelte Denise -, ittunk egy csésze tejet a pályaudvar mellett egy kávé­házban.	0.194118
Và thấy Geneviève nhìn cái gói nhẹ cô để dưới đất, Denise nói thêm.	És mert Geneviève ránézett arra a kis csomagra, amit lerakott a földre, hozzátette:	0.506391
— Tôi để cái hòm mang theo ở ngoài ga.	- A málhánkat otthagytam.	0.108
Cô đỏ mặt lên, cô hiểu rằng người ta không rơi vào nhà thiên hạ với cung cách như thế.	Elpirult, érezte, hogy nem lehet csak úgy beállítani egy családhoz.	0.15
Ngay trên toa xe, khi tàu rời Valognes, cô đã cảm thấy hết sức hối hận.	Már a vasúti kocsiban, mielőtt a vonat elhagyta Valognes-t, megbánta az egészet.	0.296
Chính vì thế, khi đến ga, cô đã để lại mấy chiếc hòm và cho các em ăn sáng.	Ezért is hagyta megérkezésekor a pályaudvaron a málhát, és reggeliztette meg a gyerekeket.	0.285366
— Nào, – Baudu đột nhiên nói, – ta hãy nói chuyện cho gọn và nói cho hết… Chú đã viết thư cho cháu, thật đấy, nhưng đã từ một năm nay; thế mà, cháu gái tội nghiệp, cháu xem hàng họ chẳng chạy từ một năm nay.	- No hát - mondta egyszerre Baudu -, beszéljünk röviden és velősen... Igaz, hogy írtam neked, de annak már egy éve, és látod, szegénykém, az utolsó évben nem ment valami jól az üzlet...	0.28999
Ông ngừng lại, nghẹn ngào vì một niềm xúc động mà ông không muốn để lộ ra.	Elhallgatott, fojtogatta az izgalom, melyet nem akart elárulni.	0.155172
Bà Baudu và Geneviève vẻ nhẫn nhục, đã đưa mắt xuống.	Felesége és leánya megadó arccal sütötte le a szemét.	0.254717
— Chao! ~~~ – ông nói tiếp, – đây là một cơn khủng hoảng nó sẽ qua thôi, chú rất yên trí… Song, chú đã giảm bớt nhân viên, ở đây chỉ còn ba người, mà nay thì chưa phải lúc lấy thêm người thứ tư.	- Ó - folytatta -, ez csak múló válság, afelől nyugodt vagyok... Csakhogy a személyzetemet csökkentettem, már csak három emberem van, s nemigen jött el az ideje, hogy negyediket alkalmazzak.	-0.0268786
Rút cục, chú không thể nhận cháu như chú đã hứa với cháu, cháu gái tội nghiệp.	Egyszóval nem tudlak felfogadni, mint ahogy felajánlottam, édes leányom.	0.217391
Denise lắng nghe ông, bàng hoàng, tái mặt.	Denise elfogódva, sápadtan hallgatta.	0.843243
Ông lại nhấn mạnh thêm:	Baudu még hozzátette a nagyobb nyomaték kedvéért:	0.075
— Thật chẳng ra quái gì hết, đối với cháu cũng như đối với nhà chú.	- Nem érne az semmit, se neked, se nekünk.	-0.0324324
— Thôi được, chú ạ, – cuối cùng cô buồn rầu nói – Cháu sẽ cố gắng xoay xở cũng phải xong thôi.	- Jól van, bácsikám - mondta végül nagy nehezen Denise -, majd megpróbálom, hátha tudnék mégis boldogulni.	0.276238
Gia đình Baudu không phải những người xấu.	Bauduék nem voltak rossz emberek.	0.135484
Nhưng họ than vãn chẳng bao giờ gặp vận may.	De mindig panaszkodtak, hogy nincs szerencséjük.	0.286957
Thời buôn bán còn chạy thì họ phải nuôi năm con trai, mà ba đứa thì chết lúc hai mươi tuổi, đứa thứ tư đâm hư, đứa thứ năm thì vừa đi México với chức đại úy.	Mikor jól ment az üzletük, öt fiút kellett nevelniök, s ezek közül három húszesztendős korá­ban halt meg; a negyedik rossz útra tért, s az ötödik nemrég ment el Mexikóba, mint kapitány.	0.3
Họ chỉ còn một mình Geneviève.	Csak Geneviève maradt velük.	0.225
Gia đình ấy ăn tiêu tốn kém, cuối cùng Baudu mua được ở Rambouillet, nơi quê bố vợ, một ngôi nhà như cái quán lớn.	A család igen sokba került, és Baudu végképpen tönkretette magát, mikor Rambouillet-ban, az apósa szűkebb hazájában egy bolond nagy házat vásárolt.	0.392815
Vì vậy trong lòng chân thành lẩn thẩn của người buôn bán già, cả một niềm chua xót cứ lớn dần.	Fel is gyűlt a keserűség a betegesen becsületes öreg kereskedőben.	0.103125
— Phải báo trước, – ông ta lại nói, mỗi lúc thêm giận về cái tính khắc nghiệt của mình.	- Előre szokás értesíteni az embert - kezdte újra, durvaságán élesztgetve haragját.	0.234146
– Đáng lẽ cháu phải viết thư cho chú, chú sẽ trả lời bảo cháu ở lại đó… Khi chú được tin bố cháu mất, khốn khổ!	- Írhattál volna nekem, s akkor azt feleltem volna, hogy maradj ott... Mikor apád haláláról értesültem - az ördögbe is!	0.245946
Chú nói với cháu cái điều mọi người thường nói.	-, azt írtam neked, amit ilyenkor írni szokás.	0.202326
Thế mà cháu thì đùng một cái là đến, chẳng báo trước.	De te csak beállítasz, azt se mondod, eb vagy kutya!...	0.214286
Rầy rà quá.	Ez nagyon kellemetlen.	0.15
Ông ta lớn tiếng, ông ta khuây đi.	Hangosan beszélt, kiadta a mérgét.	0.282353
Vợ và con gái ông ngồi nhìn xuống đất, như những kẻ phục tùng không bao giờ dám xen vào.	Felesége és lánya egyre csak a földet nézték, mint engedelmes teremtések, akik soha semmibe se mertek beleavatkozni.	0.2625
Trong khi đó Jean tái mặt đi mà Denise thì siết chặt vào ngực bé Pépé khiếp sợ.	Eközben Jean sápadtan állott, Denise pedig kebléhez szorította a halálra rémült Pépét.	0.758009
Cô để rơi hai giọt nước mắt to tướng.	Két kövér könnycsepp hullott a szeméből.	0.278571
— Thôi được, chú ạ – Cô nhắc lại – Chúng cháu sẽ đi thôi.	- Jól van, bácsikám - ismételte -, mindjárt elmegyünk.	0.209434
Thế là ông nén lòng.	Baudu egyszerre elhallgatott.	0.234783
Một lúc im lặng bối rối.	Zavart csönd támadt.	0.185714
Rồi, ông lại nói giọng hậm hực:		-0.3
— Chú chẳng đuổi các cháu đi!	Aztán zsémbes hangon folytatta:	0.26129
Bây giờ các cháu đã đến rồi, thì tối nay các cháu cứ ngủ trên gác.	- Én nem doblak ki... Ha már bejöttetek, hát aludjatok odafönn ma éjjel.	0.264179
Rồi sau sẽ hay.	Aztán majd meg­látjuk.	0.176471
Bấy giờ thì bà Baudu và Geneviève, qua một cái đưa mắt, hiểu rằng họ có thể thu xếp ổn thỏa.	Bauduné és Geneviève ekkor megértették egy pillantásból, hogy elrendezhetik a dolgot.	0.227711
Mọi sự sẽ đâu vào đó.	Megállapodtak mindenben.	0.264
Chẳng còn phải quan tâm đến Jean.	Jeannal nem lesz gondjuk.	0.117391
Còn Pépé thì đến ở nhà bà Gras là tuyệt, bà già đó ở một tầng nhà sát đất rộng, phố Orties, bà cho các trẻ nhỏ trọ, tiền trọ cả suất là bốn mươi phrăng một tháng.	Ami Pépét illeti, ő nagyszerűen ellesz Grasnénál, annál az öreg hölgynél, aki egy nagy földszinti lakásban lakik a Csalán utcában, s havi negyven frankért kisgyerekeket vesz magához teljes ellátásra.	0.290217
