Alain Fournier	﻿ALAIN-FOURNIER	0.214286
Nhưng chúng mình vẫn có thể đốt lên - anh nói giọng bình bĩnh, vẻ tin tưởng sự việc sẽ đúng như thế.	Mindenesetre meggyújtjuk - jegyezte meg nyugodt hangon; s olyan volt az arca, mint aki reméli, hogy még ennél is jobbat talál.	0.436364
	Földhöz vágta a sapkáját.	-0.3
Anh ném mũ xuống đất và tôi thấy đầu anh trọc lóc như đầu nông dân.	Most láttam csak, hogy a haja egész rövidre van nyírva, mint általában a parasztoknál szokásos.	0.244737
	Megmutatta a két röppentyűt, melyből papírkanócok lógtak ki.	-0.3
Anh cho tôi xem hai tràng pháo bị bỏ xé mà ngòi bằng giấy đã cháy cụt một phần, quả nào cũng sém đen.	A láng már egyszer beléjük kapott, megpörkölte őket, s aztán váratlanul kilobbant. ~~~ A rakéta kerekének agyát befúrta a homokba.	-0.0222222
Anh chôn ổ trục bánh xe xuống cát, rồi rút từ túi ra một bao diêm trước con mắt ngạc nhiên của tôi, bởi vì chuyên nghịch lửa, chúng tôi đã dứt khoát bị cấm.	Zsebéből előkotort egy doboz gyufát. ~~~ Ámulva néztem rá, mert én mindig szorultam, ha rajtakaptak, hogy a tűzzel játszom.	-0.0730435
Anh thận trọng cúi xuống, châm ngòi pháo.	Nagy óvatosan a kerék fölé hajolt, és meggyújtotta a kanócot.	0.2
Rồi anh nắm lấy tay tôi, hấp tấp lôi tôi lùi lại.	Aztán, elkapva a kezem, teljes erejéből futni kezdett, s engem is ráncigált magával.	0.169091
Mấy giây sau, lúc cùng mẹ Môn bước ra ngưỡng cửa sau khi đã bàn bạc ấn định giá ở trọ, mẹ tôi thấy vụt lên từ dưới nhà chơi của trẻ con chúng tôi hai chùm sao đỏ chói và trắng xóa, kèm với tiếng xịt xịt.	Édesanyám közben megállapodott a koszt-kvártélyra vonatkozólag Meaulnes anyjával. ~~~ S éppen kísérte ki az ajtóhoz, amikor váratlanul két piros és fehér csillagcsóva lobbant fel az iskolaudvaron, hatalmas csattanással.	-0.0121429
Trong chừng một giây, mẹ nhìn rõ tôi trong vùng sáng thần kỳ, tay bị chàng trai lêu đêu mới đến đang đứng lặng đi giữ chặt...	S engem is láthatott egy villanásnyira, amint hatalmasra nőve, mozdulatlanul álltam ott az ördöngös fényáradatban.	0.223636
Lần này nữa, mẹ vẫn không dám nói gì.	Kezem engedelmesen simult az új fiú kezébe...	0.3
	Anyám ezúttal még egyetlen korholó szót sem ejtett...	-0.3
Và buổi tối, bên bàn ăn gia đình trong bữa chiều, có một anh chàng cứ lặng lẽ ăn, đầu cúi thấp, chẳng hề quan tâm đến cái nhìn chăm chăm của ba chúng tôi.	Este ott vacsorázott velünk, a meghitt családi körben, új pajtásom is, némán, szótlanul. ~~~ Három kíváncsi szempár szegeződött rá. ~~~ De ő, mintha már megszokta volna az ilyesmit, zavartalanul kanalazta tovább a levesét, tányérja fölé hajolva.	-0.115068
Chương 2	Második fejezet	0.12
SAU BỐN GIỜ	TANÍTÁS UTÁN, ESTE	0.171429
Cho đến tận bấy giờ, tôi hầu như không lêu lổng trong phố với trẻ con thị trấn.	Meaulnes feltűnése előtt csak ritkán fordult elő, hogy együtt bitangoltam az utcákon a többi kölyökkel.	0.266667
Bênh lao khớp háng mà tôi phải mang cho đến tận năm 189... ấy đã làm tôi khốn khổ và sợ hãi.	Sokáig szenvedtem ugyanis csípőízületi bántalmakban, és csak ez az év, 189... emlékezetes éve hozta meg gyógyulásomat.	0.428471
	Érthető tehát, ha félénk és boldogtalan fiúcska voltam.	-0.3
Bây giờ, tôi vẫn như còn thấy mình nhảy lò cò khổ sở trên một chân, chạy theo những học sinh nhanh nhẹn trên các lối nhỏ trong trường...	Még szinte ma is látom magamat, amint esetlenül szökdécselek, fél lábon a házunk körüli szűk sikátorokban, hogy utolérjem szélvészként száguldó társaim...	0.289933
	Az utcára tulajdonképpen nem is volt szabad kimennem.	-0.3
	S emlékszem, Millie, aki igen-igen büszke volt rám, nemegyszer belém botlott, ahogy éppen a falu széllelbélelt suhancaival töltöttem az időm, egy lábon ugrabugrálva.	-0.3
Vì thế, cha mẹ tôi gần như không cho tôi ra khỏi trường.	Soha nem úsztam meg nyakleves nélkül, s ráadásul haza is kellett vele mennem.	0.25082
Tôi vẫn nhớ rằng dù rất hãnh diện về con, nhiều lần mẹ Mili vẫn bợp tai, lôi tôi về nhà, vì bắt gặp tôi nhảy lò cò với lũ nhãi trong làng.	Augustin Meaulnes odaköltözésével, mely történetesen egybeesett a gyógyulásommal, egy csapásra megváltozott az életem. ~~~ A tanítás négy órakor fejeződött be.	-0.00493421
Đúng lúc tôi khỏi bệnh thì Môn đến, vậy là bắt đầu một cuộc đời mới.	S mielőtt Meaulnes odaköltözött volna hozzánk, vég­telenül hosszú s magányos volt minden estém.	0.260714
Trước khi có anh, hễ cứ tan học vào lúc bốn giờ là đối với tôi lại bắt đầu một buổi tối cô đơn dài dằng dặc.	Édesapám tanítás után a tűzzel foglalatoskodott. ~~~ A tantermek vaskályháiból áthordta a parazsat az ebédlőnkbe, ahol a kandallónk állott.	-0.00944882
	Lassacskán a legpiszmogóbb kölykök is összeszedelőzködtek, s viháncolva csörtettek ki a kapun.	-0.3
Cha tôi chuyển lửa lò sưởi của lớp về lò sưởi trong phòng ăn nhà tôi.	Az épület olyan lett, mint a jégverem. ~~~ Szárnyas füstkígyók tekergőztek a kihűlt termek­ben.	-0.0269231
Dần dần những học sinh về muộn cũng rời khỏi ngôi trường lạnh lẽo bốc lên nhiều cuộn khói.	Az iskola udvarán egyelőre még folyt a játék, egyesek versenyt futottak, míg egészen be nem sötétedett.	0.27551
	Addigra már a két napos diák is elvégezte feladatát: kisöpörték az osztályokat, s aztán összekapkodva sapkájukat a fészerben, köpönyegüket meg a nyakukba kerítve, lóhalálában vágtattak el, hónuk alatt a táskával.	-0.3
Tuy thế, ở sân trường vẫn còn vài đám chơi nhảy ngựa.	Még a nagy szárnyas kaput is tárva-nyitva hagyták maguk mögött...	0.295161
Rồi đêm xuống, hai học sinh trực nhật quét dọn xong, vào nhà kho lấy mũ và áo choàng, rồi cắp giỏ hối hả đi ra, để cổng trường mở toang...	Ilyenkor, amíg csak az utolsó napsugár is ki nem lobbant az égen, az elöljáróságon csellengtem. ~~~ Az irattárba zárkóztam be, a döglött legyek közé.	-0.012766
Lúc ấy, nền trời còn le lói đủ sáng, tôi ngồi đọc sách trên một cái ghế đu gần cửa sổ mở ra vườn trong phòng lưu trữ đầy ruồi chết và các tấm áp phích phần phật trong gió; phòng này nằm cuối nhà ban giám hiệu.	A falak hirdetményekkel voltak tele, mik meg-megzörrentek a szélben. ~~~ Egy rozzant hintaszékben üldögéltem, olvasgatva, az ablak mellett, mely a kertre nyílott.	-0.0845638
Nếu trời tối hẳn, chó ở trại bên cạnh bắt đầu tru lên, và cửa kính nhà bếp nhỏ bé của gia đình tôi sáng ánh đèn, thì tôi về nhà.	Amikor már egészen besötétedett, s a közeli tanyán a kutyák éktelen vonyításba kezdtek, s mikor a konyhánk ablaka mögött is kigyúlt a fény, végre rászántam magam, hogy hazamenjek.	0.246207
Mẹ tôi đã bắt đầu làm bữa ăn chiều.	Édesanyám már ott tett-vett a tűzhely körül.	0.293182
Tôi trèo lên bậc thang trên kho thóc, lặng lẽ ngồi xuống, gục đầu vào tay vịn cầu thang giá ngắt, chăm chú xem mẹ nhóm bếp trong căn phòng chật hẹp đã lung linh ánh sáng một ngọn nến.	A padlásfeljárónál, pontosan a harmadik grádicson szoktam üldögélni. ~~~ Itt kuksoltam, szótlanul, fejemet a korlát hideg rácsozatához szorítva. ~~~ Szerettem elnézni anyámat, ahogy tüzet rak a keskeny konyha mélyén, a lebegő gyertyafényben. ~~~ Így teltek egykor napjaim.	-0.168038
Nhưng một người đã đến lôi tôi ra khỏi tất cả những thú vui ấy của tuổi thơ êm đềm.	S ekkor váratlanul betoppant valaki az életembe, s elrabolta tőlem a gyerekkor zavartalan, apró örömeit.	0.296907
Người đó thổi tắt ngọn nến vốn chiếu cho tôi nhìn rõ khuôn mặt dịu hiền của mẹ cặm cụi chuẩn bị bữa tối.	Valaki elfújta a gyertyát, amelynek fénye annyiszor hullott anyám drága fejére, amíg a vacsorával bíbelődött.	0.249533
Người đó đã tắt phụt ngọn đèn mà quây quần xung quanh là tất cả chúng tôi - một gia đình hạnh phúc trong đêm, khi cha tôi đã cài các then gò cửa kính lại.	Valaki kioltotta a lámpást, mely körül sokáig üldögéltünk esténként, meghitt családi körben, ha már édesapám bezsalúzta az ajtók üveg­szárnyait.	0.263514
	Augustin Meaulnes volt ez a valaki, s a gyermekek mihamar csak úgy emlegették, hogy a nagy Meaulnes, Meaulnes, a hosszú, a hórihorgas.	-0.3
Người đó chính là Ôguyxtanh Môn, mà chỉ ít lâu sau các học sinh khác gọi là Môn cao kều.	Alighogy Meaulnes odaköltözött hozzánk, tehát december első napjaitól, az iskola egész rendje megváltozott.	0.264894
Ngay từ khi anh ở trọ nhà tôi, nghĩa là ngay những ngày đầu tiên của tháng 12, khu trường không còn vắng vẻ vào buổi chiều, sau bốn giờ nữa.	Korántsem ment mindenki haza négy óra után. ~~~ Ahogy vége volt a taní­tás­nak, az egyik teremben mindig összeverődött tizennyolc-húsz felsős diák.	-0.00950704
bất chấp gió lạnh đập cửa ra vào ầm ầm cùng tiếng kêu gào của các học sinh trực nhật - thậm chí bị cánh này té nước từ các xô của chúng - hôm nào tan học cũng có chừng 20 học sinh, nông thôn có, thị trấn có, lưu lại trong lớp, chen chúc nhau quanh Môn.	Nemcsak helybeliek, vidékről bejárók is maradtak ott. ~~~ Az egész társaság Meaulnes köré telepedett, s egyiküket sem zavarta, hogy a ki-kicsapódó ajtón beözönlött a hideg, vagy hogy a napos diákok söprögetés közben egymást túlharsogva kiabáltak, vizes dézsáikkal köröttük lábatlankodva.	-0.00557621
Và thế là tranh luận triền miên, cãi vã không ngớt.	Órákig üldögéltek meghitt, bizalmas beszélgetésekbe, véget nem érő vitákba bonyolódva.	0.117857
Dĩ nhiên tôi cũng xen vào góp chuyện, vừa sợ sợ vừa thích thích.	S ilyenkor a háttérben én is ott füleltem, nyugtalanságtól háborgó és örömtől repeső szívvel.	0.192857
Môn chẳng nói gì.	Meaulnes-nak szinte még a szavát sem lehetett hallani.	-0.15
Nhưng chính vì anh mà lúc nào cũng có một trong những tay ba hoa nhất tiến ra giữa nhóm viện một thằng bạn cảnh hầu liến thoắng phụ họa để làm chứng, kể một chuyện bậy dài lê thê mà cả nhóm há hốc mồm lắng nghe, vừa nén cười đến đau cả ruột.	Egy-egy szószátyár alak azonban, csak hogy a kedvében járjon, a középre ült, s valami malac történetbe kezdett. ~~~ S aztán időnként sorban megkérdezte ezt vagy azt a fiút, hogy úgy van-e, ahogy ő meséli, s a többiek, kik tátott szájjal, csöndesen nevetgélve hallgatták, élénken bizonygatták szavai hitelességét.	-0.0144981
Ngồi trên một cái bàn học sinh, vừa đung đưa hai chân, Môn vừa nghĩ ngợi.	Meaulnes egy padon ült, lábait lóbázva, s tűnődve hallgatta őket.	0.225
Gặp đoạn chuyện hay, anh cũng cười, nhưng khẽ thôi, như thể anh dành những tiếng cười lớn khoái trá cho câu chuyện hay nhất của mình anh biết.	A mulatságos részeken ő is elmosolyodott, de csak épp, hogy átvillant ajkán a mosoly, mintha kirobbanó hahotáit valami másra tartogatta volna.	0.247727
Rồi khi đêm xuống, ánh sáng lọt qua cửa kính của lớp không còn soi rõ mặt nhóm học sinh được nữa, Môn đột ngột đứng lên, xuyên qua vòng trong vòng ngoài khép chặt.	Mintha ezeknél sokkal pompásabb történetek is volnának, miket egyedül ő ismer csupán... ~~~ Ahogy beállt az éj, s az ablakon nem szűrődött be már semmi fény, s a banda tagjai egybe­mosódtak a homályban, Meaulnes hirtelen felugrott.	-0.0303371
	Utat tört magának az egymás hegyén-hátán szorongó fiúk között, s felcsattant a hangja:	-0.3
- Về thôi - anh kêu kên.	- Banda, utánam!	0.9
Tất cả đi theo anh, chúng tôi còn nghe tiếng la thét của họ cho đến khi trời tối hắn, từ trên cao của thị trấn dội về...	Valamennyien a nyomába szegődtek. ~~~ S a felsőváros késő estig hangos volt a kurjon­gatá­saiktól...	-0.0525773
Bây giờ, chính tôi đi theo họ.	Alig pár nap múlt el, s már én is velük mentem.	0.209091
Cùng Môn, tôi đến cửa các chuồng bò vào giờ người ta vắt sữa.	A külvárosban csatangoltunk Meaulnes-nal, az istállók körül, hogy ne szalasszuk el az esti fejést...	0.198592
Chúng tôi đi vào các cửa hiệu, ở đó, giữa tiếng reo vui của những cỗ máy, người thợ dệt nói:	Szerettünk bebámulni a műhelyekbe, s mikor megpillantott bennünket, a rosszul világított helyiség mélyéről kiszólt a takács, kattogó szövőszéke mögül:	0.168571
"Các sinh viên đấy!"	- Nicsak, a diákok!	0.216667
Thường thường, vào giờ ăn tối, chúng tôi tụ tập gần lớp Cao học, nhà bác Đexan, thợ đóng xe kiêm bít móng ngựa.	Ahogy közeledett a vacsora ideje, többnyire már csak egy hajításnyira voltunk hazulról. ~~~ Még álldogáltunk kicsit Desnoues előtt, aki kerékgyártó és patkolókovács is volt egyben.	-0.0564
Hiệu của bác là một quán trọ cũ, với những cửa ra vào cao rộng, có hai cánh luôn mở toang.	A mester régi, rozzant kocsma helyén rendezte be műhelyét, és két hatalmas, szárnyas ajtaja mindig tárva-nyitva állt.	0.256701
Ở ngoài đường phố, chúng tôi đã nghe tiếng bễ lò rèn phì phò, và nhờ ánh than hắt lên nhìn thấy ở nơi tranh tối tranh sáng và ầm ầm này, khi thì mấy bác nhà quê dừng xe lại tán gẫu dăm ba câu chuyện, khi thì một cậu học trò như chúng tôi, dựa lưng vào một cửa, im lặng chăm chú nhìn.	A kohó fujtatójának nyekergése kihallatszott az utcára. ~~~ Az izzó parázs fel-felszikrázó fényénél mindig lehetett látni valakit a sötét helyiségben, mely hangos volt a kalapácsok zengő ütéseitől. ~~~ Néha tanyasiak ugrottak be egy kis tereferére, míg kocsijuk a műhely előtt várakozott, néha egy-egy magunkfajta bámészkodott szótlanul a tűzbe, az ajtófélfához támaszkodva.	-0.1
Chính ở đấy, khoảng tám ngày trước Noen, mọi chuyện đã xảy ra.	Innen, ebből a műhelyből indultak el az események. ~~~ Alig egy hét választott el bennünket karácsonytól.	-0.05625
Chương 3	Harmadik fejezet	0.12
TÔI HAY LUI TỚI MỘT HIỆU BÁN MY TRE ĐAN	"SOKAT ÁCSOROGTAM EGY KOSÁRFONÓ MŰHELY ELŐTT"	0.255
