James Joyce	﻿JAMES JOYCE	0.218182
Cả hai bà đều rất tử tế với ông ấy, tôi phải nói vậy.	Önök mindketten nagyon gyengédek voltak hozzá, meg kell mondanom.	0.290323
Eliza sửa nhẹ phần váy trên đầu gối cho ngay ngắn.	Eliza lesimította a térdén ruháját.	0.645946
- Ôi, James tội nghiệp!	- Ó, szegény James! ~~~ - susogta.	0.275
- bà nói - Có Chúa chứng giám chúng tôi đã làm tất cả những gì có thể, dù chúng tôi có nghèo khó, chúng tôi đã không để ông ấy phải thèm muốn bất cứ thứ gì mà không được toại nguyện.	- Isten az tanúnk, hogy megtettünk minden tőlünk telhetőt, szegénységünkhöz képest - sosem látott szükséget mellettünk ezekben a nehéz időkben.	0.455927
Nannie đã dựa đầu vào chiếc gối trên sofa từ nãy và có vẻ sắp thiếp đi.	Nannie fejét a díványpárnára ejtette, s bóbiskolni látszott.	0.534973
- Nannie tội nghiệp - Eliza nói, nhìn sang bà em - cô ấy đã kiệt sức.	- Itt van ez a szegény Nannie - folytatta Eliza, rápillantva -, teljesen kimerült.	0.887143
Chúng tôi đã làm mọi thứ, cô ấy và tôi, tìm người về lau rửa cho ông ấy rồi sửa soạn cho ông ấy nằm xuống và sau đó nhập quan rồi lo chuẩn bị cho lễ Misa trong nhà thờ.	Mindent mi csináltunk, az asszonyt elhívtuk, hogy lemossa, kiterítse... és azután a koporsó, meg elintézni a misét a kápolnában.	0.146281
Nếu không có Cha O'Rourke tôi cũng không biết phải xoay sở ra sao.	Nem is tudom, mit csináltunk volna O’Rourke atya nélkül.	0.227778
Chính Cha đã mang cho chúng tôi toàn bộ số hoa và hai cây nến này từ nhà thờ và viết cáo phó đăng trên tờ Tổng quan Người tự do, và lo toàn bộ chuyện thủ tục giấy tờ với nghĩa trang và chuyện bảo hiểm của James tội nghiệp.	Ő hozta az összes virágot és a két gyertyát a kápolnából, ő írta meg a közleményt a Freeman’s Generalnak, elintézte a temetési irományokat és szegény James biztosítását.	0.276005
- Cha ấy tốt quá phải không?	- Hát nem szép tőle?	0.635
- bác tôi nói.	- mondta a nagynéném.	0.78
Eliza nhắm mắt lại và lắc đầu chầm chậm.	Eliza behunyta szemét, és fejét rázogatta.	0.678571
- Vâng, rốt cuộc thì những người bạn cũ vẫn luôn là tốt nhất - bà nói - chứ hiếm có người có thể tin cậy được.	- Ó, nincsenek olyan barátok, mint a régi barátok - mondta -, ha minden bevégeztetett, nincs barát, akiben az ember megbízhatna.	0.546865
- Vâng đúng vậy - bác tôi nói - Và tôi chắc chắn rằng giờ đây khi ông ấy đã đến cõi vĩnh hằng, ông ấy sẽ không quên các bà và tất cả sự tử tế mà các bà đã dành cho ông ấy.	- Valóban így van - felelte nagynéném -, és biztosan tudom, most, hogy elköltözött az örök üdvösség országába, nem feledkezik meg önökről és az iránta tanúsított nagy-nagy gyengéd­ségről.	0.503688
- Ôi James tội nghiệp!	- Ó, szegény James!	0.821053
- Eliza nói - Ông ấy đâu có gây phiền hà nhiều cho chúng tôi.	- sóhajtott Eliza. ~~~ - Nem jelentett terhet a számunkra.	0.178992
Lúc này đây bà mới thấy ông ấy gây chú ý trong ngôi nhà này thế chứ.	Azelőtt sem lehetett több hangját hallani, mint most.	0.15
Dù sao, tôi cũng biết ông ấy đi rồi, đi mãi mãi.	Az ember tudja, hogy eltávozott... ennyi az egész.	0.26087
- Khi mọi chuyện kết thúc mới là lúc các bà thấy nhớ ông ấy - bác tôi nói.	- Majd ha az egészen túl lesznek, akkor fog hiányozni - mondta nagynéném.	0.670362
- Tôi biết - Eliza nói - Tôi sẽ không còn được mang xúp thịt bò nghiền cho ông ấy ăn nữa, hay bà, bà ạ, cũng sẽ không còn được thỉnh thoảng gửi thuốc lá bột cho ông ấy nữa.	- Tudom - felelte Eliza. ~~~ Nem fogom többé behozni neki az erőlevest, és ön, asszonyom, nem fog neki tubákot küldeni.	-0.114623
Ôi, James tội nghiệp!	Ó, szegény James!	0.2
Bà ngừng lại, như thể đang giao cảm với quá khứ rồi nói một cách thận trọng:	Megállt, mintha a múlttal vitázna, aztán felcsattant a hangja:	0.157627
- Nhưng bà ạ, tôi để ý thấy có một cái gì đó kỳ lạ đã choán lấy ông ấy giai đoạn cuối đời này.	- Tudja, megfigyeltem az utóbbi időben rajta valami különöset.	0.35
Lần nào tôi mang xúp lên, cũng thấy ông ấy nằm sõng soài trên ghế bành, miệng há hốc, quyển kinh nhật tụng lăn lóc trên sàn.	Valahányszor a levesét behoztam, hátraesve találtam őt a székén, nyitott szájjal, breviáriuma a padlón.	0.20198
Bà đưa một ngón tay chạm vào mũi, cau mày; và tiếp tục;	Ujját végighúzta az orrán, szemöldökét összemorcolta, aztán tovább beszélt.	0.205
- Nhưng ông ấy vẫn luôn miệng nói trước khi mùa hè trôi qua ông ấy sẽ đánh xe ra ngoài vào một ngày đẹp trời để đi thăm lại ngôi nhà cũ nơi chúng tôi sinh ra ở tận Irishtown, và sẽ đưa tôi và Nannie đi cùng.	- De folyton-folyvást csak azt hajtotta, hogy mielőtt elmúlik a nyár, egy szép napon kocsiba ül, csak hogy megnézze a vén házat újra, Irishtownban, ahol mindnyájan születtünk, és hogy Nannie-t meg engem is magával visz.	0.356468
Giá như chúng tôi có được một trong những cái vô tâm thời êm như ru mà Cha O'Rourke đã kể cho ông ấy nghe, những cỗ xe có bánh thấp khớp, thuê giá một ngày rẻ thôi - ông ấy nói, tại tiệm Johnny Rush phía trên kia và chở cả ba chúng tôi đi một buổi tối Chủ nhật.	Ha szert tudnánk tenni egy olyan újmódi, zajtalan kocsira, mint amilyenről O’Rourke atya is beszélt, egy olyan gumikerekűre, amelyik még olcsó is lenne - ezt mondta - odaát, Johnny Rush-nál, akkor kihajtanánk együtt hárman, egy vasárnap este.	0.386594
Ông luôn nghĩ về kế hoạch đó...James tội nghiệp!	Mindig ezen járt az esze... Szegény James!	0.169231
- Cầu Chúa ban phước lành cho linh hồn ông ấy!	- Az Úr legyen irgalmas lelkének!	0.554378
- bác tôi nói.	- mondta nagynéném.	0.95
Eliza rút khăn mùi soa ra và lau mắt.	Eliza elővette a zsebkendőjét, és megtörölgette a szemét.	0.45
Rồi bà lại để nó vào túi và nhìn đăm đăm vào cái lò sưởi trống rỗng một lúc, không nói năng gì.	Aztán visszatette zsebébe a zsebkendőt, és egy darabig szótlanul bámulta a kandallórácsot.	0.231818
- Lúc nào ông ấy cũng kỹ tính quá mức - bà nói - Công việc của một linh mục là quá nhiều đối với ông ấy.	- Mindig aggályoskodott - szólalt meg.	0.507143
Và rồi cuộc đời ông ấy, bà có thể nói thế, luôn bị giằng xé.	- A papi kötelmek... ez sok volt neki. ~~~ Meg aztán az élete... mondhatnám... derékba tört.	-0.0253521
- Vâng, - bác tôi nói - ông ấy là một người bị nhiều thất vọng.	- Igen - tűnődött nagynéném -, kiábrándult ember volt. ~~~ Ez lerítt róla.	0.255556
Có thể thấy điều đó.	Csönd borult a kis szobára.	0.288462
Sự im lặng trùm lên căn phòng nhỏ và trong sự bao phủ đó, tôi đi lại gần cái bàn và uống thử ly rượu sherry của m`inh và rồi rón rén trở lại cái ghế trong góc phòng.	Leple alatt az asztalhoz léptem, megízleltem sherrymet, és halkan visszamentem székemhez, a sarokba.	0.0290323
Eliza dường như đã chìm đắm vào một cơn suy tưởng.	Eliza mélységes álmodozásba hullott.	0.742105
Chúng tôi lặng lẽ chờ bà ta phá vỡ sự im lặng, và sau một lúc lâu, bà nói chậm rãi:	Tiszteletteljesen vártuk, hogy megtörje a csendet: hosszú hallgatás után lassan indultak meg szavai:	0.286667
- Chính là cái cốc rượu thánh ông ấy làm vỡ...Chính từ khi đó mọi chuyện đã bắt đầu.	- Amikor összetörte a kelyhet... Ezzel kezdődött minden.	0.388889
Tất nhiên, họ nói chuyện đó là không sao, rằng nó không có ý nghĩa gì cả, ý tôi là vậy.	Persze, azt mondják, nem számít, úgy értem, nem volt benne semmi.	0.132787
Nhưng dù sao vẫn...Họ nói đó là do lỗi của cậu lễ sinh.	De mégis... Azt mondják, a fiú volt a hibás.	0.146341
Nhưng James tội nghiệp đã rất lo lắng, cầu Chúa ban phước cho ông ấy!	De szegény James olyan ideges volt, Isten legyen irgalmas hozzá! ~~~ - Hát az volt?	0.0898119
- Mọi chuyện là thế ư?	- kérdezte nagynéném.	1.01087
- bác tôi nói - Tôi có nghe phong phanh...	- Hallottam valamit...	0.792857
Eliza gật đầu.	Eliza bólintott.	1.28235
- Chuyện này tác động đến đầu óc ông ấy - bà nói - Sau đó ông ấy bắt đầu sinh ra chán nản, không nói chuyện với ai và chỉ lang thang một mình.	- Ez aztán ráment az agyára. ~~~ Csak búslakodott magában, senkihez nem szólt egy árva szót sem, és magában bolyongott.	-0.0586364
Rồi một đêm ông ấy được mời đi làm lễ nhưng người ta không tìm thấy ông ở đâu cả.	Egy este keresték, valakihez ki kellett volna mennie, és nem találták sehol sem.	0.20137
Họ tìm khắp, cả trên gác lẫn dưới hầm, nhưng vẫn không thấy tăm hơi ông ấy.	Keresték égre-földre, de nyomát sem lelték sehol.	0.0673469
R roo mục sư đề nghị hay thử tìm trong nhà thờ xem sao.	Akkor a sekrestyésnek eszébe jutott a kápolna.	0.211364
Người ta lấy chìa khoá mở nhà thờ, ông mục sư, Cha O'Rourke và một ông linh mục khác đang có ở đó mang nến vào tìm ông ấy... Và bà có tưởng tượng được không ông ấy dang ở trong đó thật, ngồi im một mình trong bóng tối trong ngăn xưng tội của mình, hoàn toàn tỉnh táo và dường như đang cười khẽ một mình.	Fogták a kulcsokat, kinyitották, és a sekrestyés, O’Rourke atya meg egy másik pap, aki még ott volt, bevilágítottak... És ehhez tessék szólni, ott volt, ott ült magában a sötétben, ült a gyóntatószékben, és halkan nevetgélt, saját magának...!	0.173276
Bà dừng lại đột ngột như thể để lắng nghe.	Hirtelen elhallgatott, mintha fülelne.	0.178378
Tôi cũng lắng nghe; nhưng không hề có một tiếng động trong ngôi nhà, và tôi biết rằng ông linh mục già đang nằm im trong quan tài của ông như chúng tôi đã nhìn thấy ông lúc trước, nghiêm trang và hung ác trong cái chết, một ly rượu thánh hờ hững trên ngực.	Én is füleltem; de egyetlen hang sem hallatszott a házban: és én tudtam, hogy az öreg pap nyugodtan fekszik a koporsójában, ahogy láttuk, ünnepélyesen és halálba-durvultan, mellén az ásító kehellyel. ~~~ - És halkan nevetgélt, magában.	-0.0340909
Eliza kết luận:	- folytatta Eliza révetegen.	0.9
- Hoàn toàn tỉnh táo và hình như đang cười một mình...và rồi tất nhiên, khi họ nhìn thấy thế, chuyện này làm họ nghĩ rằng ông ấy có điều gì đó không ổn...	- Így aztán persze, mikor ezt meglátták, mind arra gondoltak, hogy valami nincs nála rendben...	0.194397
Một Cuộc Chạm Trán	TALÁLKOZÁS	0.0692308
Chính Joe Dillon là người đầu tiên giúp chúng tôi khám phá Miền Tây Hoang dã.	Joe Dillon hozta közénk a Vadnyugatot.	0.782143
Nó có một thư viện nho nhỏ các số báo cũ tờ Union Jack, Pluck và Halfpenny Marvel.	Volt egy kis könyvtára a Brit Oroszlán, a Bátorság és a Félpennys Csoda régi számaiból.	0.296386
Chiều tối, sau khi tan trường chúng tôi lại hẹn nhau ở vườn sau nhà nó và bày trận giả trò người Anh Điêng.	Iskola után, esténként házuk mögött találkoztunk, a kertben, és minden este indiáncsatát rendeztünk.	0.249
Nó và thằng em béo tên Leo, thằng lười biếng, trấn giữ góc chuồng ngựa trong khi chúng tôi cố gắng bao vây đánh úp; hoặc là, chúng tôi chơi trò đánh trận dàn quân trên cỏ.	Joe málé öccsével, a dagadt Leóval, megszállta az istállópadlást, mi pedig megpróbáltuk rohammal elfoglalni; vagy közelharcot vívtunk a réten.	0.202878
Nhưng, dù có thiện chiến thế nào, không bao giờ chúng tôi thắng được trò đánh úp hay trò dàn trận và những đợt tấn công của chúng tôi lần nào cũng kết thúc bằng điệu nhảy ăn mừng chiến thắng của Joe Dillon.	De bár­milyen ügyesen harcoltunk is, sem ostromot, sem ütközetet soha meg nem nyertünk, és minden összecsapás Joe Dillon győzelmi haditáncával ért véget.	0.263088
Bố mẹ nó sán nào cũng đi lễ buổi tám giờ ở phố Gardiner và mùi hương thanh bình toả ra từ Mrs Dillon luôn tràn ngập cả đại sảnh ngôi nhà.	Szülei minden reggel eljártak a nyolcórai misére, a Gardiner utcai templomba. ~~~ Házukban szelíd illat lengett, amely Dillonné lényéből áradt.	-0.0155556
Nhưng Joe thì chiến đấu một cách quá hung bạo đối với chúng tôi, những đứa bé hơn và rụt rè hơn nó.	Joe azonban tomboló vadsággal vetette magát a játékba, ellenünk, akik fiatalabbak és szelídebbek voltunk.	0.470297
Trông nó hơi giống người Anh điêng những khi nó nhảy lò dò trong vườn, đầu đội cái giỏ tích cũ, tay đấm vào cái lon sắt và hét:	Volt benne valami igazi indián, ahogy ócska teababa-fejdíszével körülszáguldozott a kertben és rikoltozott, öklével döngetve egy lyukas fazekat:	0.297842
- Ya!	- Ya!	2.3
Yaka, yaka, yaka!	Yaka, yaka, yaka!	2.55
Mọi người ai cũng tỏ ra hoài nghi khi có lời đồn đại nó có thiên hướng làm mục sư.	Amikor elterjedt a híre, hogy hivatást érez a papi pálya iránt, senki sem hitte el.	0.232
Tuy nhiên lại đúng là như vậy.	Pedig ez volt az igazság.	0.156522
Một thái độ ngang ngạch lan ra trong đám chúng tôi và, dưới ảnh hưởng của nó, mọi khác biệt về văn hoá và tính tình được gác lại.	Az engedetlenség szelleme szivárgott közénk, és elmosta a műveltségi és rangkülönbségeket.	0.127174
Chúng tôi tụ lại với nhau, một số tỏ ra ngang nhiên, số khác dưới vẻ đùa cợt, và số còn lại thì gần như là sợ hãi, và tôi là một trong những đứa cuối cùng này, những đứa bị buộc phải làm người Anh điêng mà không dám thể hiện mình chăm học, hoặc những đứa thiếu sức mạnh.	Csapatokat alakítottunk; ki vakmerőségből, ki a játék kedvéért csatlakozott, és voltak, akik gyávaságból, félelmükben, hogy strébernek vagy nyamvadtnak tarthatják őket: ez utóbbiak­hoz, a botcsinálta indiánokhoz tartoztam én is.	0.188839
