Émile Zola	ÉMILE ZOLA	0.3
- Đây, đứa bé cháu của chị - ông nói với một nụ cười mỉm - Mẹ nó đã mất..Tôi thì chẳng biết làm thế nào.	- Nesze egy gyerek, akinek te vagy a nagynénje, - mondotta mosolyogva. ~~~ - Az anyja meghalt... Nem tudom, mit csináljak vele.	0.131944
Tôi giao nó cho chị.	Neked adom.	0.0272727
Bà hàng xén ôm lấy đứa bé, cười với nó và hôn lên đôi má hồng của nó.	Az asszony elvette a gyereket, rámosolygott, megcsókolta piros orcáit.	0.236364
Degans ở lại Vernon t'am ngày.	Degans nyolc napig maradt Vernonban.	0.780645
Người chị chỉ hỏi qua loa về đứa bé mà ông đã trao cho.	A nővére nem igen kérdezgette a kis leány felől, akit neki hozott.	0.295082
Bà hiểu lờ mờ là cô bé được sinh ra ở Oran, thành phố cảng của Algérie, và thừa hưởng nhan sắc tuyệt vời của một bà mẹ bản xứ.	Körülbelül csak annyit tudott, hogy a kedves kicsike Oranban született, és hogy nagyon szép benszülött nő volt az anyja.	0.211607
Một giờ trước khi ra đi, ông đại uý đã để lại cho bà một tờ khai sinh trong đó thừa nhận Thérèse mang họ mình. ~~~ Rồi ông lên đường và không ai còn gặp được ông nữa, vài năm sau đó, ông bị giết ở châu Phi.	A kapitány elutazása előtt egy órával adta át a születési bizonyítványt, amely szerint Therese, akit gyermekének elismert, viselheti a nevét; aztán elment és nem tért vissza többé; néhány évvel később elesett Afrikában.	-0.00990566
Thérèse lớn lên, cùng ngủ cùng giường với Camille trong tình âu yếm ấm áp của người cô.	Thereset a nagynénje langyos gyöngédséggel nevelgette s ugyanabba az ágyba fektette, amelyben Camille aludt.	0.490816
Cô có một sức khoẻ thép mà lại được chăm sóc như một đứa trẻ ốm yếu, chia sẻ thuốc men với người anh họ, được giữ gìn trong không khí nóng bức của căn phòng đầy rẫy hơi thở của gã bệnh nhân trẻ tuổi.	A leánynak vas egészsége volt, de úgy nevelték, mintha valami nyomorék gyermek volna; neki is be kellett vennie azokat az orvosságokat, amelyeket az unokatestvére szedett, s a kis beteg szobájának meleg légkörében kellett fölnevelkednie.	0.284932
Trong nhiều giờ, cô ngồi xổm trước ngọn lửa, trầm tư, nhìn chằm chằm những ánh lửa không chớp mắt.	Órákig kuporgott a tűz előtt, elgondolkozva s a lángokba bámulva anélkül, hogy szempilláit lecsukná.	0.25102
cuộc sống bị buộc phải dưỡng bệnh này khiến cô cuộn mình lại, mắc thói quen ăn nói thầm thì, bước đi không tiếng động, ngồi câm lặng và bất động trên chiếc ghế dựa, cặp mắt mở trừng trừng và tia nhìn trống rỗng.	Az üdülő betegnek ez az életmódja, melyet rákényszerítettek, arra bírta, hogy sokat foglalkozzék önmagával; megszokta, hogy halkan beszéljen, hogy zajtalanul járjon-keljen, némán és mozdulatlanul üljön a széken, nyitott szemekkel anélkül, hogy valamit nézne.	0.292623
Và khi cô nhấc một cánh tay hoặc tiến một bước chân, người ta cảm thấy trong cô có sự mềm dẻo của loài mèo, các cơ bắp săn gọn mạnh mẽ, cả một năng lượng, cả một đam mê nằm yên trong cái thể xác ngủ quên của cô.	De amikor felemelte a karját vagy megmozdította a lábát, érezni lehetett, hogy olyan hajlékony, mint a macska, az izmai rövidek és erősek, - hogy csupa energia és hogy csupa szenvedély szunnyadozik elaltatott testében.	0.242714
Có một ngày người anh họ bị té ngã, do yếu đuối, bằng một cử chỉ đột ngột, cô vực gã dậy và mang gã đi, và sự phô bày sức mạnh này đã ghi dấu những mảng lớn đỏ hoe trên khuôn mặt cô.	Egyszer az unokafivérén erőt vett a gyengeség és elesett; fölemelte és egy hirtelen mozdulattal ölbe kapta; ez az erőkifejtés nagy égő foltokat varázsolt az arcára.	0.199355
Cuộc sống tù hãm, cái lối sống bạc nhược mà cô phải chịu đựng đã không thể làm suy yếu cơ thể gầy gò mà sung mãn của cô, chỉ vương trên mặt cô màu xanh xao, hơi ngả vàng và cô trở nên gần như xấu hẳn trong bóng tối.	Az a kolostori élet, amelyet folytatott, s az az elerőtlenítő rendszer, amelynek alá volt vetve, nem gyengítette el sovány és erős testét; csak az arca öltött sápadt, kissé sárgás színt, s csaknem csunya leány lett.	0.243
Đôi khi, cô đến cửa sổ để lặng ngắm những ngôi nhà trước mặt, trên đó mặt trời vung vãi những làn ánh sáng vàng rực.	Néha az ablakhoz ment s bámulta a szemközt levő házakat, melyekre a nap aranyos terítőt borított.	0.158242
Khi bà Raquin bán đi sản nghiệp và rút về ẩn cư nơi ngôi nhà nhỏ ven sông nước, Théresè rung lên những niềm vui thầm kín.	Mikor Raquinné eladta az üzletét és visszavonult a víz partján levő kis házba, Therese titokban reszketett az örömtől.	0.257522
Bà cô Raquin rất thường khi nhắc nhở. ~~~ - Đừng làm ồn ào, hãy yên lặng. ~~~ Và cô thận trọng giữ trong đáy lòng mọi cuồng nhiệt trong tính cách của mình.	A nagynénje oly gyakran ismételgette: "Ne csinálj zajt, maradj nyugton", hogy gondosan magába rejtette természetének minden fölindulását.	-0.107377
Cô có bản tính cực kỳ trầm tĩnh, một sự bình tĩnh bề ngoài che đậy những kích động dữ dội bên trong.	Roppant hidegvére volt, nyugodtnak látszott még legnagyobb felindulásaiban is.	0.144
Cô luôn luôn tự cho rằng mình đang ở trong phòng của người anh họ, bên cạnh một đứa trẻ đang hấp hối, cô có những cử động êm dịu, những lúc im lặng, bình thản, những lời lẽ ấp úng của một phụ nữ luống tuổi.	Mindig az unokatestvére szobájába, egy beteges gyermek mellé képzelte magát; szelid, csöndes mozdulatai voltak s oly gyengéden tudott gügyögni, mint egy öreg asszony.	0.146154
khi nhìn thấy khu vườn, giòng sông trắng xoá, những ngọn đồi ngút ngàn xanh tươi hiện lên ở chân trời, trong cô tràn ngập một niềm ham muốn hoang dại được chạy đùa, la hét, và cô cảm thấy con tim mình đập dồn trong lồng ngực.	Mikor meglátta a kertet, a fehér folyót, a széles zöld dombokat a szemhatáron, vad vágya támadt, hogy elfusson innen és kiabáljon; érezte, hogy a szíve nagy dobbanásokkal ver a mellében; de arcának egy izma sem rándult és beérte egy sóhajtással, mikor a nagynénje azt kérdezte tőle, hogy tetszik-e az új lakás?	0.25122
Nhưng không một bắp thịt trên gương mặt lay động, cô chỉ cam lòng mỉm cười khi nghe người cô hỏi chỗ ở mới có làm cho cô vui thích hay không.	Itt azonban javult az élete. ~~~ Megőrizte mozdulatainak finomságát s arca nyugalmát és közönyösségét, - olyan gyermek maradt, mint akit egy betegnek az ágyában neveltek.	-0.00588235
Thế là cuộc sống trở nên tuyệt vời đối với cô.	De a lelkében szenvedélyesen égő életet élt.	0.22
Cô vẫn giữ dáng vẻ mềm mại, vẻ mặt bình thản và dửng dưng, cô vẫn là đứa trẻ ngoan bên giường của một người bệnh, nhưng đời sống nội tâm của cô thì sôi sục và cuồng nhiệt.		-0.3
Khi còn lại một mình trên thảm cỏ ven bờ sông, cô nằm sấp như một con thú, cặp mắt đen láy mở to, thân hình cuộn lại như muốn chồm lên.	Mikor egyedül volt a víz partján, hasra feküdt a fűben, mint a jószág; fekete szemei ilyenkor még nagyobbak voltak, s a teste úgy megfeszült, hogy szinte elpattant.	0.297973
Ở đó trong nhiều giờ không nghĩ ngợi gì cả, mặc cho ánh nắng mặt trời gặm nhấm, hạnh phúc được cắm chặt ngón tay vào đất.	Órákig feküdt így, semmire sem gondolva; rátűzött az égető napsugár, s boldog volt, hogy ujjait a földbe vájhatta.	0.218182
Cô tưởng tượng những giấc mơ điên rồ, thách thức nhìn dòng sông gầm gừ, tưởng như nước sông chực trào lên tấn công mình. ~~~ Thế là cô căng người lại, sẵn sàng tự vệ, thâm tâm phẫn nộ tự hỏi làm thế nào để chiến thắng những cơn sóng đó.	Bolond ábrándjai voltak; kihívóan tekintett a folyó felé, mely ott susogott mellette; azt képzelte, hogy a víz ráveti magát és megtámadja; ilyenkor szinte megmeredt, védekezni készült s dühösen kérdezte önmagától, hogy hogyan győzhetné le a hullámokat.	-0.0179752
Vào buổi tối, bình tâm và im lặng, Thérèse ngồi may vá bên cạnh người cô, gương mặt cô dường như thiu thiu ngủ dưới ánh sáng lướt nhẹ nhàng từ ngọn đèn chụp.	Esténkint Therese már egészen lecsillapultan, csöndesen beszélgetett a nagynénjével; az arca szinte szenderegni látszott a lámpaernyőről lágyan lesikló fényben.	0.261783
Camille ngồi lọt thỏm trong chiếc ghế bành, nghĩ ngợi về những bài tính của gã.	Camille egy karosszék mélyébe elmerülve, könyvelésének számadatairól gondolkozott.	0.622745
Chỉ thỉnh thoảng, một lời nói thầm thì lay động sự yên tĩnh của cả nhà đang chập chờn ngủ này.	A szunyókáló szoba békességét csak néha zavarta meg egy-egy elejtett halk szó.	0.169737
Bà Raquin nhìn những đứa con với một lòng nhân từ thanh thản.	Raquinné boldog megelégedéssel nézte a gyermekeit.	0.198
Bà đã quyết định cho chúng lấy nhau.	Elhatározta, hogy összeházasítja őket.	0.3
Bà lúc nào cũng đối xử với đứa con trai như kẻ đang hấp hối, bà run sợ khi nảy sinh ý tưởng ngày nào đó mình chết đi để lại nó đơn độc và đau đớn.	A fiával mindig úgy bánt, mintha halálos beteg volna; remegett, ha arra gondolt, hogy ő egykor meghal s a fiát egyedül és betegen hagyja itt e világon.	0.231111
Thế là bà trông cậy vào Thérèse, tự nhủ rằng thiếu nữ này sẽ là một người trông giữ Camille chu đáo.	Számított Theresere; arra gondolt, hogy ez a fiatal leány majd gondviselője lesz Camillenak.	0.197647
Cô cháu gái với dáng trầm tĩnh, sự tận tuỵ lặng lẽ, đã gợi cho bà một niềm tin vô bờ bến.	Az unokahúga, akinek oly nyugodt volt az arca s aki oly néma megadást tanúsított, határtalan bizalmat keltett benne.	0.288235
Bà đã trông thấy cô xử sự và muốn cô là một thiên thần hộ mệnh cho con trai mình.	Látta őt dolgozni, s őrangyalként akarta a fiának adni.	0.0962264
Cuộc hôn nhân này là một hồi kết đã dự kiến, đã quyết định dứt khoát.	Előrelátható volt, hogy ez a házasság be fog következni.	0.147273
Bọn trẻ từ lâu đã biết rằng ngày nào đó chúng sẽ lấy nhau.	A gyermekek régóta tudták, hogy egykor majd egybe kell kelniök.	0.254237
Chúng đã lớn lên trong ý nghĩ đã trở nên quen thuộc và tự nhiên như thế.	Ebben a gondolatban nőttek fel, amely rájuk nézve egészen megszokott és természetes volt.	0.281013
Mọi người nói về cuộc hôn nhân này, trong gia đình, như một điều gì đó cần thiết và tiền định.	A családban úgy beszéltek erről a frigyről, mint valami szükséges, a sors által rendelt dologról.	0.248387
Bà Raquin đã bảo. ~~~ - Ta hãy chờ tới lúc Thérèse được hai mươi mốt tuổi.	Raquinné mondogatta, hogy "megvárjuk, amíg Therese huszonegy éves lesz".	-0.0225
Và họ kiên nhẫn chờ đợi, không sốt ruột cũng chẳng ngượng ngùng.	És megvárták türelmesen, indulat nélkül.	0.0697674
Chứng bệnh đã làm Camille thiếu máu, không biết gì đến những ham muốn nhức buốt của tuổi thanh xuân.	Camille, akinek a betegség felhigította a vérét, nem ismerte a serdülő kornak nyers vágyait.	0.213793
Gã vẫn là đứa thiếu niên trước mắt cô em họ, gã ôm lấy nàng như gã ôm hôn mẹ mình, theo thói quen, không hề hấn gì cả đối với sự bình thản ích kỷ của gã.	Kis gyermek maradt az unokahúgával szemben, úgy csókolta meg, mintha az anyját csókolná, - szokásból, anélkül, hogy ezzel bármit is veszítene önző nyugalmából.	0.267097
Gã xem nàng như một người bạn gái hay chiều chuộng để giúp gã không quá chán ngán, và khi cần thì sắc thuốc cho gã uống.	Csak egy kedves pajtást látott benne, aki jó arra, hogy ne nagyon sokat unatkozzék s aki alkalmilag beadta neki az orvosságát.	0.254867
Khi vui đùa cùng nàng, gã ôm choàng nàng trong vòng tay mà vẫn nghĩ là ôm một đứa con trai, da thịt gã không một chút rung động.	Amikor játszott vele s amikor a karjaiban tartotta, azt hitte, hogy egy fiú van a karjaiban; a húsa soha meg nem remegett.	0.225714
Và không bao giờ vào những lúc đó, gã nảy sinh ý tưởng hôn lên đôi môi nóng bỏng của Thérèse khi nàng cựa mình với một nụ cười kích động.	És ilyenkor soha még csak eszébe se jutott, hogy megcsókolja Therese forró ajkát, mikor a leány idegesen nevetve igyekezett magát kiszabadítani a karjai közül.	0.287838
