JULES VERNE	JULES VERNE
A bűntény végrehajtása után eltűntek, és csak akkor hallattak ismét magukról, amikor újabb bűncselekményt követtek el, gyakran több száz kilométernyire az előző garázdálkodásuk színhelyétől.	Sau khi cướp bóc xong, bọn cướp đã biến mất cho tới tận vụ gây tội lần sau, được tiến hành tại một nơi khác, có khi cách nơi gây tội lần trước khoảng hàng trăm cây số, và người ta đã không nghe nói gì về bọn chúng cả.
Közben pedig teljesen nyomuk veszett, mintha csak levegővé váltak volna a zsákmánnyal együtt, amely gyakran igen nehezen cipelhető holmikból állt.	Cứ như là bọn chúng đã bay đi mất, còn số chiến phẩm cua chúng - mà đôi lúc rất là cồng kềnh - cũng bay cùng với chúng.
Diplomáciai megbeszélések kezdődtek tehát a kérdésről, és mint éppen az augusztus 8-án reggel megjelent lapok közölték, a tárgyalások eredményeképpen a Duna egész mentében egy közös vezető irányítása alatt működő nemzetközi rendőrséget alakítottak.	Do đó, sự trao đổi công hàm ngoại giao đã diễn ra, và theo như báo chí đã đưa tin vào ngay ngày 5 tháng 8 ấy, những cuộc hội đàm đã đưa đến sự thành lập lực lượng cảnh sát quốc tế, hoạt động dưới sự chỉ đạo của một cảnh sát trưởng duy nhất, trên suốt chiều dài sông Danube.
Dragos Károly valóban kitűnő rendőrtiszt volt, és ez a nehéz megbízatás nem is juthatott volna nála méltóbbnak.	Caclo Drogoso, được xem là một thám tử xuất sắc, và không thể chọn một ai khác xứng đáng hơn thế nữa.
Elég szívós volt azonban ahhoz, hogy elviselje a hivatásával járó fáradalmakat, és elég bátor, hogy szembenézzen minden veszéllyel.	Song, ông ta cũng có đủ sức mạnh để chịu đựng những khó khăn của nghề nghiệp, cũng như có đủ lòng quả cảm để không biết sợ những gian nguy trong nghề.
Állandó lakhelye Budapest volt, de több­nyire nyomozóúton járt, hogy valami kényes természetű ügyet felderítsen.	Ông ta nằm trong sổ cư trú tại Budapest, song lại thường ở tại các tỉnh lẻ để điều tra những vụ việc.
Minthogy tökéletesen ismerte a délkelet-európai nyelveket, a németet és a románt éppúgy, mint a szerb, a bolgár és a török nyelvet, nem is szólva anyanyelvéről, a magyarról, minden helyzetben feltalálta magát.	Sự am hiểu tuyệt vời tất cả ngôn ngữ của vùng Đông-Nam châu u: Đức, Rumani, Xechi, Bungari, và Thổ Nhĩ Kỳ, không kể đến tiếng mẹ đẻ của mình là Hungary, đã cho phép ông thoát khỏi bất cứ một tình huống khó khăn nào.
A közvélemény egyöntetű helyesléssel fogadta.	Công chúng cũng đồng lòng tán dương.
- Jobbat nem is találhattak volna - jelentette ki lámpagyújtáskor Ivetozár, a most befejeződött verseny súly szerinti kategóriájának második helyezettje.	- Không thể có sự lựa chọn nào tốt hơn - ngài Ivetodo, người nhận giải nhì theo số cân cá tại hội thi vừa mới kết thúc, đã khẳng định như thế vào lúc trong quán rượu đã sáng đèn - Tôi biết ông Drogoso.
- Ismerem Dragost, ember a talpán.	Đó mới đúng là một con người!
- És méghozzá milyen ügyes ember!	- Một con người khéo léo nữa chứ!
- toldotta meg Miklóssi elnök.	- chủ tịch micletxco thêm vào.
- Bárcsak rendet teremtene a Duna partjain!	- Chúng ta mong muốn để cho ông ta chấn chỉnh được vùng bờ sông Danube!
- szólt közbe egy horvát, aki az alig kiejthető Svrb névre hallgatott, és Bécs egyik külvárosában kelmefestő műhelye volt.	- một người Xecbi khó phát âm tên của ông ta, chủ nhân các xưởng nhuộm ở các vùng ngoại ô thành viên, đã thét lên - Cuộc sống ở đây không làm sao chịu nổi!
- Ami igaz, az igaz, az élet már kezd itt tűrhetetlenné válni.	- Caclo Dragoso có một địch thủ mạnh!
- Hogy hogyan fog hozzá?	- Đúng!
Ha, mint az újságírók írják, négy nappal ezelőtt nevezték ki, akkor már legalább három napja neki is kezdett a dolog­nak!	Nếu sự nhậm chức của ông ta đã diễn ra cách đây bốn hôm, như báo chí đang loan tin, thì ít ra là ba ngày qua ông ta đã bắt tay vào việc rồi.
- Vajon hol lát munkához?	- Ông ta sẽ bắt đầu từ cái gì chứ?
- Legyen csak nyugodt, hogy Dragos pontosan tudja, hogy mihez fogjon, de azt nem köti a maga orrára.	Còn việc phải báo cáo kế hoạch của bản thân mình cho các ngài, thì xin lỗi - không đâu!
- Itt köztünk?...	- Giữa đám chúng ta!
- Nono, ki tudja!	- Hừm!
Talán éppen azért, hogy itt legyen holnapután, mikor Borus Demeter útnak indul - vágott vissza Mihail Mihajlovics.	- Mikhain Mikhailovich bác lại - Biết đâu ông ta đến đây để có mặt vào ngày tới đây tại cuộc khởi hành của Ilya Bruno.
- Talán érdekli őt ez az ember... Ha ugyan Borus Demeter és Dragos Károly nem egy és ugyanaz a személy.	Mà cũng có thể là ông ta quan tâm đến hắn ta, người này... Miễn là Ilya Bruno và Caclo Dragoso không giống nhau.
- Hogyhogy egy és ugyanaz a személy?	- làm gì có chuyện Ilya Bruno là Caclo Dragoso!
- A kutyafáját!	- Đồ nỡm!
A többieket ugyancsak elképesztette ez a fantasztikus ötlet.	Và ông ta sẽ toàn quyền kiểm tra vùng sông Danube.
- Nézd már ezt a Mihail Mihajlovicsot!...	Ôi, cái ông Mikhain Mikhailovich này!
Csak neki juthat ilyesmi az eszébe!	Ông ta lại có ý nghĩ hay hớm thật!
Mihail Mihajlovics azonban nem ragaszkodott mindenáron eredeti ötletéhez.	Tuy nhiên, Mikhain Mikhailovich không bám giữ lý thuyết mà mình vừa đánh bạo đặt ra ấy.
- Hacsak... - fűzte tovább gondolatait a nála szokásos bevezetéssel.	- Miễn là... - ông ta trở sang lối nói mà chắc là sở trường của ông ta.
- Hacsak?	- Miễn là sao hở?
- Milyen oka lenne?	- Nguyên nhân nào thế?
- Tegyük fel például, gyanúsnak tűnik neki a terv, hogy valaki horgászbottal a kezében leereszkedik a Dunán.	- Nói tỉ dụ, cứ cho là ông ta cảm thấy nghi ngờ cái dự định đi xuôi dòng Danube với cái cần câu trong tay.
- Gyanúsnak?	- Nghi ngờ?...
- Teringettét!	- Đồ nỡm!
Így aztán kénye-kedvére garáz­dálkodhatna, feltéve, hogy időközben szépen horgászgat, és így orránál fogva vezeti az egész világot.	Có thể sẽ cướp bóc tùy tiện hàng trăm cú bất kỳ nơi nào mà hắn muốn, còn những lúc nghỉ tay giữa chừng thì hắn sẽ đánh cá.
- Hát igen, de a horgászathoz ugyancsak értenie kell - jegyezte meg oktató hangon Miklóssi elnök.	- Nhưng cậu phải biết câu cá - chủ tịch Micletxco lên giọng răn dạy - Mà đấy là đặc ân của những người danh dự.
- Elnökünk egészségére!	- Chúc sức khỏe ngài chủ tịch!
- kiáltott fel, poharát emelve.	- ông ta nâng cốc và hét to.
- Elnökünk egészségére!	- Chúc sức khỏe ngài chủ tịch!
- visszhangozták a jelenlevők, egy emberként kiürítve poharukat.	- cả đám bạn nhậu cùng nhắc lại lời chúc rượu và cả bọn cùng nốc cạn theo đúng một nhịp.
- Az elnök egészségére!	- Chúc sức khỏe ngài chủ tịch!
- csatlakozott egy magányosan üldögélő vendég, aki egy idő óta szemlátomást élénk érdeklődéssel hallgatta a körülötte zajló vitát.	Người này ngồi một mình tại một cái bàn và hình như trong suốt khoảng thời gian nào đó, người này đã chú ý lắng nghe câu chuyện đang được bàn tán xung quanh ông ta.
Miklóssinak szemmel láthatóan jólesett az ismeretlen kedves csatlakozása, és köszönet gyanánt feléje emelte poharát.	Ngài Micletxco cảm động trước hành động đáng yêu của người khách lạ, và để cảm ơn người ấy, ông ta lại nâng cốc đáp lễ.
A magányosan iszogató ember nyilván úgy vélte, hogy ez az udvarias gesztus mintegy megtörte a jeget, és most már feljogosítottnak érezte magát arra, hogy a tiszteletreméltó gyülekezetnek kifejtse nézeteit.	Người khách cô đơn chắc chắn đã tính toán rằng băng giá đã bị vỡ tan nhờ vào cử chỉ lịch thiệp của mình vừa qua, thế nên ông ta đã mạn phép cuộc họp hội đồng đáng kính nể để bày tỏ ý kiến riêng của mình.
- Jól beszélt, igazán jól beszélt!	- Câu nói vừa rồi hay lắm.
- Pontosan így van: a horgászat a tisztességes emberek kedvtelése.	- ông này nhận xét - Đúng thế, tất nhiên là sự câu cá, niềm vui thú của những người đứng đắn.
- Talán horgászhoz van szerencsém?	- Chúng tôi có được hân hạnh tiếp chuyện với ông bạn đồng nghiệp không ạ?
- kérdezte Miklóssi, az ismeretlenhez lépve.	- ngài Micletsco quay sang người khách lạ và hỏi.
- Ez bizony kár, kedves...?	- Thế thì không hay rồi thưa ngài...
- Jäger a nevem.	- Yêge.
- Szóval elég kár, kedves Jäger úr, mert ebből arra kell következtetnem, hogy soha nem lesz részünk a megtiszteltetésben, hogy magát a Dunai Liga tagjai között üdvözölhessük.	- Thế thì không hay rồi thưa ngài Yêge, bởi vì tôi cần phải kết luận rằng chúng tôi sẽ không bao giờ có được cái hân hạnh là xếp ông vào danh sách hội viên của "Hội vủng sông Danube".
- Ki tudja? - válaszolt Jäger.	- Có gì làm chắc đâu nào?
- Egyszerű az egész.	- Cứ như thế đã!
Mindössze négy feltételünk van.	- Ngài Micletxco sốt sắng cam đoan.
Az első az, hogy csekély évi tagdíjat fizessen.	Thứ nhất, phải góp một khoản tiền lớn hàng năm.
Ez a legfőbb feltétel.	Đây là cái chính.
- Mi sem természetesebb - bólintott Jäger nevetve.	- Đương nhiên - ngài Yêge vừa cười hể hả vừa hòa theo.
- A második feltétel az, hogy szeresse a horgászatot.	- Cái thứ hai: đó là phải yêu câu cá.
- Nagyon kedves magától - hálálkodott Jäger.	- Rất vinh dự được ở vào hàng ngũ các ông!
A nevét már ismerjük, most már csak a címét kellene...	Tên của ông thì rõ rồi, còn địa chỉ của ông, xin phép...
- Bécs, Leipziger Strasse 45.	- Viên, Laixichestrat, nhà số 43.
- No, most már csak az van hátra, hogy évente húsz koronát fizessen és kész.	- Ông sẽ là một hội viên có đủ mọi quyền hạn của Hội đoàn trong khoản lệ phí 20 kron trong một năm.
- És más egyébre nincs is szükség?	- Không có thủ ục gì nữa à?
- kérdezte Jäger.	- Ngài Yêge hỏi.
- Semmi másra.	- Vâng.
- Még csak személyazonossági igazolványra sem?	- Và không cần giấy chứng minh à?
- Hát igaz - biccentett Jäger -, ennek igazán nem sok értelme volna.	- Thì đúng thế - ngài Yêge nhận xét - Mà điều đó chẳng quan trọng.
- Egyáltalában nem! - helyesbített Miklóssi.	- Trái hẳn lại - ngài Micletxco cam đoan - Ông lạ thật!
- Gondoljon csak arra, hogy a liga tagjai közül egyesek itt, Sigmaringenben laknak, mások pedig a Fekete-tenger partjain.	Một số đồng chí của chúng tôi đang sống ở đây, tại thị trấn Ditmarigen, còn số khác thì sống ở bờ biển Đen.
- Ez igaz.	- Thật có thế!
- Itt van például a legutóbbi versenyünk kiváló győztese...	- Nói chẳng hạn, người trúng giải thật kỳ lạ của chúng tôi tại cuộc thi vừa qua...
- Borus Demeter?	- Ilya Bruso?
- Igen, ő. Lám, őt se ismeri senki.	- Chính hắn ta.
- Igaz, hogy alig két hete tagja a ligának.	- Không thể thế được!
Borus Demeter mindnyájunk számára meglepetés, sőt mondjuk csak nyugodtan, valóságos felfedezés volt.	- Nhưng nó lại thế đấy - ngài chủ tịch nói quả quyết - bản thân anh ta chỉ gia nhập hội cách đây có hai tuần lễ.
- Ezt nevezik sportnyelven outsidernak.	- Cái này dân đua ngựa gọi là "con ngựa đen".
- Úgy, ahogy mondja.	- Đúng thế!
- Tulajdonképpen milyen nemzetiségű ez az outsider?	- Con ngựa đen này ở nước nào?
- Magyar.	- Người Hungary.
- Szóval, mint ön.	- Thì cũng như ông.
- Borus Demeter hová való?	- Còn Ilya Bruso?
