JULES VERNE	Jules Verne
Mr. Watkins kíméletlen dorgatóriuma fájdalmasan ébresztette fel ábrándjaiból.	Lời cảnh cáo sỗ sàng của ông Watkins là lời đánh thức đầy đau đớn khỏi những ảo tưởng kia.
Sokkal józa­nabb volt, semhogy ne értékelje a helytálló érveket, és sokkal becsületesebb, mint hogy fel­háborodjon egy döntés miatt, melynek igazságát alapjában véve maga is elismeri.	Cyprien có thừa lương tri để không chấp nhận những lý do đanh thép của lời cảnh cáo, và chàng cũng thừa lịch sự để không nổi cáu trước phán quyết mà thực ra chính chàng cũng phải công nhận là đúng.
De a csapás ettől nem lett kevésbé fájdalmas, és most, hogy le kellett mondania Alice-ról, egyszeriben ráeszmélt, mennyire szívéhez nőtt a lány, nem egészen három hónap alatt.	Nhưng chuyện này không phải nhờ thế mà bớt đau buồn khi giờ đây phải xa rời Alice, chàng bỗng nhận thấy trong vòng chưa đầy ba tháng mà nàng đã trở nên thân thuộc với chàng biết bao.
Valóban, még három hónapja sincs, hogy ismeri Alice-t, vagyis hogy ide érkezett Griqualand­ba.	Quả thật, Cyprien quen biết nàng chỉ mới ba tháng thôi, tức là chỉ từ khi chàng đến xứ Griqualand này.
Látta magát, amint rettentő hosszú utazás után, egyik féltekéről a másikra vetődve, egy forró, poros nyári napon végre célhoz ért.	Sau một ngày khủng khiếp, nóng nực và bụi bặm, chàng thấy mình vừa kết thúc chuyến du hành dài từ bán cầu này sang bán cầu khác.
Barthès a Bassutóföldre tartott, ahol kisebb csapatot készült toborozni néger harcosokból, hogy elkísérjék vadász-expedíciójára.	Pharamond Barthès đi đến vùng đất của người Bassouto, ở đó anh bạn tuyển một đội quân da đen nhỏ, đi theo hỗ trợ anh ta trong các cuộc săn bắn.
Cyprien beszállt a tizen­négy lóval fogatolt nehéz járműbe, amely a Veld országútjait járó postakocsi volt, és útnak indult a Gyémántok Mezejére.	Còn chàng, Cyprien, thì ngồi trên toa xe nặng nề do mười bốn ngựa kéo trên đường đến vùng Veld, và chàng đi về hướng các mỏ kim cương.
Öt-hat nagy láda - valóságos ásvány- és vegytani laboratórium, amelytől a világért sem vált volna meg -, ebből állt a fiatal tudós útipoggyásza.	Năm hay sáu hòm gỗ lớn - một phòng thí nghiệm hóa học và khoáng vật thực thụ mà chàng chẳng muốn rời - cấu thành nên công cụ làm việc của nhà bác học trẻ.
De a kocsi utasonként csak ötven kilogramm csomagot vett fel, kénytelen volt hát az értékes ládákat ökrös szekérre rakatni, amely a Meroving királyok szekereinek sebességével cammogott Griqualand felé.	Nhưng người lái xe ngựa chỉ chấp nhận mỗi khách được mang năm mươi cân hành lý, và tình thế buộc chàng để những chiếc hòm quý giá ấy sang bên xe bò, để chuyển chúng đến Griqualand với sự chậm chạp kiểu Pháp.
A vendéglátás azonban csak a legelemibb szükségletekre szorítkozik.	Nhưng việc cư trú ấy luôn chỉ gồm vài thứ cơ bản nhất.
Ezekben a különös fogadókban nincsenek ágyak az emberek, alom a lovak számára.	Ở những quán trọ đặc biệt này, không có giường cho khách cũng chẳng có chuồng cho ngựa.
Élelmiszer sincs más, mint néhány doboz konzerv, ami többször körülutazta a világot, s azt is aranysúlyban kell megfizetni.	Chỉ có một vài đồ ăn đóng hộp, đã được vận chuyển qua khắp thế giới và đắt như vàng!
Így azután a lovakat ki kell csapni a pusztára, hogy a kövek alatt fűcsomókat keresgélve szerezzék meg táplálékukat.	Chính vì thế, đối với việc ăn uống, bầy ngựa được thả ngoài đồng, nơi đây chúng chỉ tìm thấy một vài bụi cỏ mọc dưới đá.
Amikor indulásra kerül a sor, nem könnyű összeterelni őket, és meglehetős időveszteséggel jár.	Đến lúc khởi hành tiếp thì việc tập hợp chúng lại là một vấn đề lớn, một sự hao tổn đáng kể về thời gian.
Ülés nincs más, mint a kisebb poggyászdarabok elhelyezésére szolgáló ládák teteje, amin a szerencsétlen utas egy vége­várhatatlan héten át úgy zöcskölődik, mint a gőzkalapács.	Ghế ngồi chỉ đơn giản là bề mặt những rương gỗ dùng để đựng mớ hành lý ít ỏi, và trên đó suốt một tuần dằng dặc kẻ bất hạnh ngồi giống như ngồi lên chiếc búa hơi cơ học dập dềnh.
Cyprien Méré válogatott társaságba csöppent, a sehonnai népség valóságos mintapéldányai közé, akik a földkerekség minden tájáról összeverődnek, mihelyt híre fut, hogy valahol arany- vagy gyémántmezőt fedeztek fel.	Như vậy, Cyprien Méré ở đây với một lựa chọn đủ xem là điển hình cho nhóm cư dân trôi nổi này, họ ồ ạt từ khắp nơi trên hành tinh đến các mỏ vàng hay kim cương, ngay khi được thông báo.
Volt ott egy hórihorgas, kacsázó léptű nápolyi, hosszú fekete hajú, pergamensárga bőrű, sunyi tekintetű alak, aki Annibale Pantalacci néven mutatkozott be, egy Nathan nevű portugál zsidó gyémántszakértő, aki nagy lelkinyugalommal ült a helyén és filozófus szemmel nézte a világot, egy lancashire-i bányász, Thomas Steel, vörös szakállas, tagbaszakadt fickó, aki cserbenhagyta a kőszenet, hogy Griqualandban próbáljon szerencsét, egy Friedel nevű német, aki úgy beszélt, mint az orákulum, s a gyémántbányászat minden csínját-bínját ismerte, anélkül, hogy valaha is látott volna nyersgyémántot.	Một gã người Napôli cao lớn núng nính, với mái tóc đen dài, da mặt trông như tờ giấy da, đôi mắt đáng gờm, tự xưng tên là Annibal Pantalacci, một tay Do Thái Bồ Đào nha tên gọi Nathan, chuyên gia về kim cương, cứ ngồi rất trầm lặng trong góc của mình và nhìn đời như một triết gia, một anh thợ mỏ vùng Lancashire, Thomas Steel, anh chàng hoạt bát cao lớn có râu đỏ hung và eo lưng lực lưỡng, từ bỏ than đá để thử làm giàu ở Griqualand, một tay người Đức, herr Friedel, nói sang sảng và đã rành rẽ những gì dính tới việc khai thác kim cương, mặc dù chưa hề tìm được viên kim cương nào trong quặng của gã.
Cyprien egy ideig azzal szórakozott, hogy arcvonásaikat és szokásaikat tanulmányozta, de csakhamar ebbe is beleunt.	Sau một lát vui thú với diện mạo và cử chỉ của bọn họ, Cyprien nhanh chóng thấy chán ngấy.
Még leginkább a széles jókedvében nagyokat kacagó Thomas Steel érdekelte, meg a macskaszerű, édeskés mosolyú Li.	Chỉ có Thomas Steel, với vẻ khỏe khoắn và nụ cười nở rộng, và anh chàng người Hoa tên Lee, dáng vẻ hiền lành và yểu điệu là chàng vẫn còn quan tâm.
Ennek az embernek legsikeresebb tréfája két-három napon át az volt, hogy mindenféle oda nem illő tárgyat, fűcsomót, káposztatorzsát, tehénfarkat, földről felszedett lócsontot aggatott a kínai hajfonatára, amelyet az, nemzeti szokás szerint, hátára vetve viselt.	Một trong những trò đùa yêu thích của người này hai ba ngày qua, là cột một túm đồ bẩn thỉu, nào búi cỏ, nào lõi bắp cải, nào đuôi bò, nào mẩu xương bò nhặt trên đồng, vào đuôi bím tóc sau lưng theo phong tục đất nước của anh chàng Trung hoa.
Sárga arca, kis, ferdevágású szeme rendíthetetlen nyugalmat tükrözött, mintha semmi köze nem lenne ahhoz, ami körülötte történik.	Khuôn mặt da vàng, đôi mắt xếch nhỏ, ẩn chứa vẻ bình thản bất di bất dịch như thể anh xa lạ với mọi điều xung quanh mình.
Azt hitte az ember, hogy egy szót sem ért az utasok beszédéből, akik ezen a Noé bárkáján Griqualand felé haladtak.	Hẳn là ta có thể nghĩ rằng anh chẳng hiểu những gì đoàn tùy tùng đi đến vùng Griqualand đang nói.
Pantalacci nem is mulasztotta el, hogy tört angolságával különféle megjegyzéseket ne fűzzön alantas bohóckodásaihoz.	Phải chăng vì thế mà Annibal Pantalacci không quên thêm vào, bằng thứ tiếng Anh tệ hại của mình, những lời bình thay đổi theo từng trò đùa hạ cấp của gã.
Vagy: - Bár lenne egy ollóm, hogy levághatnám a copfját, meglátnák, milyen képet vág hozzá.	"Giả dụ tôi dùng kéo cắt mất bím tóc của hắn, các anh sẽ thấy hắn tức điên lên cho mà xem!"
Volt min nevetni az utasoknak.	Và đám hành khách phá lên cười.
Pantalacci talán valami szemtelenséggel válaszolt volna, de Thomas Steel egyetlen szava elég volt, hogy bölcsen magába fojtsa hepciáskodó kedvét.	Gã kia có vẻ sắp đáp lại một câu xấc xược, nhưng một câu nói của Thomas Steel cũng đủ làm hắn thận trọng thôi không buông ra lời mỉa mai cay độc nữa.
Kissé később azonban Cyprien meglepődéssel vette észre, hogy a kínai ravasz és kissé gúnyos pillantást vet rá, amiben hálálkodás is volt.	Nhưng, một lát sau, Cyprien ngạc nhiên khi bắt gặp ánh mắt tinh tế và hơi mỉa mai - tất nhiên kèm theo sự hàm ơn - mà anh người Hoa gửi đến cho chàng.
Rögtön arra gondolt, hogy Li alkalmasint többet tud angolul, mint amennyit elárulni hajlandó.	Trong ý nghĩ của chàng, có lẽ Lee hiểu tiếng Anh tốt hơn nhiều cách anh ta cố tỏ ra bên ngoài.
A következő állomáson azonban Cyprien hasztalan próbálkozott beszélgetésbe elegyedni vele.	Nhưng, ở trạm dừng tiếp theo, Cyprien cố bắt chuyện với anh ta cũng vô ích.
A kínai érzéketlen és szótlan maradt.	Anh chàng người Hoa thản nhiên và câm lặng.
Ettől fogva ez a különös lény, mint egy megfejtésre váró talány, izgatta a fiatal mérnököt.	Từ đó, con người kỳ lạ ấy cứ kích thích trí tò mò của chàng kỹ sư trẻ như một ẩn ngữ cần tìm lời giải.
Cyprien gyakran rajtafelejtette szemét a csupasz, sárga arcon, a keskeny szájon, amelyből hófehér fogak villantak elő, a tömpe, táglyukú orron, a széles hom­lo­kon és a ferdevágású szemeken, melyeket a kínai állandóan lesütött, hogy elrejtse gúnyos csillogásukat.	Chẳng thế mà Cyprien thường xuyên phân tích tỉ mỉ khuôn mặt da vàng nhẵn nhụi ấy, cái miệng sắc lẻm như dao hé mở trên hàm răng trắng phau, chiếc mũi tẹt và hếch, vầng trán rộng, đôi mắt xếch luôn nhìn xuống như để dập tắt những tia ranh mãnh.
Tizenöt vagy hatvan?	Mười lăm hay sáu mươi?
Nem lehetett megállapítani.	Điều này không thể nói được.
Ha fogai, pillantása, koromfekete haja után ítélve fiatalnak látszott is, a homlokán, arcán, sőt a szája körül is kuszálódó ráncok már élemedett korra vallottak.	Nếu hàm răng, ánh mắt và mái tóc đen bồ hóng của anh ta thiên về tuổi trẻ, thì những nếp nhăn trên trán, trên hai má và cả nơi khóe miệng có vẻ cho thấy anh ta cũng đã có tuổi.
Az alacsony, vézna emberke látszólag mozgékony volt, de vonásai olyan asszonyosan öregesek, hogy volt benne valami "nénikés".	Anh ta có vóc nhỏ bé, mảnh mai, bề ngoài lanh lợi, nhưng có những nét già dặn và có thể nói là ngờ nghệch.
Gazdag volt-e vagy szegény?	Anh ta giàu hay nghèo?
Ez is olyan kérdés, hogy nehéz lett volna rá válaszolni.	Lại là một câu hỏi không chắc chắn khác.
Szürke vászonnadrágja, sárga selyemzubbonya, paszomántos sapkája, nemeztalpú saruja, melyet patyolatfehér harisnya fölött viselt, ugyanúgy lehetett volna egy elsőosztályú mandarin öltözéke, mint egy akármilyen egyszerű emberé.	Chiếc quần vải bố xám, áo khoác có khăn trùm vàng, chiếc mũ vải bện, đôi giày đế dạ, đôi tất màu trắng ngần, cũng có thể là của một viên quan lại đầu triều hay một thường dân.
H. LI	H. Lee,
from Canton to the Cape	From Canton to the Cap
- ami annyit tesz: H. Li, Kantonból útban Fokföld felé.	Có nghĩa là: H. Lee, từ Quảng Đông, đến Cap.
Cyprien nem tudott meg róla többet, és hamarosan le is mondott arról, hogy megfejtse ezt az élő talányt.	Cyprien chẳng thể biết nhiều hơn thế và nhanh chóng thôi không còn quan tâm đến vấn đề sống động này.
Közben múltak a napok, mérföldet mérföld után hagytak maguk mögött.	Tuy vậy, nhiều ngày trôi qua, dặm cứ tiếp nối dặm.
Még egy útszakasz, és túljutottak Kimberleyn.	Thêm một chặng nữa và đi qua khỏi Kimberley.
Aztán faházikók tűntek fel a láthatáron.	Rồi những túp lều gỗ hiện ra ở phía chân trời.
Ez volt New-Rush.	Đó là New-Rush.
Az ottani bányásztelep semmiben sem különbözött azoktól az ideiglenes városoktól, amelyek a civilizáció számára újonnan feltárt területeken mintegy varázsütésre támadnak a földből.	Ở đó, tại những nước mới mở cửa với nền văn minh, trại của cánh thợ mỏ chẳng khác gì mấy những thành phố tạm bợ, mọc lên từ đất rất kỳ diệu.
Deszkabódék, többnyire egész alacsonyak, akárcsak az útkövezők kunyhói Európa ipar­vidékein, néhány sátor, egy tucat kocsma vagy kantin, egy biliárdterem, egy tánchelyiség, több vegyeskereskedés, ahol a legszükségesebb élelmiszerek kaphatók - ezek tűntek szembe legelőbb.	Những ca bin ghép bằng ván, phần lớn rất bé và trông giống mấy túp lều của công nhân sửa đường trên các công trình châu u, một vài lều trại, khoảng một chục hàng cà phê hoặc căng tin, một quán bi da, một quán tên Alhambra hay chính là câu lạc bộ khiêu vũ, những cửa hiệu hay bách hóa tổng hợp bán nhu yếu phẩm - thoạt tiên đó là những gì đập vào mắt.
