VOLTAIRE	VOLTAIRE
Martin thì lý luận với nhà thông thái, chàng Ngây Thơ thì thuật lại một phần các cuộc phiêu lưu của mình cho nữ gia chủ nghe.	A játékosok nagy része nem értette ezt az okoskodást és ivott; Martin vitatkozott a tudóssal, Candide elmesélte néhány kalandját a ház úrnőjének.
Sau bữa ăn, bà hầu tước dẫn chàng Ngây Thơ vào văn phòng của bà, mời chàng ngồi trên một cái ghế dài và hỏi:	Vacsora után a márkinő bevezette Candide-ot kis szobájába s leültette egy diványra.
- Vậy là ông vẫn còn yêu tha thiết cô Cunégonde, dòng dõi nam tước Thunder-ten-tronckh? - Thưa bà vâng.	"Nos - igy szólt hozzá - még mindég őrülten szereted Thunder-ten-tronckh Kunigunda kis­asszonyt?
Bà hầu tước nở nụ cười dịu dàng: - Nghe ông nói biết ngay ông là một người Đức trẻ tuổi sống ở Westphalie; một người Pháp thì trả lời như sau: "Thật tình, tôi đã yêu cô Cunégonde; nhưng nhìn thấy bà, thì thưa bà, tôi lo sẽ không yêu cô ấy nữa".	- Igenis, asszonyom, felelte Candide." A márkinő gyöngéd mosollyal mondta neki: "Ugy felelsz, mint egy westphaliai ifjuhoz méltó; egy francia igy szólt volna: Igaz, hogy szerettem Kunigunda kisasszonyt, de mióta önt megláttam, ugy érzem, hogy már nem szeretem őt.
- Vậy thưa bà, tôi sẽ đáp lời như ý bà muốn.	- Ó asszonyom, sóhajtott Candide, ezután ugy felelek, amint te óhajtod.
- Ái tình của ông đối với cô ta bắt đầu từ lúc ông lượm cái mùi soa cho cô ta, phải vậy không?	- Iránta való szerelmed azzal kezdődött, hogy felemelted a zsebkendőjét, én azt akarom, hogy emeld fel a harisnyakötőmet.
Tôi muốn bây giờ ông lượm cho tôi cái dây nịt của tôi. - Xin hết lòng thưa bà.	- A legszivesebben, mondá Candide és felemelte azt.
Rồi chàng lượm dây nịt lên. - Tôi muốn ông nịt lại cho tôi!	- De azt is aka­rom, hogy kösd azt a harisnyámra," kacérkodott az asszony.
Bà hầu tước nói.	És Candide rákötötte.
Người đẹp vừa thấy hai hột kim cương lớn lóng lánh trên hai bàn tay của vị khách quý; bà ngỏ lời khen ngợi, nồng nàn khéo léo, đến nỗi hai chiếc nhẫn kim cương từ tay chàng lọt ngay sang tay bà.	A bájos nő, ki két hatalmas gyémántgyürüt vett észre az idegen ifju ujjain, olyannyira szivből dicsérte azokat, hogy Candide kezéről csakhamar az övére vándoroltak át.
Khi ra về với ông tu viện trưởng, chàng cảm thấy một chút hối hận vì đã bất trung tín với cô Cunégonde.	Candide, mikor a perigordi apát társaságában visszatért, bizonyos önvádat érzett, amiért hütlen lett Kunigunda kisasszonyhoz.
Ý định của ông là hưởng thụ càng lâu càng tốt, những lợi lộc mà sự quen biết với chàng Ngây Thơ còn có thể đem lại cho ông.	Sokat emlegette előtte Kunigundát és Candide fogadkozott, hogy ha Velencében meglátja, hütlenségéért bocsánatot kér a szép leánytól.
Ông tỏ ý kiến về cô Cunégonde rất nhiều, trong khi nói chuyện với chàng; và chàng cho ông hay chàng sẽ xin lỗi cô về vụ bất trung tín, khi nào chàng gặp lại cô ở Venise.	A perigordi udvariassága és figyelmessége fokozódott és egyre gyöngédebben kezdett érdek­lődni minden iránt, amit Candide tett vagy tenni szándékozott.
- Vâng, thưa tu viện trưởng.	"Találkád van Velencében?
Tu viện trưởng hỏi:	kérdezte tőle.
- Tôi chắc là cô gái thông minh ấy có viết cho ông những bức thư diễm tình lắm?	- Igen, apát úr, mondá Candide; okvetlenül meg kell találnom Kunigunda kis­asszonyt.
Ông tu viện trưởng chăm chú nghe, tỏ vẻ mơ màng một chút.	- Úgy gondolom, jegyezte meg az apát, hogy Kunigunda kisasszony igen szellemes és igen bájos leveleket ir.
Em sẽ bay vào vòng tay của anh; nếu em cử động được.	Másnap Candide, mikor felébredt, a következő levelet kapta:
Sự hiện diện của anh sẽ làm cho em hết bệnh hoặc chết vì vui mừng".	A buenos-ayresi kormányzó mindent elrabolt tőlem, csak a te szived maradt meg nekem!
Giữa hai nỗi lòng ấy, chàng thu xếp hết số vàng và kim cương của chàng, rồi cùng Martin đến khách sạn mà cô Cunégonde đang ở trọ.	Ez a bájos, váratlanul jött levél kimondhatatlan boldogsággal árasztotta el Candide-ot, habár kedves Kunigundájának betegsége fájdalommal gyötörte is lelkét.
- Coi chừng!	"Óvatosság!
Nếu em không ra khỏi mùng được thì hãy nói với anh!	Ha már nem láthatsz, legalább szólj hozzám!
Người tớ gái đáp liền: - Cô không nói được!	- Nem tud beszélni, vágott közbe a szolgáló."
Lúc này, người nằm trong mùng đưa ra một bàn tay tròn trịa mà chàng Ngây Thơ tưới xuống những giọt nước mắt; sau chàng để kim cương vào đầy bàn tay nàng.	Ekkor a beteg nő kihuzván kövér kezét az ágyból, Candide-nak nyujtá, ki hosszu ideig könnyei­vel öntözte azt, majd gyémántokkal rakta tele; az arannyal telt zsákja pedig a pamlagon hevert.
Chàng đem theo một cái túi đầy vàng mà chàng để trên một cái ghế bành.	Lelki háborgásai közepette egyszer csak megérkezik egy rendőr, a perigordi apát és néhány porkoláb kiséretében.
Rồi ông ra lệnh các dũng sĩ của ông bắt hai người để bỏ vào đề lao.	Azonnal parancsot ad, hogy ragadják meg őket a pribékek és hurcolják tömlöcbe.
- Tại Eldorado, người ta không đối xử với du khách ngoại quốc như thế này.	"Eldorá­dó­ban nem igy bánnak az utasokkal, jegyezte meg Candide.
Ông Martin tiếp lời: - Tôi lại càng tin thêm thuyết thiện ác cộng đồng của tôi.	- Most már sokkal határozottabban manicheus vagyok, mint eddig, mondá Martin.
- Ngài đem chúng tôi đi đâu đây?	- Hová vitetsz bennünket? kérdé Candide.
- Đi tới một hầm tối của đề lao.	- Egy földalatti tömlöcbe, nyugtatta meg a rendőr."
Martin khi bình tâm trở lại, suy đoán ra rằng cái bà tự nhận là cô Cunégonđe ấy là một tên nữ tướng lường gạt; cái ông tự xưng là tu viện trưởng ấy cũng là một tay lường gạt; còn tên sĩ quan cũng là một tên lường gạt nữa.	Martin összeszedve hidegvérét, rögtön belátta, hogy az a hölgy, aki Kunigundának adta ki ma­gát, közönséges szélhámosnő s a perigordi apát viszont egy szélhámos, aki visszaélt Candide hiszékenységével s a rendőr egy harmadik szélhámos, akitől könnyü volna megsza­ba­dulni.
- Nhưng tại sao người ta bắt tất cả những người ngoại quốc?	- És miért fogják el az idegeneket?
- Đó bởi vì một tên khố rách áo ôm xứ Artois đã nghe nói những điều xằng bậy: việc đó khiến hắn phạm tội giết vua, không chỉ vụ xảy ra hồi tháng Năm năm 1694, mà còn cả vụ tháng Mười hai năm 1594, và còn nhiều tên vô lại khác nghe những lời xằng bậy mà phạm tội ấy vào những năm khác tháng khác.	Ekkor a perigordi apát szólalt meg: "Azért, mert egy atrébatiai semmirekellő valami bolond­ságot hallott beszélni; ennek hatása alatt király-gyilkosságot követett el, nem olyant, mint 1610 májusában történt, hanem olyant, mely 1594 december havában, olyasfélét, amilyeneket más években s más hónapokban gyakran követtek el más semmirekellők, kik valami bolond­ságot hallottak mesélni."
Thế là viên cảnh vệ giải thích rõ thêm.	A rendőrtiszt ekkor megmagyarázta, miről van szó.
Liệu tôi có thể ra khỏi xứ này cấp tốc, một xứ mà khi dám chọc giận hùm beo!	Bár mielőbb kiszabadulhatnék ebből az országból, hol majmok bosszantják a tigriseket.
- Tôi chỉ có thể đưa ông đến miền nam Normandie.	- Csak Alsó-Normandiába vezethet­lek," mondá a rendőrtiszt.
Lúc này có một chiếc tàu Hà Lan nhỏ ở ngoài khơi.	Éppen egy kis hollandi hajó horgonyozott a kikötőben.
Nhờ ba viên kim cương nữa làm quà, mà người em của viên sĩ quan đã trở thành người tận tâm nhất trên đời; hắn đưa chàng Ngây Thơ và những người đi theo chàng xuống tàu.	A normandiai, ki másik három darab gyémánt segitségével fölöttébb szolgálatrakész emberré vált, feltette Candide-ot és embereit az angolországi Portsmouth-ba induló hajóra.
Đó không phải là đường đi Venise, nhưng chàng Ngây Thơ cũng vui lòng vì thoát được cái hỏa ngục, chàng sẽ tính chuyện đi Venise sau, khi có cơ hội.	Igaz, hogy ez az ut nem Velencébe vitt, de Candide ugy érezte, hogy a pokol kinjából szabadul meg, és arra számitott, hogy az első kinálkozó alkalommal Velencébe hajózik.
Chương XXIII	HUSZONHARMADIK FEJEZET.
CHÀNG NGÂY THƠ VÀ MARTIN TỚI MIỀN DUYÊN HẢI ANH RỒI BỎ ĐI NGAY	Candide és Martin angol partokhoz érkeznek; mit látnak ott?
Trên chiếc tàu Hà Lan, chàng Ngây Thơ la lên:	"Ó, Pangloss, drága Panglossom!
- Pangloss tiên sinh ơi!	Ó, Martin, Martin!
- Là một cái vừa điên rồ vừa ghê gớm!	- Ismered Angliát?
- Cũng là một sự điên rồ nhưng là điên rồ theo một lối khác.	Ott is olyan bolondok az emberek, mint Franciaországban?
Hẳn ông biết rằng hai nước ấy gây chiến với nhau chỉ vì vài thửa đất tuyết phủ gần xứ Gia Nã Đại, họ chi phí vào cuộc chiến tốt đẹp này một số tiền đáng giá hơn cả giá xứ Gia Nã Đại.	- Ez valami másfajta bolondság, mondá Martin; tudod, hogy e két nemzet örökös harcban van egymással Canada nehány holdnyi hóboritotta földjéért s e háborura több pénzt elfecsérelnek, mint amennyit egész Canada ér.
Chàng Ngây Thơ hỏi:	"Mi történik itt?
Người vừa bị giết với đủ nghi thức là ai?	"Egy tábornok, mondották.
- Người ấy là một đô đốc.	- S miért ölnek meg egy tábornokot?
- Và tại sao lại giết người đô đốc ấy? - Vì ông ta không chịu giết cho thật nhiều người.	- Mert nem öletett meg elég embert; háboruskodott egy francia generálissal és azt találták, hogy nem közelitette meg eléggé.
- Nhưng tôi thấy vị đô đốc Pháp cách xa vị đô đốc Anh một khoảng cũng như ông này cách xa ông kia.	- De hiszen, jegyezte meg Candide, a francia generális ép oly közel volt az angol generálishoz, mint az utóbbi az előbbihez.
Chàng Ngây Thơ choáng váng và thấy chướng tai gai mắt về những điều trông thấy và nghe thấy, đến nỗi chàng thương lượng với ông chủ tàu Hà Lan đưa chàng đi Venise ngay lập tức dầu chàng có bị lường gạt, cướp của như ở Surinam.	Candide ugy elkábult és megrendült attól, amit látott és hallott, hogy nem is akarta lábát a partra tenni és egyezséget kötött a holland hajóskapitánnyal, még ha meg is rabolja, mint a surinami, hogy vigye vissza Velencébe.
Viên thuyền trưởng sẵn sàng sau hai ngày.	A kapitány hajlandó volt ezt két nap mulva megtenni.
- Đội ơn Chúa!	"Dicsértessék az ur neve!
Tại đây tôi sẽ gặp lại cô Cunégonde xinh đẹp của tôi.	mondá Candide Martint átölelve; itt fogom meglátni a szép Kunigundát.
Mọi việc đều tốt đẹp, mọi sự đều hoàn hảo, mọi sự sẽ hoàn thiện hơn mãi.	Minden nagyon jól van, pompásan folynak a dolgok, a lehető legjobban folynak a dolgok."
Chương XIV	HUSZONNEGYEDIK FEJEZET.
GẶP LẠI CÔ PAQUETTE TRONG TAY MỘT TU SĨ	Raquette és Giroflée barát története.
Có lẽ Cunégonde đã chết rồi, thôi tôi chỉ còn có chết theo cô cho rồi.	Kunigunda biztosan meghalt; most már nekem sincs más hátra, mint elpusztulnom.
Ông bạn Martin ơi, ông nói có lý biết bao: Mọi sự đều là ảo ảnh, đều là tai họa!	Igazad van, kedves Martinom, hogy minden csak illuzió és nyomoruság."
Martin bảo chàng:	Martin igy szólt hozzá:
Những lời của Martin không khuyên nổi chàng Ngây Thơ.	Martin szavai nem nagyon bátoritók voltak.
Chàng càng đau buồn thêm. Ông Martin không ngớt lời giải thích cho chàng thấy trên thế gian này có rất ít đạo đức và hạnh phúc, ngoại trừ ở xứ Eldorado là nơi không ai đi tới được.	Candide búskomorsága egyre növekedett, Martin pedig fáradhatlanul bizonyitgatta neki, hogy nincs a földön erény és boldogság, kivéve talán Eldorádót, de oda viszont senki sem tud eljutni.
- Ít ra ông cũng phải nhìn nhận rằng cặp này sung sướng.	"De azt már csak elismered, mondá Candide Martinnak, hogy ezek boldog emberek.
Từ trước đến giờ tôi gặp ở nơi nào có người ở, thì nơi đó có những kẻ khổ sở, ngoại trừ xứ Eldorado; bây giờ tôi dám cá rằng thiếu nữ và tu sĩ kia là người rất sung sướng.	Igaz, hogy e pillanatig, Eldorádót kivéve, az egész emberlakta földön csak szerencsétlen embereket találtam, de fogadni mernék, hogy ez a lány meg ez a szerzetes boldog teremtmények.
Martin cãi lại: - Tôi cá rằng họ không sung sướng.	- És fogadni mernék, hogy nem azok, mondta Martin.
Chúng ta chỉ mời họ đi ăn là ông sẽ thấy tôi đoán không lầm.	- Meghivjuk őket ebédre és meglátod, hogy nem csalatkozom, szólt Candide."
Từ nãy đến giờ chàng Ngây Thơ đâu có để ý nhìn cô vì đầu óc còn bận mơ tưởng đến Cunégonde.	E szavakra Candide, ki eddig nem méltatta figyelemre a leányt, mert folyton Kunigunda járt az eszében, igy kiáltott fel:
Ít lâu sau vì thọ ơn y sĩ ấy, tôi phải làm người tình của ông ta.	Ha egy hires orvos nem vett volna gondjaiba, nem kerülhettem volna el a halált.
Nếu tôi không có chút nhan sắc thì tôi đã không thể thoát tội.	Ártatlan­ságom nem mentett volna meg, ha nem találtak volna szépnek.
Có bao giờ ông có thể tưởng tượng được cái nghề này ra sao: phải mơn trớn một ông già lái buôn, một luật sư, một thầy tu, một anh lái đò, một tu viện trưởng, ai cũng như ai; lại còn phải chịu những lời chửi rủa, những sỉ nhục; có khi phải đi mượn một cái váy của chị em mà bận để rồi cho một thằng cha kinh tởm tốc lên; lại có khi bị một khách làng chơi móc hết số tiền vừa kiếm được với một khách khác; có khi bị cảnh sát bắt giữ làm tiền, trong khi ấy, chỉ thấy viễn cảnh của tuổi già khủng khiếp, hay một nhà thương và một đống rác.	Ó uram, ha el tudnád képzelni, mit jelent az, mikor kénytelenek vagyunk egyformán becézni egy vén kufárt, egy ügyvédet, egy barátot, egy sajkást vagy egy apátot; kitéve lenni mindenfajta bántalomnak és gyalázatnak, gyakran jutni abba a kényszerhelyzetbe, hogy egy szoknyát kérjünk kölcsön, melyet az első jött-ment gazember leszaggat rólunk, hogy az egyik elrabolja azt, amit a másiktól nyertünk, folyton utjában lenni az igazságszolgáltatás embereinek és az egyetlen kilátás, mi előttünk van: rettentő öregség, kórház vagy szemétdomb - elgondolhatod, hogy én vagyok a világ leg­boldogtalanabb teremtménye."
Chàng Ngây Thơ nghe xong câu chuyện của Paquette, hỏi lại cô:	- Ó, uram, felelte Paquette, ez is egyike a mi mesterségünkkel járó nyomoruságoknak.
- Nhưng cô tỏ ra vẻ vui cười, hài lòng, khi tôi gặp cô hồi nãy; cô ca hát, cô bẹo má vị tu sĩ, tỏ ra mình là người sung sướng, chứ đâu có khổ sở như cô nói.	Tegnap meglopott és elvert egy katonatiszt s ma már jókedvünek kell látszanom, hogy megnyerjem a tetszését ennek a barátnak."
Chắc cha rất hài lòng với nghề làm tu sĩ Théatin của mình.	Féltékenység, egyenetlenség, őrület uralkodnak a kolostorban.
Martin xoay lại phía chàng Ngây Thơ hỏi:	"Jót állok érte, hogy ezzel a pénzzel boldogok lesznek.
Chàng Ngây Thơ tặng Paquette hai ngàn bạc và ông Giroffée một ngàn đồng, rồi nói với Martin: - Tôi xin trả lời ông rằng với số tiền ấy họ sẽ sung sướng.	- Én egyáltalában nem vagyok e nézeten, mondá Martin, ezzel a pénzzel talán még szerencsétlenebbekké teszed őket.
- Tôi không tin; có lẽ ông sẽ làm cho họ khổ hơn với số tiền ấy. - Việc ra sao thì sẽ biết, chỉ có một điều làm cho tôi được an ủi là có những người mình tính không bao giờ gặp được mà lại được gặp.	- Lesz, ami lesz, mondá Candide, de egy dolog mégis vigasztalásomra szolgál; látom, hogy sokszor találkozik az ember olyan személyekkel, akikkel már sohasem remélt találkozni; ha feltaláltam a vörös kost és Paquette-et, lehetséges, hogy még Kunigundát is feltalálom.
- Tôi ao ước được như vậy và có ngày cô sẽ tạo hạnh phúc cho ông, song tôi vẫn cứ nghi ngờ.	- Kivánom, hogy légy boldog vele, de erősen kételkedem benne.
- Ông cứng rắn quá.	- Nagyon durva vagy, mondá Candide.
- Ấy là vì tôi đã từng trải nhiều rồi.	- Mert vannak már tapasztalataim, felelé Martin.
- Ông hãy nhìn những người chèo du thuyền kia: họ chẳng luôn luôn ca hát đó sao?	- De nézz csak e gondolásokra, szólt Candide; nem énekelnek-e szünet nélkül?
Cố nhiên nếu xét tổng quát thì số phận của anh chèo thuyền khá hơn số phận của vị nguyên thủ, nhưng theo tôi sự sai biệt không có là bao và không đáng cứu xét.	Igaz, hogy mindent össze vetve, egy gondolásnak a sorsa különb mint egy dogenak; de ugy hiszem: annyira jelentéktelen a különbség, hogy összehasonlitásra sem érdemes.
Chàng Ngây Thơ lại hỏi: - Người ta nói rằng có ông nguyên lão nghị viên Pococurenté sống trong cái lâu đài tốt đẹp kia bên sông Brenta; ông ta tiếp đón người ngoại quốc ân cần lắm.	- Sokat beszélnek, mondá Candide, Pococuranté szenátorról, ki a Brenta mellett abban a szép palotában lakik s akinek házában sok idegen fordul meg; azt erősitgetik, hogy ennek az embernek még sohasem volt bánata.
- Nếu vậy tôi cũng muốn đi thăm một người hiếm có như thế.	- Szeretném látni ezt a ritka példányt," mondá Martin.
Chàng Ngây Thơ liền bảo bạn xin phép Pococuranté để được đến thăm ông ngày mai.	Candide tüstént kérette Pococuranté őnagyméltóságát: engedje meg, hogy másnap tiszteletüket tegyék nála.
Chương XXV	HUSZONÖTÖDIK FEJEZET.
ĐI DU THUYỀN ĐẾN THĂM LÃNH CHÚA POCOCURENTÉ, NHÀ QUÝ TỘC THÀNH VENISE	Látogatás Pococuranté őnagyméltóságánál, a velencei nemesnél.
Chàng Ngây Thơ cùng ông Martin đi thuyền "gông đôn" trên sông Brenta đến cung điện của nhà quý tộc Pococurenté.	Candide és Martin gondolára szálltak a Brentán és igy értek a nemes Pococuranté palotájához.
Trước hết hai thiếu nữ đẹp, quần áo sạch sẽ, đem kem sôcôla ra mời khách, thứ kem làm rất khéo.	Először két csinos és szépen öltözött lány szolgált fel csokoládét tejszinhabbal.
Chàng Ngây Thơ tấm tắc khen nhan sắc hai cô, sự duyên dáng và khéo léo của hai cô.	Candide nem állta meg, hogy meg ne dicsérje szépségöket, bájos modorukat és ügyességöket.
Sau bữa ăn trưa, chàng Ngây Thơ đi tản bộ trong hành lang trưng bày những bức họa; chàng phải ngạc nhiên ngắm nghía, hỏi hai bức đầu là của danh sư hội họa nào?	Candide-ot, amint reggeli után egy nagy képtárban sétált, nagyon meglepte a képek szépsége: megkérdezte, ki festette az első kettőt.
Tôi có nhiều bức họa, nhưng tôi không buồn nhìn đến nữa.	Sok képem van, de már rájok se nézek."
Chàng Ngây Thơ thấy điệu nhạc êm dịu.	Ebéd előtt Pococuranté hangversenyt rendeztetett.
Ông nghị lên tiếng phê bình:	Candide pompásnak találta a zenét.
- Tiếng huyên náo này chỉ có thể mua vui trong nửa giờ; nếu kéo dài hơn nữa, nó làm mọi người mệt nhọc, dầu không ai dám nói ra.	"Ez a lárma, mondá Pococuranté, mulattat egy félóra hosszat; de ha tovább tart, mindenkit elfáraszt, bár senki sem meri azt bevallani.
Ngày nay âm nhạc chỉ là một nghệ thuật trình bày những cái khó khăn, mà cái gì có tính cách khó khăn thì không làm cho người ta vui thích lâu dài được.	A zene ma nem egyéb, mint a nehézségek elháritásának müvészete és az, ami csupán nehéz, nem tetszhetik sokáig.
Có lẽ tôi ưa nhạc kịch hơn, nếu người ta không làm cho vở nhạc kịch thành quái gở khiến tôi bất bình.	Sokkal jobban szeretném a dalmüvet, ha nem találták volna fel a titkát annak, hogy ebből is vérlázitó szörnyüségeket alakitsanak.
Chủ và khách ngồi vào bàn ăn.	Asztalhoz ültek; a pompás ebéd után könyvházba léptek.
Sau bữa ăn, họ đưa nhau vào phòng đọc sách, chàng Ngây Thơ thấy một cuốn sách của Homère, đóng rất đẹp, ngỏ lời khen ngợi theo sở thích của chàng:	Candide megpillantván egy pompá­san bekötött Homerost, dicsérte ő nagy méltóságát kiváló izléséért.
- Thật là cuốn sách gây thích thú cho Pangloss, triết gia danh tiếng nhất nước Đức.	"Lám, ez a könyv volt a nagy Panglossnak, Németország legkiválóbb filozófusának legna­gyobb gyönyörüsége.
Tất cả bao nhiêu sự kiện ấy làm cho tôi buồn đến chết được.	- De Vergiliusról máskép gondolkozik Nagyméltósá­god?
Chàng Ngây Thơ hỏi:	kérdé Candide.
- Thưa ngài, tôi mạn phép hỏi ngài có thích đọc Horace không?	Többre becsülöm nála Tassot és Ariosto dajkameséit.
- Trong ấy có những châm ngôn mà con người lịch sự trên đời dễ sử dụng.	- Szabad megkérdeznem Nagyméltóságodat - kérdé Candide, hogy nagy gyönyörüsége telik-e Horatius olvasásában?
Tôi rất ghê tởm phải đọc những câu thơ thô tục của ông chống lại các bà già và các mụ phù thuỷ; và tôi cũng chẳng hiểu thơ ông ta giá trị ở chỗ nào khi ông ta nói với ông bạn Maecenas của mình rằng nếu ông ta được xếp vào hàng các thi sĩ trữ tình thì vầng trán cao cả của ông ta sẽ va vào các vì tinh tú.	Undorral tudtam csak olvasni durva verseit az öregasszonyok és boszorkányok ellen; s nem tudom felfogni, mily érdem azt mondani Mecaenas barátjának, hogy a csillagokig ér dicsőségtől övezett feje, ha barátja a lirai költők közé számitja őt.
Kẻ khờ dại luôn luôn mến chuộng một tác giả đã được ưa thích, còn tôi thì tôi đọc sách là để cho tôi; tôi đọc cái gì tôi áp dụng được.	Az ostobák mindent megbámulnak egy hires költőben; én csak a magam kedvéért olvasok, én csak azt szeretem, mely az én izlésemnek felel meg."
- Dầu tác giả ấy có bào chữa cho Rabirius hay Cluentius cũng chẳng quan hệ gì.	- Sohasem olvastam, mondá a velencei, mit érdekel engem, hogyan védte Rabiriust, vagy Cluentiust.
- Phải, vị nghị sĩ đáp, có đến ba ngàn vở mà tôi không thấy được ba tá kịch có giá trị.	- Mennyi olasz, spanyol és francia szindarabot látok itt, jegyezte meg Candide.
Còn những cuốn thuyết giáo kia, tất cả không đáng giá bằng một chương của Sénèque; những cuốn sách thần học đồ sộ kia, tôi không bao giờ mở ra một cuốn, và cũng không có ai đọc.	- Igen, mondá a szenátor, de alig van három tucat jó; ami a beszédgyüjteményeket illeti, mindezek együttvéve nem érnek fel Seneca egyetlen lapjával s ami ezeket a vaskos theologiai müveket illeti, higyjétek el, hogy sohasem nyitom fel őket, sem én, sem senki."
Martin nhìn thấy những ngăn chứa đầy sách viết bằng tiếng Anh, liền nói:	Martin észrevette, hogy az egyik polc angol könyvekkel van tele.
Ông Pococurenté đáp: - Phải, được tự do viết điều gì mình suy nghĩ thì tốt đẹp làm sao!	- Igen, válaszolta Pococuranté, nagyon szép dolog megirni, amit az ember gondol, ez az ember privilégiuma.
Tôi rất bằng lòng về sự tự do mà các nhà hiền triết Anh phát biểu, nếu tinh thần bè đảng đừng làm hư lại cái tinh hoa đáng trọng của tự do cao quý ấy.	Nagyon örvendenék annak a szabadságnak, mely az angol lángelmék müveiből kiárad, ha a pártoskodás szelleme nem rontana meg mindent, ami becses e szabadságban."
- Ông ấy à?	"Ugyan!
Tôi đâu phải người ưa thích tác giả; ông ta làm hư hỏng cả ý niệm về địa ngục và ma quỷ của Tasse, mô tả quỷ Lucifer khi là loài cóc, khi là giống người lùn; ông lặp lại cả trăm lần những lời giống nhau, thảo luận về thần học; trong khi tỏ ý bắt chước Arioste khi ông này mô tả ra sự sáng tạo ra hỏa khí để khôi hài, ông ta lại tả một cách trịnh trọng cảnh ma quỷ bắn súng thần công lên trời.	Én becsüljem valamire azt az irót, ki tönkre tette a Tasso által megalkotott poklot és ördögöt, ki Lucifert majd varangyos békává, majd törpévé változtatja, ki százszor is elmondat vele egy beszédet, sőt még theologiai vitákba is belekényszeriti, ki tudákosan utánozva Ariosto komi­kus találmányát a lőfegyverekről, az égben az ördögökkel ágyut süttet el!
Tôi cũng như mọi người khác ở Ý, không ai tin được những chuyện kỳ dị buồn thảm ấy.	Sem én, sem senki Olaszországban nem tudott gyönyörüséget találni ezekben a szomorkás különlegességekben.
Hôn phối giữa Tội lỗi và Tử thần với những con rắn mà Tội lỗi sinh sản, làm cho người nào có ý thức đều phải nôn mửa; việc mô tả rất dài về một nhà thương chỉ hay đối với những kẻ đào huyệt.	A Bünnek és Halálnak házassága; a viperák, melyeknek a Bün életet ad, minden jobb izlésü ember szemében utálatosak; s egy kórháznak hosszadalmas leirásában legfeljebb a sirásók lelik gyönyörüségöket.
Rốt cuộc, tôi nói những điều gì tôi suy nghĩ, chứ tôi không cần muốn người khác cũng phải suy nghĩ như tôi.	Egyéb­ként én azt mondom, amit gondolok és nagyon keveset adok rá, hogy mások hogyan gondolkoznak."
Chàng Ngây Thơ buồn rầu vì những lời nói ấy; chàng tôn trọng Homère, chàng ưa thích Milton.	Candide-ot elszomoritotta ez a beszéd; ő ugyanis sokra becsülte Homerost és Miltont is kedvelte.
- Than ôi!	"Istenem!
Tôi rất lo sợ rằng ông này sẽ khinh bỉ thậm tệ những thi sĩ của nước Đức chúng ta.	sóhajtotta Candide Martin felé fordulva, attól tartok, hogy ez a férfiu még a mi német költőink iránt is fenséges megvetéssel viseltetik.
- Có thế cũng chẳng hại gì lớn. Martin đáp.	- Nem lenne oly nagy baj, sugta vissza Martin.
Chàng Ngây Thơ lẩm bẩm: "Ồ!	- Ó, mily felsőrendü ember!
Cái ông này tự cao tự đại biết bao; ông ta cho mình là một danh nhân cao cả, không có tác giả nào làm cho ông hài lòng."	mormogta Candide a fogai közt, mily kiváló szellemü ember ez a Pococuranté, semmi sem tudja tetszését megnyerni."
Đã lâu lắm Platon nói rằng "những bao tử tốt hơn hết không phải là những bao tử hắt hủi tất cả những món ăn".	Régen megmondta Platon, hogy nem azok a jó gyomrok, melyek minden tápláléktól irtóznak.
Chàng Ngây Thơ nói tiếp: - Nhưng người ta cũng thấy vui thích khi có thể chê bai tất cả và nhận thấy những lỗi lầm ở những cái mà kẻ khác cho là tốt đẹp, ông có đồng ý không?	- De nem nagy gyönyörüség-e, mondá Candide, mindent fölényesen megbirálni s abban is megérezni a hibákat, amiben mások csak szépségeket látnak?
- Ông nói vậy có nghĩa là người ta thấy vui thú trong lòng chỉ vì chê bai và nói mình không thấy gì vui thú?	- Szóval nagy gyönyörüség, folytatta Martin, hogy semmiben sem tudunk gyönyörködni.
- Vậy thì chỉ có tôi là sung sướng khi tôi gặp lại được cô Cunégonde.	- Akkor tehát egyedül én vagyok boldog, mondá Candide, feltéve, hogy viszontlátom Kunigundát.
- Ông nên hy vọng là phải lắm. Martin kết luận.	- Mindég jó, mig reménykedni tud az ember, felelte Martin."
Thế rồi ngày tháng trôi qua; Cacambo vẫn không thấy trở lại. Chàng Ngây Thơ đau buồn quá, đến nỗi chàng không còn quan tâm đến việc cô Paquette và tu sĩ Giroflée không trở lại để cảm ơn chàng.	Napok, hetek multak el és Cacambo még mindég nem jött vissza; Candide annyira elmerült fájdalmában, hogy eszébe sem jutott, hogy Paquette és Giroflée elfeledtek neki jóságáért köszönetet mondani.
Chương XXVI	HUSZONHATODIK FEJEZET.
- Xin ông sẵn sàng đi với tôi; ông cần đi gấp.	Candide és Martin együtt vacsorálnak
Chàng ngoảnh lại thì thấy Cacambo.	hat idegennel; kik ezek az idegenek?
Cô ta ở đâu?	Hol találhatom?
Anh hãy đưa tôi đến với cô để tôi cùng với cô chết vì vui sướng.	Vezess hozzá, hogy meghaljak az örömtől vele együtt.
- Cunégonde không có ở đây. Cô ở tận Constantinople.	- Kunigunda nincs itt, mondá Cacambo, Konstantinápolyban van.
- Ở tận Constantinople à!	- Nagy ég!
Cacambo đáp:	Konstantinápolyban.
