QUO VADIS?	Quo Vadis
De te, aki engem tavaszi bimbónak neveztél az élet fáján, bizonynyal jobban tudod ezt a jelet megmagyarázni.	Hẳn là cậu, người vừa gọi cháu là cái chồi xuân trên cây đời biết cách hiểu rõ hơn cháu cái dấu hiệu này.
- Carissime!	- Anh cháu thân yêu ơi!
Az ilyen dolgok felől Pliniust kell megkérdezned.	Chuyện đó thì phải hỏi Plinius!
A Vicus Apollinisnál a Fórum Romanum felé fordultak, hol szép napokon napnyugta előtt tömérdek henyélő ember szokott összegyülni.	Đến đây câu chuyện bị gián đoạn, bởi họ được kiệu qua những phố xá tấp nập, ồn ào cản trở câu chuyện.
Most az oszlopcsarnokokban jártak-keltek, hogy ujdonságokat beszéljenek és halljanak, szemügyre vették a gyaloghintókat, melyeket kiváló személyiségekkel átvittek és végre az aranyművesek és könyvárusok boltjait nézegették, bekandikáltak az üzletekbe, melyekben pénzt váltottak, a selyem tárházakba, a bronckereske­désekbe, szóval: valamennyi boltba, melyekből nagyon sok volt ama házakban, melyek a Kapitólium átellenében levő vásár egy részét körülvették.	Qua Vieux Apolinix, họ rẽ sang Forum Romanum, nơi trong những ngày đẹp trời, trước khi mặt trời lặn, tụ tập đủ mọi dân tộc để dạo chơi giữa các hàng cột, kể hoặc hóng nghe tin tức thời sự, ngắm nhìn những chiếc kiệu với những nhân vật nổi tiếng được cáng qua, rồi ghé thăm các hiệu kim hoàn, các hiệu sách, các hiệu đổi tiền, hiệu đồ đồng cùng tất cả những cửa hiệu khác, vô số cửa hiệu trong các ngôi nhà chiếm một phần của Bãi Chợ đối diện với đồi Kapitol.
A Fórum egyik fele, mely mindjárt az erőd kiugró sziklája alatt feküdt, már árnyékba borult, míg a templomnak magasabban álló oszlopai aranyos és kékes ragyogásban csillogtak.	Một nửa Forum nằm ngay dưới chân cung điện đã ngập trong bóng râm, song những hàng cột của các đền đài phía trên hãy còn đang rực lên trong ánh mặt trời trên nền trời xanh màu thanh thiên.
És amaz útvesztő fölött ragyogtak a szines triglyphek, a tympanonból a domborművű istenszobrok tüntek elő, az aranyozott homlokfalakból a quadrigák úgy látszottak, mintha ki akarnának ugrani a levegőbe, abba a kékes párázatba, mely a helyen uralkodó szentély fölött nyugodtan lebegett.	Trên cả khu rừng ấy lấp lánh những bản triglif nhiều mầu sắc, từ dưới các xà mái nhô ra hình tạc các vị thần; trên đỉnh, những cỗ xe có cánh bằng vàng trông như đang muốn lao lên khoảng không, lao vào cái màu thanh thiên thanh bình đang treo lơ lửng trên thành phố chật ních những đền đài nọ.
Az emberáradat a vásár közepe és legvégső széle felé özönlött: a tömeg Julius Caesar bazilikájának ivei alatt sétált, a tömeg ama lépcsőkön üldögélt, melyek Kastor és Pollux szobraihoz vittek, a tömeg Vesta temploma körül ödöngött, mint a sokszinű pillangók és ganajturó bogarak, annak nagy, márvány tűzhelye körül.	Ở giữa Bãi Chợ và viền quanh nó là cả một dòng sông người: những đám người ngồi trên các bậc thềm của đền thờ hai anh em thần Kaxtor và Ponlukx, những đám người đi dạo dưới các vòm của đền thờ Juliux Xezar, lượn quanh đền thờ của nữ thần Vexta; trên cái phông khổng lồ bằng cẩm thạch này, nom hệt như những đàn bướm hay bọ sừng đông nghìn nghịt.
Itt-ott az árusok kiáltásai hallatszottak, amint gyümölcsöt, fügelével kevert bort vagy vizet árultak, a kikiáltók felhivásai, akik csodadoktorokat magasztaltak, jósokéi, kik azt igérték, hogy rejtett kincseket fedeznek föl és álomfejtőkéi.	Chen lấn giữa đám người, trên những phiến đá lát, những đàn bồ câu nom giống như các vết sẫm nhiều màu sắc, linh động, đang thèm thuồng nhặt ngũ cốc mà người ta ném cho, thỉnh thoảng lại ồn ã đập cánh bay vụt lên để rồi lại sà xuống những khoảng thưa người.
A különböző nyelveken beszélő néptömeg aztán hangosan mondta meg azok neveit és kiméletlenül gúnyolódó vagy magasztaló beszédeket toldott hozzájuk.	Đám dân chúng gồm nhiều dân tộc khác nhau tên họ kèm theo cả biệt danh, với lời nhạo báng hay câu ca tụng.
A számos csoportok közt időnkint katona-csapatok vagy vigiliák törtek át, amelyek kötelesek voltak az utcai rendet föntartani.	Thỉnh thoảng, xuyên qua những đám người hỗn độn ấy lại có các toán binh lính đang bước đều hay những đội vigin canh giữ trật tự công cộng.
A görög nyelv köröskörül épp oly gyakran hallható volt, mint a latin.	Bốn chung quanh, có thể nghe thấy tiếng Hy Lạp cũng nhiều như tiếng Latinh.
Vinicius, aki hosszú távollét után csak most tért ismét vissza a városba, érdeklődéssel nézte az emberek sürgését-forgását és a Fórum Romanumot, mely a világon uralkodott, de melyet egyúttal oly sok, idegen népfajú ember özönlött el, hogy Petronius, társának gondolatait ki­talál­va, fölkiáltott:	Vinixius, người xa thành phố đã lâu, thú vị nhìn ngắm cái quần hợp nọ của loài người bên cái Forum Romanum vừa như đang ngự trị trên những làn sóng của thế giới vừa như bị chìm ngập trong những làn sóng ấy, khiến ông Petronius đoán được ý nghĩa của chàng nên gọi đó là "cái tổ của dân Quiryt không có mặt dân Quiryt".
Láthatók voltak itt aethiopok, láthatók voltak itt óriási szőkehajú férfiak a távoli északról, brittek, gallok és germánok, láthatók voltak Serica lakosai fölhasított, ferdén álló szemökkel, az Euphráttól és Industól való emberek téglavörös szakállal, szirusok az Orontes partjairól, fekete, szelid pillantású szemekkel, az arab sivatagnak csontvázként lesoványodott lakói, horpadt mellű zsidók, egiptomiak, örökösen egykedvű mosolygásukkal, numidiaiak és afrikaiak, görögök Hellasból, kik a rómaiakhoz hasonlóan a város fölött ural­kodtak, de akik tudásukkal, művészetükkel, értelmükkel és furfangjukkal szerezték meg ezt a hatalmat, görögök a szigetekről és Kis-Ázsiából, Egiptomból, Itáliából és a narbonnei Galliá­ból.	Có cả các cư dân mắt xếch của Xericum, lẫn những người từ Eufrat và từ Ind với bộ râu cằm nhuộm ngả sang màu gạch: có cả người xứ Xiry từ bờ Oront với những cặp mắt đen huyền dịu ngọt, lẫn những cư dân khô khẳng như xương của các sa mạc A Rập, người Do Thái với bộ ngực lép, người Ai cập với nụ cười thản nhiên muôn thuở trên nét mặt cùng người Numidi và người Afri; có người Hy Lạp từ Helađa, những người bình quyền với dân La Mã trong việc cai trị thành bang nhưng lại nắm thêm cả khoa học, nghệ thuật, trí thông minh lẫn thói quỷ quyệt: có người Hy Lạp từ vùng đảo và từ Tiểu Á, từ Ai Cập và từ Italia, từ mãi xứ Galia Narbonxka về.
Vinicius fülében folyton ez a kiáltás csengett "Hic est" - ez ő. Petroniust nagyon szerették bőkezüsége miatt és népszerüsége egy idő óta még inkább fokozódott.	Tai Vinixius nghe không ngớt những tiếng: "Hie est" - "Ông ta đấy".
Petronius ugyan nyiltan kijelentette, hogy a dolog reá nézve teljesen mindegy, ő a császárral szemben csak magán uton, mint "arbiter elegantiarum" nyilatkozott, mivel esztétikai érzéke fölháborodik az ilyen barbár mészárlás ellen, mely talán méltó a scythákhoz, de nem a rómaiakhoz.	Mặc dù Petronius đã lớn tiếng nhắc đi nhắc lại rằng với ông chuyện đó chẳng hề có chút nghĩa lý gì, rằng ông nói chuyện với hoàng đế một cách hoàn toàn riêng tư, chỉ với cương vị arbiter elegantiarum, người mà mĩ cảm bị phẫn nộ bởi hành vi giết chóc man rợ nọ, hành vi chỉ có thể xứng đáng với bọn Xkyth nào đó chứ không xứng với người La Mã.
Azonban a vérfürdő miatt fölháborodott nép ettől az időtől fogva mégis szere­tettel csüngött Petroniuson.	Tuy vậy, kể từ lúc ấy dân chúng, vốn phẫn nộ vì vụ hành quyết ấy, vẫn yêu mến Petronius.
Nagyon is jól emlékezetébe volt vésve, hogy ugyanez a nép Britannicust is szerette, akit Nero parancsára megmérgeztek, hogy ugyanez a nép Agrippinához is ragaszkodott, akit Nero meggyilkoltatott, Octaviához, akit Pandatarián24 megfojtottak, miután előbb a meleg fürdőben ütőereit fölvágták, Rubellus Plautushoz, akinek minden új nap meghozhatta a halálos itéletet.	Ông vẫn luôn nhớ rằng, công chúng cũng đã từng yêu mến cả Brytanik, người đã bị Nerô đánh thuốc độc lẫn Agrypina - người đã bị y ra lệnh hạ sát, cả Oktavia - người đã bị bóp chết tại Panđataria sau khi bị phanh mạch máu ra trong làn hơi nóng bỏng, cả Rubenius Plautô - người đã bị đày biệt xứ, và cả Trazeas - người mà chưa biết ngày nào người ta sẽ mang tới cho bản án tử hình.
A nép szeretetét tulajdonképp rossz jelnek kellett tartani és a kételkedő Petronius egyúttal babonás volt.	Có lẽ nên coi tình yêu mến của dân chúng là một điềm gở, mà tuy là người hay phê phán nhưng Petronius lại mê tín.
Azonkivül a népet kettős minőségében megvetette: mint arisztokrata és mint esztétikailag érző ember.	Ông bỉ báng đám dân chúng gấp đôi: với tư cách là một nhà quý tộc và với tư cách một nhà thẩm mỹ.
Ezek az atyafiak, akik ruhájuk bő melledzőjében pörkölt babot hordtak magukkal, amelynek szaga megérzett rajtok, ezek az emberek, akik az utcasarkokon és peristylekben való morajáték következtében folyvást reked­tek és izzadságtól csepegők voltak, az ő szemében nem érdemelték meg, hogy embereknek nevezzék őket.	Những kẻ luôn toát ra nồng nặc mùi đậu rang mà họ mang trong hầu bao, những kẻ lúc nào cũng khản tiếng và đẫm mồ hôi vì chơi trò đoán ngón tay ăn tiền ở các góc phố và các sân sau trong mắt ông không đáng được gọi là người.
Azért anélkül, hogy a tetszés kiáltásaival, vagy az itt-ott kézzel feléje dobott csókokkal törődnék, elbeszélte Marcusnak Pedanius történetét, miközben nem felejtette el, hogy az utcai csőcselék ingatagságáról ne gúnyolódjék, mely egyik nap lázadással fenyegetett, másik nap meg ujjongott Nerónak, mikor Jupiter Stator templomához hajtatott.	Hoàn toàn không thèm đáp lại những tiếng hoan hô cùng những nụ hôn gió mà người ta gửi cho ông từ bốn xung quanh, ông kể cho Markux nghe chuyện Peđanius, nhân đó giễu cợt luôn sự thay đổi như con quay của bọn hạ lưu đường phố, ngay hôm sau vụ phẫn nộ ghê gớm ấy đã nhiệt thành hoan hô Nerô khi hắn đi tới đền thờ Jupiter Xlator.
Aztán meg­pa­rancsolta, hogy álljanak meg Avirinus könyvkereskedése előtt, kiszállt és egy csinos kéziratot vásárolt, melyet átadott Viniciusnak.	Đến trước hiệu sách Avirunux, ông ta lệnh dừng kiệu lại, và bước xuống kiệu, ông mua một bản chép tay trang trí rất đẹp đưa cho Vinixius.
- Ajándék számodra - mondá.	- Đây là quà tặng anh, - ông nói.
- Köszönöm - viszonzá Vinicius.	- Xin đa tạ cậu!
- Satiricon?	- Vinixius đáp.
- Tőlem.	- Của cậu đấy.
- De hiszen azt mondtad, nem írsz verseket - veté közbe Vinicius, a kéziratban lapozgatva.	- Cậu bảo là cậu không làm thơ nữa, - Vinixius vừa liếc qua ruột sách vừa nói, - ấy vậy mà ở đây cháu lại thấy văn xuôi ken đầy những dòng thơ.
- Itt pedig úgy találom, hogy gyakran versek vannak szőve a prózába.	- Nếu anh đọc thì anh hãy chú ý đến bữa tiệc Trymalkhion.
Lásd, ha Vitellius meg akar könnyebbülni, elefántcsont dobverőt használ, melyet torkába dug, mások meg erre a célra olajba vagy főtt kakukfűbe mártott flamingó tollat használnak, én ellenben csak Nero költői alkotásait olvasom és a hatás rögtöni.	Anh biết đấy, muốn được nôn cho nhẹ người, Vetelius đã dùng đũa ngà ngoáy vào cuống họng, những kẻ khác thì dùng lông chim hồng hạc nhúng dầu ô liu hay nước sắc cây tử mẫu, còn cậu thì cậu chỉ cần đọc thơ Nerô là có hiệu quả ngay tức khắc.
- Útközben - mondá Viniciusnak - elmondom neked Rufinus történetét, annak példájául, mire visz a szerzők önhittsége.	- Dọc đường cậu sẽ kể anh nghe chuyện Rufinux để minh chứng cho anh thế nào là lòng tự tôn của tác giả, - ông nói.
De még mielőtt hozzá foghatott volna, befordultak a Vicus Patriciusba és csakhamar ott voltak Aulus Plautius háza előtt.	Song ông chưa kịp bắt đầu kể thì họ đã rẽ sang Vieux Patrixius và lát sau đã tới trước cửa nhà Aulux.
Míg a második előcsarnokból, a tulajdonképpeni ostiumból az atriumba mentek, Vinicius azt kérdé:	Trên đường từ hiên trong - được gọi là ostium - vào chính sảnh, Vinixius hỏi:
- viszonzá Petronius halkan.	- Một cái nhà lạ lùng, - Petronius thấp giọng đáp.
- Bizonynyal tudod, hogy Pomponia Graecinát azzal gyanusítják, miképp egy tévtannak követője, mely keletről származik és bizonyos Krisztus tiszteletén alapszik.	- Chắc anh biết rằng người ta ngờ bà Pomponia Grexyna tin theo một thứ tín ngưỡng đông phương, thờ một tay Crextox nào đó.
Univira!...	Univiva!
Könnyebb volna jelenleg Rómában egy tál noricumi gombát kapni.	… Ngày nay, ở La Mã, tìm một đĩa nấm sữa xứ Noricum còn dễ dàng hơn!
Sőt házkutatást is tartottak nála...	Bà ta đã bị tòa án gia tộc xử…
- Igazad van, különös ház ez.	- Cậu nói phải, quả là một cái nhà kì dị.
A reá ügyelő rabszolga, az atriensis, elküldte a nomenclatort, hogy a vendégeket bejelentse, míg a többi szolgák székeket és zsámolyokat állítottak oda számukra.	Tên nô lệ trông coi phòng này - được gọi là atriensis - phái viên xướng danh đi báo tin khách đến, còn đám tôi tớ thì đẩy tới cho họ những chiếc ghế ngồi cùng các đôn đặt chân.
