ALEXANDRE DUMAS	Alexandre Dumas
- És dühében senkit nem emlegetett?	- Và trong cơn điên giận hắn không nói rõ tên ai?
- De igen; zsebére ütött, és így beszélt: "Meglátjuk, mit szól majd Tréville úr, ha megtudja, hogyan bánnak védenceivel." Az idegen felfigyelt.	- Có chứ, hắn vỗ túi nói: "Rồi sẽ thấy ngài Treville sẽ nghĩ thế nào về việc lăng mạ này đối với người được ngài bảo vệ".
- Tréville úr?	- Ông Treville ư?
Tréville úr nevét említette és a zsebére ütött?...	- Người lạ vừa nói vừa đăm chiêu - Hắn vỗ túi và thốt ra tên ông Treville ư?
- Egy levelet Tréville úrhoz, a testőrök kapitányához.	- Một phong thư gửi ngài De Treville, đại úy ngự lâm quân.
- Ejha!	- Thật vậy ư?
- Úgy igaz, ahogy mondani bátorkodom, excellenciás uram.	- Thưa đại nhân, đúng như tôi có vinh dự được nói điều đó với ngài.
A fogadós nem volt nagy lángelme, észre sem vette, milyen kifejezés jelenik meg szavaira az idegen arcán.	Chủ quán, vốn không được phú cho đầu óc mẫn tiệp, không hề nhận thấy những lời nói của mình khiến cho vẻ mặt người lạ thay đổi thế nào.
A nemes már nem támaszkodott könyökével az ablakpárkányra; úgy ráncolta a szemöldökét, mint akit valami nyugtalanít.	Người đó rời bậc cửa, nơi vẫn chống khuỷu tay, chau mày ra chiều lo lắng.
- Mi az ördög!	- Quỷ thật!
- dörmögte a foga közt - Tréville uszította volna rám ezt a gascogne-it?	- hắn thầm thì qua kẽ răng - Treville chả nhẽ lại gửi đến ta tên Gátxcông này?
Elég fiatal.	Hắn non trẻ quá!
De a döfés csak döfés, akárki adja, s ha gyerek, még rosszabb: nem tart tőle az ember; néha nagy tervek omlanak össze hitvány akadályon.	Nhưng một đường gươm vẫn là một đường gươm, bất kể tuổi tác của người vung gươm, và người ta ít coi chừng một đứa trẻ hơn bất kỳ kẻ nào khác.
Néhány percen át az idegen hallgatott.	Người lạ trở nên trầm tư trong ít phút.
- Ugyan már, fogadós - szólalt meg aztán -, nem tudná félreállítani utamból ezt a vadembert?	- Này chủ quán - hắn nói - có phải ông sẽ không loại bỏ giúp ta cái tên cuồng loạn này?
Nem venném a lelkemre, hogy magam öljem meg; mindazonáltal - fejezte be dermesztő hanghordozással -, mindazonáltal terhemre van.	Trong thâm tâm, ta không thể giết hắn, thế nhưng - hắn thêm bằng vẻ đe dọa lạnh lùng - thế nhưng hắn chướng mắt ta lắm.
Hol van jelenleg?	Hắn đang ở đâu?
- Feleségem szobájában, az első emeleten: ott kötözgetik.	- Trong phòng vợ tôi - Người ta đang băng bó cho hắn ở tầng gác một.
- Tarisznyája, cókmókja vele van?	- Quần áo và bọc hành lý vẫn ở chỗ hắn chứ!
Ujjasát nem vetette le?	Hắn không rời chiếc áo chẽn chứ?
- Mindenét lent hagyta a konyhában, uram.	- Trái lại, tất cả đều ở dưới bếp.
De ha annyira a terhére van ez a fiatal féleszű...	Nhưng một khi tên nhãi rồ ấy làm phiền ngài...
- Terhemre bizony.	- Hẳn rồi.
Botrányt csap a fogadóban; kihozza sodrukból a rendes embereket.	Hắn gây ra trong lữ quán của ông một vụ bê bối mà người tử tế không thể chịu nổi.
Menjen kérem, állítsa össze a számlát, és szóljon az inasomnak.	Lên phòng ông đi, thanh toán mọi khoản cho ta, rồi bảo cho người hầu của ta.
- Uraságod máris távozik?	- Sao!
- Micsoda kérdés?	Ngài rời khỏi chúng tôi à?
Mit gondol, mért nyergeltettem föl a lovamat?	- Ông thừa biết đấy, ta chẳng đã ra lệnh thắng yên ngựa của ta ư?
- Igenis, teljesítettük, s amint excellenciád láthatta is, a ló a kapuban áll, felszerszámozva, útrakészen.	Như đại nhân có thể thấy đấy, ngựa của ngài ở dưới cửa chính, tất cả đã sẵn sàng để lên đường.
- Jól van; tegye hát, amire kértem.	- Tốt lắm, hãy làm cái việc ta đã bảo ông đi.
- Nocsak!	"Lạ thật!
- tűnődött a fogadós - úgy látszik megijed a sihedertől...	- Chủ quán tự nhủ - Chả lẽ ông ta lại sợ thằng nhãi?".
De az idegen parancsoló tekintete egy csapásra véget vetett a jelenetnek.	Nhưng một cái nhìn quyền thế của người lạ kia đã chặn đứng ngay chủ quán.
A fogadós alázatosan elköszönt és kiment.	Chủ quán khúm núm chào và đi ra.
- Milady2 minden percben ideérhet; tulajdonképpen máris meg kellett volna érkeznie - folytatta az idegen.	Người lạ tự bảo: - Không nên để Milady bị tên kỳ quặc kia bắt gặp.
Mindenesetre jobb, ha elébe lovagolok... Bár tudnám, mi van a Tréville-nek szóló levélben!	Tốt hơn là ta cứ lên ngựa đến đón gặp nàng trước.
Így morfondírozott az idegen, miközben a konyha felé tartott.	Giá như ta có thể biết bức thư gửi Treville nội dung thế nào?
Eközben a fogadós mérget vett volna rá, hogy az idegen a legényke miatt menekül a fogadóból.	Con người này vừa làu bàu vừa đi về phía bếp.
Megmagyarázta neki, hogy meggyűlhet a baja a rendőrséggel, amiért belekötött egy ilyen előkelő uraságba, mert a fogadós véleménye szerint az idegen csakis nagy kutya lehetett; bármily gyenge volt is hát D’Artagnan, rábeszélte, hogy álljon talpra, és induljon tovább.	Thế rồi, ông ta giảng giải cho chàng hiểu rằng cảnh sát có thể gây phiền phức cho chàng vì chàng đã gây chuyện với một bậc đại thần, vì theo ý ông ta, người lạ mặt chỉ có thể là một vị đại thần, rồi ông ta thúc ép chàng dẫu còn yếu, cũng nên cố vùng dậy tiếp tụe cuộc hành trình.
D’Artagnan, jóllehet félig most is kótyagos volt, és a szeme is alig látszott, olyan alaposan összevissza kötözték, föl is kelt, és a fogadós nem éppen gyengéd noszogatása közben, lefelé támolygott a lépcsőn, még az ujjasát sem vette föl.	D Artagnan vẫn còn choáng váng, mình không áo chẽn, đầu quấn đầy băng, đứng lên, bị chủ quán vừa kéo vừa đẩy, đành bước xuống thang gác.
Azonban alig lépett a konyhába, a szeme máris megakadt ellenfelén, aki nyugodtan beszélgetett egy hölggyel; egy nagy, tágas hintó ajtaja előtt állt; a kocsit két nehéz normandiai ló húzta a fogadó elé.	Nhưng vừa xuống tới bếp, vật đầu tiên chàng trông thấy chính là kẻ đã khiêu khích chàng, hắn đang bình thản nói chuyện ở bậc lên xuống của một cỗ xe nặng thắng hai con ngựa lớn nòi Normande.
A nő húsz-huszonkét éves lehetett; csak a feje látszott a hintó ablakkeretében.	Người đàn bà trò chuyện với hắn, đầu tựa như được viền trong khung cửa xe, là một phụ nữ từ hai mươi đến hăm hai tuổi.
Megjegyeztük már, milyen nyomozói fürgeséggel mért fel D’Artagnan egy-egy arckifejezést; most is első pillantásra megállapította, hogy a nő fiatal és szép.	Chúng ta đã từng nói tới khả năng nắm bắt diện mạo nhanh nhạy của D artagnan, nên vừa thoạt nhìn, chàng đã thấy ngay người đàn bà trẻ đẹp.
Szépsége annál inkább szemet szúrt neki, mert teljesen szokatlan volt számára; D’Artagnan sohasem látott ilyesmit délvidéki szülő­földjén.	Mà cái sắc đẹp ấy lại hoàn toàn xa lạ ở cái xứ sở phương Nam nơi chàng vẫn sống, càng khiến chàng bị choáng.
A sápadt, szőke hölgy hosszú haja csigákban omlott vállára; sóvárgó, nagy szeme kék; ajka halvány rózsaszín; keze alabástromfehér.	Đó là một phụ nữ, nước da trắng xanh, tóc hung vàng, xõa thành những chuỗi dài xuống hai vai, đôi mắt xanh to u hoài, đôi môi hồng và hai bàn tay như bạch ngọc.
Élénk beszélgetésbe merült az idegennel.	Nàng trò chuyện sôi nổi với người lạ kia.
- Tehát őeminenciája parancsa... - mondta a hölgy.	- Vậy, Đức ông lệnh cho tôi... - Người đàn bà nói.
- Hogy azonnal forduljon vissza Angliába, és közvetlenül őt értesítse, ha a herceg Londonból eltávozik.	- Phải quay lại nước Anh ngay tức khắc và trực tiếp báo trước cho ngài nếu Quận công rời London.
- És a további utasítások?	- Thế còn những chỉ thị khác cho tôi?
- kérdezte a hintó szép utasa.	- Khách lữ hành xinh đẹp hỏi.
- Megtalálja abban a dobozban; de csupán a Csatorna túlsó partján nyithatja ki.	- Tất cả được bọc kín trong chiếc hộp này, và chỉ được mở khi đã ở bờ bên biển Măngsơ.
- Helyes; és ön mit csinál?	- Rất tốt. Còn ông, ông làm gì?
- Visszatérek Párizsba.	- Tôi, tôi trở lại Paris.
- Meg se fizet annak a szemtelen kölyöknek?	- Không trị tội thằng nhãi con hỗn xược sao?
- kérdezte a hölgy.	- Người đàn bà hỏi.
Az idegen felelni készült; de épp amint kinyitotta a száját, D’Artagnan, aki minden szót hallott, máris a kapuban termett.	Người lạ định trả lời, nhưng vừa mở miệng, D Artagnan đã nghe thấy hết, lao mình tới ngưỡng cửa và hét lên:
- A szemtelen kölyök fog megfizetni mindenkinek!	- Chính thằng nhãi hỗn xược mới trừng trị kẻ khác.
- kiáltotta - és nagyon remélem, hogy az, akinek fizetnie kell, nem lóg meg olyan könnyen, mint először.	Và ta hy vọng lần này kẻ mà thằng nhóc trừng trị sẽ không thoát khỏi như lần đầu.
- Nem lóg meg?	- Sẽ không thoát khỏi ư?
- szólalt meg az idegen, és összeráncolta szemöldökét.	- Người lạ cau mặt cau mày hỏi.
- Remélem, egy hölgy jelenlétében nem merészel megfutamodni.	- Không, trước một phụ nữ, ta cho là ông sẽ không dám trốn.
- kiáltott milady, látva, hogy a nemes a kardja után kap - minden perc késedelem végzetes lehet.	- Hãy nghĩ kỹ đã, hãy nghĩ, chậm một tý thôi có thể mất hết.
- Igaza van - kiáltott fel a nemes úr -, menjünk hát utunkra, maga jobbra, én balra.	- Nàng có lý - nhà quý tộc nói - Vậy nàng hãy đi theo con đường nàng.
- üvöltötte a fogadós.	- Này, còn tiền chi phí.
Iménti rokonszenve az utas iránt feneketlen megvetéssé változott, amikor látta, hogy fizetés nélkül távozik.	- Chủ quán với gọi, lòng mến khách đối với người lạ đã chuyển thành sự khinh bỉ sâu sắc khi thấy hắn xa dần mà không thanh toán tiền trọ.
- Fizess, te marha!	- Trả đi, đồ đê tiện!
- Gyáva!	- A, đồ hèn!
Nyomorult!	Đồ, khốn nạn!
Aljas címbitorló!	Quý tộc rởm.
Alig futott tíz lépést, zúgni kezdett a füle, szeme káprázott, agyát elöntötte a vér, lerogyott az utca közepén, de még akkor is egyre kiabált:	Mới được mươi bước, tai chàng đã ù, đầu hoa lên, máu như dồn lên mắt khiến chàng ngã lăn ra đường phố, nhưng miệng vẫn còn la:
- Gyáva!	- Hèn!
Gyáva!	Hèn!
Gyáva!	Hèn!
- Gyáva bizony - dörmögte a fogadós, és D’Artagnanhoz lépett; gondolta, hízelgéssel környékezi meg szegény fiút, akár a mesében a kócsag az esti csigát.	- Quả là hắn rất hèn! - Chủ quán vừa lẩm bẩm vừa tới gần D artagnan, cố nịnh bợ để làm lành với chàng trai tội nghiệp giống như con sếu với con ốc sên buổi tối trong chuyện ngụ ngôn.
- Gyáva mint a nyúl - nyögte D’Artagnan -, de a hölgy annál szebb!	- Phải, quá hèn - D Artagnan lẩm bẩm - nhưng nàng, quá đẹp!
- Miféle hölgy?	- Ai, nàng nào?
- kérdezte a fogadós.	- Chủ quán hỏi.
- Milady - hebegte D’Artagnan.	D Artagnan ấp úng: - Milady ấy.
Azzal másodszor is elájult.	Rồi chàng lại ngất lần thứ hai.
- Annyi baj legyen - mondta a fogadós -, kettő meglógott, de ez itt maradt; biztosan megragad nálam legalább még néhány napig.	- Thế là hòa - Chủ quán nói - Ta mất hai, nhưng lại còn được tên này, mà ta tin chắc sẽ giữ lại được ít nhất mấy ngày.
Az is tizenegy tallér tiszta haszon.	Vẫn cứ kiếm được mười một đồng vàng đi.
Amint tudjuk, éppen tizenegy tallér lapult még D’Artagnan erszényében.	Mười một đồng vàng vừa đúng là số tiền còn lại trong túi tiền của D Artagnan.
A fogadós tizenegy nap betegségre számított, napi egy tallérjával; csakhogy az utast kihagyta a számításból.	Chủ quán đã tính theo mười một ngày bệnh, với giá một đồng vàng một ngày, nhưng tính vắng mặt khách trọ.
Hála a cigányszer hatóerejének - és talán annak is, hogy orvos nem tette be hozzá lábát ‑, D’Artagnan már este lábra állt, reggelre pedig úgyszólván egészen felépült.	Chắc hẳn nhờ công dụng của loại cao Bôhêm và có lẽ cũng nhờ sự vắng mặt của mọi loại bác sĩ, ngay tối hôm ấy chàng đã tự đi lại được và hôm sau gần như khỏi hẳn.
- Az ajánlólevelem!	Bức thư tiến cử của ta!
- harsogta D’Artagnan - az ajánlólevelem!	- D artagnan gào lên - Bức thư tiến cử của ta!
Így azután, amikor valóban kardot akart rántani, akkor látta, hogy csupán egy nyolc-tíz hüvelyknyi csonkot szorongat a kezében, melyet a fogadós gondosan vissza­süllyesztett a kard hüvelyébe.	Vì vậy, khi chàng muốn tuốt gươm, chàng chỉ thấy đơn giản trơ một mẩu gươm dài khoảng một gang tay mà chủ quán đã cẩn thận tra vào vỏ.
