ELSŐ RÉSZ	PHẦN THỨ NHẤT
Ennek az angol hajórajnak a Bouillon-házból származó La Tour-d’Auvergne herceg volt a parancsnoka.	Hoàng thân De La Tour-d’Auvergne thuộc dòng họ Bourbon đang chỉ huy hạm đội Anh, và theo lệnh ông ta, chiến hạm được tách ra làm một nhiệm vụ khẩn cấp và đặc biệt.
Ezt a korvettet a londoni admiralitás házában Claymore néven tartották számon.	Nó có dáng đi bể nặng nề và thái bình của chiếc tàu buôn; nhưng chẳng nên tin bề ngoài ấy.
Látszatra teherhajó volt, de valójában hadihajó, amelynek nehézkes és békés kereskedőkülsejében kár lett volna bizakodni.	Tàu đóng nhằm hai mục đích, dùng mưu mẹo hoặc dùng vũ lực: đánh lừa, nếu có thể; chiến đấu, nếu cần.
Arra a feladatra, melyet ezen az éjszakán bíztak rá, fedélközét - rakomány helyett - harminc nagy kaliberű hajóágyúval szerelték fel.	Để làm nhiệm vụ, đêm hôm đó, hàng hóa trong hầm tàu thay bằng ba chục khẩu pháo ngắn nòng cỡ lớn.
Talán azért, mert vihartól tartottak, de talán inkább azért, mert teljesen ártatlan külsőt akartak adni a hajónak, a harminc hajóágyút (tengerésznyelven szólva) présbe tették, azaz háromszoros láncokkal a hajó belsejéhez erősítették őket, és forgató­korong­jukat a betömött rakodónyílásokhoz támasztották; kívülről ebből mit sem lehetett látni; a lőréseket betömték, minden nyílást bezártak, mintha a korvett álarcot hordott volna.	Hoặc người ta vì dự phòng cơn bão sẽ đến, hoặc muốn cho con tàu có bộ mặt hiền lành, mà ba chục khẩu pháo đó đều được cột chặt trong tàu bằng ba vòng dây xích, và nòng súng thì dựa vào những cửa boong tàu, chèn chặt bên ngoài, chẳng nhìn thấy gì; cửa sổ thành tàu được che kín; cánh cửa đóng chặt; tất cả như khoác một chiếc màn che kín con tàu.
A hajóágyúk régimódi, küllős, bronzkerekű ágyúk voltak, a "sugaras fajtából".	Những khẩu pháo này lắp bánh xe bằng đồng đen có đũa kiểu cổ như kiểu hoa thị.
Az igazi korvett­nek csak a fedélzetén vannak ágyúi; de ezt arra szánták, hogy meglepje és tőrbe csalja az ellenséget, ezért fedélzete fegyvertelen volt, de mint láttuk, úgy építették, hogy fedélközében tüzérséget rejtett.	Những chiến hạm làm nhiệm vụ hộ tống thì chỉ đặt đại bác trên boong; chiếc tàu này, đóng ra để đột kích và phục kích, nên trên boong không có súng ống, còn trong khoang tàu thì - như ta đã thấy - có cả một khẩu đội pháo.
Furcsa alakú, hajlított kormánya nagy gonddal szerkesztett, szinte páratlan volt a maga nemében: egymaga ötven font sterlingbe került a southamptoni hajógyárban.	Bánh lái tàu, hình thù có vẻ lạ và tinh xảo, có một bộ phận cong cong như độc nhất, phải đặt làm ở xưởng đóng tàu Southampton hết năm chục đồng bảng Anh.
A legénységet gondosan megválogatták; mindnyájan jó matró­zok, jó katonák és hű királypártiak voltak.	Bọn này đã được chọn lọc kỹ; mỗi tay là một thủy thủ giỏi, một tên lính cừ và một tên bảo hoàng trung kiên.
Fanatikusai a hajónak, a kardnak, a királyságnak, szóval háromszorosan fanatikusak.	Bọn chúng có ba điều cuồng tín: con tàu, thanh kiếm và đức vua.
A legénységhez egy fél zászlóalj tengerészgyalogságot kevertek, melyet szükség esetén partra is tehettek.	Ghép với số thủy thủ ấy, có nửa tiểu đoàn thủy quân lục chiến để đổ bộ khi cần thiết.
Philippe Gacquoil, Jersey legtapasztaltabb hajósgazdája lett a kormányos.	Người ta đoán rằng chiếc tàu đó chắc phải làm điều gì phi thường.
Abban a pillanatban, amikor a korvett fedélzetére ért, tengerészköpenye szétnyílott, és ekkor látni lehetett, hogy teljesen úgy öltözködött, mint egy breton paraszt: bő bugyogót - amit bragou-brá-nak hív a köznép -, bőr lábszárvédőt és kecskebőr ködmönt viselt, melynek bőrös oldalát selyempaszomány díszítette, míg másik felén eredeti, vad és borzolt állapotában a szőr.	Lúc lão bước lên tàu, chiếc áo choàng đi biển hé mở, người ta thấy lão mặc bên trong một chiếc quần chùng lối cổ gọi là bragou-bras, đi ủng cao tới đầu gối và mặc một chiếc áo da dê mặt ngoài thêu chỉ lụa, còn mặt trong thì lông lá bù xù như lông thú; toàn bộ trang phục thuộc kiểu nông dân vùng Bretagne.
Az aggastyánnak akkoriban divatos, magas tetejű, széles karimájú kerek kalap volt a fején, mely körül lehajtva falusi kalapnak látszott, de ha egyik oldalát fölhajtották és zsinóros kokárdával díszítették: katonaföveggé vált.	Lão đội một chiếc mũ tròn thời đó, vừa tròn, vừa cao, vành rộng; loại mũ này nếu kéo sụp xuống thì ra vẻ thôn quê và nếu giải mũ đính huy hiệu kéo lật một bên vành lên thì ra vẻ mũ nhà binh.
A vendéget maga Balcarras lord, a sziget kormányzója, és La Tour-d’Auvergne herceg kísérte a hajóra.	Lord Balcarras, viên quan cai trị đảo cùng hoàng thân De La Tour-d’Auvergne đã thân hành tiễn lão xuống tàu.
A hercegek titkos ügynöke, Artois gróf régi testőre, Gélambre, személyesen ügyelt az utas kabinjának elrendezésére; gondosságában és hódolatában odáig ment, hogy bár maga is előkelő nemesember volt, maga vitte az öregúr poggyászát.	Gélambre, nhân viên mật vụ của các hoàng thân, cựu sĩ quan cận vệ của hầu tước D’Artois thân hành trông coi việc sửa soạn buồng riêng dưới tàu, và mặc dù là dòng dõi quý tộc, ông ta chu đáo và kính cẩn đến mức tự mình xách va-li theo sau lão kia.
A Claymore elhagyta Bonnenuit-t, elhajózott Boulay-Bay előtt; lavírozott, még látszott egy darabig, majd egyre kisebb és kisebb lett a növekvő éjszakában, és azután végképp eltűnt.	Tàu Claymore rời vịnh Bonnenuit, đi ngang vịnh Bulay chạy vát, còn trông rõ được một lúc; rồi càng về khuya con tàu càng mờ dần và mất hút.
Egy órával később Gélambre, miután hazaért otthonába, Saint-Hélier-be, a southamptoni gyorshajóval a következő négy sor írást küldte Artois grófnak,8 York herceg főhadiszállására:	Một giờ sau, Gélambre trở về nhà ở Saint-Hélier gửi ngay bằng tàu tốc hành chạy đường Southampton cho hầu tước D’Artois, ở hành dinh quận công York bốn dòng chữ sau đây:
Nyolc nap alatt az egész part lángban áll Granville-tól Saint-Malóig.	Tám ngày nữa, cả vùng bờ biển từ Granville đến SaintMalo sẽ rực lửa".
Holnap újabb részleteket küldök.	Ngày mai, tôi sẽ báo thêm chi tiết.
Másodikán reggel száll partra.	Người đó sẽ đổ bộ sáng ngày hai.
Értesítse a cirkálókat, fogassa el a korvettet, végeztesse ki azt az embert.	Hãy báo cho hạm đội tuần tiễu chặn bắt chiếc chiến hạm, đưa tên ấy lên máy chém."
II	II
Ebben az időben még egyik parton sem volt világítótorony.	Thời kỳ đó, chưa có chiếc đèn biển nào ở hai bên bờ.
Néhány felhő egészen a tengerre ereszkedett, és köddel takarta be.	Vài đám mây sà xuống sát mặt nước khiến mặt biển mù mịt.
Azért olyan is akadt köztük, amely átcsapott a hajó orrán.	Tuy thế, cũng đã có đôi ngọn sóng làm nước ập vào đầu mũi tàu.
Úgy látszott, hogy a "paraszt", akit Balcarras lord "generális úr"-nak, La Tour-d’Auvergne hercege pedig "kedves bátyám"-nak szólított, észre sem veszi, hogyan dobálja a tenger a hajót.	Lão "dân quê" mà Lord Balcarras đã gọi là tướng quân và hoàng thân De La Tour-d’Auvergne gọi là ông anh có cặp giò con nhà thủy thủ, đi bách bộ trên boong tàu với một vẻ trang nghiêm, trầm lặng.
Nyugodt komolysággal sétált a korvett fedélzetén.	Lão có vẻ không nhận thấy con tàu lắc mạnh.
Ügyesen vezették Jersey meredek északi partjai mellett, hogy elkerülje Pierres-de-Leeq félelmetes sziklazátonyát, mely Jersey és Serk között a tengerszoros közepén húzódik.	Tàu Claymore lái khéo, lần trong sương mù, đang men theo quãng bờ dốc dài phía bắc đảo Jersey, cố đi sát bờ để tránh dãy đá ngầm nguy hiểm Pierres-de-Leeq, giữa đảo Jersey và đảo Serk.
Gacquoil a kormánynál állt, és időnként jelezte Leeq homokpadját, Gros-Nez-t, Plémont-t. Úgy siklatta át a korvettet a szirtek láncolata közt, szinte tapogatózva, mégis biztos kézzel, mint aki úgy ismeri az óceánt, mint a tenyerét.	Gacquoil, đứng ở vị trí hoa tiêu, lần lượt báo hiệu các dãy đá ngầm Grèves de Leeq, Gros-Nez, Plémont, hướng cho con tàu lướt qua, như thể mò mẫm, nhưng lại vững vàng như là ở nhà mình và biết rành rọt mọi vật trên đại dương.
A korvett orrán nem világított lámpa, hogy semmi el ne árulja jöttét ezen a nagyon is jól őrzött tengeren.	Tàu không thắp đèn hiệu đằng mũi, sợ bị lộ trên những khúc biển bị kiểm soát này.
Hallották, amint Saint-Ouen tornyában tíz órát harangoztak.	Người ta nghe thấy tháp chuông Saint-Ouen điểm mười giờ, dấu hiệu con tàu vẫn xuôi gió.
Kevéssel tíz óra után Boisberthelot gróf és La Vieuville lovag egészen a kabinjáig kísérte a parasztruhás embert.	Độ hơn mười giờ, bá tước Du Boisberthelot và kỵ sĩ La Vieuville đưa chân lão già mặc quần áo nông dân đến tận phòng riêng, nguyên là phòng thuyền trưởng.
- Tudják, uraim, mindenekelőtt teljes titoktartásra van szükség.	— Các ngài chắc đã biết, cần nhất là giữ bí mật.
Hallgatni a dolgok kirobbaná­sáig!	Im lặng cho đến khi bùng nổ.
Önök itt az egyedüliek, akik ismerik a nevemet.	Chỉ riêng hai ngài ở đây biết tên tôi thôi.
- Titkát sírunkba is magunkkal visszük - felelte Boisberthelot.	— Chúng tôi sống để bụng chết mang đi - Boisberthelot trả lời.
- Én - folytatta az aggastyán -, álljak akár a halál torkában, hallgatni fogok.	— Còn tôi - Lão già nói tiếp - Đến chết tôi cũng không nói tên tôi.
Ezzel kabinjába lépett.	Nói xong lão đi vào phòng mình.
III	III
- Majd meglátjuk, igazi vezért viszünk-e.	— Để xem có đáng mặt thủ lĩnh không?
Ezt Boisberthelot mormolta.	La Vieuville trả lời:
- Akárhogyan is: herceg - felelte La Vieuville.	— Đó là một bậc vương hầu.
- Mint a La Trémoille-ok, mint a Rohanok.	— Như các dòng họ La Trémoille và Rohan.
- Most a kordéknál tartunk.	- La Vieuville nói - Bây giờ chúng ta đi xe rác cả thôi!
Boisberthelot újra megszólalt:	Boisberthelot lại tiếp:
Ha sas nincs, holló is jó.	— Thiếu họa mi…
- Jobb szeretnék akkor egy keselyűt - mondta Boisberthelot.	— Không, thiếu phượng hoàng kiếm quạ thay.
- Természetesen!	— Tôi thích một con diều hâu hơn - Boisberthelot nói.
Amelynek éles csőre és hegyes karma van - tette hozzá La Vieuville.	La Vieuville đáp lại:
Tinténiac véleményén vagyok: "Vezért és lőport!" Nézze, parancsnok úr, már körülbelül ismerem összes vezé­reinket, az alkalmasakat és az alkalmatlanokat; a tegnapiakat, a maiakat és a holnapiakat: egyetlenegynek sincs olyan harci formája, mint amilyenre szükségünk van.	Này ngài thuyền trưởng ạ, tôi biết gần hết những ông lãnh tụ tạm được và những ông bất thành lãnh tụ; những ông lãnh tụ hôm qua, hôm nay và cả ngày mai nữa; chẳng có anh nào xứng làm đầu não chiến tranh như chúng ta đang cần.
Ebben a pokoli Vendée-ban olyan generális kell nekünk, aki egyszersmind legfőbb vádló és bíró is legyen; ki kell fárasztani az ellenséget, visszaverekedni tőle a malmot, a bokrot, az árkot, a követ, mindenbe bele kell kötni, mindenből hasznot kell húzni, mindenre ügyelni kell; rengeteg embert le kell mészárolni; példát kell statuálni, fáradhatatlannak és könyörtelennek lenni.	Trong cái xứ Vendée bất trị này, cần có một vị vừa là tướng, vừa là khâm sai; phải làm cho kẻ thù mất ăn mất ngủ, phải giành giật từng cái cối xay, từng bụi cây, từng cái hố, từng hòn sỏi, phải quấy nhiễu, gây thiệt hại, lợi dụng mọi trường hợp, bao quát mọi việc, tàn sát quyết liệt, khủng bố để đe dọa, làm cho chúng mất ăn mất ngủ, không thương xót gì cả.
E pillanatban, ott abban a parasztseregben, vannak ugyan hősök, de nincsenek kapitányok.	Lúc này, trong hàng nông dân quân, anh hùng thì có mà kẻ chỉ huy lại không.
D’Elbée jelentéktelen, Lescure beteg, Bonchamps kegyelmet oszt, mert jó, és ez butaság, La Rochejaquelein nagyszerű altiszt, Silz érti a hadvezetést nyílt terepen, de teljesen alkalmatlan a kiszámíthatatlan portyázó harcra; Cathelineau jámbor szekeresgazda, Stofflet ravasz vadőr, Bérard tehetetlen, Boulainvilliers nevetséges, Charette ijesztő.	La Rochejaquelein chỉ là một thiếu úy xuất sắc; Silz là một sỹ quan quen lối đánh trận địa, không thạo lối chiến tranh dùng mưu mẹo, tùy cơ ứng biến, Cathelineau là một anh đánh xe bò khờ khạo, Stofflet là một lính tuần phòng quỷ quyệt chuyên canh gác những nơi cấm săn bắn, Bérard thì vụng về, Boulainvillers thì lố bịch, Charette thì ghê tởm.
Nem beszélek Gastonról, a borbélyról.	Ấy là tôi không nói đến anh thợ cạo Gaston.
Mert a ragyogóját!	Bởi vì mẹ kiếp!
Mi a csudának verekszünk a forradalommal, és mi a különbség köztünk és a republikánusok között, ha tűrjük, hogy parókakészítő-mesterek nemesembernek parancsoljanak?	Sinh sự với cách mạng để làm gì, và giữa bọn cộng hòa với chúng ta khác quái gì nhau, nếu chúng ta để bọn thợ cạo chỉ huy quý tộc?
- A harmadik rend rühe - mondotta Boisberthelot.	— Bệnh ghẻ của đẳng cấp thứ ba đấy - Boisberthelot cãi lại - Chỉ còn nước Anh là có thể lôi chúng ra thoát cảnh đó.
Bugrisok mindenütt; egy monarchia, melynek első generálisa Stofflet, Maulevrier úr vadőre, nem kell, hogy irigyelje a Köztársaságot, melynek minisztere Pache, Castries herceg portásának a fia.	— Quả vậy, đâu đâu cũng rặt một lũ bất tài; chế độ quân chủ có tổng tư lệnh Stofflet là một anh lính canh giữ vườn săn của ngài De Maulevrier thì cũng chẳng có gì đáng ganh tị với bên cộng hòa có ông bộ trưởng Pache là con trai tên gác cổng nhà quận công De Castries.
Micsoda ellenfelek a vendée-i háborúban: egyik oldalon Santerre, a kocsmáros, a másik oldalon Gaston, a koszvakaró.	Cuộc chiến tranh hiện nay ở Vendée sao mà cân đối thế: bên này có Santerre nấu rượu bia, bên kia có Gaston làm tóc giả !
- Azért, kedves La Vieuville, ezt a Gastont nem kell ám semmibe venni.	— Ông La Vieuville ạ, tôi có một chút ý kiến về gã Gaston ấy.
