ALEXANDRE DUMAS	Alexandre Dumas
Ma és tegnap már minden a Fronde-é volt, a kenyér, a kalap, a kesztyű, a karmantyú, a legyező; figyelje csak!	Hôm nay và hôm qua, mọi thứ đều là của La Fronde, bánh trái, mũ mãng, găng, bao tay, quạt; nhưng này nghe kìa.
Csakugyan, e pillanatban kinyílt egy ablak; megjelent benne egy ember, s énekelni kezdte:	Quả nhiên lúc ấy một cửa sổ mở ra, một người đàn ông đứng đó và bắt đầu hát:
zúg a fronde-i szél;	Nổi từ sớm tinh mơ
Mazarin úrra	Chống lại Mazarin
ezt-azt döngicsél.	Một cơn gió Fronde
zúg a fronde-i szél.	Nổi từ sớm tinh mơ
- A pimasz!	- Đồ lếu láo!
- dörmögte Guitaut.	- Gitaud lẩm bẩm.
- Nehogy, nehogy!	- Chớ!
- Diavolo!	- Mazarin kêu lên.
A Liga idején, melyről Guitaut az imént beszélt, csak a misén énekeltek, rosszul is ment minden.	Trong thời Liên Minh mà Gitaud nói đển lúc nãy, người ta chỉ hát kinh lễ, cho nên mọi việc rất dở.
Jöszte, Guitaut, hadd nézzük meg, a Quinze-Vingts-nél is oly éberen őrködnek-e, mint a Sergents sorompónál?	Lại đây Gitaud, lại đây và ta xem ở Tám mươi người ta có canh gác tốt như ở cửa ô Sergents không?
- Persze, persze - suttogta Comminges, a távolodó bíborosra nézve -, elfeledtem, hogy neki csak az a fontos, hogy fizessenek, semmi más.	- Đúng thật, - Comminger nhìn đoàn người xa dần và lẩm bẩm, - ta quên khuấy rằng, miễn là người ta nộp tiền, đó là tất cả những gì ông ta cần, cho riêng ông ta.
Befordultak a Saint-Honoré utcába, egyik csoportot a másik után hárítván el útjukból; ezekben a csoportokban egyébről sem beszéltek, mint az új rendeletről; vádolták az ifjú királyt, mert tudtán kívül így megnyomorítja népét; mindent Mazarin bűnéül róttak fel; hangoztatták, hogy Orléans hercegéhez s a Hercegúrhoz folyamodnak; Blancmesnilt és Brousselt magasztalták.	Dân chúng lại tiến vào phố Xanh Ônorê bằng cách luôn luôn chuyển dịch các đoàn, trong các đoàn ấy, người ta chỉ nói về các chi dụ trong ngày, người ta phàn nàn ông vua thơ trẻ huỷ hoại nhân dân mình như thế mà không biết, người ta đổ tất cả mọi tội lên đầu Mazarin, người ta bàn kêu với quận công d Orléans và ngài Hoàng thân, người ta ca tụng Blancmensnil và Broussel.
D’Artagnan oly gondtalanul haladt e csoportok között, mintha lovával együtt vasból lett volna; Mazarin és Guitaut halkan, suttogva beszélgetett; a testőrök, kik végül felismerték a bíborost, némán léptettek a nyomukban.	D Artagnan đi qua giữa những đoàn người ấy vô tư như thể anh và con ngựa của anh đều bằng sắt; Mazarin vâ Gitaud nói chuyện thì thầm, các lính ngự lâm cuối cùng nhận ra ông giáo chủ, lẳng lặng đi theo.
A Saint-Thomas-du-Louvre utcához érve, ahol a Quinze-Vingts őrhely volt, Guitaut oda­szólította egy alantasát jelentésre.	Đến phố Saint-Tauma du Louvre nơi có trạm Tám Mươi, Gitaud gọi một sĩ quan cấp dưới ra báo cáo.
- Nos?	- Thế nào?
- kérdezte Guitaut.	- Gitaud hỏi. - A?
- Kapitány uram - mondta a tiszt -, e környéken minden rendben, hacsak ott nem történik valami, gondolom, ama palotában!	Thưa đại uý, phía này mọi sự tốt cả, có chăng tôi thiết tưởng, có chuyện gì đó đang diễn ra trong cái dinh thự kia.
S egy nagyszerű palotára mutatott, mely addig a térig terjedt, hol később a Vaudeville18 épült.	Và anh ta đưa tay trỏ một toà nhà lộng lẫy ở đúng ngay tại vị trí mà từ ấy có toà Vodovin.
- Ebben a palotában?	- Trong cái dinh thự kia… - Gitaud nói.
- csodálkozott Guitaut.	- Nhưng đó là dinh thự Rambouillet .
- Az ám - fakadt hahotára Guitaut -, hiszen azok költők!	- Chà! - Gitaud bật cười nói - những thi sĩ ấy.
- Ejnye, Guitaut - mondta Mazarin -, nagyon kérlek, ne beszélj ilyen tiszteletlenül ezekről az urakról!	- Này, Gitaud, - Mazarin bảo, - thôi đi, đừng có bình phẩm với một vẻ bất kính như vậy về các vị ấy?
- A kegyelmes úr?	- Ngài ư?
- Nekem ugyan mondhat, kegyelmes uram!	- Tôi không biết lắm, thưa Đức ông.
- De franciául értesz, nemde, kedves és derék Guitaut-m - folytatta Mazarin, s kezét barátságosan a vállára tette -, s akármilyen parancsot kapnál e nyelven, végrehajtanád?	- Ừ nhưng anh hiểu tiếng Pháp, phải không, anh bạn Gitaud tốt bụng và trung thực của tôi, - Mazarin vừa nói vừa đặt tay thân mật lên vai.
- Kétségkívül, kegyelmes uram, ahogyan eddig is tettem, feltéve, ha a királynétól kapom!	- Hẳn nhiên rồi, thưa Đức ông, như tôi đã từng làm, miễn là mệnh lệnh đó từ hoàng hậu ban ra.
- Persze, persze!	- A phải!
- mondta Mazarin, ajkát beszíva.	– Macdaranh cắn môi nói.
- Tudom, hogy a legáldozatosabb híve vagy.	Tôi biết là anh hoàn toàn trung thành với bà ấy.
- Több mint húsz esztendeje vagyok gárdistáinak kapitánya.	- Tôi là chỉ huy đội ngự vệ của hoàng hậu hơn hai mươi năm nay.
- Indulás, D’Artagnan úr - fordult D’Artagnanhoz a bíboros -, minden rendben van ezen a tájon.	- Lên đường, ông d Artagnan, - giáo chủ nói, - phía này mọi sự tốt cả!
A Saint-Roch domb felé vette útját, a harmadik őrhelyhez, a Richelieu utcán s a Villedo utcán áthaladva.	Anh rong ruổi đến phía cồn đất Saint-Roch nơi có cái trạm thứ ba sau khi đi qua phố Richelieu và phố Vilơđô.
Ez volt a legmagánosabbik, mert majdnem a sáncoknál feküdt, s a város gyéren lakott volt errefelé.	Đó là cái trạm lẻ loi nhất vì nó gần giáp với thành luỹ và ở phía này, thành phố thưa người ở.
- Kicsoda az őrség parancsnoka?	- Ai chỉ huy trạm này? - Giáo chủ hỏi.
- Villequier - felelte Guitaut.	- Vilơkiê - Gitaud đáp.
- Az ördögbe!	- Quỷ ạ!
- mondta Mazarin.	- Mazarin kêu.
- Beszélj vele magad; tudod, összezördültünk, mióta te kaptál megbízatást Beaufort herceg elfogására; mint királyi gárdakapitány, úgy ítélte, ez a megtiszteltetés őt illeti.	- Tôi biết rõ, và tôi đã bảo hắn đến trăm lần rằng hắn lầm rồi, Đức vua không thể ra lệnh ấy cho hắn, vì hồỉ ấy, vua mới chưa đầy bốn tuổi.
- Jól tudom, s százszor mondottam neki, hogy nincs igaza, a király nem adhatott neki ilyen megbízatást, lévén a király akkor alig négyesztendős.	- Đúng, nhưng tô1, tôi có thề ban lệnh đó cho hắn, Gitaud ạ. song tôi lại thích rằng đó là ông.
- Igen, de én adhattam volna neki, Guitaut, csak jobbnak láttam neked adni.	Gitaud không đáp, thúc ngựa tiến lên, tự giới thiệu với người lính gác và cho gọi ông de Vilơkiê.
Villequier előjött.	Ông đấy à, Gitaud!
- mondta szokása szerint morcosan.	- Tôi đến hỏi xem có chuyện gì mới ở phía này không?
- Mi az ördögöt keres itt?	- Thế ông muốn có chuyện gì nào?
- Jöttem megkérdezni, van-e valami újság errefelé?	Người ta hô: "Đức vua muôn năm" và "Đả đảo Mazarin!"
- És velük fújják?	- Và các ông phụ hoạ chứ gì?
- kérdezte nevetve Guitaut.	- Gitaud đáp.
- Becsületemre, néha nagy kedvem volna!	- Thực tình đôi khi tôi rất thèm?
Nézetem szerint igazuk van, Guitaut.	Tôi thấy họ rất đúng, Gitaud ạ.
- Igazán, és mi történnék, ha a király öt évvel idősebb volna?	- Thật chứ, và nếu nhà vua thêm năm tuổi thì sẽ có chuyện gì xảy ra.
A királyért, az ördögit neki, szívesen adnám az életem, de ha Mazarinért öletném meg magam, mint ahogy ez majdnem megesett ma a maga unokaöccsével, nincs az a paradicsom, mely, bármily jó helyre kerülnék is benne, valaha is megvigasztalna érte!	Vì Đức vua, mẹ kiếp, tôi vui lòng xả thân, còn nếu vì Mazarin mà tôi bị giết giống như cháu trai ông suýt bị hôm nay ấy, thì chẳng có thiên đường nào, dù tôi có được đặt đàng hoàng vào đấy lại có thể an ủi được tôi bao giờ.
- Jól van, jól van, Villequier uram - mondta Mazarin.	- Được rồi.
- Legyen nyugodt, hűségéről beszá­molok a királynak!	được rồi, ông Vilơkiê – Mazarin - Cứ yên tâm, tôi sẽ báo cáo về lòng trung thành của ông lên Đức vua.
- Menjünk, uraim, minden rendben van, menjünk haza.	- Đi thôi các anh, mọi việc tốt cả, ta trở về.
- No nézd csak - mondta Villequier -, Mazarin volt itt!	- Này. - Vilơkiê hỏi, - Mazarin ở kia ư?
Sarkon fordult és visszatért az őrséghez, közben egy Fronde-dalt fütyörészve.	Và ông quay gót trở lại đơn vị canh gác, miệng hát một điệu hát Fronde.
Mazarin azonban töprengve ügetett hazafelé; amit egymás után Comminges-tól, Guitaut-tól és Villequier-től hallott, megerősítette abban a gyanújában, hogy súlyos zavargások esetén csak a királyné volna vele, s még a királyné is annyiszor cserbenhagyta barátait, hogy támogatása, bár­mily óvintézkedéseket tett is Mazarin, vajmi bizonytalannak és kétesnek tűnt fel olykor előtte.	Trong khi đó Mazarin quay về đăm chiêu tư lự, điều mà ông đã liên tiếp nghe qua Comminger, Gitaud, và Vilơkie càng khiến ông tin chắc vào điều suy nghĩ là trong trường hợp những biến cố quan trọng ông sẽ chẳng còn ai vì mình ngoài hoàng hậu, mà hoàng hậu thì thường bỏ rơi bạn bè, nên sự nâng đỡ của hoàng hậu đối với ông tể tướng đôi khi dường như chẳng chắc chắn gì và rất bấp bênh, mặc dầu ông đã có những cách đề phòng.
A D’Artagnan név különben sem volt egészen ismeretlen előtte, s noha ő maga csak 1634 vagy 1635 körül jött Franciaországba, vagyis hét-nyolc évvel az előző történetben elbeszélt események után, úgy rémlett a bíborosnak, hallotta emlegetni e nevet, mint olyan emberét, aki magát, már nem jutott eszébe, milyen körülmények között, a bátorság, ügyesség s önfeláldozás mintaképeként tüntette ki.	Vả chăng cái tên d Artagnan ấy đối với ông hoàn toàn xa lạ, và mặc dầu Mazarin mới đến nước Pháp vào khoảng năm 1634 và 1635; tức là bảy hoặc tám năm sau những biến cố mà chúng tôi đã kể trong một thiên truyện trước, ông giáo chủ thấy hình như một trường hợp nào đó mà nay ông không nhớ rõ, ông đã nghe thốt ra cái tên giống như tên một con người nổi bật lên như một tấm gương về dũng cảm, khôn khéo và tận tuỵ.
Ez a gondolat annyira izgatta, hogy elhatározta, tüstént a végére jár; de a D’Artagnanról kívánt felvilágosítást természetesen éppen D’Artagnantól nem kérhette.	Ý nghĩ ấy xâm chiếm đầu óc ông mạnh đến nỗi ông quyết định làm sáng tỏ ngay không chậm trễ; nhưng những điều cần tìm hiểu về d Artagnan không thể hỏi thẳng ngay anh ta được.
Éppen ezért, a Palais-Royalt övező kert falához érkezve, a bíboros kopogtatott egy kiskapun, azon a tájon, ahol ma a Foy kávéház található, s megköszönve D’Artagnannak szolgálatát, megkérte, várakozzék az udvarban, majd intett Guitaut-nak, hogy kövesse.	Cho nên, khi đến dãy tường rào của Hoàng cung, giáo chủ gõ vào một cái cửa nhỏ gần đó nay là quán cà-phê De Foa, và sau khi cảm ơn d Artagnan và đặn anh đợi ở trong sân Hoàng cung, ông ra hiệu cho Gitaud đi theo ông.
Leszálltak a lóról, a kantár­szárat a kaput nyitó lakáj kezébe adták, s eltűntek a kertben.	Cả hai người xuống ngựa, trao dây cương, cho tên hầu đã mở cửa và biến vào trong vườn.
- S ez így is igaz - felelte Guitaut.	- Vâng, đó là sự thật, - Gitaud đáp.
- Kedves Guitaut - folytatta a bíboros -, észrevettem, hogy elvitathatatlan bátorságán s kétségbevonhatatlan hűségén kívül csodálatos emlékezőtehetséggel is megáldatott!	- Này, Gitaud thân mến ơi, - giáo chủ tiếp, - tôi nhận xét thấy ngoài tinh thần quả cảm của ông không còn phải tranh cãi và lòng trung thành của ông đã qua mọi thử thách, ông còn có một trí nhớ tuyệt diệu.
- Észrevette, kegyelmes uram?	- Đức ông nhận xét như vậy ư?
Az ördögbe, annál rosszabb rám nézve!	- Viên đại uý, ngự vệ nói, - Quỷ ạ!
- mondta a gárda­kapitány.	Thật là rủi cho tôi.
- Hogyhogy?	- Thế là thế nào?
- Mert, gondolom, az udvaronc egyik legelső erénye, hogy felejteni tudjon.	- Chắc hẳn một trong những phẩm chất hàng đầu của người cận thần là biết quên đi.
- Ejnye, kegyelmes uram!	- Kỳ thật!
Azért hívott magával, hogy horoszkópot mondjon nekem?	Phải chăng Đức ông bảo tôi đến để xem số tử vi cho tôi?
- Nem - mondta nevetve Mazarin -, azért hívtam, hogy megkérdezzem: megfigyelte-e a mi testőrhadnagyunkat?	- Không đâu, - Mazarin cười nói, - tôi bảo ông đến để xem ông có chú ý đến ông trung uý ngự lâm quân không?
- D’Artagnan urat?	- Ông d Artagnan ấy à?
- Őt.	- Phải.
- Nem kellett megfigyelnem, kegyelmes uram, már régóta ismerem.	- Tôi chẳng cần phải chú ý, thưa Đức ông - tôi biết ông ta từ lâu.
- Akkor mondja meg, miféle ember?	- Vậy là người thế nào?
- Igen, ezt tudom, de azt kérdezem, olyan ember-e, akiben megbízhatunk?	- Đó là một người Gascogne chứ sao!
- Tréville úr nagyon becsüli, s Tréville úr, amint tudni méltóztatik, a királyné legjobb hívei közül való.	- Phải, tôi biết điều đó, nhưng tôi muốn hỏi xem đó có phải là một người mà có thể tin cậy dược không?
