1	CHƯƠNG 1
Ebédig elbeszélgettek hárman a gyere­kekről, a háztartásról, a párizsi meg a vidéki életről, rövid és határozatlan mondatokban, olyan rokonok módjára, akiket zavar egy kissé, hogy nem ismerik egymást.	Bấy giờ, cho đến lúc ăn sáng, cả ba người nói đến trẻ con, công việc nội trợ, đời sống ở Paris và ở tỉnh nhỏ, lời nói ngắn ngủi, bâng quơ, như những người bà con phần nào lúng túng vì không biết nhau.
Jean kiállt a boltajtóba, és el sem mozdult onnét, érdekelte az utca élete, rámosolygott az arra járó csinos lányokra.	Jean thì ra ngưỡng cửa đứng và không rời ra nữa, hắn chăm chú nhìn cuộc sống trên bờ hè, mỉm cười với các cô gái đẹp đi qua.
Rendes körülmények között Baudunek, Geneviève-nek és az első segédnek terítettek.	Thường ngày, bàn ăn đó dọn cho Baudu, Geneviève và viên thư ký thứ nhất.
Tizenegy órakor második terítés volt Bauduné, a másik segéd és a kisasszony számára.	Một bàn thứ hai vào mười một giờ dọn cho bà Baudu, viên thư ký kia và cô gái bán hàng.
- kiáltotta a posztókereskedő, unokahúgához fordulva.	– Lão buôn dạ vừa kêu lên, vừa quay lại phía cháu gái.
- Colomban!	— Colomban!
A fiatalember mentegetőzött, mondván, hogy el akarja már rendezni a flanelleket.	Người trẻ tuổi xin lỗi vì muốn xếp cho xong flanelle.
Jól meg­termett, nehézkes és furfangos, huszonöt éves legény volt.	Đó là một chàng trai to lớn hai mươi nhăm tuổi, nặng nề và láu lỉnh.
- Ördögbe is!	— Mặc xác!
Mindennek megvan a maga ideje - mondta Baudu, aki kényelmesen el­helyezkedve, óvatos és ügyes gazda módjára szeletelte fel a hideg borjúhúst, s a szeme grammnyi pontossággal mérte ki a vékony szeleteket.	Công việc có giờ giấc của nó, – Baudu nói, ông ta ngồi chễm chệ, thái một miếng thịt bê nguội với một cách thận trọng và khéo léo của ông chủ, liếc mắt ước lượng nặng nhẹ từng phần, không sai lệch quá một gam.
Osztott mindenkinek, még a kenyeret is felszeletelte.	Ông chia phần cho mọi người, thái cả bánh mì.
Denise maga mellé vette Pépét, hogy rendesen egyék.	Denise kéo Pépé lại cạnh mình để kềm nó ăn cho sạch sẽ.
Egyetlen ablak nyílott egy kis belső udvarra, melyet a fekete bejáró kötött össze az utcával; ez a nedves, bűzös udvar olyan volt, mint egy kút feneke, ahová halvány, kerek foltban szüremlik be a fény.	Một cửa sổ duy nhất mở ra một sân nhỏ bên trong, thông ra phố bằng lối đi tối om của ngôi nhà; và cái sân đó, lầy lội, hôi hám, trông như một đáy giếng, ở đó ánh sáng lờ mờ soi xuống thành một vòng tròn.
Téli napokon reggeltől estig égetni kellett a gázt.	Những ngày mùa đông phải thắp đèn hơi từ sáng đến tối.
Ha az idő megengedte, hogy ne gyújtsák meg, az még szomorúbb volt.	Trời sáng không cần thắp lại càng buồn hơn.
Időbe telt, míg Denise megszokta a homályt és felismerte, hogy mi van a tányérján.	Phải mất một lúc Denise mới quen mắt và nhìn rõ những miếng thịt trên đĩa của mình.
- Jó étvágya van a fickónak - jelentette ki Baudu, látva, hogy Jean már meg is ette a borjú­szeletjét.	— Chàng trai này ăn khá đấy, – Baudu nói khi nhận thấy Jean đã ăn xong miếng thịt bê.
- Ha úgy dolgozik, ahogy eszik, derék ember lesz belőle... De hát te, lányom, miért nem eszel?...	– Nếu anh chàng làm cũng như ăn thì sẽ thành con người cứng đấy.
- Ó, bácsikám, férjhez menni!	Thưa chú, cháu mà lấy chồng!
Ha találtál volna valami derék legényt, nem pottyantatok volna az öcséiddel együtt Párizs utcáira, mint a vándorcigányok.	Ví bằng cháu kiếm ra một chàng trai tốt thì cháu và các em cháu chẳng rơi vào đường phố Paris, như những kẻ lang thang.
Elhallgatott, hogy igazságosan és takarékosan szétosszon egy tál szalonnás krumplit, amit a cseléd behozott.	Ông ngừng nói để chia một cách công bằng đến bủn xỉn một đĩa khoai tây nấu mỡ mà cô ở mang lên.
Aztán, kanalával Geneviève-re és Colombanra mutatva, így folytatta:	Rồi lấy chiếc thìa chỉ vào Geneviève và Colomban, ông lại nói:
A cégnek patriarkális szokása volt ez.	Đó là lề thói gia trưởng ở nhà này.
Az alapító, Aristide Finet, első segédjéhez, Hauche­corne-hoz adta Désirée leányát: ő, Baudu, aki zsebében hét frankkal került a Michodière utcába, feleségül vette az öreg Hauchecorne leányát, Élisabeth-et; most maga is Colombannak akarta adni Geneviève leányát s az üzletet, mihelyt a viszonyok megjavulnak.	Người sáng lập là Aristide Finet đã gả con gái là Désirée cho viên thư ký thứ nhất Hauchecorne; đến ông Baudu, nhập tịch phố La Michodière với bảy phrăng trong túi, đã lấy con gái lão Hauchecorne, Élisabeth, và đến lượt ông, ông định trao con gái là Geneviève và cửa hàng cho Colomban khi nào việc làm ăn phục hồi.
Csupán aggályoskodása, csökönyös becsületessége késleltette ezt a három esztendeje elhatározott házasságot: virágzó állapotban vette át az üzletet, és nem akarta megfogyatkozott vevőkörrel, kétes üzletmenettel továbbadni a vejének.	Nếu ông đã hoãn lại như vậy một cuộc hôn nhân quyết định từ ba năm nay thì là vì một mối băn khoăn thận trọng, một ý chân thành bướng bỉnh: ông đã tiếp nhận một cửa hàng thịnh vượng, ông chẳng muốn trao nó vào tay con rể, với khách hàng sút kém và hoạt động bấp bênh.
Baudu tovább beszélt, megismertette Colombant, aki Rambouillet-ból származott, mint Bauduné apja is; volt is közöttük valami távoli atyafiság.	Baudu tiếp tục nói, giới thiệu Colomban quê ở Rambouillet, cũng giống như ông cụ sinh ra bà Baudu; thậm chí họ còn là chỗ họ hàng anh em xa.
Különben sem afféle jöttment; apja, Colomban, egész Seine-et-Oise megyében ismert állatorvos; művész a maga mesterségében, de olyan nagy ínyenc, hogy megeszi az utolsó garasát is.	Vả chăng anh ta chẳng phải là kẻ vu vơ, anh là con trai tay Colomban ăn chơi, một viên thú y nổi tiếng cả vùng Seine-et-Oise, một nghệ sĩ trong nghề, nhưng ưa nhậu nhẹt đến mức có bao nhiêu đổ vào miệng hết.
- Az apa ugyan iszákos és szoknyabolond - mondta befejezésül a posztókereskedő -, de a fia, hálistennek, megtanulta itt, hogyan kell megbecsülni a pénzt.	— Ơn trời, – lão buôn dạ nói để kết thúc, – nếu ông bố chè chén và săn gái thì anh con trai đã tìm hiểu được ở đấy giá trị của đồng tiền.
Amíg beszélt, Denise Colombant és Geneviève-et vizsgálgatta.	Trong khi ông nói, Denise ngắm nhìn Colomban và Geneviève.
Egymás mellett ültek az asztalnál; de nagyon nyugodtak maradtak, pirulás, mosolygás nélkül.	Hai người ngồi ăn bên cạnh nhau; nhưng họ ngồi rất bình thản, không đỏ mặt, không mỉm cười.
A fiatalember belépése pillanatától fogva számított erre a házasságra.	Từ ngày vào làm, chàng trai đã tính đến cuộc hôn nhân đó.
Végighaladt a létra fokain, volt inas, fizetett segéd, végül bevonták a család bizalmába és örömeibe, és mindezt türelemmel csinálta végig, óraműszabályosságú életet élt, Geneviève-et pedig úgy tekintette, mint valami kitűnő és becsületes üzletet.	Anh ta đã trải qua đủ mọi giai đoạn, thư ký phụ hàng có bổng, cuối cùng được tham dự những chuyện riêng và những việc vui mừng của gia đình, tất cả một cách kiên trì, sống theo nhịp đồng hồ, coi Geneviève như một vụ làm ăn tuyệt vời và lương thiện.
Bizonyos volt, hogy megkapja, ezért nem vágyott rá.	Lòng tin chắc lấy được cô ta khiến anh không ham muốn.
- Igen, mindig ez a vége a dolognak - jelentette ki Colomban, aki eddig lassan eszegetett, és egy szót sem szólt még.	— Vâng, cuối cùng thì rồi cũng phải tới đó, – Colomban từ nãy chưa hé miệng liền vừa nói vừa nhai thủng thẳng.
Geneviève hosszú pillantást vetett rá, aztán ő is megszólalt:	Đến lượt Geneviève, sau khi đưa mắt nhìn anh ta chằm chặp, cô nói:
- Csak megértés legyen, a többi megy magától.	— Phải hiểu nhau, sau đó thì đâu vào đấy.
Szerelmük a régi Párizsnak e földszinti zugában született.	Mối tình của họ nảy nở trong tầng nhà sát đất của Paris cũ đó.
Olyan volt, mint a pincében nőtt virág.	Nó như bông hoa dưới hầm.
A leány tíz esztendeje nem ismert más férfit, az egész napot mellette töltötte, ugyan­azok mögött a posztóvég-oszlopok mögött, a sötét bolt hátterében; és délben-este egymás mellett ültek a kúthűvösségű szűk ebédlőben.	Từ mười năm nay cô chỉ biết có anh ta, suốt ngày sống bên anh, đằng sau vẫn những chồng dạ ấy, trong bóng tối của gian hàng; và, sáng lại chiều, cả hai lại ngồi bên nhau trong gian buồng ăn chật hẹp, lạnh như đáy giếng.
Nem lettek volna jobban elrejtve, magukra hagy­va a szabad természetben sem, lomboktól födötten.	Có lẽ ở giữa nông thôn, dưới bóng cây, họ cũng không ẩn nấp, náu kín hơn.
Csak valami kétely, valami szerelem­féltő aggodalom lehetett képes megértetni egyszer a leánnyal, hogy e cinkos homályban mindörökre odaadta magát csak azért, mert üres volt a szíve, és unatkozott az elméje.	Chỉ duy một mối ngờ vực, một mối lo sợ ghen tuông là có thể làm cho cô gái nhận ra rằng mình đã hiến thân mãi mãi, giữa bóng tối đồng lõa kia, do lòng trống rỗng và đầu óc chán ngán.
De azért Denise mintha valami születő nyugtalanságot vett volna észre abban a pillantásban, amelyet Geneviève vetett Colombanra.	Tuy nhiên, Denise tưởng như nhận thấy một niềm lo lắng chớm nở, trong con mắt Geneviève liếc nhìn Colomban, cho nên cô trả lời với vẻ ân cần:
- Ej, akik szeretik egymást, meg is értik egymást.	Khi người ta yêu nhau, bao giờ người ta cũng hiểu nhau.
Baudu eközben nagy komolysággal ügyelt föl az ebédre.	Trong khi đó Baudu toàn quyền giám sát bàn ăn.
Vékonyra szeletelt brie-i sajtot osztott szét; aztán a rokonok tiszteletére második csemegét is hozatott be, egy üveg ribizke befőttet - ez a bőkezűség láthatólag meglepte Colombant.	Ông chia những miếng phó-mát Brie xắt mỏng, và để mừng bà con, ông gọi lấy thêm món ăn tráng miệng thứ hai, một lọ mứt phúc bồn tử, sự hào phóng đó dường như làm Colomban ngạc nhiên.
Pépé, aki eddig kitűnően viselke­dett, a befőtt láttára megvadult.	Pépé cho tới lúc này vẫn ngoan, đến món mứt thì lại hơi quấy.
Jeanban fölébredt az érdeklődés a házasságról szóló beszél­getés közben; vizsgálgatta Geneviève nénjét, akit túlságosan ványadtnak, túlságosan sápadt­nak talált, és magában fekete fülű, piros szemű kis fehér házinyúllal hasonlított össze.	Jean nghe chuyện chú ý tới việc hôn nhân, nhìn chòng chọc Geneviève mà hắn thấy ủy mị quá, xanh xao quá, và trong thâm tâm hắn so sánh cô với một chú thỏ trắng nhỏ, có đôi tai đen và cặp mắt đỏ.
- Elég volt a fecsegésből, helyet a többieknek!	— Chuyện đủ rồi, để chỗ cho người khác!
- mondta végül a posztókereskedő, jelt adva, hogy fölkeljenek.	– Lão buôn dạ kết thúc, ra hiệu cho mọi người đứng lên.
- Amért egy kis extrát megengedtünk magunknak, nem szabad mindennel visszaélni.	– Chẳng nên vì một món ngoại lệ mà lạm dụng mọi thứ.
Most Bauduné, a másik segéd és a kisasszony ültek asztalhoz.	Đến lượt bà Baudu, viên thư ký kia và cô gái bán hàng vào bàn.
Denise újra egyedül maradt, az ajtó közelében ült le, addig is, míg nagybátyjával elmehet Vinçard-hoz.	Denise lại ngồi một mình, phía gần cửa ra vào, chờ ông chú dẫn tới nhà Vinçard.
Pépé a lába előtt játszott, Jean pedig újra elfoglalta megfigyelőhelyét a küszöbön.	Pépé chơi bên chân chị, Jean thì trở lại ngưỡng của, đài quan sát của hắn.
És Denise majd egy óra hosszat érdeklődve nézte a körülötte folyó dolgokat.	Và, trong gần một tiếng đồng hồ, cô chăm chú tới mọi việc xảy ra chung quanh.
Az ég tovább is felhős maradt, ebben az évszakban szokatlan, esőt ígérő enyheség áradt el a levegőben; a szürke világosságban, melyben mintha szétporlott volna a napfény, megelevenedett a forgal­mas nagyáruház.	Trời vẫn âm thầm, một chút mưa là không khí ấm lên, trái với thời tiết; và trong ánh ngày trắng nhờ đó, với chút nắng như bụi lơ mơ, ngôi cửa hàng lớn nhộn lên, mua bán đang lúc náo nhiệt.
Denise-nek úgy rémlett, mintha magasnyomású gőzgépet látna, melynek mozgása még a kirakatokra is kiterjed.	Bây giờ Denise cảm thấy nó như một cỗ máy chạy với áp suất cao, làm lay động đến cả những hàng bày.
Ezek már nem a délelőtti hideg kirakatok voltak, most mintha fűtötte és megreszkettette volna őket a belső remegés.	Chẳng còn là những tủ lạnh lẽo lúc buổi sáng; bây giờ chúng như được hun nóng và rung chuyển theo nhịp chấn động của bên trong.
A közönség nézegette, álldogáló asszonyok szorongtak a tükörablakok előtt, egész mohó, durva tömeg.	Thiên hạ ngắm nhìn; các bà bị giữ chân chen nhau trước những mặt gương, cả một đám đông hung dữ vì háo hức.
