A SZAMÁRBŐR	Miếng Da Lừa
Minden öngyilkosság felségesen szép költemény a maga sötét buskomorságával.	Mỗi cuộc tự sát là một bài thơ bi ai trác tuyệt.
Van-e az irodalomnak rengeteg oceánjában a legfölül uszó könyvek között is egyetlenegy, mely megmérkőzhetne e rövidke hir megdöbbentő költészetével:	Trong biển cả văn chương, anh tìm đâu thấy một tác phẩm nổi lên có thể xuất sắc ngang với những dòng này:
Tegnap, négy óra tájban a Pont des Arts párkányáról egy fiatal asszony vetette magát a Szajna hullámaiba.	Hôm qua, hồi bốn giờ, một thiếu phụ từ trên nhịp cao cầu Nghệ thuật đã lao xuống sông Seine trẫm mình.
E párisi lakonizmus mellett regény, dráma, minden elhalványul, még az a hajdani hires-nevezetes könyveim is, mely ekképpen szól: Kaërnavan dicső királyának siralmai, ki önnön édes gyermekei által tömlöcre vetteték vala, egyedüli ránkmaradt töredéke a végképp elkallódott könyvnek, de még mindig elegendő arra, hogy Sterne-t, ki feleségét, gyermekeit kitaszitotta a világba, a könnyekig meginditsa…	Trước những dòng vắn tắt kiểu Paris đó, biết bao vở kịch, biết bao tiểu thuyết hết thảy đều lu mờ, ngay cả cái tiêu đề cũ kỹ này: Những lời than vãn của ông vua quang minh xứ Kaërnavan bị các con bỏ ngục; đoạn cuối cùng của một cuốn sách đã thất lạc, mà ngay cả Sterne là kẻ đã ruồng rẫy vợ con, chỉ đọc thôi cũng phải rơi nước mắt.
Ilyen és ezer hasonló gondolat gyötörte az ismeretlent s mint csata hevében a megtépett zászló, ugy lebegett most lelke előtt a sok összekuszált gondolatfoszlány.	Chàng lạ mặt cũng bị hàng nghìn điều suy nghĩ như vậy tấn công, nó đi qua tâm hồn từng mảnh như những lá cờ rách phấp phới giữa một cuộc giao chiến.
Mikor levetette egy pillanatra a lelkére nehezedő sulyos terhet és kinos emlékeket, hogy néhány mosolygó virágfejecskére tévedjen tekintete, melyek a sürü lombok árnyában hajtogatták lágyan ide-oda fejecskéiket, az élethez való ragaszkodás tusára kelt benne még egyszer az öngyilkosság kérlelhetetlen, rideg gondolatával és ég felé emelte esdő tekintetét, de az ólomszürke fellegek, a szélhajtotta komor, sötét gomolyagok odafenn is csak a meghalást tanácsolták neki…	Nếu có lúc nào anh ta đặt cái gánh nặng tâm hồn và hồi tưởng xuống để dừng chân trước vài bông hoa mà gió đung đưa nhẹ nhàng giữa những lùm cây xanh, thì chẳng bao lâu, sửng sốt vì cơn giãy giụa của bản năng sống, ngóc đầu lên dưới sức nặng của ý định tự sát, anh ngước nhìn trời; trên kia, những đám mây xám xịt, những luồng gió nặng trĩu u sầu, một bầu không khí nặng nề vẫn khuyên mời anh từ giã cõi đời.
Elemezte e furcsaságokat és elemezte önmagát, mert hiszen az imént ő is egészen odaszorult a kőpárkányhoz, hogy valamiképpen be ne piszkitsa a mellette elhaladó teherhordó, s mikor mégis csak rátapadt egy kis fehér por a kabátja ujjához ért lisztes zsákról, a legnagyobb gonddal porolta le.	Anh đang phân tích những hành động kỳ quặc đó và tự hỏi mình, thì vừa lúc ấy, khi nép người vào lan can cầu để cho một tay phu bốc vác ở chợ đi qua, hắn làm lấm tay áo anh một chút, anh bất chợt thấy mình giũ tay áo cẩn thận cho hết bụi.
Mikor a hid nagy bolthajtásának kellős közepére ért, komoran bámult az alatta hömpölygő sötét habokba:	Đi tới điểm cao nhất của nhịp cầu uốn, anh nhìn dòng nước một cách ảo não.
– Szennyes ma nagyon a szőke Szajna és ugyancsak hideg lehet!	- Sông Seine dễ thường lạnh và bẩn đấy nhỉ?
Ártatlan képpel, mosolyogva válaszolt valamit, ami leginkább tanusitotta őrülettel határos elszántságát, hanem azért mégis végigfutott a hátán a hideg, mikor hirtelen a Tuileriáknak errefelé szolgáló kapuja közelében megpillantotta a mentők bódéját, melynek deszkafalára lábnyi betükkel volt felirva:	Anh đáp lại bằng một nụ cười đến là ngây thơ, nó chứng tỏ lòng can đảm điên rồ của anh, nhưng chợt anh rùng mình nhìn thấy ở đằng xa, trên bến Tuileries, chiếc lều có tấm biển với những chữ cao tới hơn gang tay: Cứu chữa những người chết đuối.
A kifogott holttest ugyanis ötven frankot ér; eleven állapotában a társadalomnak kisebb gondja is nagyobb annál, mint hogy vele törődjék, nem lévén egyéb tehetséges embernél, kinek se pártfogója, se barátja nincsen; szóval: senki sem akad, aki nagyságát kürtölné s megpörditené mellette a dobot; az államra nézve tehát egyszerüen nulla.	Chết đi, anh đáng giá năm mươi quan, nhưng lúc sống anh chỉ là một kẻ có tài mà không ai che chở, không bạn, không ổ nằm, không tăm tiếng, một con số không thật sự trong xã hội, vô dụng cho Nhà nước, họ chẳng quan tâm đến anh mảy may.
Méltatlannak tartotta volna magához fényes nappal a vizbe ölni magát, azért elhatározta, hogy éjszaka fogja megcselekedni, ha egyébért nem, hát azért, hogy felismerhetetlen tetemet szolgáltasson át annak a társadalomnak, mely életét nem értékelte kellőképpen.	Một cái chết giữa ban ngày đối với anh là nhục nhã, anh quyết định chết về ban đêm, để trao một cái thây không ai nhận ra mặt nữa cho cái xã hội này, nó không biết tới giá trị lớn của cái tính mệnh anh.
Folytatta tehát az utját, a Voltaire-kőpart felé tartva s igyekezett a lehető legközönyösebb arcot ölteni, mintha csupán azért ődöngött volna ezen a tájon, hogy elölje valamivel az időt.	Thế là anh tiếp tục đi, hướng về phía đường bờ sông Voltaire, chân bước đủng đỉnh như một kẻ nhàn rỗi muốn giết thời giờ.
Mikor lefelé haladt azon a néhány lépcsőfokon, mely a hid gyalogjárójáról a kőpart fokához vezet, megragadta a figyelmét egy csomó, a kőpárkány tetején szétteregetett ócska könyv; nem sok hiányzott hozzá, hogy ki ne válogasson belőle néhányat.	Khi anh bước xuống những bậc cuối thềm cầu, ở góc đường bờ sông, anh phải chú ý tới những cuốn sách cũ bày trên bao lơn: chỉ chút nữa là anh đã mặc cả mua mấy cuốn.
A remény örömsugara villant át az arcán, megremegtette ajkát, elsimitotta homlokán a mély barázdákat, felderitette halvány orcáit és meleg sugárral égett csillogó szemében.	Một nụ cười hy vọng làm mặt anh sáng lên, lướt từ môi đến mặt, đến trán, làm ngời đôi mắt và đôi má tối sầm.
Az örömnek ez a hirtelen felvillanása hasonlatos volt ahhoz a szikrához, mely végigcikázik még egyszer a már pernyévé senyvedt elégett papiron; elhunyt hamar és arca, osztakozva a fekete hamvak sorsában, sötéten borult el ujra, mikor kezét elővonva, észrevette, hogy csak három vaskos rézgarast szorongatott a markában.	Cái tia hạnh phúc đó giống như những ngọn lửa cháy lan ra những chỗ còn sót của một tờ giấy đã bị lửa thiêu: nhưng bộ mặt, theo số phận của đám tro tàn, trở lại sa sầm khi chàng trai, rút mạnh tay ở túi ra, nhìn thấy ba đồng xu to.
– Segitsen meg valamivel, könyörgöm.	- Dạ, xin ông từ tâm làm phúc, làm đức!
És egy dagadt, feketeképü, koromtól szutykos rongyokba burkolt suhanc kéményseprőinas tartotta elébe a markát, hogy megfoszsza utolsó garasától.	Một thằng nhỏ làm nghề thông ống khói, mặt mày nhọ nhem, mình đầy bồ hóng, quần áo rách bươm, chìa tay ra trước mặt chàng trai để tước nốt mấy đồng xu cuối cùng của anh.
Két lépésnyire a kis savoyardtól, egy köhécselő, beteges öreg ember ácsorgott, valami elnyütt pokrócot viselve köpönyeg helyett.	Cách thằng bé ăn xin hai bước, một ông già nghèo khổ, ốm đau, mình khoác mảnh vải đệm thủng tồi tàn, kêu gọi anh, giọng khàn khàn:
Az is megszólitotta nyöszörgő, siránkozó hangon:	- Xin ông tùy tâm làm phúc.
A kis suhanc elhallgatott, mikor ennek az öregnek felhangzott a nyöszörgése; talán elismerte magában, hogy ez a végtelenül siralmasképü aggastyán keservesebben nyomorog, mint ő, és inkább van szüksége gyámolitásra.	Nhưng chàng trai vừa ngang nhìn ông già, thì ông này im bặt không hỏi gì nữa, chắc hẳn vì nhận ra trên bộ mặt thảm hại kia bóng dáng một nỗi cơ cực, còn thiểu não hơn cả cảnh mình.
Az ismeretlen odavetette nekik a pénzét, azután elhagyta a gyalogjárót, hogy a házak közé jusson… Nem tudta elviselni tovább a Szajna nyomasztó közelségét.	Chàng trai ném chỗ tiền cho thằng nhỏ và ông già rồi rời thềm cầu đi về phía dãy nhà ở, anh không còn chịu nổi cái vẻ ảm đạm của sông Seine nữa.
– Kérni fogjuk az Istent: nyujtsa hosszura életét!	- Cầu Trời cho ông sống lâu!
– hangzott a koldusok ajkairól.	- hai người ăn mày nói với anh.
Megállapodva egy fametszetekkel teleaggatott boltablak előtt, a halálra szánt ember szembekerült egy fiatal hölgygyel, ki éppen akkor szállott ki pazarul fényes hintajából.	Khi đi tới một quầy hàng bán tranh, con người gần như chết ấy gặp một thiếu phụ từ một chiếc xe choáng lộn bước xuống.
Gyönyörködve szemlélte a bájos teremtést, kinek hófehér arcbőre üdén ragyogott elő kifogástalan kalapja selyempereméből.	Anh khoái trá ngắm nhìn mỹ nhân với khuôn mặt trắng trẻo nhịp nhàng trong làn satin của chiếc mũ thanh nhã.
A hölgyecske belépett a boltba és összevásárolt egy csomó albumot s néhány sorozat litográfiát; mikor kifizette, csillogva-csengve hullottak aranyai a fizetőasztal márványlapjára.	Người thiếu phụ bước vào cửa hàng, mặc cả mua những an-bom, những tập tranh in thạch bản; chị ta mua hàng và trả tiền bằng những đồng tiền vàng lóng lánh kêu xoang xoảng trên quầy hàng.
A fiatal ember, látszólag a boltablak metszeteit szemlélve, lángoló pillantásokat vetett a küszöbről szép ismeretlenére, ki tüzes pillantásait azzal a bizonyos lanyha pillantással viszonozta, melylyel az utjába kerültekét szokta fogadni.	Anh chàng làm ra vẻ bận ở ngoài cửa ngắm những bức tranh trong tủ kính, trao mắt nồng nàn liếc nhìn người đẹp không quen biết, cái liếc thấu suốt trần đời của một chàng trai, nhưng nó chỉ được đáp lại bằng đôi mắt hững hờ nhìn bâng quơ vào đám người qua lại.
Az ifjunak ez volt bucsupillantása a szerelemtől, az asszonytól, hanem a nő nem értette meg, kacér szive nem remegett meg tőle, nem pirult el és nem sütötte le a szemeit.	Nhưng lời ướm hỏi cuối cùng và nồng nhiệt ấy không được thông cảm, không làm xúc động người đàn bà phù phiếm ấy, không làm cho chị ta đỏ mặt, không làm cho chị ta cúi mặt nhìn xuống.
Egy hódolóval több, kivánatos voltának legujabb bizonysága és az eleven meggyőződés, hogy estére ismét elmondhatja magáról: "Ma elbájoló voltam".	Chẳng qua là thêm một sự ngưỡng mộ, một thèm muốn được khêu lên, gợi cho chị ta một lời êm dịu buổi tối hôm đó: hôm nay mình khoái quá.
A fiatal ember hirtelen a másik boltablak felé fordult s még csak vissza sem nézett, mikor a szép hölgy ismét kocsijába szállott.	Anh chàng lập tức bước sang một khung cảnh khác, anh chẳng quay lại khi chị lạ mặt lên xe.
A lovak eliramodtak vele és az előkelő fényüzésnek ez az utolsó képe is eltünt előle, mint ahogy nemsokára az élet gyönyöreinek is el kell majd tünniök.	Ngựa bước đi, cái hình ảnh cuối cùng của xa hoa và lịch sự tan biến như cuộc đời của anh sắp tan biến.
Lassu léptekkel bandukolt tovább, minden érdeklődés nélkül nézegetve a különféle boltok tarkabarka kirakatait.	Anh bước đi rầu rĩ theo dọc các cửa hàng, ngắm nhìn mà chẳng tha thiết cho lắm những mẫu hàng.
Mikor kifogyott a boltablakok hosszu sorából, előbb a Louvre-t, azután az Institut-t, a Notre-Dame és az igazságügyi palota tornyait, végre a Pont des Arts-t tanulmányozta végig.	Hết cửa hàng, anh ngắm xem điện Louvre, Học viện, những tháp nhà thờ Đức Bà, tháp Tòa án, cầu Nghệ thuật.
