CHARLES DICKENS	CHARLES DICKENS
Fölhasználtam hát egy olyan pillanatot, amikor Joe, miután rámtekintett, éppen levette rólam a tekintetét és belecsúsztattam vajas­kenyeremet a nadrágomba.	Tôi bèn tận dụng một khoảnh khắc Joe vừa nhìn tôi xong để thả miếng bánh mì xuống chân.
Joe-t szemlátomást aggasztotta az a föltevése, hogy nincs étvágyam és elgondolkozva bele­harapott a vajaskenyerébe, de látszott rajta, hogy nem igen ízlik neki.	Joe rõ ràng rất băn khoăn vì tôi đột nhiên không buồn ăn như thế, trầm ngâm cắn thêm một miếng bánh mì, dường như không chút hào hứng.
A rendesnél tovább ide-odaforgatta szájában a falatot, jóideig eltűnődve, s végül lenyelte, mintha pirula lett volna.	Anh rể tôi đảo mẩu bánh trong miệng lâu hơn thường lệ khá nhiều, trầm tư với nó một hồi, rồi cuối cùng nuốt chửng như viên thuốc.
Újabb harapásra készült s a fejét félre is hajtotta már, hogy mennél nagyobbat haraphasson, amikor rám esett tekintete és meglátta, hogy nincs sehol a vajaskenyerem.	Anh chuẩn bị cắn thêm miếng nữa, và vừa nghiêng đầu sang một bên để làm một miếng ra trò thì ánh mắt anh rơi đúng vào tôi, vậy là anh thấy miếng bánh mì bơ của tôi đã biến mất.
A csodálkozás és megdöbbenés, amellyel Joe újabb harapása előtt elakadt és rámmeredt, sokkal föltűnőbb volt, semhogy néném figyelmét elkerülhette volna.	Vẻ bỡ ngỡ pha lẫn kinh hoàng khi Joe sững lại đúng lúc sắp cắn bánh và nhìn tôi chằm chặp quá lộ liễu không qua nổi mắt chị tôi.
- Pip, öreg pajtikám!	"Pip, anh bạn nhỏ!
Hiszen lehetetlen, hogy megrágtad, Pip.	Nó sẽ mắc kẹt lại đâu đó.
- ismételte néném, még élesebben, mint az imént.	"Lại gì nữa thế này?" chị tôi nhắc lại, đã gay gắt hơn lần trước.
- Ha föl tudnál köhögni belőle valamicskét, Pip, azt ajánlanám, hogy tedd meg mindenesetre - mondta Joe egészen elképedve.	"Nếu cậu có thể khạc được ít nhiều ra, Pip, anh khuyên cậu nên làm thế," Joe nói, phát hoảng thực sự.
- Mindenki úgy eszik, ahogy jólesik neki, de a fődolog mégis csak az egésség.	"Lịch sự là một chuyện, nhưng sức khỏe của cậu vẫn là sức khỏe chứ."
A néném ekkorára már annyira kijött a sodrából, hogy odarohant Joe-hoz, megragadta jobbról-balról a szakállát és egyideig a falat kopogtatta Joe fejével, Joe-nak a háta mögött, mialatt én bűnös arccal a sarokban ültem.	Đến lúc này bà chị tôi đã bực lắm rồi, vậy là chị xông tới Joe, túm lấy hai bên ria mép ông anh rể tôi và dộng đầu anh một hồi vào bức tường đằng sau, trong khi tôi ngồi co ro trong góc, chứng kiến trong cảm giác tội lỗi.
- No, most talán leszel szíves megmondani, mi a baj - kiáltott a néném fulladozva -, te meredtszemű, torkonszúrt disznó.	Joe bất lực nhìn bà vợ, bất lực cắn một miếng bánh, rồi lại nhìn tôi.
- Tudod, Pip - szólt Joe ünnepélyesen, szájában az utolsó falattal és olyan bizalmaskodó hangon, mintha egyedül lettünk volna -, jóbarátok vagyunk és eszemágába sincs árulkodni rád.	"Cậu biết đấy, Pip," Joe nói, với miếng bánh vừa cắn phồng lên trong má, giọng đầy thân mật, cứ như thể chỉ có hai chúng tôi với nhau, "cậu và anh vẫn luôn là bạn, và anh sẽ là người cuối cùng nói không hay về cậu, bất cứ lúc nào.
De hogy lehet - odébbtolta a székét, körülnézett a padlón kettőnk között, azután megint rám nézett -, hogy lehet ekkora darabot lenyelni eccerre!	Nhưng" - anh dịch ghế ra và nhìn xuống sàn nhà giữa chúng tôi, rồi lại nhìn tôi - "nuốt chửng phần bánh như thế thật khôn bình thường!"
- kiáltott a néném. - Tudod, pajtikám - szólt Joe, rám nézve és nem a feleségére, miközben még mindig a szá­jában volt a falat -, én magam is nagyokat nyeltem a te korodban... nem eccer... és ismertem jó egynéhány fiút, aki értett a nyeléshö; de olyan nyelőt még sose láttam, Pip, amilyen te vagy és hálát adhacc az Istennek, hogy agyon nem nyelted magadat.	"Cậu biết đấy, anh bạn," Joe nói, nhìn tôi chứ không phải chị Joe, miếng bánh mới cắn vẫn phồng trong má, "hồi bằng tuổi cậu anh cũng từng nuốt chửng thức ăn - thường xuyên là đằng khác - và khi còn là một cậu nhóc anh cũng từng thấy nhiều đứa hay nuốt chửng; nhưng đến như cậu thì đúng là anh chưa từng thấy đấy, Pip, và thật may cậu vẫn chưa chết nghẹn vì nuốt chửng."
Valami orvosi vadállat fölelevenítette akkoriban a kátrányos vizet, mint kitűnő orvosságot, és Gargeryné mindig tartott belőle raktáron a pohárszékben, mert azt hitte, hogy olyan kiváló szer, amilyen undorító.	Vào thời ấy, có một tay lang băm nào đó đã làm sống lại món nước hắc ín như một thứ thuốc hiệu nghiệm, và chị Joe luôn trữ sẵn món này trong tủ đựng thức ăn; chị tôi có niềm tin vào công hiệu của thứ chất lỏng này vì mùi vị ghê người của nó.
Máskor is annyit szokott belém diktálni ebből a csodaszerből, mint nagyszerű erősítőből, hogy olyan szagom lett tőle, mint a frissen kátrányozott kerítésnek.	Kể cả vào những lúc khỏe mạnh nhất tôi cũng phải uống rất nhiều món cam lộ ấy như thần dược phục sức, đến độ tôi nhớ đi đâu tôi cũng sặc mùi như một hàng rào mới quét hắc ín.
De ezúttal az eset sürgőssége egy egész messzelynyit megkívánt ebből a keverékből, amelyet úgy öntött be a torkomba, nagyobb kényelmemre, hogy a hóna alá szorította a fejemet, mintha kaptafára húzta volna.	Vào buổi tối đang nói tới ở đây, mức độ khẩn cấp của tình hình đòi hỏi phải dùng đến một pint* thứ hỗn hợp chất lỏng này, tất cả được đổ tuồn tuột xuống cổ họng để giúp tôi dễ chịu hơn, trong khi chị Joe kẹp chặt đầu tôi dưới cánh tay, chẳng khác gì một chiếc ủng bị giữ trong giá đỡ ủng.
Joe egy félmesszely árán szabadult; de ezt le kellett nyelnie (bár­mennyi­re húzódozott is tőle, mialatt lassan rágva utolsó falatját, ott ült elmélkedve a tűz előtt), "mert fölfordult a gyomra".	Joe may mắn chỉ uống nửa pint; nhưng ông anh rể tôi phải uống (khiến anh rất bất an trong lúc ngồi trầm ngâm trước ngọn lửa uể oải nhai trệu trạo) "vì anh cũng muốn ốm rồi".
Magamról ítélve, azt kell mondanom, hogy utána minden bizonnyal fölfordult a gyomra, ha előtte nem is fordult föl.	Cứ từ tôi mà suy ra, tôi dám chắc sau đó Joe ốm thật, cho dù trước khi uống anh vẫn chưa hề hấn gì.
A bűntudat, hogy megrabolni készülök Joe feleségét - arra sohse gondoltam, hogy Joe-t akarom megrabolni, mert az sohse jutott eszembe, hogy a háztartás dolgaiból bármi is az övé - majd megbolondított, kapcsolat­ban azzal a kényszerűséggel, hogy az egyik kezemet mindig rajta kellett tartanom a vajas­kenyeremen, mialatt ültem vagy amikor kiküldtek valamiért a konyhába.	Ý thức tội lỗi về việc tôi sắp ăn cắp của bà Joe - tôi chưa bao giờ nghĩ mình sẽ ăn cắp của Joe, vì chưa bao giờ coi thứ gì trong nhà là của nả của anh - cộng thêm lúc nào cũng phải dùng một bàn tay giữ lấy chỗ bánh mì phết bơ khi tôi ngồi hay được sai chạy vào bếp làm việc gì đó lặt vặt đã làm tôi chỉ thiếu nước phát điên.
Majd amikor a láp vidék szélrohamai lángra lobbantották a tűzhely tüzet, úgy rémlett, hogy hallom odakint a megvasalt lábú férfi hangját, akinek esküvel titoktartást fogadtam, s aki most azt kiáltja, hogy nem tud és nem is akar holnapig éhezni, hanem azonnal enni akar.	Rồi sau đó, khi làn gió từ đầm lầy thổi tới làm ngọn lửa cháy bùng lên, tôi tưởng như nghe thấy tiếng nói bên ngoài, giọng của người đàn ông chân đeo xiềng đã bắt tôi phải thề giữ bí mật, nói rằng ông ta không thể và sẽ không chết vì đói cho tới tận ngày mai, nhưng cần được ăn ngay lúc này.
Máskor meg az jutott eszembe, mi lesz, ha az a fiatalember, akit csak üggyel-bajjal lehetett visszatartani attól, hogy belém ne mártsa a kezét, engedni talál természetes türelmetlenségének vagy elvéti az időt és azt találja hinni, hogy holnap helyett már ma éjszaka joga van a szívemhez meg a májamhoz!	Những lúc khác thì tôi nghĩ sẽ thế nào đây nếu gã trẻ tuổi đã phải kìm mình khó khăn đến thế để khỏi động tay vào tôi nhỡ ra lại nóng ruột mà hành động bột phát, hay nhỡ ra lại nhầm thời gian mà nghĩ hắn được quyền lấy tim gan tôi vào tối nay chứ không phải ngày mai!
Ha égnek állt valaha valakinek a haja rémületében, akkor az enyém most bizonyosan égnek állt.	Nếu tóc người có khi nào dựng đứng lên được vì khiếp đảm thì hẳn lúc này tóc tôi cũng đã dựng đứng lên rồi.
Vagy talán nem is esett meg ez még soha senkinek a hajával?	Nhưng có lẽ chẳng bao giờ có chuyện tóc người lại dựng đứng lên được thật cả?
Karácsony este volt és nekem a puddingot kellett kavarnom másnapra a vörösréz rudacskával héttől nyolcig a falióra szerint.	Hôm ấy là tối trước lễ Giáng sinh, và tôi phải ngồi quấy bột bánh pudding cho ngày mai bằng một cây khuấy bự chảng từ bảy giờ đến tám giờ, theo như cái đồng hồ treo tường.
Megpróbáltam a kavarást, lábamon a teherrel (ez persze megint eszembe juttatta azt az embert és a terhet az ő lábán) és azt kellett tapasztalnom, hogy mialatt a keverő mozdulatokat végeztem, vajaskenyerem valósággal ellenállhatatlanul csú­szott egyre lejebb a bokám felé.	Tôi bắt tay vào việc với miếng bánh mì vẫn nằm trên chân (và điều đó lại làm tôi nghĩ tới người đàn ông với cái thứ trĩu nặng trên chân ông ta), và nhận ra công việc đang làm có xu hướng đẩy chỗ bánh mì phết bơ tụt xuống lòi ra cổ chân tôi, không làm sao khác được.
Szerencsére, egy pillanatra kisurranhattam a konyhából és lelki­ismeretemnek ezt a részét letétbe helyeztem padlás-hálószobámban.	Tôi hân hoan lỉnh đi, cất phần lương tâm đó vào phòng ngủ trên gác xép của mình.
- Megin kereket oldott egy fegyenc.	"Lại có một tên tù nữa xổng."
A néném, aki mindig magára vállalt minden fölvilágosítást, csípősen odavágta: - Megszökött!	Chị Joe, luôn giành lấy trách nhiệm đưa ra mọi lời giải thích, cáu gắt nói, "Vượt ngục.
Mialatt a néném kézimunkája fölé hajolt, én Joe felé csucsorítottam a szájamat, hangtalanul ezt kérdezve tőle: - Mi az: fegyenc? Joe olyan mesterkélt válaszra csucsorította erre a saját száját, hogy csak ezt az egy szót tudtam megérteni belőle: - Pip.	Trong khi bà Joe ngồi cắm cúi khâu vá, tôi chúm môi lại nói không thành tiếng với Joe, "Tên tù là gì?" Joe cũng mấp máy môi gửi lại một câu trả lời rất chu đáo, trong đó tôi chỉ luận ra nổi độc một chữ "Pip".
- Tegnap éccaka - szólt Joe hangosan -, az esti ágyúlövés után kereket oldott egy fegyenc.	"Có một tên tù bỏ trốn tối qua," Joe nói thành tiếng, "sau phát súng báo hiệu hoàng hôn.
És leadták utána a figyelmeztető ágyúlövést.	Và họ bắn súng để cảnh báo về hắn.
Ne kérdezz semmit, ha azt akarod, hogy ne traktáljanak hazugságokkal.	Đừng hỏi câu nào cả thì mày sẽ không phải nghe lời nói dối nào."
Úgy gondoltam, hogy nem igen volt udvarias sajátmagával szemben, amikor arra célzott, hogy hazugsággal traktál, ha kérdezek tőle valamit.	Chị tôi đúng là chẳng mấy lịch sự với chính bản thân, tôi thầm nghĩ, khi ám chỉ chị sẽ nói dối tôi nếu tôi đưa ra câu hỏi.
De hát nem is volt soha udvarias, csak amikor vendégei voltak.	Chị tôi chẳng bao giờ lịch sự trừ phi có người lạ.
Ebben a pillanatban ugyancsak megnövelte a kíváncsiságomat Joe azzal, hogy hihetetlen erőlködéssel elkezdte tátogatni a száját és olyan formára csucsorította, mintha ezt akarta volna mondani: - Harapós.	Đến lúc này, Joe càng làm tôi tò mò hơn khi khổ sở cố sức há miệng ra thật lớn, rồi tạo hình cho nó thành một từ mà với tôi có vẻ giống "hờn"*.
De én sehogysem tudtam a szót megérteni.	Joe muốn nói "Hulk" nhưng Pip nghe ra là "sulk", tưởng nói chị.
- Néném - szóltam, az utolsó szalmaszálba kapaszkodva -, nagyon szeretném tudni - ha nem haragszol érte -, hol sütik el az ágyúkat? - Az Isten irgalmazzon ennek a kölyöknek!	"Chị Joe," tôi lên tiếng, viện đến phương sách cuối cùng, "em muốn biết - nếu chị không phiền - mấy tiếng súng đó từ đâu tới vậy ạ?"
- kiáltott a néném, de olyan hangon, mintha nem egészen ezt gondolná, hanem inkább az ellenkezőjét.	"Chúa ban phước cho thằng bé!" chị tôi thốt lên, như thể chẳng hề có ý đó mà ngược lại mới đúng.
- szóltam, Joe-ra nézve.	"Ồ!" tôi thốt lên, nhìn Joe.
- A rabhajókon!	"Tàu nhốt tù!"
Joe szemrehányóan köhögött, mintha azt akarta volna mondani: - Hiszen megmondtam.	Joe khẽ ho đầy trách cứ, như thể để nói, "À, anh đã bảo cậu vậy rồi mà."
- És kérlek, mik a rabhajók? - kérdeztem.	"Thế tàu nhốt tù là gì ạ?" tôi hỏi.
Ha felel neki az ember egy kérdésére, mindjárt egy tucattal áll elő.	"trả lời nó một câu là nó sẽ hỏi liền cả tá câu nữa.
Ez több volt a soknál néném számára, aki nyomban fölállt.	Như thế là quá nhiều với bà Joe, chị tôi lập tức đứng phắt dậy.
- Te tacskó - kezdte -, nem azért neveltelek föl csakúgy kézzel, hogy megkeserítsd az emberek életét.	"Tao nói cho mày biết nhé, nhóc con," chị nói, "tao không nuôi nấng mày bằng tay để mày quấy rầy người khác.
