ALAIN-FOURNIER	Alain Fournier
Nem ismerheti hát az utat.	Đến ngã ba là nó lạc.
Nem ér ki három órára a vonathoz.	Nó không thể đến kịp ga vào ba giờ.
- Mi ez a zenebona itt?	- Có gì vậy ông?
A paraszt még ott áll az ajtóban, mozdulatlanul, konokan, sipkájával a kezében, mint aki várja, hogy igazságot szolgáltassanak neki.	Người nông dân từ trại Ngôi sao Đẹp vẫn bất động, bướng bỉnh, mũ trên tay, như một kẻ đang đòi công lý.
Ebédlőnk ajtaja pár lépésnyire volt csak a kerti kaputól.	Hàng rào thấp ngoài sân thì át ngay cửa ra vào phòng ăn.
Késő esténként, mielőtt aludni mentünk, egyik mindennapos időtöltésem az volt, hogy dobogó szívvel füleltem, nem nyikordul-e meg a kis ajtó.	Ngay sau nó là tiếng guốc lọc cọc bước hay chùi chùi lên thảm chùi chân trước ngưỡng cửa, có lúc lại là tiếng thì thào, tựa như khách bàn tính trước khi vào nhà.
S aztán megkoccant végre az ajtó is.	Sau đó là tiếng gõ cửa.
Mindezt csak félfüllel hallottam, a valóságban nem voltam jelen.	Nhưng tôi quên bẵng ông bà rồi, tuy vẫn ngồi đấy.
- Ó, szegénykéim, azon a kölykön jár ugye az eszetek?	- Các bác và hai con đang băn khoăn về cậu bé đó hả?
- bólintott végül.	- cuối cùng bà hỏi.
Az állomáson, La Gare-ban hiába faggattam nagyanyót.	Quả thực ở ga, tôi có hỏi bà về Môn, nhưng vô hiệu.
Valami feltartóztathatta barátomat útközben.	Ở Viecdông, bà không thấy ai giống anh.
Kudarcot vallott a nagy legénykedése.	Có lẽ bạn tôi đến chậm hơn bà.
Bevallom, fájt a csalódás.	Ý định của anh bị lỡ.
A zuzmarától fehéren csillogó úton kis madarak röpdöstek a csöndesen poroszkáló szamár lábai körül.	Trên xe dọc đường về, tôi cứ loay hoay mãi với mối thất vọng, trong khi bà tôi trò chuyện với Musơbơp.
S valahányszor meghallottam egy-egy elnyújtott kiáltást a kihalt dombokon, a szívem riadtan verdesett, s repesve, mintha Meaulnes hangja lett volna, s engem hívna, hogy menjek utána az ismeretlen messzeségbe...	Thỉnh thoảng, trong cái im lặng thăm thẳm của buổi chiều băng giá, vọng đến tiếng kêu xa thăm thẳm của một cô gái chăn cừu hay một cậu bé hú gọi bạn từ rừng này sang rừng thông khác.
S minthogy az elmúlt tél óta senki sem használta, nyirkos volt és vacogtatóan hideg.	Tâm trí tôi còn đang đắm vào những chuyện đó thì đã đến giờ đi ngủ.
Mi ott búcsúzkodtunk az ajtajánál és épp szobánkba készülődtünk aludni, amikor hirtelen ajkunkra fagyott a szó, mert közeledő kocsizörgés verte fel az éjszaka csendjét.	Để ông nghỉ ở đấy, cha mẹ tôi đã lột các tấm đăng-ten bọc các ghế bành, lật trải ngược các tấm thảm nên nhà, dồn các đồ dễ vỡ vào một góc.
A hangokból arra lehetett következtetni, hogy két kocsi jön, közvetlenül egymás után, lassan, ráérősen.	Ông đã đặt chiếc gậy chống trên một cái ghế dựa, để đôi giày cà cỏ dưới một ghế bành.
Apám fölkapta a lámpást és tüstént az ajtóhoz sietett.	Có lẽ có hai xe nối đuôi nhau lăn bánh chậm chạp.
Éjszakára mindig be szoktuk zárni, úgyhogy néhány pillanatig eltartott, amíg kinyitotta.	Chúng chạy chậm dần, rồi dừng lại dưới cửa sổ phòng ăn nhìn ra đường cái, nhưng đã bị đóng kín.
A második kocsi bakja üres volt, lovát az első kocsi után kötötték.	Đúng là hai cỗ xe dừng đó, ngựa xe sau buộc vào sau xe trước.
Az első kocsi bakjáról leugrott egy férfi és tanácstalanul nézett körül...	Một người nhảy xuống đất, và ngập ngừng chưa muốn nói...
- Ez itt az elöljáróság?	- Đây là trụ sở xã phải không ông?
Szerencsére volt a kocsin névtábla, innen tudom, hogy hogyan hívják és hogy hol lakik.	Nhờ đèn lồng, tôi đọc được tên và địa chỉ ông ấy trên biển xe.
Minthogy nem kellett különösebb kerülőt tennem, gondoltam, hazahozom a fogatát, hiszen még könnyen valami szakadékba zuhanhat.	Vì thuận đường, tôi đưa luôn ngựa và xe ông ấy về đây kẻo nhỡ có chuyện chẳng lành, nhưng vậy là tôi bị muộn quá rồi.
- Semmi nyoma, hogy ült volna benne valaki - fűzte hozzá a férfi.	- Chẳng thấy vết tích nào của người đi xe - người khách tiếp - Thậm chí một tấm vải phủ chân cũng không có.
- Még pokróc sincs a kocsin.	Con ngựa rất mệt.
Így még az este folyamán visszajuttathatjuk a kocsit a Belle-Étoile-tanyára, s még csak el sem kell magyaráznunk, hogy mi történt.	bằng cách này, chúng tôi có thể trả cho trại Ngôi Sao NĐẹp cỗ xe ngay trong đêm nay mà không cần thuật lại câu chuyện đã xảy ra.
Aztán majd megtanácskozzuk, hogy mit is mondjunk az idevalósiaknak, s azt is, miképpen értesítsük Meaulnes édesanyját...	Sau đó, chúng tôi sẽ quyết định nên kể sự tình như thế nào với bà con lân cận và sẽ viết thư cho mẹ Môn ra sao nữa...
Apám még meginvitálta egy pohár borra, de a férfi köszönettel visszautasította.	Người khách từ chối các rượu mời và ra roi cho ngựa đi liền.
- No mi van?	- Sao?
Megkerült az elveszett kölyök?	Thằng bé về rồi hả?
Aludj csak szívem.	Ông đi ngủ đi.
- büszkélkedett nagyapó.	- Thế có phải hay không.
Az egész falu úgy tudta, hogy Meaulnes hazament, az édesanyját meglátogatni - ezt mondtuk mindenkinek.	Tao cũng nghĩ thế đấy - ông trả lời.
Szorongásunkat, aggodalmunkat gondosan titkoltuk.	Yên lòng, ông tắt nến và lên giường để ngủ.
Három kegyet­lenül hosszú nap, három véget nem érő éjszaka múlt el így.	Chúng tôi cũng giải thích với bà con thị trấn như với ông.
Még ma is emlékszem, édesapám valamivel éjfél előtt tért vissza a tanyáról.	Đối với mẹ kẻ bỏ trốn, chúng tôi quyết định chờ thêm nữa, rồi mới biên thư cho bà.
Dércsípte bajsza csapzottan csüngött az ajkára, amint belépett a fagyos, decemberi éjszakából.	Chúng tôi giữ gìn nỗi lo âu khắc khoải kéo dài ba ngày dằng dẵng.
Azok a fiúk, akik korábban érkeztek, kint csúszkáltak az udvaron, a kút körül, hogy valahogy fölmelegedjenek.	Từ sáng sớm, các học sinh đến trước nhất chạy đuổi nhau quanh giếng cho ấm người lên.
Többedmagammal ott ácsorogtam a szárnyas üvegajtó mögött s kíváncsian lestem a vidékről érkezett fiúkat.	Nhiều học sinh chúng tôi thập thò sau cửa, rình chờ các bạn từ nông thôn đến.
Emlékszem, mennyit vesződött azzal, hogy felakassza a zászlórúdra lábánál fogva a meggémberedett kis állatot...	Sáng hôm ấy, một bạn mang theo trong giỏ một con sóc chết giá mà bạn ấy phát hiện trên đường đi.
Meaulnes állt kint, a bejárati kapuhoz támaszkodva.	Rồi buổi học mùa đông nặng nề bắt đầiu...
Az előcsarnokból kivehetetlen távoli susmutolás hallatszott be a terembe.	Hai học sinh ngồi gần cửa nhất vội vàng nhào ra mở cửa cho anh.
Seurel tanár úr a mondat közepén abbahagyta a szöveget, amit éppen tollbamondott nekünk és lejött a katedráról.	Chỉ hai bước là ông Xơren bước xuống khỏi cái bục giảng nhỏ mà ở đó ông vừa đứng đọc chính tả cho chúng tôi.
Megjöttem. - Igazán?	- Thưa thầy, em đã về.
- jegyezte meg Seurel tanár úr, kíváncsian figyelve Meaulnes arcát.	- Tôi biết rồi - ông Xơren đáp, mắt xoi mói nhìn anh - Về chỗ đi.
- Azt hiszem, a legjobb lesz, ha elővesz egy könyvet - tanácsolta Seurel tanár úr, mert már mindenki csak Meaulnes-t nézte -, a többieknek még be kell fejezniük a dolgozatot.	- Anh sẽ đọc một đoạn sách mà tôi chỉ cho - người thầy nói, còn chúng tôi nhất loạt quay nhìn Môn - trong khi các bạn viết nốt bài chính tả.
Meaulnes időnként megfordult felém, majd az ablakon bámult ki, melyen át látni lehetett a vattába bugyolált dermedt, téli kertet s a kihalt mezőket, mikre néha leszállt egy-egy fekete holló.	Thỉnh thoảng Môn quay nhìn tôi, rồi nhìn qua cửa sổ, từ đó chúng tôi có thể nhận thấy cái vườn trắng xốp như bông, im lìm, và những cánh đồng vắng ngắt hay đôi lúc có một con quạ đỗ xuống.
A teremben, az izzó kályha közelében, elviselhetetlen volt a hőség.	Trong lớp bắt đầu ngột ngạt vì cái lò sưởi đỏ lừ.
- Szeretnék lefeküdni, tanár úr - szólalt meg hirtelen, félig felnyújtva a karját.	Hai lần tôi thấy anh díp mắt lại và tin rằng anh sắp ngủ thiếp đi.
- Menjen csak!	- Đi đi!
A sok apró fej ismét kibukkant a füzetekből, a tollszárak tétován lebegtek a padok fölött a magasban, s mi sajgó szívvel bámultunk Meaulnes után, amint kibaktatott az osztályból sáros cipőjével.	Tất cả chúng tôi ngẩng lên, bút vẫn trong tay chống trên bàn, lưu luyến nhìn anh ra đi với cái áo blu rách ở lưng và đôi giầy đầy đất cát.
Ahogy közeledett az ebédidő, motoszkálást hallottunk a padlásszoba felől, s aztán a megkerült vándor léptei ereszkedtek alá a lépcsőn.	Gần đến trưa, tôi nghe tiếng động trên căn gác xép, đó là nhà du lịch chuẩn bị đi xuống với chúng tôi.
Amikor a süteményt is megettük, leengedtek bennünket hancúrozni az udvarra.	Anh lợi dụng cuộc hòa hoãn đó để chẳng hé một lời.
A cipők alatt már széttaposódott a hó... fekete latyak volt mindenütt, mert az eresz szélén is felengedtek a jégcsapok... az egész udvar egyetlen játszótér volt, fel-felcsattanó kiáltásokkal.	Sân trường, sau buổi trưa, nơi guốc học sinh đã hất gần hết tuyết, cái sân đen sì, trên đó băng tan từ mái nhà chơi rỏ giọt xuống... cái sân đầy ắp trò chơi và tiếng kêu đinh tai.
Két vagy három helybeli pajtásunk, amint észrevettek bennünket, otthagyták a játékukat, s ujjon­gó csatakiáltásokkal vágtattak felénk.	Vừa thấy chúng tôi, hai ba bạn người thị trấn đã bỏ cuộc chơi, ba chân bốn cẳng phóng về phía chúng tôi, làm bùn bắn tứ tung từ dưới guốc.
Senki sem szerette az ilyesfajta mókákat, az ilyenre többnyire megtorlás volt a válasz.	các bạn đẩy mạnh đến nỗi cái lanh-tô bằng thép cong đi.
De minthogy december volt, egyetlen ablakot sem találhattak nyitva.	Cách xử sự ấy, chúng tôi coi là rất đáng bực mình.
Az osztálynak sült gesztenye illata és vinkószaga volt.	Bây giờ đang tháng 12, cửa giả đều đóng sạch.
Ott settengtem a kályha közelébe, gondoltam, elterpeszkedem mellette, lomhán, melegszem, amíg elkezdődik újból az óra.	Trong phòng học thoáng mùi hạt dẻ và rượu pikêt, chỉ có hai người trực nhật đang chuyển dịch bàn ghế để quét nhà.
Éppen azon tűnődtem, hogy odamegyek mellé; a vállára tettem volna a kezem s minden bizonnyal együtt követtük volna a térképen a kis kanyargó fekete útvonalat, azon a tájon át, amerre járt; amikor teljes erejéből kivágódott az az ajtó, mely az elsősök tanterméből nyílt a miénkbe.	Tôi đã sẵn sàng lại gần anh, định ôm vai anh và chắc chắn cùng theo dõi trên bản đồ quãng đường phiêu lưu mà anh đã đi, đúng lúc đó cửa cái thông với phòng học lớp bé đột ngột bị đẩy mạnh, mở toang ra, và Giaxmanh Đơlusơ, theo sau là một bạn ở thị trấn và ba bạn ở nông thôn, hiện ra với một tiếng reo thắng lợi.
Jasmin Delouche nyomult be rajta, fülsértő diadalordítással, három falusi suhancból s egy helybeli kölyökből összeverődött csapata élén.	Chắc hẳn một cửa sổ ở phòng học lớp bé đóng không chặt, các bạn đẩy ra được và nhảy qua đó mà vào.
Jasmin Delouche velünk járt a felső tagozatba, bár meg kell adni, nem nőtt valami magasra.	Nó ghen tị với Môn ghê lắm, tuy vẫn tự coi là bạn của anh.
Augustin Meaulnes feltűnése előtt Jasmin volt az osztály vezére.	Mặt nó xanh xao, khá đù đờ, tóc thì bôi nhẫy sáp.
Sápadt arcán ólomszerű fakóság terpeszkedett és pomádézta a haját.	Là con của bà góa Đơlusơ chủ quán, nó đóng vai ông chủ trong nhà.
- Mégiscsak szörnyű, hogy egy perc nyugta sem lehet itt az embernek!	- Ở đây chẳng được yên lấy một phút!
- Ha nem tetszik, maradtál volna ott, ahol voltál - nyelvelt vissza Jasmin Delouche szemtelenül, oda se nézve.	- Nếu không hài lòng, hãy cứ ở nơi nào cậu đã ở - Giaxmanh Đơlusơ không ngẩng đầu đáp, hẳn là biết có tụi bạn đi theo bênh mình.
Azt hiszem, Augustin a kimerültségnek abban az állapotában volt, mikor hirtelen támadt hara­gun­kon nem tudunk úrrá lenni.	- mày - anh vừa nói vừa đứng lên, và khép sách lại, mặt hơi tái đi - Mày hãy ra khỏi đây!
- Kotródj, te mocsok!	Đơlusơ cự lại:
- sziszegte elsápadva.	- Chà - nó thét lên - trốn thoát ba ngày, mày tưởng mày sắp là ông chủ hả?
Összecsapta a térképet és kiegyenesedett.	Rồi lôi kéo mấy cậu kia vào cuộc cãi lộn:
Te aztán igazán nem parancsolhatsz nekünk!	Thoạt tiên, hai người vật lộn.
- Vedd le róla a mancsod!	- Buông nó ra!
- ordította táguló orrcimpákkal s dühösen megrázta a fejét, mint egy kos, mely öklelni készül.	- nó nói, lỗ mũi phồng to, đầu lúc lắc như một con cừu đực.
Meaulnes elengedte Delouche nyakát, hogy összeakaszkodjon ezzel a félkegyelmű kölyökkel, és lehet, hogy ő húzta volna a rövidebbet, amikor hirtelen felpattant a konyhaajtónk, mely ide nyílt, a folyosóra.	Giaxmanh bấu lấy bàn ghế, miết chân xuống nền nhà lát đá, khiến đế giày đóng cá kêu kin kít, trong khi Mactanh đã lấy lại thăng bằng, lừng lững tiến lại, đầu giơ ra trước, vẻ hung dữ.
Ebben a pillanatban végeszakadt a verekedésnek.	Tức thì cuộc đấu ngừng lại.
- Látszik, hogy nem fér a bőrébe!	- Bây giờ thì nó hết chống chế.
Adja a bankot!	Đầ láu cá!
Azt képzeli talán, hogy nem sejtjük, merrefelé kódorgott?	Nó tưởng chúng ta không biết nó vừa ở đâu ra phỏng!
- Ezt a barmot!	- Đồ ngu!
Hiszen még én magam sem tudom, hogy merre jártam - hallottuk Meaulnes hangját a hirtelen beállott csöndben.	Chính tao cũng không biết tao vừa ở đâu - Môn độp lại, trong lúc cả lớp đã khá yên lặng.
