ÉMILE ZOLA	Émile Zola
Egyszer az unokafivérén erőt vett a gyengeség és elesett; fölemelte és egy hirtelen mozdulattal ölbe kapta; ez az erőkifejtés nagy égő foltokat varázsolt az arcára.	Có một ngày người anh họ bị té ngã, do yếu đuối, bằng một cử chỉ đột ngột, cô vực gã dậy và mang gã đi, và sự phô bày sức mạnh này đã ghi dấu những mảng lớn đỏ hoe trên khuôn mặt cô.
Az a kolostori élet, amelyet folytatott, s az az elerőtlenítő rendszer, amelynek alá volt vetve, nem gyengítette el sovány és erős testét; csak az arca öltött sápadt, kissé sárgás színt, s csaknem csunya leány lett.	Cuộc sống tù hãm, cái lối sống bạc nhược mà cô phải chịu đựng đã không thể làm suy yếu cơ thể gầy gò mà sung mãn của cô, chỉ vương trên mặt cô màu xanh xao, hơi ngả vàng và cô trở nên gần như xấu hẳn trong bóng tối.
Néha az ablakhoz ment s bámulta a szemközt levő házakat, melyekre a nap aranyos terítőt borított.	Đôi khi, cô đến cửa sổ để lặng ngắm những ngôi nhà trước mặt, trên đó mặt trời vung vãi những làn ánh sáng vàng rực.
Mikor Raquinné eladta az üzletét és visszavonult a víz partján levő kis házba, Therese titokban reszketett az örömtől.	Khi bà Raquin bán đi sản nghiệp và rút về ẩn cư nơi ngôi nhà nhỏ ven sông nước, Théresè rung lên những niềm vui thầm kín.
Roppant hidegvére volt, nyugodtnak látszott még legnagyobb felindulásaiban is.	Cô có bản tính cực kỳ trầm tĩnh, một sự bình tĩnh bề ngoài che đậy những kích động dữ dội bên trong.
Mindig az unokatestvére szobájába, egy beteges gyermek mellé képzelte magát; szelid, csöndes mozdulatai voltak s oly gyengéden tudott gügyögni, mint egy öreg asszony.	Cô luôn luôn tự cho rằng mình đang ở trong phòng của người anh họ, bên cạnh một đứa trẻ đang hấp hối, cô có những cử động êm dịu, những lúc im lặng, bình thản, những lời lẽ ấp úng của một phụ nữ luống tuổi.
Mikor meglátta a kertet, a fehér folyót, a széles zöld dombokat a szemhatáron, vad vágya támadt, hogy elfusson innen és kiabáljon; érezte, hogy a szíve nagy dobbanásokkal ver a mellében; de arcának egy izma sem rándult és beérte egy sóhajtással, mikor a nagynénje azt kérdezte tőle, hogy tetszik-e az új lakás?	khi nhìn thấy khu vườn, giòng sông trắng xoá, những ngọn đồi ngút ngàn xanh tươi hiện lên ở chân trời, trong cô tràn ngập một niềm ham muốn hoang dại được chạy đùa, la hét, và cô cảm thấy con tim mình đập dồn trong lồng ngực.
De a lelkében szenvedélyesen égő életet élt.	Thế là cuộc sống trở nên tuyệt vời đối với cô.
Mikor egyedül volt a víz partján, hasra feküdt a fűben, mint a jószág; fekete szemei ilyenkor még nagyobbak voltak, s a teste úgy megfeszült, hogy szinte elpattant.	Khi còn lại một mình trên thảm cỏ ven bờ sông, cô nằm sấp như một con thú, cặp mắt đen láy mở to, thân hình cuộn lại như muốn chồm lên.
Órákig feküdt így, semmire sem gondolva; rátűzött az égető napsugár, s boldog volt, hogy ujjait a földbe vájhatta.	Ở đó trong nhiều giờ không nghĩ ngợi gì cả, mặc cho ánh nắng mặt trời gặm nhấm, hạnh phúc được cắm chặt ngón tay vào đất.
Esténkint Therese már egészen lecsillapultan, csöndesen beszélgetett a nagynénjével; az arca szinte szenderegni látszott a lámpaernyőről lágyan lesikló fényben.	Vào buổi tối, bình tâm và im lặng, Thérèse ngồi may vá bên cạnh người cô, gương mặt cô dường như thiu thiu ngủ dưới ánh sáng lướt nhẹ nhàng từ ngọn đèn chụp.
Camille egy karosszék mélyébe elmerülve, könyvelésének számadatairól gondolkozott.	Camille ngồi lọt thỏm trong chiếc ghế bành, nghĩ ngợi về những bài tính của gã.
A szunyókáló szoba békességét csak néha zavarta meg egy-egy elejtett halk szó.	Chỉ thỉnh thoảng, một lời nói thầm thì lay động sự yên tĩnh của cả nhà đang chập chờn ngủ này.
Raquinné boldog megelégedéssel nézte a gyermekeit.	Bà Raquin nhìn những đứa con với một lòng nhân từ thanh thản.
Elhatározta, hogy összeházasítja őket.	Bà đã quyết định cho chúng lấy nhau.
A fiával mindig úgy bánt, mintha halálos beteg volna; remegett, ha arra gondolt, hogy ő egykor meghal s a fiát egyedül és betegen hagyja itt e világon.	Bà lúc nào cũng đối xử với đứa con trai như kẻ đang hấp hối, bà run sợ khi nảy sinh ý tưởng ngày nào đó mình chết đi để lại nó đơn độc và đau đớn.
Számított Theresere; arra gondolt, hogy ez a fiatal leány majd gondviselője lesz Camillenak.	Thế là bà trông cậy vào Thérèse, tự nhủ rằng thiếu nữ này sẽ là một người trông giữ Camille chu đáo.
Az unokahúga, akinek oly nyugodt volt az arca s aki oly néma megadást tanúsított, határtalan bizalmat keltett benne.	Cô cháu gái với dáng trầm tĩnh, sự tận tuỵ lặng lẽ, đã gợi cho bà một niềm tin vô bờ bến.
Látta őt dolgozni, s őrangyalként akarta a fiának adni.	Bà đã trông thấy cô xử sự và muốn cô là một thiên thần hộ mệnh cho con trai mình.
Előrelátható volt, hogy ez a házasság be fog következni.	Cuộc hôn nhân này là một hồi kết đã dự kiến, đã quyết định dứt khoát.
A gyermekek régóta tudták, hogy egykor majd egybe kell kelniök.	Bọn trẻ từ lâu đã biết rằng ngày nào đó chúng sẽ lấy nhau.
Ebben a gondolatban nőttek fel, amely rájuk nézve egészen megszokott és természetes volt.	Chúng đã lớn lên trong ý nghĩ đã trở nên quen thuộc và tự nhiên như thế.
A családban úgy beszéltek erről a frigyről, mint valami szükséges, a sors által rendelt dologról.	Mọi người nói về cuộc hôn nhân này, trong gia đình, như một điều gì đó cần thiết và tiền định.
És megvárták türelmesen, indulat nélkül.	Và họ kiên nhẫn chờ đợi, không sốt ruột cũng chẳng ngượng ngùng.
Camille, akinek a betegség felhigította a vérét, nem ismerte a serdülő kornak nyers vágyait.	Chứng bệnh đã làm Camille thiếu máu, không biết gì đến những ham muốn nhức buốt của tuổi thanh xuân.
Kis gyermek maradt az unokahúgával szemben, úgy csókolta meg, mintha az anyját csókolná, - szokásból, anélkül, hogy ezzel bármit is veszítene önző nyugalmából.	Gã vẫn là đứa thiếu niên trước mắt cô em họ, gã ôm lấy nàng như gã ôm hôn mẹ mình, theo thói quen, không hề hấn gì cả đối với sự bình thản ích kỷ của gã.
Csak egy kedves pajtást látott benne, aki jó arra, hogy ne nagyon sokat unatkozzék s aki alkalmilag beadta neki az orvosságát.	Gã xem nàng như một người bạn gái hay chiều chuộng để giúp gã không quá chán ngán, và khi cần thì sắc thuốc cho gã uống.
Amikor játszott vele s amikor a karjaiban tartotta, azt hitte, hogy egy fiú van a karjaiban; a húsa soha meg nem remegett.	Khi vui đùa cùng nàng, gã ôm choàng nàng trong vòng tay mà vẫn nghĩ là ôm một đứa con trai, da thịt gã không một chút rung động.
És ilyenkor soha még csak eszébe se jutott, hogy megcsókolja Therese forró ajkát, mikor a leány idegesen nevetve igyekezett magát kiszabadítani a karjai közül.	Và không bao giờ vào những lúc đó, gã nảy sinh ý tưởng hôn lên đôi môi nóng bỏng của Thérèse khi nàng cựa mình với một nụ cười kích động.
A fiatal leány maga is hidegnek és közönyösnek látszott.	Chính thiếu nữ dường như cũng lạnh lùng và dửng dưng.
Néha rajta felejtette nagy szemeit Camilleon s szuverén nyugalommal nézte a fiút néha percekig is.	Đôi lúc nàng mở to đôi mắt hướng về Camille, dừng lại và lặng nhìn gã trong vài phút với sự chăm chú cực kỳ bình thản.
Ilyenkor csak az ajkain látszott valami kicsiny, alig észrevehető mozdulat.	Chỉ có đôi môi khi ấy mấp máy khó nhận ra.
Erről a zárt arcról semmi egyebet nem lehetett leolvasni, mint hogy kérlelhetetlen energiája mindig kedvesnek és figyelmesnek akarja feltüntetni.	Người ta không thể đọc được gì cả trên khuôn mặt khép kín mà ý chí khôn nguôi luôn giữ được vẻ dịu dàng và chăm chút.
Mikor a házasságukról beszéltek, Therese elkomolyodott, de mindenre, amit Raquinné mondott, csak helyeslően bólintott.	Khi mọi người đề cập đến đám cưới, Thérèse trở nên nghiêm trọng, chỉ gật đầu tán thành những gì bà Raquin nói ra.
Camille elaludt.	Còn Camille thì ngủ thiếp đi.
Nyáron, esténkint a fiatalok a víz partjára menekültek.	Buổi chiều ngày hè, hai người trẻ tuổi trốn ra bờ sông.
Camillet már izgatta anyjának a szüntelen gondoskodása; fel-fellázadt ellene, szeretett volna elfutni vagy megbetegedni, hogy szabadulhasson a sok becézgetéstől, amit már megútált.	Camille bực bội vì sự chăm sóc không ngừng của bà mẹ, gã phản ứng lại, gã muốn chạy nhảy, muốn thoát khỏi những mơn trớn khiến gã buồn nôn.
Ilyenkor magával vitte Thereset, rávette, hogy birkózzék vele és hogy hemperegjenek a fűben.	Thế là gã lôi kéo Thérèse, khiêu khích cô đánh vật, lăn mình trên cỏ.
Egyszer úgy meglökte az unokahúgát, hogy elesett; a fiatal leány azonnal felugrott és mint egy megvadult állat, égő arccal, kivörösödő szemmel, karjait felemelve reá rohant a fiúra.	Một hôm, gã đẩy cô em họ té nhào, thiếu nữ chồm dậy với sự hoang dại của một con thú, và khuôn mặt nóng bừng, đôi mắt đỏ ngầu, nàng xông vào gã, đôi tay giơ cao.
Camille a földre rogyott előtte.	Camille chuồi người trên đất.
Félt tőle.	Gã đã sợ.
Hónapok, évek múltak.	Năm tháng trôi qua.
Elérkezett a házasság kitűzött napja.	Ngày đám cưới đã định rồi cũng đến.
Raquinné félrehívta Thereset, beszélt neki az apjáról és anyjáról, elmondta neki a születése történetét.	Bà Raquin kéo Thérèse ra chỗ riêng, bảo cho nàng biết về người cha và người mẹ của nàng, kể lại câu chuyện về sự ra đời của nàng.
A leány végighallgatta a nagynénjét s azután anélkül, hogy csak egy szót is szólt volna, megcsókolta.	Thiếu nữ lắng nghe người cô, rồi ôm hôn bà mà không thốt lên lời nào cả.
Ez nap este Therese anélkül, hogy a lépcsőtől balra levő szobába ment volna, az unokatestvére szobájába ment be, mely a lépcsőtől jobbra volt.	Buổi tối, thay vì vào phòng mình ở bên trái cầu thang, Thérèse bước vào phòng người anh họ, phía bên phải.
Mindössze csak ennyi volt a változás az életében ezen a napon.	Đó là tất cả sự thay đổi đã xảy ra trong đời nàng vào cái ngày hôm đó.
És másnap, mikor a fiatal házasok lejöttek a szobájukból, Camille ugyanoly fáradt és beteg volt s az önző embernek ugyanaz a szent nyugalma látszott rajta, mint máskor, Therese pedig most is megőrizte édes közönyösségét, s megelégedett arcán borzasztó nyugalom látszott.	và hôm sau, khi đôi vợ chồng mới cưới bước xuống, Camille vẫn với vẻ bạc nhược bệnh hoạn, dáng bình thản ích kỷ cực kỳ của gã, còn Thérèse thì vẫn luôn là sự dửng dưng kín đáo, khuôn mặt chịu đựng với sự trầm tĩnh đáng kinh ngạc.
III.	Chương 3
Camille nyolc nappal a házassága után kereken kijelentette az anyjának, hogy el szándékozik költözni Vernonból és Párisba akar menni lakni.	Tám ngày sau lễ cưới, Camille tuyên bố thẳng thừng với mẹ là gã muốn rời Vernon lên Paris sinh sống.
Raquinné ijedten tiltakozott: ő másként rendezte be az életét és semmit sem akar változtatni rajta.	Bà Raquin kêu trời, bà đã thu xếp cuộc sống của mình và không muốn thay đổi dù chỉ một chi tiết.
A fiúnak erre idegrohama támadt, fenyegetőzött, hogy beteg lesz, ha nem engednek a szeszélyének.	Người con trai nổi cơn thịnh nộ, gã doạ là sẽ trở bệnh lại nếu bà mẹ không chiều theo cơn bốc đồng của gã.
- Sohasem szálltam szembe a terveiddel, felelte az anyjának; elvettem az unokahúgomat, minden orvosságot bevettem, amit adtál.	- Con chưa bao giờ chống lại ý định của mẹ - gã nói - Con đã cưới cô em họ, con uống đủ thứ thuốc nhảm mẹ đưa cho.
Ma az a legkevesebb, hogy nekem is legyen akaratom, és hogy tarts velem... A hónap végén költözünk.	Vậy thì ít ra ngày hôm nay, khi con đã có một ý định thì mẹ phải chiều con chứ… Cuối tháng này chúng ta sẽ ra đi…
Raquinné ezen az éjszakán nem aludt.	Suốt đêm bà Raquin không ngủ được.
Camille határozata felforgatta az életét és kétségbeesetten igyekezett újabb exisztenciát teremteni magának.	Quyết định của Camille làm đảo lộn tất cả, bà vô vọng khi nghĩ tới việc thay đổi hoàn toàn cuộc sống hiện tại.
