Tác giả : Jane Austen	Jane Austen	2.02727
Ta không thể biết người mà ta mới quen nghĩ gì chỉ sau có hai tuần, Nhưng nếu ta không bạo dạn, người khác sẽ đánh bạo làm.	Két­he­ti is­me­ret­ség va­ló­ban igen rö­vid – ennyi idő alatt nem le­het egy em­bert ki­is­mer­ni.	0.227778
Dù sao đi nữa bà Long và hai cô cháu cũng muốn thử thời vận.	De ha mi nem vál­lal­juk, lesz más, aki vál­lal­ja.	0.223529
Nếu ta không tiến tới, bà ta sẽ cho rằng ta có ý nhường, bà ta sẽ nắm lấy cơ hội.	El­vég­re Mrs. Longot és uno­ka­hú­ga­it sem le­het meg­fosz­ta­ni az esély­től; ő bi­zo­nyá­ra szí­ves­ség­nek fog­ja ezt te­kin­te­ni, s ha ma­ga nem haj­lan­dó er­re a szol­gá­lat­ra, én vál­la­lom.	-0.141573
Các cô gái nhìn chằm chằm ông bố.	A le­á­nyok ap­juk­ra bá­mul­tak.	0.292105
Bà Bennet chỉ nói:	Mrs. Bennet csak ennyit mon­dott:	0.735
		0.3
	– Os­to­ba­ság, me­rő os­to­ba­ság!	-0.3
- Vô lý, thật vô lý!	– Mi­ért e he­ves til­ta­ko­zás?	0.0818182
- Bà nói thế có nghĩa gì?	– kér­dez­te Mr. Bennet.	0.3
Bà có nghĩa rằng cách thức giới thiệu và sự căng thẳng trong việc này là vô lý không?	– Ta­lán os­to­ba­ság­nak tart­ja a be­mu­tat­ko­zás for­ma­sá­ga­it és je­len­tő­sé­gét?	0.245161
Tôi không thể đồng ý với bà về điểm này.	Eb­ben nem ér­tek egyet tel­je­sen ma­gá­val.	0.3
Mary con có ý kiến gì không?	Mi a vé­le­mé­nyed, Mary?	0.289286
Bố biết con thích suy nghĩ chín chắn, thích đọc sách hay, lại hay trích dẫn từ sách vở mà.	Tu­dom, hogy a kis­asszony so­kat töp­reng, ko­moly köny­ve­ket ol­vas, és ki­vo­na­tot ké­szít be­lő­lük.	0.241237
Mary muốn nói điều gì đấy hợp lý, nhưng không thể nghĩ ra. ~~~ Ông tiếp:	Mary va­la­mi na­gyon oko­sat akart fe­lel­ni, de nem tud­ta, mit.	0.136364
 ~~~ - Trong khi Mary đang tìm ý, ta hãy trở lại cậu chuyện anh chàng Bingley.	– Amíg Mary a gon­do­la­ta­it ren­de­zi – foly­tat­ta az ap­ja –, tér­jünk vissza Mr. Bingleyre.	0.03125
Bà vợ cao giọng: ~~~ 	– Mr. Bing­ley­vel már tor­kig va­gyok!	-0.15
- Tôi quá mệt vì cái tên Bingley này rồi.	– csat­tant fel az asszony.	0.122222
- Tôi lấy làm tiệc nghe bà nói như thế, nhưng tại sao bà không nói lúc trước?	– Ezt iga­zán saj­ná­lom; de mi­ért nem szólt ne­kem előbb?	0.209524
Nếu sáng nay tôi biết như vậy, chắc chắn tôi đã không đi gặp anh ta.	Ha dél­előtt tud­tam vol­na, sem­mi eset­re sem lá­to­ga­tom meg.	0.278261
Thật là vô phúc, nhưng vì tôi đã gặp anh ta, bây giờ chúng ta không thể tránh khỏi mối quen biết này.	Kár, hogy így tör­tént; de mi­vel már tisz­te­le­te­met tet­tem ná­la, nem zár­kóz­ha­tunk el az is­me­ret­ség elől.	0.246729
Sự kinh ngạc của các cô gái chính là điều mà ông mong muốn; riêng bà Bennet còn kinh ngạc hơn cả các cô con gái, tuy nhiên sau những khoảnh khắc xáo động là niềm vui; bà cho rằng đấy là việc bà vẫn hằng mong muốn.	A höl­gyek meg­le­pőd­tek – Mr. Bennet ép­pen ezt akar­ta el­ér­ni -; fe­le­sé­ge ta­lán a le­á­nya­in is túl­tett, bár ami­kor az el­ső öröm­ki­tö­rés le­csen­de­se­dett, ki­je­len­tet­te, hogy kez­det­től fog­va ezt vár­ta.	0.369469
- Ông Bennet yêu dấu, ông tốt bụng làm sao!	– Mi­lyen ked­ves ma­gá­tól, drá­ga Bennet!	0.273333
Nhưng tôi biết cuối cùng tôi vẫn phải thuyết phục ông.	Tud­tam, hogy vé­gül en­ged a rá­be­szé­lés­nek.	0.267857
Tôi biết rõ ông rất thương các con, nên ông không thể bỏ qua mối quen biết như thế này.	Tud­tam, job­ban sze­re­ti ma­ga a lá­nya­it, sem­hogy ilyen is­me­ret­sé­get el­sza­lasszon.	0.27766
Thật là tôi vui quá!	Ó, mi­lyen bol­dog va­gyok!	0.204545
Kể ra ông đùa như sáng nay cũng hay, ông đi mà không nói một lời nào cho đến tận bây giờ.		-0.3
Ông Bennet quay qua Kitty và nói:	És hogy meg­tré­fált ben­nün­ket!	0.222581
 ~~~ - Kitty, bây giờ con có thể ho tùy thích.	Még dél­előtt meg­lá­to­gat­ta, de ne­künk ed­dig egy szót sem szólt.	-0.111628
Ông vừa nói vừa bước ra khỏi phòng, cảm thấy mệt mỏi vì những lời phấn khích của bà vợ. ~~~ Khi cánh của phòng đã đóng lại, bà bảo các con:	– Most az­tán kö­hög­hetsz, Kitty, amennyi jól­esik – mond­ta Mr. Bennet, s köz­ben ki­ment a szo­bá­ból, mert már un­ta fe­le­sé­ge el­ra­gad­ta­tá­sát.	-0.0116129
 ~~~ - Thấy không, các con có một người cha tuyệt vời.	– Mi­lyen nagy­sze­rű apá­tok van, lá­nyok – szó­lalt meg Mrs. Bennet, mi­helyt az aj­tó be­csu­kó­dott.	-0.15
Mẹ không hiểu các con sẽ đền đáp tấm lòng chăm lo của bố các con ra sao, ngay ngay cả mẹ cũng không biết.	– Nem tu­dom, va­la­ha is meg­há­lál­hat­já­tok-e a jó­sá­gát – vagy akár az enyé­met is.	0.264
Mẹ không ngại cho các con biết, với tuổi bố mẹ bây giờ tạo mối quen biết mới mỗi ngày thì không lấy gì làm dễ chịu, nhưng bố mẹ sẵn lòng làm tất cả mọi chuyện vì các con.	Mond­ha­tom, a mi ko­runk­ban nem nagy öröm min­den­nap új is­me­rő­sö­ket sze­rez­ni; de a ti ked­ve­te­kért min­dent meg­te­szünk.	0.196479
Lydia, mặc dù con là con út, nhưng mẹ tin chắc cậu Bingley sẽ khiêu vũ với con trong buổi dạ vũ sắp tới.	Lydia, szí­vem, bár te vagy a leg­fi­a­ta­labb, biz­tos­ra ve­szem, hogy Mr. Bingley fel­kér tánc­ra a kö­vet­ke­ző bá­lon.	0.578287
	– Ó, egy csep­pet sem fé­lek!	-0.3
Lydia nói cứng cỏi: ~~~ 	– je­gyez­te meg Lydia ön­tel­ten.	0.190909
- Con không sợ. ~~~ Tuy con là út nhưng con cao hơn các chị.	– Igaz, én va­gyok a leg­fi­a­ta­labb, de a leg­ma­ga­sabb is.	-0.0241071
Và trong cả buổi tối còn lại họ thi nhau phỏng đoán khi nào Mr Bingley sẽ đến thăm ông Bennet để đáp lễ, và bàn bạc nhau bao giờ thì có thể mời anh đến dùng bữa tối. ~~~ Chương 3	Egész es­te ta­lál­gat­ták, mi­kor fog­ja Mr. Bingley vissza­ad­ni a lá­to­ga­tást, és már azon tű­nőd­tek, mi­kor­ra hív­ják meg va­cso­rá­ra.	0.0590107
 ~~~ 	3.	0
	FEJEZET	-0.6
		0.3
		0.3
Tuy thế, qua ông chồng bà Bennet không thể biết được gì nhiều về Mr Bingley, ngay cả với sự trợ giúp của năm cô con gái.	Mrs. Bennet hi­á­ba kí­ván­csis­ko­dott: öt le­á­nya se­gít­sé­gé­vel sem bír­ta fér­jét rá­ven­ni, hogy meg­fe­le­lő le­írást ad­jon Mr. Bing­ley­ről.	0.35969
Họ hỏi han ông đủ mọi cách, với mọi câu hỏi, mọi phỏng đoán thần kì, mọi giả định mơ hồ, nhưng ông đều né tránh tất cả. ~~~ Cuối cùng họ đành phải chấp nhận thông tin gián tiếp từ bà hàng xóm Lucas.	Kü­lön­fé­le mó­don ost­ro­mol­ták: lep­le­zet­len kér­dé­sek­kel, agya­fúrt fel­te­vé­sek­kel, tá­vo­li cél­zá­sok­kal – de Mr. Bennet va­la­mennyi­ük ügyes­sé­gét ki­ját­szot­ta, s vé­gül kény­te­le­nek vol­tak szom­széd­nő­jük, La­dy Lucas köz­ve­tett ér­te­sü­lé­se­i­vel meg­elé­ged­ni.	-0.0830357
Tin tức bà đưa ra đều rất thuận lợi.	La­dy Lucas igen ked­ve­ző vé­le­ményt adott.	0.25814
Ngài William đặc biệt có cảm tình với Mr Bingley. ~~~ Anh là một thanh niên còn khá trẻ, rất đẹp trai và vô cùng dễ mến, và nhất là anh định dẫn theo rất nhiều người đến tham gia buổi dạ vũ.	Fér­je, Sir William el volt ra­gad­tat­va Mr. Bing­ley­től; egé­szen if­jú, fel­tű­nő­en jó­ké­pű, rend­kí­vül kel­le­mes fi­a­tal­em­ber, s ami a leg­fon­to­sabb, a kö­vet­ke­ző bá­lon nagy tár­sa­ság­gal fog meg­je­len­ni.	-0.0338235
Không có gì có thể tuyệt hơn.	Ki vár­hat­na en­nél töb­bet?	0.290909
Ý thích khiêu vũ là bước đầu tiến đến một cuộc tình, thế là ai nấy tha hồ kì vọng vào con tim anh. ~~~ Bà Bennet bảo chồng: ~~~ 	Aki a tán­cot sze­re­ti, leg­jobb úton van a sze­re­lem fe­lé; így hát vér­mes re­mé­nye­ket táp­lál­tak Mr. Bingley szí­vét il­le­tő­en.	-0.112879
- Nếu tôi chỉ cần thấy một đứa con gái có cuộc sống hạnh phúc ở Netherfield, thêm bốn đứa kia đều có mối lương duyên tương tự, thì tôi không còn ước ao điều gì nữa.	– Ha az egyik lá­nyom rév­be jut Ne­ther­field­ben – mond­ta Mrs. Bennet fér­jé­nek –, és a töb­bi­ek is mind jó fér­jet ta­lál­nak, ak­kor más kí­ván­sá­gom nin­csen.	0.29
Vài ngày sau, Bingley đáp lễ chuyến thăm viếng của ông Bennet, và trong mười phút ngồi cùng ông trong phòng đọc sách, anh hy vọng được phép gặp các cô gái, mà anh đã nghe người khác ca ngợi về vẻ đẹp của các cô, nhưng anh chỉ gặp được ông bố.	Mr. Bingley né­hány nap múl­va vi­szo­noz­ta Mr. Bennet lá­to­ga­tá­sát, és kö­rül­be­lül tíz per­cet töl­tött ve­le a könyv­tár­szo­bá­ban.	0.273542
Các cô thì may mắn hơn, vì có thể quan sát anh từ của sổ tầng trên, thấy anh mặc một áo choàng màu lam và cưỡi một con ngựa ô.	Ab­ban re­mény­ke­dett, hogy a fi­a­tal höl­gye­ket is üd­vö­zöl­he­ti, mert so­kat hal­lott a szép­sé­gük­ről, de csak ap­juk­kal ta­lál­ko­zott.	0.237778
 ~~~ Sau đấy là lời mời dùng bữa tối, và bà Bennet vội sắp đặt nhiều việc trước khi nhận được lời đáp.	A höl­gyek va­la­mi­vel sze­ren­csé­seb­bek vol­tak, mert egy eme­le­ti ab­lak­ból meg­ál­la­pít­hat­ták, hogy Mr. Bingley kék ka­bá­tot vi­sel, és fe­ke­te lo­von ér­ke­zett.	-0.095339
Mr Bingley có việc bận phải đi đến London vào ngày kế nên không thể nhận lời mời.	Nem sok­kal ez­után meg­hív­ták va­cso­rá­ra.	0.090566
Bà Bennet bị hụt hẫng. ~~~ Bà không thể tưởng được anh có việc gì quan trọng tại thành phố ngay sau khi đến ngụ tại Hertfordshire.	Mrs. Bennet már össze­ál­lí­tot­ta a fo­gá­so­kat, ame­lyek­kel há­zi­asszony­ként kí­vánt tün­dö­köl­ni, de Mr. Bingley vá­la­sza az utol­só pil­la­nat­ban az egész dol­got el­ha­lasz­tot­ta.	-0.0803571
Bà bắt đầu lo rằng anh có thể lượn lờ từ nơi này qua nơi khác mà không chịu định cư ở Netherfield.	Kö­zöl­te, hogy más­nap a vá­ros­ba kell utaz­nia, ezért nem fo­gad­hat­ja el meg­tisz­te­lő meg­hí­vá­su­kat stb.	0.253211
	Mrs. Benn­etet egé­szen le­súj­tot­ta a vá­lasz. ~~~ El sem tud­ta kép­zel­ni, mi­lyen el­fog­lalt­sá­ga le­het Lon­don­ban ilyen rö­vid idő­vel azu­tán, hogy Hert­ford­shire-be ér­ke­zett; már-már at­tól tar­tott, hogy Mr. Bingley ál­lan­dó­an ide-oda uta­zik, s nem te­lep­szik meg Ne­ther­field­ben, ahogy tő­le el­vár­ta.	-0.3
Phu nhân Lucas phải trấn an bà, cho rằng Bingley chỉ đi London để mời bạn bè đi dự buổi dạ vũ.	La­dy Lucas kis­sé csil­la­pí­tot­ta ag­go­dal­ma­it, mert úgy vél­te, hogy a fi­a­tal­em­ber nagy tár­sa­sá­got akar össze­gyűj­te­ni a bál­ra, s ezért uta­zott Lon­don­ba.	0.174977
Chẳng bao lâu, có tin nói rằng Mr Bingley sẽ dẫn theo mười hai quý cô và bảy công tử cùng đến dự.	Ha­ma­ro­san hí­re ment, hogy Mr. Bingley ti­zen­két höl­gyet és hét urat hoz ma­gá­val.	0.475155
Các cô gái đau khổ khi nghe số đông phụ nữ đến thế, nhưng đến buổi sáng trước đêm dạ vũ được nghe rằng thay vì mười hai, anh chỉ dẫn đến sáu người từ London, năm chị em và một cô em họ.	A le­á­nyo­kat le­han­gol­ta a höl­gyek nagy szá­ma; a bál előt­ti na­pon azon­ban meg­nyu­god­tak, mert ér­te­sül­tek, hogy Mr. Bingley ti­zen­két hölgy he­lyett csak ha­tot ho­zott ma­gá­val Lon­don­ból, öt nő­vé­rét és egy uno­ka­nő­vér­ét.	0.219617
Khi buổi dạ vũ bắt đầu, tất cả chỉ có năm người: Mr Bingley, hai chị em của anh, người chồng của cô chị, cùng một thanh niên khác.	Mi­kor pe­dig a tár­sa­ság be­lé­pett a bál­te­rem­be, ki­de­rült, hogy csak öten van­nak.	0.162245
Mr Bingley có ngoại hình bắt mắt và tư thái phong nhã. ~~~ Gương mặt ưa nhìn, cử chỉ ung dung chân thật.	Mr. Bingley, két nő­vé­re, az idő­seb­bik nő­vér fér­je és még egy fi­a­tal­em­ber.	-0.0244565
Hai người chị em của anh trông chững chạc, có phong cách của lối xử sự dứt khoát.	Mr. Bingley jó­ké­pű, kel­le­mes arc­ki­fe­je­zé­sű és könnyed, ter­mé­sze­tes mo­do­rú úri­em­ber volt.	0.196667
Người anh rể, ông Hursy, chỉ có vẻ nhã nhặn.	Csi­nos, ele­gáns nő­vé­re­in azon­ban meg­lát­szott, hogy tár­sa­ság­be­li höl­gyek.	0.006
Nhưng người bạn, tên là Darcy, chẳng bao lâu đã thu hút sự chú ý của cả gian phòng, bởi vóc dáng cao ráo, đẹp trai, tao nhã; và trong vòng năm phút sau khi anh ta bước vào đã có lời xầm xì rằng lợi tức mỗi năm của anh lên đến mười nghìn mỗi năm.	Só­go­rán, Mr. Hurstön meg csak annyi lát­szott, hogy úri­em­ber; ba­rát­ja, Mr. Darcy azon­ban ha­ma­ro­san ma­gá­ra von­ta a te­rem fi­gyel­mét ma­gas, elő­ke­lő alak­já­val, fi­nom arc­vo­ná­sa­i­val és ne­mes te­kin­te­té­vel; öt perc­cel be­lé­pé­se után már kör­be­járt a hír, hogy évi tíz­ezer font jö­ve­del­me van.	0.193846
Mấy ông thì cho rằng anh có dáng vẻ cân đối, còn các bà thì cho rằng anh còn đẹp trai hơn cả Bingley.	Az urak jó­vá­gá­sú fér­fi­nak mi­nő­sí­tet­ték, a höl­gyek ki­je­len­tet­ték, hogy sok­kal csi­no­sabb, mint Mr. Bingley.	0.412264
Cả nửa buổi tối ai cũng có thiện cảm với anh. ~~~ Sau đấy, chính cử chỉ của anh khiến nhiều nguời khinh ghét.	Az es­te el­ső fe­lé­ben nagy cso­dá­lat­tal fi­gyel­ték, amíg a mo­do­ra vissza­tet­szést nem kel­tett, és a han­gu­lat el­le­ne nem for­dult: fel­fe­dez­ték ugyan­is, hogy büsz­ke, le­né­zi a tár­sa­sá­got, és mél­tó­sá­gán alu­li­nak tart­ja, hogy köz­tük jól érez­ze ma­gát.	-0.234454
Họ cho rằng anh kiêu hãnh, anh ở trên cao hơn nhóm bạn bè của anh, không hòa đồng cùn vui với mọi người.	Ak­kor az­tán ha­tal­mas der­by­shire-i bir­to­kai el­le­né­re is úgy dön­töt­tek, hogy ba­rát­ság­ta­lan, kel­le­met­len a vi­sel­ke­dé­se, és össze sem le­het ha­son­lí­ta­ni ba­rát­já­val.	0.0108108
Ngay cả bất động sản lớn lao của anh tại Derbyshire, anh vẫn có nét mặt hãm tài, khó chịu, không đáng d0ược so sánh với người bạn của mình.	Mr. Bingley csak­ha­mar meg­is­mer­ke­dett min­den je­len­tős sze­méllyel a bál­te­rem­ben; élénk volt és köz­vet­len, min­den tán­cot vé­gig­tán­colt, ha­ra­gu­dott, hogy a bál­nak olyan ha­mar vé­ge van, s meg­em­lí­tet­te, ma­ga is ren­dez házibált Ne­ther­field­ben.	0.0331169
Chẳng bao lâu Bingley đã làm quen với mọi người quan trọng trong căn phòng.	Az ilyen sze­re­tet­re mél­tó tu­laj­don­sá­gok ön­ma­guk­ért be­szél­nek.	0.265823
Chàng tỏ ra sôi động không kiểu cách, khiêu vũ với mọi bản nhạc, tỏ ra không thỏa mãn khi thấy buổi dạ vũ chấm dứt quá sớm, cho biết sẽ tổ chức một buổi dạ vũ khác ở Netherfield.		-0.3
Giữa chàng và người bạn quả là hai thái cực!	Mennyi­re más volt a ba­rát­ja!	0.136364
Mr Darcy chỉ khiêu vũ một lần với bà Hurst và một lần với cô Bingley, không muốn được giới thiệu với những phụ nữ khác, sau đấy chỉ đi vòng quanh, thỉnh thoảng nói chuyện với vài người trong nhóm.	Mr. Darcy csak egy for­du­lót tán­colt Mrs. Hursttel, egyet Miss Bing­ley­vel, ki­tért az elől, hogy más höl­gyek­nek is be­mu­tas­sák, és az­tán egész es­te fel-alá jár­kált a te­rem­ben, csak né­ha szólt egy-egy szót sa­ját tár­sa­sá­gá­hoz.	0.335945
Mọi người nhanh chóng nhận ra tính cách của anh. ~~~ Trên thế gian này, có lẽ anh là con người khó chịu nhất, khó chịu nhất và mọi người đều mong anh chàng đừng trở lại nữa.	Jel­le­mé­ről ki­ala­kult az íté­let: a leg­büsz­kébb, leg­kel­le­met­le­nebb em­ber a vi­lá­gon, s min­den­ki azt re­mél­te, hogy so­ha töb­bé nem te­szi be ide a lá­bát.	-0.0016129
Riêng bà Bennet thì có ác cảm nặng nhất; bà cảm thấy bực tức do anh đã khinh rẻ một trong các cô con gái bà.	Leg­he­ve­sebb el­len­sé­gei kö­zé tar­to­zott Mrs. Bennet, aki­nek ál­ta­lá­ban nem tet­szett Mr. Darcy vi­sel­ke­dé­se, de el­len­szen­ve sze­mé­lyes ha­rag­gá fo­ko­zó­dott, mert a fi­a­tal­em­ber meg­sér­tet­te egyik le­á­nyát.	-0.0789474
Vì số phụ nữ đông hơn nam giới, Elizabeth Bennet phải ngồi ngoài trong hai bản khiêu vũ, và trong thời gian ấy Darcy nói chuyện với Bingley khi đứng khá gần cô, nên cô nghe lỏm được.	Mi­vel ke­vés volt a fér­fi, Elizabeth Bennet két tán­cot kény­te­len volt vé­gig­ül­ni; Mr. Darcy egy ide­ig elég kö­zel állt hoz­zá, úgy­hogy Miss Bennet vé­gig­hall­gat­ta Mr. Bing­ley­vel foly­ta­tott be­szél­ge­té­sét, aki pár perc­re oda­ment a tán­co­lók­tól ba­rát­já­hoz, és őt is tánc­ba hív­ta.	0.318269
Mr Bingley muốn ép bạn mình tham gia khiêu vũ thêm. ~~~ - Này Darcy, cậu phải khiêu vũ chứ.	– Gye­re, Darcy – mond­ta Mr. Bingley –, ne hú­zó­dozz a tánc­tól.	0.0661765
Tớ không thích thấy cậu đứng đây với điệu bộ buồn tẻ như thế.	Rossz néz­ni, ahogy így egye­dül, su­tán áll­do­gálsz.	0.22
Khiêu vũ mà vui với người ta.	Sok­kal job­ban te­szed, ha tán­colsz.	0.225
- Tớ không thích.	– Sem­mi ked­vem sincs hoz­zá.	0.0789474
Cậu biết tớ ghét khiêu vũ, trừ khi với người đã quen biết đặc biệt.	Tu­dod, mennyi­re utá­lom a tán­cot, ha nem is­me­rem jól a pá­ro­mat.	0.275342
