 ~~~ 	﻿	-0.05
Lòng hám tiền của anh không lùi bước trước bất kỳ một hành động ty tiện nào.	- Hogyne esne cezaromániába egy huszonegy éves bánáti parasztfiú, ha egy kis fabábutologatással egy hét alatt többet keres, mint az egész falu favágással és a leggyötrelmesebb munkával.	0
Anh đi đây đi đó nhiều, nhưng chỉ ở độc mỗi khách sạn hạng ba, thậm chí nhận đánh cờ trong những câu lạc bộ rất ít người biết tên, miễn sao được nhận tiền thù lao.	Egyébként átkozottul könnyen tarthatja magát nagy embernek, mikor halvány sejtelme sincs arról, hogy élt valaha egy Rembrandt, egy Beethoven, egy Dante, egy Napóleon.	0.235714
Người ta thấy hình anh trên một tấm áp phích quảng cáo cho một loại xà phòng và anh chẳng bận tâm tới những kẻ hay chế giễu khi biết anh không viết đúng nổi một câu, anh đã bán chữ ký của mình cho một người xuất bản in một thứ “triết lý chơi cờ”.	A kölyök szűk elméjében csak egy gondolat élt, hogy hónapok óta egyetlen sakkpartit sem vesztett, s minthogy fel sem ötlik benne, hogy sakkon és pénzen kívül más értékek is vannak a földön, minden oka megvan rá, hogy el legyen ragadtatva önmagától.	0.244156
Thật ra, tác phẩm đã do một sinh viên người Galaxi viết cho người xuất bản - một kẻ xoay xở rất giỏi.		-0.3
Như tất cả những kẻ ngang bướng, Xzentôvic không biết thế nào là lố bịch.	Barátom elbeszélése a legnagyobb mértékben felkeltette kíváncsiságomat.	0.259459
Từ ngày anh đoạt giải vô địch thế giới, anh tưởng rằng mình là nhân vật quan trọng nhất loài người.	Mindig vonzottak az egyetlen gondolatkörbe börtönzött monomániások, mert minél szűkebbre vonja valaki ezt a kört, annál jobban közeledik másfelől a végtelenhez.	0.192105
Anh ý thức là mình đã thắng những người thông minh, những người hay chuyện tài ba và viết rất giỏi, nhất là anh cho rằng mình kiếm được nhiều tiền hơn họ, do đó anh không còn giữ được tính rụt rè bẩm sinh và trở nên tự phụ một cách lạnh lùng mà anh đã để lộ ra một cách thô bạo.	Éppen ezek az emberek, akik látszólag elfordultak a világtól, a maguk területén a termeszek vakbuzgalmával építik fel a világ­mindenség sajátos, egyszeri, miniatűr mását, így hát nem is titkoltam barátom előtt, hogy tizenkét napos utunk alatt, míg Rióba érünk, szeretném majd közelebbről szemügyre venni az intellektuális egyoldalúságnak ezt a különös példányát.	0.257282
- Nhưng một thành công nhanh chóng đến thế sao lại chẳng làm một đầu óc rỗng tuếch như vậy ngây ngất ?	- Nem hiszem, hogy sok szerencséje lesz! ~~~ - mondta barátom.	0.0236111
– Anh bạn tôi kết luận, sau khi đã kể lại tôi nghe một số nét đặc trưng trong sự hợm hĩnh mang tính chất trẻ con của Xzentôvic, - Làm sao một nông dân hai mươi mốt tuổi ở Banat lại chẳng say nồng hơi men kiêu căng khi thấy mình chỉ cần đẩy những con cờ trên tấm ván kẻ ô có thể kiếm tiền trong một tuần nhiều hơn số tiền dân cả thôn kiếm được trong suốt một năm bằng cách đốn củi và những công việc sụm xương sống khác ?	- Tudomásom szerint még senkinek sem sikerült Czentovicból pszichológiai adalékot kicsikarnia. ~~~ Egy dologról végtelen korlátoltsága ellenére sem feledkezik meg ez a ravasz parasztfiú: gondosan ügyel arra, hogy senki ki ne puhatolhassa gyengéit.	-0.151965
Và thật cực kỳ dễ lầm tưởng mình là một vĩ nhân khi bản thân chẳng hề nghĩ rằng trên đời này đã từng có một Rembrand, một Betôven, một Đantơ ?	Módszere igen egyszerű. ~~~ A vele egyívású földieken kívül, akikkel kiskocsmákban olykor elborozgat, lehetőség szerint senkivel sem áll szóba.	-0.025
Đằng sau chiếc trán hằn vết suy nghĩ, anh chàng này chỉ biết mỗi điều là từ nhiều tháng nay anh chưa thua ván nào và anh chẳng hề ngờ rằng trên đời này còn có những giá trị khác ngoài cờ và tiền bạc, anh có đầy đủ lý do vui thú về bản thân mình. ~~~ * ~~~  ~~~  ~~~ 	Ha művelt embert sejdít valahol, sebtében visszahúzódik csigaházába, s így senki sem dicsekedhetik azzal, hogy valaha is butaságot hallott volna szájából, vagy hogy módjában lett volna mérőónját műveletlenségének mélységeibe eresztenie.	-0.189091
Các lời gièm pha ấy của anh bạn tôi đã kích thích trí tò mò của tôi.	Úgy látszott, hogy barátomnak tökéletesen igaza van.	0.173077
Những người say mê một ý tưởng duy nhất thường làm tôi phải suy nghĩ, vì một trí lực càng có giới hạn thì nó càng vượt lên đạt tới cái vô tận.	Utazásunk első napjaiban egyszerűen képtelen voltam ízléstelen tolakodás nélkül - ami végtére nem a kenyerem - Czentovic közelébe férkőzni.	0.247445
Mấy người đó, nhìn bề ngoài có vẻ sống cô đơn, đang như những con mối xây dựng với tính cách hết sức đáng chú ý các thế giới thu nhỏ lại bằng những nguyên liệu đặc thù của mình.	Néha végigsétált ugyan a fedélközön, de ilyenkor hátán összekulcsolt kézzel, büszkén, öntelten, magába mélyedve járt, mint Napóleon az ismert képen.	0.193289
Do đó tôi tuyên bố ý định của bản thân là sẽ tiếp cận quan sát cái mẫu phát triển trí tuệ đơn phương đặc biệt ấy và sử dụng tốt mười hai ngày đi đường đến Riô vào việc đó.	Egyébként is mindig olyan hirtelen végezte el peripatetikus körsétáját, hogy szinte szaladnom kellett volna utána, ha meg akarom szólítani. ~~~ A társalgóban, dohányzóban, bárban sohasem mutatkozott.	-0.00873016
- Anh ít có khả năng đạt được mục đích đấy, - bạn tôi báo trước – Theo chỗ tôi biết, chưa ai khai thác được ở Xzentôvic một thông tin mang tính chất tâm lý nào.	Amint ezt bizalmas kérdezősködésem eredményeképpen sikerült a stewardtól megtudnom, a nap nagy részét kabinjában tölti, és hatalmas sakktábla fölött játszmákat tanulmányoz, játszmákat gyakorol.	0.271023
Anh chàng này khá khôn ngoan lấp liếm sự ngu đần vô cùng tận của mình để thanh danh chẳng bao giờ bị tổn hại cả.	Három nap múlva már komolyan bosszantott, hogy ügyes elhárító taktikája eredmé­nye­sebbnek bizonyult makacs ismerkedési szándékomnál.	0.270732
Anh chỉ trò chuyện với những người đồng hương gặp ở các quán nhỏ nơi anh thường lui tới, ngoài ra anh tránh tất cả những cuộc đàm thoại.		-0.3
Vừa đánh hơi thấy một người có văn hóa, anh liền chui tọt ngay vào vỏ; do đó không ai dám huênh hoang khoe rằng mình đã nghe thấy Xzentôvic nói một điều gì ngu ngốc hoặc đã thăm dò được mức độ dốt nát của anh ta đến đâu.	Sohasem nyílott még alkalom életemben, hogy egy sakkmesterrel személyes ismeretséget kössek, s minél jobban igyekeztem beleélni magam e típus lelkivilágába, annál elképzelhetetlenebbnek éreztem, hogy emberi elme egy életen át kizárólag hatvannégy fekete és fehér négyzet körül keringjen.	0.256432
Cuộc thí nghiệm sẽ chứng thực những lời này.	A magam tapasztalatából is igen jól ismerem a „királyi játék” vonzóerejét.	0.164151
Những ngày đầu của cuộc hành trình, tôi phải công nhận là không thể tiếp cận được Xzentôvic, ngoại trừ phải giở cái trò lộ liễu thô bạo không hợp khẩu vị cũng như thói quen của tôi.	Jól ismertem ezt a játékot, mely egyedül áll az emberteremtette játékok között, mert teljesen kivonja magát a véletlen zsarnoki uralma alól, és a győzelmi pálmát kizárólag a szellemnek, helyesebben a szellemi tevékenység egy bizonyos válfajának adja át.	0.249029
Anh ta thường hay đi dạo trên cầu tàu, nhưng lúc nào cũng có vẻ mải mê suy nghĩ và không thích tiếp xúc với ai, hai tay chắp sau lưng đúng với tư thế của Napôlêông được thể hiện trên một bức tranh nổi tiếng; hơn nữa anh đột ngột và vội vã rời khỏi cầu tàu nên nếu muốn bắt chuyện với anh thì cứ phải ba chân bốn cẳng chạy theo.		-0.3
Người ta không thấy anh tới quầy rượu, cả phòng hút thuốc lẫn phòng khách.	De nem sértő korlátozás-e a sakkot egyszerűen játéknak nevezni?	0.2
Chiêu đãi viên thổ lộ với tôi rằng anh thường ở lì trong phòng mình để luyện trước một bàn cờ rộng.	Nem tudomány, nem művészet-e egyúttal, mely úgy lebeg e kategóriák között, mint Mohamed koporsója ég és föld között?	0.3
Ba ngày sau, tôi buộc phải thú nhận rằng chiến thuật tự vệ của anh mạnh hơn ý chí tấn công của tôi; tôi rất bực.	Az ellentétek sajátos, egyszeri összetalálkozása: ősrégi és örökké új, természetében mechanikus, de csak a képzelet eleveníti meg, szűk mértani térre szorul, és ugyanakkor kombinációs lehetőségeiben határtalan.	0.0936
Tôi chưa bao giờ có dịp tự mình làm quen với một nhà vô địch cờ và không thể hình dung ra một nhà vô địch cờ phải là người như thế nào.	Szün­telenül fejlődik, és teljesen terméketlen. ~~~ Olyan gondolkozás, amely semmihez sem vezet.	-0.0945652
Làm sao tôi có thể hình dung nổi một bộ óc suốt đời chuyên chú vào một diện tích gồm sáu mươi tư ô đen và trắng ?	Matematika, ami semmit ki nem számít, művészet, ami nem hoz létre műveket, anyagtalan szobrászat.	0.195652
Qua kinh nghiệm bản thân, tôi đã biết rõ sức hấp dẫn huyền bí của cái “trò chơi đế vương” này, một trò chơi duy nhất trong tất cả các trò đã thoát khỏi nanh vuốt độc tài của sự may rủi, một trò chơi duy nhất mà người ta có thể dành thắng lợi nhờ tài trí thông minh của bản thân, hay nói cho đúng hơn nhờ một số dạng thông minh nào đấy.		-0.3
Nhưng nếu gọi nó là một trò chơi thì phải chăng đây là một sự hạn chế mang tính chất thóa mạ ?	S mindezek ellenére lényében és létében tartósabbnak bizonyult minden törvénynél, minden más alkotásnál.	0.297143
Phải chăng nó cũng là một khoa học, một bộ môn nghệ thuật, hoặc một bộ môn gì đó lơ lửng giữa khoa học và nghệ thuật như linh cữu của Mahômet treo lơ lửng giữa đất trời ?	Egyetlen játék, amelyet minden idők minden népe egyaránt magáénak vallott, s amelyről senki sem tudja, melyik isten hozta a földre, hogy unalmat űzzön, elmét élesítsen, lelkeket hevítsen.	0.277966
Nguồn gốc của môn cờ bị chìm mất trong đêm tối của thời gian, thế nhưng nó luôn luôn mới lạ, nước đi máy móc, nhưng đánh có kết quả là nhờ trí tưởng tượng của người chơi nó được hạn định một cách nghiêm ngặt trong một không gian hình học cố định, tuy vậy các nước đi thì thiên hình vạn hóa.		-0.3
Nó phát triển không ngừng, song vẫn cằn cỗi.	Hol itt a kezdet, hol itt a vég?	0.0444444
Đây là một suy nghĩ không đem lại kết quả, một môn toán không chứng minh một điều gì, một nghệ thuật chẳng để lại tác phẩm, một kết cấu không chất liệu; tuy vậy, với cách thức của nó, cái trò chơi này đã chứng tỏ được rằng nó tồn tại bền lâu hơn sách hoặc bất kỳ đài tưởng niệm nào, nó là trò chơi độc nhất vô song của mọi dân tộc và mọi thời đại và chẳng ai rõ thánh thần nào đã ban phú cho trái đất để triệt hạ buồn phiền, mài giũa trí tuệ và khích lệ tinh thần.	Szabályait minden gyermek könnyedén megtanulja, minden kontár kipróbálhatja benne ügyességét, s ugyanakkor a szűk négyzet különös mestereket teremt, kik élesen különböznek mindenki mástól. ~~~ Olyan embereket, kiknek tehetsége csupán ezeken a határokon belül érvényesül, specifikus lángelméket, kikben a meglátás, a türelem és a technika éppen olyan meghatározott mértékben keveredik, mint a matematikusokban, költőkben, zenészekben, csupán más sorrendben, más kapcsolatban.	-0.0218954
Nó bắt đầu từ đâu, kết thúc ở đâu ? ~~~ Một em bé cũng có thể học hỏi các quy tắc, một người thiếu kiến thức cũng có thể đánh thử và nếu có năng khiếu đặc biệt về môn này thì có thể là người độc nhất vươn tới trình độ bậc thầy.	A fiziognómia fénykorában egy Gall talán felmetszette volna az ilyen sakkmester koponyáját, hogy megállapítsa, vajon van-e a sakkgéniusznak megfelelő agytekervénye a szürke agykéreg­ben, valamilyen sakkizom vagy sakkcsomóféle, ami jellegzetesebben rajzolódik ki, mint más koponyákban.	-0.00397727
Tính kiên nhẫn và kỹ thuật gặp nhau tại bàn cờ và muốn có được những tìm tòi mới lạ như trong toán học, trong thơ ca, trong âm nhạc thì phải có cách nhìn nhận tinh anh.	S mennyire izgathatta az ilyen fiziognómust Czentovic esete, ahol ez a sajátos géniusz teljes intellektuális renyheségbe ágyazva jelenik meg, mint a hatalmas kőtömbben húzódó, keskeny aranyér.	0.3
